"HEROP_ID","GEOID","TotTracts","RxCtTmDr","RxCtTmDr2","RxTmDrP","RxTmDrP2","RxAvTmDr","RxAvTmDr2"
"050US13201","13201",3,3,2,100,66.67,9.7,19.4
"050US13205","13205",7,7,6,100,85.71,4.39,8.77
"050US13207","13207",5,5,4,100,80,10.75,21.51
"050US13209","13209",3,3,3,100,100,8.41,16.81
"050US13211","13211",6,6,6,100,100,9.05,18.1
"050US13213","13213",10,9,8,90,80,9.34,18.68
"050US13215","13215",59,59,58,100,98.31,2.46,4.91
"050US13217","13217",22,22,22,100,100,5.41,10.82
"050US13219","13219",11,11,10,100,90.91,5.78,11.57
"050US13221","13221",6,6,4,100,66.67,11.89,23.78
"050US13223","13223",33,33,33,100,100,4.68,9.37
"050US13225","13225",8,8,8,100,100,5.72,11.45
"050US13227","13227",9,8,8,88.89,88.89,6.92,13.83
"050US13229","13229",6,6,4,100,66.67,6.93,13.86
"050US13231","13231",5,5,3,100,60,13.19,26.38
"050US13233","13233",8,8,8,100,100,5.79,11.58
"050US13235","13235",4,4,4,100,100,4.69,9.38
"050US13237","13237",8,8,4,100,50,13.27,26.54
"050US13239","13239",1,1,0,100,0,21.37,42.74
"050US13241","13241",8,8,5,100,62.5,10.81,21.62
"050US13243","13243",2,2,2,100,100,0,0
"050US13245","13245",56,55,54,98.21,96.43,4.1,8.21
"050US13247","13247",24,24,24,100,100,3.75,7.49
"050US13249","13249",2,2,2,100,100,6.83,13.66
"050US13251","13251",6,6,3,100,50,14.42,28.84
"050US13253","13253",3,3,2,100,66.67,8.62,17.25
"050US13255","13255",17,17,17,100,100,6.66,13.32
"050US13257","13257",8,8,8,100,100,4.01,8.03
"050US13259","13259",2,2,1,100,50,9.46,18.92
"050US13261","13261",8,8,6,100,75,7.28,14.55
"050US13263","13263",3,3,1,100,33.33,18.9,37.79
"050US13265","13265",1,1,0,100,0,22.41,44.82
"050US13267","13267",7,7,5,100,71.43,6.56,13.12
"050US13269","13269",4,4,4,100,100,6.93,13.86
"050US13271","13271",5,5,4,100,80,6.13,12.26
"050US13273","13273",4,4,3,100,75,10.95,21.89
"050US13275","13275",14,14,13,100,92.86,6.2,12.39
"050US13277","13277",12,12,12,100,100,4.79,9.58
"050US13279","13279",9,9,8,100,88.89,6.94,13.88
"050US13281","13281",4,4,3,100,75,10.63,21.25
"050US13283","13283",2,2,2,100,100,5.47,10.94
"050US13285","13285",18,18,16,100,88.89,7.52,15.05
"050US13287","13287",3,3,2,100,66.67,9.55,19.11
"050US13289","13289",3,3,1,100,33.33,12.05,24.11
"050US13291","13291",8,7,2,87.5,25,18.75,37.49
"050US13293","13293",8,8,7,100,87.5,6.63,13.27
"050US13295","13295",18,18,16,100,88.89,6.32,12.65
"050US13297","13297",20,20,20,100,100,5.1,10.2
"050US13299","13299",10,9,7,90,70,9.1,18.21
"050US13301","13301",2,2,1,100,50,7.61,15.21
"050US13303","13303",5,5,3,100,60,11.56,23.12
"050US13305","13305",7,7,5,100,71.43,10.63,21.26
"050US13307","13307",2,2,2,100,100,6.09,12.18
"050US13309","13309",2,2,2,100,100,6.54,13.07
"050US13311","13311",9,9,8,100,88.89,11.42,22.85
"050US13313","13313",22,22,22,100,100,4.5,9
"050US13315","13315",4,4,4,100,100,3.19,6.38
"050US13317","13317",4,4,2,100,50,11.11,22.23
"050US13319","13319",3,3,1,100,33.33,15.46,30.93
"050US13321","13321",6,6,4,100,66.67,10.46,20.92
"050US15001","15001",43,35,26,81.4,60.47,14.97,29.94
"050US15003","15003",329,324,320,98.48,97.26,3.2,6.39
"050US15005","15005",1,0,0,0,0,NA,NA
"050US15007","15007",18,17,15,94.44,83.33,8.09,16.17
"050US15009","15009",45,42,38,93.33,84.44,9.05,18.11
"050US16001","16001",129,129,126,100,97.67,3.87,7.75
"050US16003","16003",2,0,0,0,0,61.38,122.76
"050US16005","16005",24,23,21,95.83,87.5,5.78,11.56
"050US16007","16007",2,2,1,100,50,8.84,17.68
"050US16009","16009",2,1,1,50,50,31.44,62.88
"050US16011","16011",10,8,6,80,60,17.48,34.97
"050US16013","16013",8,4,2,50,25,27.38,54.75
"050US16015","16015",3,0,0,0,0,43.5,87.01
"050US16017","16017",16,14,8,87.5,50,18.92,37.83
"050US16019","16019",24,23,23,95.83,95.83,5,9.99
"050US16021","16021",2,1,1,50,50,24.33,48.66
"050US16023","16023",1,0,0,0,0,79.41,158.82
"050US16025","16025",1,0,0,0,0,58.14,116.28
"050US16027","16027",54,54,53,100,98.15,3.64,7.28
"050US16029","16029",2,2,2,100,100,0,0
"050US16031","16031",6,4,3,66.67,50,21.4,42.8
"050US16033","16033",1,0,0,0,0,61.86,123.72
"050US16035","16035",3,2,1,66.67,33.33,36.58,73.15
"050US16037","16037",1,0,0,0,0,NA,NA
"050US16039","16039",7,6,4,85.71,57.14,16.79,33.58
"050US16041","16041",2,2,2,100,100,0,0
"050US16043","16043",4,3,3,75,75,11.29,22.57
"050US16045","16045",4,3,3,75,75,16.51,33.02
"050US16047","16047",4,3,2,75,50,15.22,30.44
"050US16049","16049",6,3,2,50,33.33,29,57.99
"050US16051","16051",6,5,5,83.33,83.33,10.91,21.82
"050US16053","16053",6,6,5,100,83.33,8.31,16.63
"050US16055","16055",39,37,32,94.87,82.05,8,15.99
"050US16057","16057",9,7,7,77.78,77.78,12.68,25.36
"050US16059","16059",3,1,1,33.33,33.33,0,0
"050US16061","16061",3,2,1,66.67,33.33,22.93,45.85
"050US16063","16063",1,1,1,100,100,0,0
"050US16065","16065",11,11,10,100,90.91,7.71,15.42
"050US16067","16067",5,4,2,80,40,19.82,39.65
"050US16069","16069",10,8,8,80,80,10.53,21.06
"050US16071","16071",1,1,1,100,100,0,0
"050US16073","16073",3,2,2,66.67,66.67,6.43,12.86
"050US16075","16075",5,5,3,100,60,12.92,25.83
"050US16077","16077",2,1,1,50,50,30.77,61.54
"050US16079","16079",3,3,2,100,66.67,6.03,12.05
"050US16081","16081",7,7,4,100,57.14,10.57,21.14
"050US16083","16083",17,17,16,100,94.12,4.97,9.93
"050US16085","16085",4,1,1,25,25,47.06,94.12
"050US16087","16087",3,1,1,33.33,33.33,29.4,58.8
"050US17001","17001",19,19,15,100,78.95,8.42,16.84
"050US17003","17003",4,4,1,100,25,20.62,41.25
"050US17005","17005",4,4,3,100,75,10.32,20.64
"050US17007","17007",10,10,9,100,90,6.99,13.99
"050US17009","17009",2,2,2,100,100,0.85,1.7
"050US17011","17011",10,10,7,100,70,11.21,22.42
"050US17013","17013",2,1,1,50,50,18.84,37.67
"050US17015","17015",6,6,3,100,50,13.68,27.35
"050US17017","17017",5,5,4,100,80,6.14,12.27
"050US17019","17019",48,48,46,100,95.83,3.51,7.03
"050US17021","17021",10,10,6,100,60,11.03,22.06
"050US17023","17023",4,4,4,100,100,2.53,5.06
"050US17025","17025",4,4,4,100,100,8.43,16.85
"050US17027","17027",9,9,4,100,44.44,11.97,23.94
"050US17029","17029",13,13,13,100,100,3.8,7.6
"050US17031","17031",1331,1331,1331,100,100,1.46,2.93
"050US17033","17033",6,6,4,100,66.67,10.47,20.94
"050US17035","17035",3,3,1,100,33.33,11.24,22.47
"050US17037","17037",23,23,21,100,91.3,5.71,11.42
"050US17039","17039",5,4,3,80,60,12.79,25.58
"050US17041","17041",5,5,4,100,80,8.82,17.64
"050US17043","17043",219,219,219,100,100,2.19,4.37
"050US17045","17045",5,4,3,80,60,16.32,32.65
"050US17047","17047",3,3,3,100,100,2.29,4.59
"050US17049","17049",8,8,5,100,62.5,7.14,14.29
"050US17051","17051",7,7,2,100,28.57,16.02,32.03
"050US17053","17053",5,5,3,100,60,11.68,23.35
"050US17055","17055",12,12,9,100,75,9.33,18.66
"050US17057","17057",12,12,7,100,58.33,12.72,25.45
"050US17059","17059",2,2,2,100,100,0,0
"050US17061","17061",5,5,5,100,100,2.8,5.61
"050US17063","17063",10,10,8,100,80,9.65,19.29
"050US17065","17065",3,3,2,100,66.67,8.33,16.67
"050US17067","17067",7,7,5,100,71.43,9.63,19.26
"050US17069","17069",2,1,1,50,50,18.6,37.21
"050US17071","17071",3,3,1,100,33.33,20.57,41.14
"050US17073","17073",14,14,14,100,100,4.13,8.25
"050US17075","17075",9,8,4,88.89,44.44,16.11,32.22
"050US17077","17077",17,17,14,100,82.35,9.85,19.69
"050US17079","17079",3,3,3,100,100,7.41,14.82
"050US17081","17081",11,11,7,100,63.64,7.58,15.16
"050US17083","17083",6,5,2,83.33,33.33,19.85,39.7
"050US17085","17085",7,7,4,100,57.14,11.33,22.66
"050US17087","17087",4,4,3,100,75,8.21,16.42
"050US17089","17089",104,104,104,100,100,2.75,5.51
"050US17091","17091",30,30,26,100,86.67,6.63,13.25
"050US17093","17093",21,21,21,100,100,3.16,6.32
"050US17095","17095",16,16,15,100,93.75,5.82,11.63
"050US17097","17097",159,159,159,100,100,2.46,4.92
"050US17099","17099",28,28,24,100,85.71,7.06,14.13
"050US17101","17101",5,5,4,100,80,7.65,15.3
"050US17103","17103",9,9,5,100,55.56,12.23,24.46
"050US17105","17105",10,10,6,100,60,8.89,17.77
"050US17107","17107",8,8,7,100,87.5,8.24,16.48
"050US17109","17109",11,11,8,100,72.73,7.01,14.02
"050US17111","17111",64,64,63,100,98.44,4.49,8.98
"050US17113","17113",47,47,43,100,91.49,4.44,8.87
"050US17115","17115",37,37,34,100,91.89,4.56,9.12
"050US17117","17117",13,13,10,100,76.92,8.38,16.75
"050US17119","17119",63,62,57,98.41,90.48,5.49,10.97
"050US17121","17121",12,12,9,100,75,9.63,19.27
"050US17123","17123",5,5,2,100,40,11.54,23.08
"050US17125","17125",6,6,5,100,83.33,7.27,14.55
"050US17127","17127",4,4,3,100,75,7.24,14.47
"050US17129","17129",3,3,2,100,66.67,8.3,16.61
"050US17131","17131",4,4,2,100,50,12.66,25.32
"050US17133","17133",7,7,5,100,71.43,6.49,12.98
"050US17135","17135",8,8,7,100,87.5,6.67,13.35
"050US17137","17137",10,10,7,100,70,9.44,18.88
"050US17139","17139",4,4,3,100,75,6.94,13.87
"050US17141","17141",13,13,9,100,69.23,9.82,19.64
"050US17143","17143",49,49,49,100,100,2.82,5.65
"050US17145","17145",6,6,4,100,66.67,9.73,19.47
"050US17147","17147",4,4,2,100,50,8.86,17.73
"050US17149","17149",5,5,2,100,40,12.17,24.34
"050US17151","17151",2,2,0,100,0,24.63,49.26
"050US17153","17153",2,2,2,100,100,0,0
"050US17155","17155",2,2,2,100,100,6.12,12.24
"050US17157","17157",10,10,9,100,90,5.74,11.48
"050US17159","17159",5,5,5,100,100,5.3,10.6
"050US17161","17161",43,43,40,100,93.02,3.91,7.83
"050US17163","17163",68,68,68,100,100,3.1,6.19
"050US17165","17165",9,9,8,100,88.89,7.34,14.68
"050US17167","17167",54,54,54,100,100,3.46,6.92
"050US17169","17169",3,3,2,100,66.67,10.86,21.72
"050US17171","17171",2,2,1,100,50,10.2,20.4
"050US17173","17173",6,6,4,100,66.67,11.69,23.38
"050US17175","17175",2,2,1,100,50,15.31,30.62
"050US17177","17177",13,13,11,100,84.62,5.99,11.99
"050US17179","17179",30,30,28,100,93.33,4.38,8.76
"050US17181","17181",5,5,3,100,60,11.54,23.08
"050US17183","17183",24,19,13,79.17,54.17,14.82,29.65
"050US17185","17185",4,4,3,100,75,9.15,18.3
"050US17187","17187",5,5,5,100,100,3.64,7.28
"050US17189","17189",4,4,3,100,75,6.69,13.38
"050US17191","17191",5,4,2,80,40,15.06,30.11
"050US17193","17193",5,5,3,100,60,11.16,22.31
"050US17195","17195",19,19,17,100,89.47,5.37,10.75
"050US17197","17197",172,172,172,100,100,3.47,6.93
"050US17199","17199",18,18,16,100,88.89,5.62,11.24
"050US17201","17201",80,80,79,100,98.75,3.04,6.08
"050US17203","17203",9,9,7,100,77.78,8.11,16.23
"050US18001","18001",7,7,4,100,57.14,12.95,25.91
"050US18003","18003",96,96,94,100,97.92,3.1,6.19
"050US18005","18005",16,16,15,100,93.75,5.26,10.51
"050US18007","18007",3,3,1,100,33.33,12.23,24.46
"050US18009","18009",4,4,4,100,100,5.56,11.12
"050US18011","18011",11,11,10,100,90.91,4.6,9.21
"050US18013","18013",5,4,1,80,20,23.66,47.33
"050US18015","18015",7,7,4,100,57.14,14.05,28.11
"050US18017","18017",11,11,8,100,72.73,8.28,16.57
"050US18019","18019",27,27,25,100,92.59,3.73,7.45
"050US18021","18021",6,6,6,100,100,3.44,6.87
"050US18023","18023",8,8,7,100,87.5,5.98,11.97
"050US18025","18025",3,3,1,100,33.33,15.32,30.64
"050US18027","18027",8,8,6,100,75,6.66,13.31
"050US18029","18029",13,13,11,100,84.62,7.05,14.1
"050US18031","18031",6,6,2,100,33.33,15.57,31.15
"050US18033","18033",9,9,8,100,88.89,5.57,11.15
"050US18035","18035",34,34,31,100,91.18,5.61,11.22
"050US18037","18037",9,9,7,100,77.78,7.65,15.3
"050US18039","18039",45,45,45,100,100,3.33,6.65
"050US18041","18041",7,7,6,100,85.71,6.16,12.33
"050US18043","18043",20,20,20,100,100,4.38,8.76
"050US18045","18045",5,5,2,100,40,18.19,36.39
"050US18047","18047",5,5,3,100,60,11.06,22.12
"050US18049","18049",6,6,4,100,66.67,9.92,19.83
"050US18051","18051",8,8,6,100,75,8.75,17.5
"050US18053","18053",16,16,16,100,100,3.67,7.34
"050US18055","18055",9,9,2,100,22.22,18.19,36.38
"050US18057","18057",57,57,56,100,98.25,3.01,6.01
"050US18059","18059",15,15,15,100,100,4.63,9.26
"050US18061","18061",9,9,5,100,55.56,9.65,19.3
"050US18063","18063",31,31,30,100,96.77,4.48,8.96
"050US18065","18065",13,13,12,100,92.31,4.97,9.93
"050US18067","18067",21,21,21,100,100,2.78,5.56
"050US18069","18069",9,9,8,100,88.89,8.21,16.43
"050US18071","18071",11,11,9,100,81.82,5.75,11.51
"050US18073","18073",8,8,5,100,62.5,12.64,25.29
"050US18075","18075",7,7,0,100,0,23.03,46.05
"050US18077","18077",7,7,5,100,71.43,9.92,19.84
"050US18079","18079",6,6,4,100,66.67,10.29,20.58
"050US18081","18081",28,28,28,100,100,3.72,7.43
"050US18083","18083",11,11,9,100,81.82,7.25,14.5
"050US18085","18085",21,21,18,100,85.71,7.09,14.19
"050US18087","18087",9,9,7,100,77.78,7.05,14.11
"050US18089","18089",131,131,129,100,98.47,2.98,5.96
"050US18091","18091",30,30,27,100,90,5.16,10.31
"050US18093","18093",13,13,13,100,100,5.77,11.53
"050US18095","18095",39,39,38,100,97.44,4.36,8.72
"050US18097","18097",253,253,253,100,100,2.19,4.38
"050US18099","18099",12,12,11,100,91.67,6.43,12.86
"050US18101","18101",3,3,1,100,33.33,17.25,34.5
"050US18103","18103",10,10,7,100,70,7.51,15.02
"050US18105","18105",33,33,32,100,96.97,4.77,9.55
"050US18107","18107",9,9,5,100,55.56,10.23,20.46
"050US18109","18109",17,17,14,100,82.35,7.26,14.53
"050US18111","18111",4,4,2,100,50,9.07,18.14
"050US18113","18113",10,10,9,100,90,8.3,16.6
"050US18115","18115",2,2,1,100,50,15.37,30.73
"050US18117","18117",6,6,3,100,50,13.79,27.58
"050US18119","18119",6,6,2,100,33.33,13.53,27.07
"050US18121","18121",5,5,2,100,40,12.52,25.04
"050US18123","18123",5,5,3,100,60,12.21,24.41
"050US18125","18125",4,4,0,100,0,25.33,50.66
"050US18127","18127",42,42,42,100,100,4.96,9.92
"050US18129","18129",7,7,5,100,71.43,8.33,16.67
"050US18131","18131",4,4,1,100,25,15.96,31.91
"050US18133","18133",9,9,7,100,77.78,7.79,15.57
"050US18135","18135",8,8,6,100,75,10.59,21.18
"050US18137","18137",7,6,5,85.71,71.43,9.99,19.98
"050US18139","18139",5,5,4,100,80,7.9,15.81
"050US18141","18141",82,82,82,100,100,2.58,5.16
"050US18143","18143",5,5,5,100,100,5.76,11.52
"050US18145","18145",10,10,9,100,90,4.32,8.65
"050US18147","18147",6,6,4,100,66.67,13.54,27.09
"050US18149","18149",7,5,2,71.43,28.57,21.83,43.65
"050US18151","18151",9,9,6,100,66.67,10.38,20.75
"050US18153","18153",8,8,6,100,75,10.2,20.4
"050US18155","18155",3,3,1,100,33.33,14.9,29.79
"050US18157","18157",43,43,43,100,100,3.41,6.83
"050US18159","18159",5,5,5,100,100,6.11,12.22
"050US18161","18161",2,2,1,100,50,10.3,20.61
"050US18163","18163",59,59,59,100,100,2.52,5.05
"050US18165","18165",5,5,3,100,60,11.16,22.33
"050US18167","18167",32,32,30,100,93.75,4.47,8.95
"050US18169","18169",8,8,8,100,100,5.26,10.52
"050US18171","18171",3,3,1,100,33.33,13.22,26.43
"050US18173","18173",16,16,14,100,87.5,4.8,9.59
"050US18175","18175",7,7,4,100,57.14,9.58,19.16
"050US18177","18177",18,18,17,100,94.44,6.03,12.05
"050US18179","18179",7,7,6,100,85.71,7.63,15.26
"050US18181","18181",9,9,5,100,55.56,11.97,23.93
"050US18183","18183",8,8,7,100,87.5,8.63,17.27
"050US19001","19001",3,3,3,100,100,3.08,6.17
"050US19003","19003",2,1,0,50,0,30.94,61.88
"050US19005","19005",5,5,2,100,40,12.14,24.28
"050US19007","19007",5,5,3,100,60,10.08,20.16
"050US19009","19009",3,3,0,100,0,20.38,40.76
"050US19011","19011",7,7,6,100,85.71,6.16,12.31
"050US19013","19013",39,39,39,100,100,4,7.99
"050US19015","19015",7,7,6,100,85.71,8.09,16.18
"050US19017","19017",8,8,5,100,62.5,7.86,15.73
"050US19019","19019",6,6,5,100,83.33,9.47,18.95
"050US19021","19021",6,6,3,100,50,13.08,26.16
"050US19023","19023",5,5,2,100,40,14.15,28.3
"050US19025","19025",4,4,3,100,75,5.79,11.59
"050US19027","19027",6,6,6,100,100,3.34,6.68
"050US19029","19029",5,5,3,100,60,11.7,23.4
"050US19031","19031",5,5,4,100,80,9.23,18.47
"050US19033","19033",12,12,11,100,91.67,3.9,7.81
"050US19035","19035",5,5,3,100,60,9.8,19.6
"050US19037","19037",4,4,3,100,75,10.33,20.66
"050US19039","19039",3,3,0,100,0,27.64,55.27
"050US19041","19041",5,5,4,100,80,9.04,18.08
"050US19043","19043",6,6,4,100,66.67,5.76,11.52
"050US19045","19045",12,12,10,100,83.33,8.1,16.2
"050US19047","19047",6,6,3,100,50,13.03,26.05
"050US19049","19049",19,19,17,100,89.47,4.64,9.29
"050US19051","19051",2,2,1,100,50,10.43,20.86
"050US19053","19053",3,3,3,100,100,2.1,4.2
"050US19055","19055",4,4,2,100,50,10.47,20.95
"050US19057","19057",11,11,10,100,90.91,5.17,10.35
"050US19059","19059",6,6,5,100,83.33,5.78,11.55
"050US19061","19061",27,27,25,100,92.59,4.24,8.48
"050US19063","19063",4,3,0,75,0,26.15,52.3
"050US19065","19065",7,7,7,100,100,5.25,10.49
"050US19067","19067",5,5,3,100,60,9.31,18.62
"050US19069","19069",3,3,2,100,66.67,7.11,14.22
"050US19071","19071",3,3,2,100,66.67,6.14,12.29
"050US19073","19073",4,4,3,100,75,10.21,20.42
"050US19075","19075",4,4,3,100,75,6.55,13.11
"050US19077","19077",3,3,1,100,33.33,16.76,33.51
"050US19079","19079",5,4,0,80,0,26.49,52.98
"050US19081","19081",4,4,2,100,50,13.12,26.24
"050US19083","19083",6,6,4,100,66.67,8,16.01
"050US19085","19085",5,5,4,100,80,5.6,11.2
"050US19087","19087",5,5,5,100,100,7.28,14.55
"050US19089","19089",3,0,0,0,0,31.95,63.9
"050US19091","19091",4,4,3,100,75,10.32,20.65
"050US19093","19093",3,3,3,100,100,1.06,2.12
"050US19095","19095",4,4,3,100,75,4.1,8.19
"050US19097","19097",6,6,4,100,66.67,6.57,13.14
"050US19099","19099",10,10,8,100,80,7.1,14.2
"050US19101","19101",5,5,5,100,100,4.69,9.38
"050US19103","19103",36,36,36,100,100,4.35,8.71
"050US19105","19105",7,7,7,100,100,2.51,5.01
"050US19107","19107",4,4,0,100,0,24.91,49.81
"050US19109","19109",6,6,4,100,66.67,12.02,24.04
"050US19111","19111",11,11,8,100,72.73,9.58,19.17
"050US19113","19113",54,54,54,100,100,2.45,4.9
"050US19115","19115",3,3,2,100,66.67,6.43,12.87
"050US19117","19117",4,1,0,25,0,31.84,63.67
"050US19119","19119",3,3,2,100,66.67,11.22,22.43
"050US19121","19121",4,4,4,100,100,2.68,5.36
"050US19123","19123",7,7,6,100,85.71,7.98,15.95
"050US19125","19125",10,10,7,100,70,8.29,16.58
"050US19127","19127",11,11,9,100,81.82,8.95,17.89
"050US19129","19129",5,5,4,100,80,7.68,15.36
"050US19131","19131",3,3,1,100,33.33,13.39,26.78
"050US19133","19133",4,3,3,75,75,10.23,20.46
"050US19135","19135",3,2,0,66.67,0,31.41,62.82
"050US19137","19137",4,4,2,100,50,9.48,18.95
"050US19139","19139",10,10,9,100,90,4.97,9.95
"050US19141","19141",4,4,4,100,100,3.62,7.25
"050US19143","19143",2,2,1,100,50,11.38,22.75
"050US19145","19145",6,6,2,100,33.33,15.49,30.99
"050US19147","19147",4,3,0,75,0,27.09,54.19
"050US19149","19149",6,6,6,100,100,6.57,13.13
"050US19151","19151",3,3,2,100,66.67,5.56,11.13
"050US19153","19153",112,112,112,100,100,2.56,5.11
"050US19155","19155",30,30,29,100,96.67,4.49,8.97
"050US19157","19157",5,5,5,100,100,3.46,6.92
"050US19159","19159",2,2,1,100,50,10.69,21.37
"050US19161","19161",4,3,0,75,0,23.96,47.92
"050US19163","19163",48,48,47,100,97.92,3.52,7.05
"050US19165","19165",4,4,4,100,100,5.28,10.56
"050US19167","19167",9,9,9,100,100,4.19,8.38
"050US19169","19169",27,27,27,100,100,4.33,8.66
"050US19171","19171",6,6,5,100,83.33,5.5,11.01
"050US19173","19173",3,3,2,100,66.67,6.25,12.49
"050US19175","19175",4,4,3,100,75,9.37,18.73
"050US19177","19177",2,2,0,100,0,25.5,50.99
"050US19179","19179",11,11,10,100,90.91,5.08,10.15
"050US19181","19181",14,14,12,100,85.71,5.27,10.54
"050US19183","19183",6,6,6,100,100,4.16,8.33
"050US19185","19185",3,3,1,100,33.33,15.19,30.38
"050US19187","19187",13,12,9,92.31,69.23,9.02,18.03
"050US19189","19189",3,3,2,100,66.67,10.27,20.53
"050US19191","19191",5,5,3,100,60,12.65,25.3
"050US19193","19193",29,29,26,100,89.66,3.96,7.92
"050US19195","19195",3,3,0,100,0,23.09,46.18
"050US19197","19197",5,5,5,100,100,3.42,6.84
"050US20001","20001",5,5,4,100,80,4.44,8.88
"050US20003","20003",2,2,1,100,50,9.37,18.74
"050US20005","20005",5,5,4,100,80,7.34,14.67
"050US20007","20007",2,2,2,100,100,0,0
"050US20009","20009",8,8,8,100,100,2.69,5.38
"050US20011","20011",5,5,3,100,60,12.14,24.27
"050US20013","20013",3,3,2,100,66.67,7.78,15.57
"050US20015","20015",19,17,15,89.47,78.95,9.08,18.16
"050US20017","20017",1,1,1,100,100,0,0
"050US20019","20019",1,1,1,100,100,0,0
"050US20021","20021",6,6,6,100,100,5.68,11.36
"050US20023","20023",1,1,1,100,100,0,0
"050US20025","20025",1,1,1,100,100,0,0
"050US20027","20027",2,2,2,100,100,3.3,6.6
"050US20029","20029",4,4,2,100,50,11.52,23.04
"050US20031","20031",3,3,2,100,66.67,6.49,12.98
"050US20033","20033",1,1,1,100,100,0,0
"050US20035","20035",11,10,10,90.91,90.91,5.99,11.97
"050US20037","20037",12,12,12,100,100,4.57,9.14
"050US20039","20039",1,1,1,100,100,0,0
"050US20041","20041",6,6,3,100,50,14.54,29.08
"050US20043","20043",3,3,2,100,66.67,10.24,20.48
"050US20045","20045",27,27,26,100,96.3,2.72,5.44
"050US20047","20047",2,2,2,100,100,7.22,14.44
"050US20049","20049",1,0,0,0,0,35.14,70.28
"050US20051","20051",8,8,8,100,100,6.14,12.29
"050US20053","20053",2,2,1,100,50,14.44,28.88
"050US20055","20055",12,12,12,100,100,4.13,8.25
"050US20057","20057",9,9,8,100,88.89,8.32,16.64
"050US20059","20059",6,6,5,100,83.33,6.33,12.66
"050US20061","20061",11,11,9,100,81.82,6.44,12.87
"050US20063","20063",1,1,1,100,100,0,0
"050US20065","20065",1,1,1,100,100,0,0
"050US20067","20067",2,2,2,100,100,1.49,2.97
"050US20069","20069",2,2,2,100,100,0,0
"050US20071","20071",1,1,1,100,100,0,0
"050US20073","20073",3,3,2,100,66.67,10.99,21.99
"050US20075","20075",1,1,1,100,100,0,0
"050US20077","20077",3,3,3,100,100,3.06,6.12
"050US20079","20079",7,7,6,100,85.71,3.8,7.6
"050US20081","20081",1,1,0,100,0,28.79,57.58
"050US20083","20083",1,0,0,0,0,34.24,68.48
"050US20085","20085",3,2,0,66.67,0,29.86,59.71
"050US20087","20087",4,4,2,100,50,9.45,18.9
"050US20089","20089",1,1,1,100,100,0,0
"050US20091","20091",154,154,154,100,100,2.03,4.07
"050US20093","20093",1,1,1,100,100,0,0
"050US20095","20095",3,3,1,100,33.33,12.76,25.53
"050US20097","20097",1,1,1,100,100,0,0
"050US20099","20099",8,8,7,100,87.5,5.65,11.3
"050US20101","20101",1,1,1,100,100,0,0
"050US20103","20103",19,19,19,100,100,6.05,12.1
"050US20105","20105",1,1,1,100,100,0,0
"050US20107","20107",3,3,2,100,66.67,6.39,12.79
"050US20109","20109",1,1,1,100,100,0,0
"050US20111","20111",12,12,11,100,91.67,5.04,10.08
"050US20113","20113",7,7,5,100,71.43,7.11,14.23
"050US20115","20115",4,4,2,100,50,9.38,18.75
"050US20117","20117",4,4,1,100,25,16.52,33.03
"050US20119","20119",2,2,2,100,100,5.08,10.16
"050US20121","20121",8,8,6,100,75,6.66,13.32
"050US20123","20123",2,2,1,100,50,11.42,22.84
"050US20125","20125",12,12,11,100,91.67,4.21,8.43
"050US20127","20127",2,2,1,100,50,9.3,18.59
"050US20129","20129",1,1,1,100,100,0,0
"050US20131","20131",3,3,2,100,66.67,8.42,16.84
"050US20133","20133",5,5,4,100,80,5.23,10.46
"050US20135","20135",1,1,1,100,100,0,0
"050US20137","20137",1,1,1,100,100,0,0
"050US20139","20139",5,5,3,100,60,9.06,18.12
"050US20141","20141",1,1,1,100,100,0,0
"050US20143","20143",2,2,1,100,50,12.89,25.79
"050US20145","20145",2,2,2,100,100,5.8,11.6
"050US20147","20147",3,3,3,100,100,7.99,15.99
"050US20149","20149",5,5,5,100,100,4.6,9.2
"050US20151","20151",3,3,3,100,100,1.04,2.07
"050US20153","20153",1,1,1,100,100,0,0
"050US20155","20155",17,17,14,100,82.35,6.44,12.88
"050US20157","20157",3,3,3,100,100,8.06,16.12
"050US20159","20159",3,3,3,100,100,2.79,5.57
"050US20161","20161",17,16,14,94.12,82.35,6.23,12.46
"050US20163","20163",2,2,1,100,50,12.37,24.73
"050US20165","20165",1,1,1,100,100,0,0
"050US20167","20167",2,2,2,100,100,5.6,11.2
"050US20169","20169",13,13,13,100,100,2.82,5.65
"050US20171","20171",1,1,1,100,100,0,0
"050US20173","20173",135,135,134,100,99.26,2.62,5.24
"050US20175","20175",5,5,4,100,80,5.26,10.51
"050US20177","20177",46,46,45,100,97.83,3.87,7.75
"050US20179","20179",1,1,1,100,100,0,0
"050US20181","20181",2,2,0,100,0,28.39,56.78
"050US20183","20183",2,2,2,100,100,0.49,0.98
"050US20185","20185",2,1,0,50,0,31.92,63.84
"050US20187","20187",1,1,1,100,100,0,0
"050US20189","20189",2,2,2,100,100,3.16,6.32
"050US20191","20191",6,6,4,100,66.67,7.96,15.92
"050US20193","20193",2,2,2,100,100,1.75,3.5
"050US20195","20195",1,1,1,100,100,0,0
"050US20197","20197",2,1,1,50,50,26.66,53.33
"050US20199","20199",1,1,1,100,100,0,0
"050US20201","20201",2,2,1,100,50,9.54,19.07
"050US20203","20203",1,1,1,100,100,0,0
