"HEROP_ID","GEOID","TotTracts","RxCtTmDr","RxCtTmDr2","RxTmDrP","RxTmDrP2","RxAvTmDr","RxAvTmDr2"
"050US37187","37187",4,4,2,100,50,12.76,25.52
"050US37189","37189",13,13,10,100,76.92,9.18,18.36
"050US37191","37191",30,30,30,100,100,3.97,7.93
"050US37193","37193",18,18,14,100,77.78,10.22,20.45
"050US37195","37195",25,25,25,100,100,5.59,11.17
"050US37197","37197",9,9,9,100,100,7.88,15.77
"050US37199","37199",5,5,2,100,40,13.1,26.2
"050US38001","38001",1,1,1,100,100,0,0
"050US38003","38003",4,4,3,100,75,7.19,14.38
"050US38005","38005",3,3,1,100,33.33,14.53,29.05
"050US38007","38007",1,0,0,0,0,32.7,65.4
"050US38009","38009",3,2,2,66.67,66.67,14.33,28.66
"050US38011","38011",2,0,0,0,0,72.97,145.95
"050US38013","38013",1,0,0,0,0,63.1,126.2
"050US38015","38015",19,18,17,94.74,89.47,4.53,9.06
"050US38017","38017",44,44,42,100,95.45,2.42,4.84
"050US38019","38019",2,2,2,100,100,3.27,6.53
"050US38021","38021",3,3,3,100,100,3.98,7.96
"050US38023","38023",1,1,1,100,100,0,0
"050US38025","38025",1,0,0,0,0,44.34,88.68
"050US38027","38027",1,1,1,100,100,0,0
"050US38029","38029",1,1,1,100,100,0,0
"050US38031","38031",1,1,1,100,100,0,0
"050US38033","38033",1,0,0,0,0,43.04,86.08
"050US38035","38035",22,22,19,100,86.36,3.85,7.69
"050US38037","38037",1,1,1,100,100,0,0
"050US38039","38039",1,1,0,100,0,29.5,59
"050US38041","38041",2,1,1,50,50,17.43,34.86
"050US38043","38043",1,1,1,100,100,0,0
"050US38045","38045",2,2,2,100,100,0,0
"050US38047","38047",1,1,1,100,100,0,0
"050US38049","38049",2,1,1,50,50,22.65,45.3
"050US38051","38051",1,0,0,0,0,41.69,83.38
"050US38053","38053",5,3,1,60,20,22.23,44.46
"050US38055","38055",3,2,2,66.67,66.67,18.14,36.28
"050US38057","38057",3,3,3,100,100,2.55,5.11
"050US38059","38059",7,7,6,100,85.71,4.95,9.9
"050US38061","38061",3,1,1,33.33,33.33,30.73,61.45
"050US38063","38063",1,1,1,100,100,0,0
"050US38065","38065",1,1,0,100,0,27.91,55.82
"050US38067","38067",4,4,2,100,50,13.88,27.76
"050US38069","38069",2,0,0,0,0,35.94,71.88
"050US38071","38071",3,3,2,100,66.67,8.52,17.05
"050US38073","38073",3,3,2,100,66.67,12.03,24.05
"050US38075","38075",1,0,0,0,0,52.79,105.58
"050US38077","38077",6,6,4,100,66.67,7.12,14.25
"050US38079","38079",4,4,2,100,50,10.8,21.61
"050US38081","38081",2,2,1,100,50,10.76,21.51
"050US38083","38083",1,0,0,0,0,42.31,84.62
"050US38085","38085",2,0,0,0,0,56.62,113.23
"050US38087","38087",1,0,0,0,0,59.63,119.26
"050US38089","38089",9,9,8,100,88.89,3.25,6.51
"050US38091","38091",1,1,0,100,0,24.96,49.92
"050US38093","38093",7,7,5,100,71.43,10.61,21.22
"050US38095","38095",1,1,1,100,100,0,0
"050US38097","38097",4,4,3,100,75,7.25,14.5
"050US38099","38099",6,6,5,100,83.33,7.6,15.2
"050US38101","38101",16,14,11,87.5,68.75,11.52,23.04
"050US38103","38103",2,2,1,100,50,12.97,25.94
"050US38105","38105",8,8,6,100,75,7.84,15.69
"050US39001","39001",7,7,6,100,85.71,9.39,18.78
"050US39003","39003",35,35,35,100,100,3.21,6.42
"050US39005","39005",12,12,12,100,100,7.02,14.04
"050US39007","39007",28,27,23,96.43,82.14,6.02,12.04
"050US39009","39009",15,15,13,100,86.67,5.89,11.77
"050US39011","39011",11,11,11,100,100,3.71,7.41
"050US39013","39013",22,22,18,100,81.82,6.85,13.7
"050US39015","39015",10,10,8,100,80,6.41,12.82
"050US39017","39017",86,86,86,100,100,3.27,6.55
"050US39019","39019",7,7,5,100,71.43,9.82,19.64
"050US39021","39021",10,10,5,100,50,11.56,23.12
"050US39023","39023",45,45,44,100,97.78,3.62,7.24
"050US39025","39025",48,48,45,100,93.75,5.6,11.2
"050US39027","39027",10,10,10,100,100,5.34,10.68
"050US39029","39029",25,25,23,100,92,6.16,12.32
"050US39031","39031",10,10,6,100,60,11.02,22.05
"050US39033","39033",13,13,12,100,92.31,4.66,9.32
"050US39035","39035",427,427,427,100,100,2.11,4.22
"050US39037","39037",14,14,11,100,78.57,8.2,16.39
"050US39039","39039",9,9,8,100,88.89,6.35,12.7
"050US39041","39041",40,40,40,100,100,4.94,9.87
"050US39043","39043",19,19,19,100,100,4.6,9.21
"050US39045","39045",36,36,34,100,94.44,5.21,10.41
"050US39047","39047",7,7,7,100,100,6.89,13.78
"050US39049","39049",328,328,328,100,100,2.26,4.52
"050US39051","39051",10,10,10,100,100,7.31,14.62
"050US39053","39053",8,8,4,100,50,11.4,22.81
"050US39055","39055",21,21,21,100,100,5.08,10.16
"050US39057","39057",42,42,42,100,100,3.75,7.5
"050US39059","39059",10,10,8,100,80,8,16
"050US39061","39061",226,226,226,100,100,2.68,5.35
"050US39063","39063",15,15,15,100,100,3.15,6.29
"050US39065","39065",8,8,7,100,87.5,6.43,12.86
"050US39067","39067",5,5,3,100,60,10.3,20.6
"050US39069","39069",7,7,5,100,71.43,12.85,25.71
"050US39071","39071",11,11,8,100,72.73,8.88,17.75
"050US39073","39073",7,7,5,100,71.43,9.12,18.24
"050US39075","39075",10,10,9,100,90,9.3,18.61
"050US39077","39077",13,13,11,100,84.62,8.51,17.02
"050US39079","39079",7,7,7,100,100,4.66,9.31
"050US39081","39081",22,22,19,100,86.36,6.02,12.03
"050US39083","39083",14,14,13,100,92.86,5.9,11.8
"050US39085","39085",59,59,59,100,100,3.62,7.25
"050US39087","39087",18,18,14,100,77.78,7.31,14.63
"050US39089","39089",46,46,44,100,95.65,5.3,10.61
"050US39091","39091",11,11,9,100,81.82,6.77,13.54
"050US39093","39093",79,79,79,100,100,3.01,6.03
"050US39095","39095",168,168,168,100,100,2.11,4.22
"050US39097","39097",12,12,10,100,83.33,7.72,15.45
"050US39099","39099",75,75,75,100,100,2.44,4.88
"050US39101","39101",18,18,9,100,50,12.48,24.97
"050US39103","39103",42,42,42,100,100,3.58,7.16
"050US39105","39105",6,6,3,100,50,14.91,29.82
"050US39107","39107",9,9,8,100,88.89,9.7,19.4
"050US39109","39109",23,23,23,100,100,5.34,10.69
"050US39111","39111",4,4,2,100,50,12.05,24.09
"050US39113","39113",156,156,156,100,100,2.23,4.45
"050US39115","39115",4,2,0,50,0,29.65,59.3
"050US39117","39117",9,9,8,100,88.89,8.69,17.38
"050US39119","39119",21,21,19,100,90.48,6.49,12.99
"050US39121","39121",4,4,3,100,75,6.74,13.48
"050US39123","39123",15,15,11,100,73.33,11.03,22.07
"050US39125","39125",5,5,3,100,60,10.06,20.12
"050US39127","39127",9,9,8,100,88.89,7.32,14.63
"050US39129","39129",16,16,13,100,81.25,7.62,15.24
"050US39131","39131",7,7,5,100,71.43,9.63,19.26
"050US39133","39133",38,38,38,100,100,4.63,9.26
"050US39135","39135",12,12,11,100,91.67,8.3,16.59
"050US39137","39137",8,8,6,100,75,6.17,12.34
"050US39139","39139",30,30,30,100,100,3.64,7.29
"050US39141","39141",17,17,13,100,76.47,8.62,17.25
"050US39143","39143",15,15,13,100,86.67,5.8,11.6
"050US39145","39145",21,21,18,100,85.71,5.64,11.28
"050US39147","39147",14,14,11,100,78.57,10.69,21.39
"050US39149","39149",10,10,10,100,100,4.32,8.65
"050US39151","39151",90,90,90,100,100,2.65,5.29
"050US39153","39153",138,138,138,100,100,2.68,5.37
"050US39155","39155",54,54,53,100,98.15,3.49,6.98
"050US39157","39157",24,24,23,100,95.83,5.38,10.76
"050US39159","39159",13,13,13,100,100,5.58,11.16
"050US39161","39161",9,9,9,100,100,6.25,12.49
"050US39163","39163",3,3,2,100,66.67,12.18,24.35
"050US39165","39165",44,44,43,100,97.73,3.29,6.58
"050US39167","39167",18,17,15,94.44,83.33,8.44,16.87
"050US39169","39169",32,32,32,100,100,4.79,9.59
"050US39171","39171",9,9,9,100,100,5.77,11.54
"050US39173","39173",31,31,28,100,90.32,6.37,12.75
"050US39175","39175",6,6,6,100,100,4.31,8.63
"050US40001","40001",5,5,3,100,60,12.68,25.35
"050US40003","40003",3,2,1,66.67,33.33,16.93,33.85
"050US40005","40005",4,4,1,100,25,14.57,29.14
"050US40007","40007",3,3,2,100,66.67,10.98,21.95
"050US40009","40009",4,4,3,100,75,5.28,10.56
"050US40011","40011",5,5,3,100,60,8.93,17.87
"050US40013","40013",13,12,10,92.31,76.92,9.05,18.09
"050US40015","40015",10,10,7,100,70,8.15,16.29
"050US40017","40017",37,37,36,100,97.3,3.13,6.25
"050US40019","40019",16,15,10,93.75,62.5,10.94,21.88
"050US40021","40021",13,13,9,100,69.23,11.97,23.94
"050US40023","40023",5,5,3,100,60,10.16,20.32
"050US40025","40025",2,2,2,100,100,0.56,1.13
"050US40027","40027",71,71,70,100,98.59,3.14,6.28
"050US40029","40029",2,2,1,100,50,8.99,17.98
"050US40031","40031",38,37,35,97.37,92.11,4.94,9.87
"050US40033","40033",2,2,1,100,50,12.91,25.82
"050US40035","40035",5,5,4,100,80,8.22,16.43
"050US40037","40037",23,23,22,100,95.65,6.15,12.3
"050US40039","40039",7,7,7,100,100,1.09,2.18
"050US40041","40041",13,13,10,100,76.92,10.74,21.48
"050US40043","40043",3,3,1,100,33.33,19.24,38.48
"050US40045","40045",2,1,1,50,50,18.14,36.28
"050US40047","40047",17,17,16,100,94.12,4.08,8.16
"050US40049","40049",9,9,7,100,77.78,7.52,15.04
"050US40051","40051",15,15,11,100,73.33,10.19,20.38
"050US40053","40053",2,2,1,100,50,11.41,22.82
"050US40055","40055",2,2,2,100,100,0,0
"050US40057","40057",1,1,1,100,100,0,0
"050US40059","40059",2,2,2,100,100,0,0
"050US40061","40061",4,3,1,75,25,18.03,36.06
"050US40063","40063",5,5,3,100,60,13.19,26.38
"050US40065","40065",8,8,7,100,87.5,5.31,10.63
"050US40067","40067",3,3,2,100,66.67,7.66,15.32
"050US40069","40069",4,4,1,100,25,15,30.01
"050US40071","40071",11,11,10,100,90.91,6.18,12.37
"050US40073","40073",4,4,3,100,75,8.31,16.62
"050US40075","40075",3,3,1,100,33.33,13.14,26.27
"050US40077","40077",3,2,1,66.67,33.33,19.22,38.44
"050US40079","40079",12,12,11,100,91.67,4.58,9.16
"050US40081","40081",8,8,6,100,75,8.82,17.65
"050US40083","40083",13,13,12,100,92.31,8.38,16.77
"050US40085","40085",3,3,2,100,66.67,9.06,18.11
"050US40087","40087",9,9,7,100,77.78,9.06,18.12
"050US40089","40089",9,6,4,66.67,44.44,17.89,35.77
"050US40091","40091",8,8,6,100,75,9.45,18.9
"050US40093","40093",3,3,1,100,33.33,15.53,31.07
"050US40095","40095",6,6,5,100,83.33,7.38,14.76
"050US40097","40097",10,10,10,100,100,4.41,8.82
"050US40099","40099",5,5,4,100,80,5.74,11.47
"050US40101","40101",20,20,15,100,75,6.61,13.22
"050US40103","40103",4,4,3,100,75,10.51,21.02
"050US40105","40105",4,4,4,100,100,6.23,12.46
"050US40107","40107",4,4,3,100,75,10.14,20.29
"050US40109","40109",266,266,265,100,99.62,2.16,4.32
"050US40111","40111",11,11,6,100,54.55,12.17,24.33
"050US40113","40113",13,13,9,100,69.23,10.4,20.8
"050US40115","40115",9,9,8,100,88.89,6.09,12.18
"050US40117","40117",5,5,5,100,100,5.69,11.37
"050US40119","40119",23,23,23,100,100,3.99,7.98
"050US40121","40121",14,13,7,92.86,50,13.96,27.92
"050US40123","40123",11,11,9,100,81.82,8.02,16.04
"050US40125","40125",20,20,15,100,75,7.97,15.95
"050US40127","40127",4,3,3,75,75,13.38,26.77
"050US40129","40129",1,1,1,100,100,0,0
"050US40131","40131",28,28,28,100,100,5.16,10.33
"050US40133","40133",9,9,7,100,77.78,7.68,15.36
"050US40135","40135",12,12,12,100,100,3.99,7.99
"050US40137","40137",11,11,10,100,90.91,3.22,6.44
"050US40139","40139",6,1,0,16.67,0,38.64,77.27
"050US40141","40141",5,5,4,100,80,7.04,14.09
"050US40143","40143",208,208,208,100,100,2.67,5.33
"050US40145","40145",25,25,24,100,96,6.49,12.98
"050US40147","40147",14,14,14,100,100,4.3,8.61
"050US40149","40149",4,4,1,100,25,13.73,27.46
"050US40151","40151",4,3,2,75,50,20.86,41.72
"050US40153","40153",5,5,4,100,80,6.9,13.81
"050US41001","41001",6,3,2,50,33.33,27.13,54.26
"050US41003","41003",22,22,20,100,90.91,5.18,10.37
"050US41005","41005",87,86,80,98.85,91.95,5.53,11.07
"050US41007","41007",11,10,9,90.91,81.82,10.98,21.96
"050US41009","41009",11,9,4,81.82,36.36,17.26,34.52
"050US41011","41011",21,18,13,85.71,61.9,12.77,25.54
"050US41013","41013",7,6,3,85.71,42.86,24.04,48.09
"050US41015","41015",7,3,2,42.86,28.57,27.79,55.57
"050US41017","41017",45,43,37,95.56,82.22,8.23,16.45
"050US41019","41019",29,22,18,75.86,62.07,17.37,34.74
"050US41021","41021",1,1,1,100,100,0,0
"050US41023","41023",3,1,1,33.33,33.33,32.12,64.24
"050US41025","41025",3,2,2,66.67,66.67,17.68,35.35
"050US41027","41027",6,5,5,83.33,83.33,9.29,18.57
"050US41029","41029",52,50,45,96.15,86.54,6.29,12.57
"050US41031","41031",8,5,3,62.5,37.5,27.15,54.3
"050US41033","41033",22,20,17,90.91,77.27,10.47,20.95
"050US41035","41035",22,15,14,68.18,63.64,18.15,36.3
"050US41037","41037",2,1,1,50,50,41.73,83.45
"050US41039","41039",92,88,79,95.65,85.87,6.59,13.17
"050US41041","41041",18,16,10,88.89,55.56,16.44,32.89
"050US41043","41043",28,26,25,92.86,89.29,6.63,13.27
"050US41045","41045",8,6,5,75,62.5,15.8,31.6
"050US41047","41047",65,64,63,98.46,96.92,5.34,10.68
"050US41049","41049",3,3,2,100,66.67,7.63,15.25
"050US41051","41051",197,196,196,99.49,99.49,2.9,5.81
"050US41053","41053",16,15,15,93.75,93.75,5.28,10.57
"050US41055","41055",1,0,0,0,0,48.97,97.94
"050US41057","41057",10,3,1,30,10,40.37,80.75
"050US41059","41059",18,15,13,83.33,72.22,15.1,30.2
"050US41061","41061",8,5,3,62.5,37.5,23.53,47.06
"050US41063","41063",3,0,0,0,0,80.82,161.63
"050US41065","41065",8,7,5,87.5,62.5,12.58,25.16
"050US41067","41067",134,134,131,100,97.76,3.17,6.33
"050US41069","41069",1,0,0,0,0,74.21,148.42
"050US41071","41071",19,18,17,94.74,89.47,7.27,14.55
"050US42001","42001",27,27,26,100,96.3,6,12
"050US42003","42003",394,394,394,100,100,2.45,4.91
"050US42005","42005",19,19,16,100,84.21,8.56,17.12
"050US42007","42007",53,53,52,100,98.11,3.92,7.83
"050US42009","42009",12,11,9,91.67,75,7.27,14.53
"050US42011","42011",107,107,106,100,99.07,3.7,7.41
"050US42013","42013",38,38,37,100,97.37,3.19,6.39
"050US42015","42015",15,15,9,100,60,9.81,19.62
"050US42017","42017",147,147,147,100,100,2.4,4.79
"050US42019","42019",47,47,46,100,97.87,4.78,9.55
"050US42021","42021",42,42,41,100,97.62,3.5,7
"050US42023","42023",2,2,1,100,50,10.01,20.02
"050US42025","42025",17,17,15,100,88.24,7.03,14.06
"050US42027","42027",41,41,33,100,80.49,7.25,14.5
"050US42029","42029",124,124,124,100,100,3.46,6.93
"050US42031","42031",13,13,9,100,69.23,11.27,22.53
"050US42033","42033",20,17,11,85,55,10.88,21.76
"050US42035","42035",10,9,7,90,70,13.78,27.55
"050US42037","42037",16,16,14,100,87.5,5.55,11.11
"050US42039","42039",23,23,16,100,69.57,8.8,17.61
"050US42041","42041",55,55,52,100,94.55,4.05,8.11
"050US42043","42043",67,67,65,100,97.01,4.23,8.47
"050US42045","42045",152,152,152,100,100,1.51,3.02
"050US42047","42047",9,9,6,100,66.67,9.54,19.09
"050US42049","42049",73,73,73,100,100,3.01,6.03
"050US42051","42051",36,36,33,100,91.67,5.87,11.74
"050US42053","42053",2,2,2,100,100,0,0
"050US42055","42055",33,33,32,100,96.97,5.41,10.83
"050US42057","42057",3,3,1,100,33.33,11.22,22.44
"050US42059","42059",10,10,9,100,90,6.62,13.25
"050US42061","42061",13,11,6,84.62,46.15,16.28,32.57
"050US42063","42063",24,24,21,100,87.5,7.33,14.66
"050US42065","42065",13,13,10,100,76.92,7.23,14.46
"050US42067","42067",6,5,1,83.33,16.67,18.4,36.79
"050US42069","42069",60,60,59,100,98.33,2.35,4.7
"050US42071","42071",116,116,114,100,98.28,4.14,8.27
"050US42073","42073",28,28,28,100,100,4.19,8.38
"050US42075","42075",33,33,31,100,93.94,5.24,10.49
"050US42077","42077",81,81,80,100,98.77,2.45,4.9
"050US42079","42079",101,101,96,100,95.05,3.52,7.05
"050US42081","42081",32,31,26,96.88,81.25,8.42,16.83
"050US42083","42083",12,12,7,100,58.33,10.29,20.58
"050US42085","42085",35,35,31,100,88.57,5.05,10.11
"050US42087","42087",13,12,10,92.31,76.92,10.02,20.04
"050US42089","42089",51,51,50,100,98.04,6.54,13.08
"050US42091","42091",219,219,219,100,100,1.85,3.7
"050US42093","42093",4,4,3,100,75,5.27,10.54
"050US42095","42095",74,74,74,100,100,2.62,5.24
"050US42097","42097",25,25,24,100,96,4.06,8.12
"050US42099","42099",10,10,8,100,80,7,13.99
"050US42101","42101",408,408,408,100,100,0.86,1.71
"050US42103","42103",25,23,12,92,48,12.93,25.85
"050US42105","42105",7,6,4,85.71,57.14,13.61,27.23
"050US42107","42107",42,42,40,100,95.24,4.95,9.9
"050US42109","42109",8,8,3,100,37.5,17.24,34.48
"050US42111","42111",24,24,19,100,79.17,8.61,17.23
"050US42113","42113",4,4,1,100,25,17.41,34.81
"050US42115","42115",12,12,5,100,41.67,12.91,25.82
"050US42117","42117",10,10,4,100,40,12.79,25.58
"050US42119","42119",11,11,8,100,72.73,7.55,15.11
"050US42121","42121",17,17,14,100,82.35,6.37,12.74
"050US42123","42123",13,13,9,100,69.23,10.62,21.24
"050US42125","42125",62,62,59,100,95.16,5.01,10.03
"050US42127","42127",17,17,14,100,82.35,11.1,22.2
"050US42129","42129",113,113,111,100,98.23,3.99,7.98
"050US42131","42131",7,7,6,100,85.71,5.94,11.87
"050US42133","42133",108,108,106,100,98.15,3.96,7.92
"050US44001","44001",11,11,11,100,100,1.74,3.48
"050US44003","44003",39,39,38,100,97.44,3.01,6.01
"050US44005","44005",23,23,23,100,100,4.04,8.08
"050US44007","44007",145,145,144,100,99.31,1.85,3.7
"050US44009","44009",29,29,29,100,100,4.37,8.74
"050US45001","45001",7,7,3,100,42.86,12.6,25.19
"050US45003","45003",43,43,39,100,90.7,6.4,12.79
"050US45005","45005",3,2,0,66.67,0,31.38,62.77
"050US45007","45007",51,51,49,100,96.08,4.58,9.16
"050US45009","45009",6,6,5,100,83.33,4.55,9.11
"050US45011","45011",8,7,7,87.5,87.5,11.1,22.2
"050US45013","45013",42,38,32,90.48,76.19,7.54,15.08
"050US45015","45015",48,48,40,100,83.33,6.7,13.4
"050US45017","45017",4,4,2,100,50,7.72,15.45
"050US45019","45019",98,94,87,95.92,88.78,4.27,8.54
"050US45021","45021",16,16,14,100,87.5,8.06,16.11
"050US45023","45023",11,11,11,100,100,5,10
"050US45025","45025",14,14,11,100,78.57,9.11,18.22
"050US45027","45027",12,12,8,100,66.67,9.8,19.61
"050US45029","45029",13,11,4,84.62,30.77,16.68,33.36
"050US45031","45031",19,19,19,100,100,4.35,8.71
"050US45033","45033",9,9,7,100,77.78,10.94,21.87
"050US45035","45035",31,30,28,96.77,90.32,4.19,8.39
"050US45037","45037",7,7,2,100,28.57,15.32,30.63
"050US45039","45039",8,8,5,100,62.5,12.35,24.7
"050US45041","45041",36,36,35,100,97.22,4.35,8.69
"050US45043","45043",20,20,15,100,75,6.93,13.86
"050US45045","45045",123,123,120,100,97.56,3.11,6.22
"050US45047","45047",18,18,18,100,100,4.18,8.36
"050US45049","45049",7,7,3,100,42.86,13.06,26.12
"050US45051","45051",77,77,74,100,96.1,4.98,9.97
"050US45053","45053",6,6,4,100,66.67,11.74,23.49
"050US45055","45055",18,18,16,100,88.89,8,15.99
"050US45057","45057",22,22,20,100,90.91,6.06,12.13
"050US45059","45059",20,20,16,100,80,7.8,15.6
"050US45061","45061",9,9,6,100,66.67,10.82,21.64
"050US45063","45063",92,92,91,100,98.91,4.75,9.49
"050US45065","45065",3,3,1,100,33.33,12.59,25.17
"050US45067","45067",8,8,5,100,62.5,9.33,18.66
"050US45069","45069",8,8,7,100,87.5,8.39,16.77
"050US45071","45071",10,10,9,100,90,6.97,13.94
"050US45073","45073",20,20,15,100,75,9.21,18.42
"050US45075","45075",39,39,33,100,84.62,8.03,16.07
"050US45077","45077",37,37,35,100,94.59,5.92,11.83
"050US45079","45079",98,98,95,100,96.94,3.58,7.15
"050US45081","45081",6,6,4,100,66.67,9.43,18.86
"050US45083","45083",87,87,86,100,98.85,4.27,8.54
"050US45085","45085",26,26,23,100,88.46,6.96,13.91
"050US45087","45087",10,10,7,100,70,9.23,18.47
"050US45089","45089",12,12,8,100,66.67,10,20.01
"050US45091","45091",55,55,53,100,96.36,4.65,9.3
"050US46003","46003",1,1,0,100,0,24.06,48.12
"050US46005","46005",6,5,4,83.33,66.67,14.99,29.98
"050US46007","46007",2,1,1,50,50,26.35,52.7
"050US46009","46009",2,1,0,50,0,30.82,61.64
"050US46011","46011",7,7,5,100,71.43,8.6,17.2
"050US46013","46013",8,7,7,87.5,87.5,7.99,15.98
"050US46015","46015",2,2,1,100,50,11.6,23.19
"050US46017","46017",1,0,0,0,0,38.81,77.62
"050US46019","46019",3,2,2,66.67,66.67,18.91,37.81
"050US46021","46021",1,0,0,0,0,55.39,110.78
"050US46023","46023",3,2,2,66.67,66.67,10.07,20.14
"050US46025","46025",1,1,1,100,100,0,0
"050US46027","46027",3,3,2,100,66.67,7.33,14.66
"050US46029","46029",8,8,6,100,75,7.07,14.13
"050US46031","46031",2,0,0,0,0,78.1,156.2
"050US46033","46033",2,2,1,100,50,12.31,24.62
"050US46035","46035",5,5,5,100,100,4.34,8.69
"050US46037","46037",3,3,2,100,66.67,8.78,17.57
"050US46039","46039",2,2,2,100,100,1.58,3.17
"050US46041","46041",2,0,0,0,0,83.81,167.62
"050US46043","46043",1,1,1,100,100,0,0
"050US46045","46045",2,1,1,50,50,16.58,33.15
"050US46047","46047",2,1,1,50,50,38.17,76.34
"050US46049","46049",1,0,0,0,0,59.23,118.46
"050US46051","46051",2,2,1,100,50,12.59,25.18
"050US46053","46053",2,0,0,0,0,58.98,117.95
"050US46055","46055",1,1,1,100,100,0,0
"050US46057","46057",2,1,0,50,0,33.09,66.18
"050US46059","46059",2,2,2,100,100,3.27,6.54
"050US46061","46061",1,1,1,100,100,12.62,25.24
"050US46063","46063",1,0,0,0,0,80.31,160.62
"050US46065","46065",4,3,3,75,75,13.2,26.39
"050US46067","46067",3,3,2,100,66.67,8.04,16.08
"050US46069","46069",1,1,1,100,100,0,0
"050US46071","46071",2,0,0,0,0,67.92,135.84
"050US46073","46073",1,1,1,100,100,0,0
"050US46075","46075",1,0,0,0,0,66.73,133.46
"050US46077","46077",2,2,1,100,50,13.55,27.1
"050US46079","46079",4,4,4,100,100,7.09,14.18
"050US46081","46081",8,8,8,100,100,6.63,13.25
"050US46083","46083",13,13,12,100,92.31,3.8,7.6
"050US46085","46085",2,0,0,0,0,41.44,82.87
"050US46087","46087",2,2,1,100,50,9.62,19.23
"050US46089","46089",1,1,1,100,100,0,0
"050US46091","46091",1,1,1,100,100,0,0
"050US46093","46093",7,7,3,100,42.86,11.69,23.37
"050US46095","46095",1,0,0,0,0,NA,NA
"050US46097","46097",1,0,0,0,0,36.13,72.26
"050US46099","46099",47,47,44,100,93.62,3.61,7.21
"050US46101","46101",2,2,2,100,100,5.37,10.74
"050US46102","46102",3,0,0,0,0,56.02,112.03
"050US46103","46103",25,24,23,96,92,6.21,12.42
"050US46105","46105",1,1,1,100,100,0,0
"050US46107","46107",1,1,1,100,100,0,0
"050US46109","46109",4,4,1,100,25,14.86,29.73
"050US46111","46111",1,1,0,100,0,27.55,55.1
"050US46115","46115",3,2,2,66.67,66.67,17.56,35.11
"050US46117","46117",1,0,0,0,0,30.48,60.96
"050US46119","46119",1,0,0,0,0,48.89,97.78
"050US46121","46121",2,0,0,0,0,57.42,114.83
"050US46123","46123",2,0,0,0,0,82.04,164.09
"050US46125","46125",2,2,2,100,100,0,0
"050US46127","46127",4,4,4,100,100,3.24,6.49
"050US46129","46129",2,0,0,0,0,60.94,121.87
"050US46135","46135",5,5,5,100,100,4.89,9.79
"050US46137","46137",1,0,0,0,0,NA,NA
"050US47001","47001",20,20,19,100,95,4.44,8.89
"050US47003","47003",10,10,5,100,50,14.37,28.73
"050US47005","47005",5,5,3,100,60,13.31,26.63
"050US47007","47007",4,4,3,100,75,13.24,26.48
"050US47009","47009",31,29,27,93.55,87.1,8.85,17.69
"050US47011","47011",25,25,25,100,100,4.52,9.04
"050US47013","47013",13,13,9,100,69.23,9.6,19.2
"050US47015","47015",4,4,2,100,50,10.5,21
"050US47017","47017",9,9,6,100,66.67,10.76,21.53
"050US47019","47019",18,17,16,94.44,88.89,7.05,14.09
"050US47021","47021",9,9,6,100,66.67,8.89,17.78
"050US47023","47023",5,5,3,100,60,11.06,22.13
"050US47025","47025",9,9,5,100,55.56,9.35,18.7
"050US47027","47027",2,2,1,100,50,9.69,19.37
"050US47029","47029",9,9,5,100,55.56,12.35,24.71
"050US47031","47031",17,17,13,100,76.47,7.6,15.21
"050US47033","47033",5,5,4,100,80,4.77,9.54
"050US47035","47035",17,17,12,100,70.59,10.37,20.74
"050US47037","47037",174,174,174,100,100,2.47,4.94
"050US47039","47039",5,5,3,100,60,10.08,20.16
"050US47041","47041",5,5,5,100,100,6.08,12.16
"050US47043","47043",11,11,9,100,81.82,8.85,17.71
"050US47045","47045",10,10,9,100,90,8.06,16.13
"050US47047","47047",11,10,8,90.91,72.73,10.93,21.86
"050US47049","47049",5,5,3,100,60,11.65,23.3
"050US47051","47051",10,10,7,100,70,11.13,22.25
"050US47053","47053",17,17,16,100,94.12,4.86,9.71
"050US47055","47055",9,9,5,100,55.56,12.01,24.02
"050US47057","47057",6,6,4,100,66.67,10.93,21.85
"050US47059","47059",17,17,15,100,88.24,7.91,15.82
"050US47061","47061",4,4,2,100,50,9.39,18.78
"050US47063","47063",12,12,12,100,100,2.65,5.3
"050US47065","47065",87,87,82,100,94.25,3.81,7.61
"050US47067","47067",2,2,1,100,50,12.54,25.07
"050US47069","47069",6,6,3,100,50,12.18,24.35
"050US47071","47071",8,7,4,87.5,50,11.99,23.98
"050US47073","47073",13,13,11,100,84.62,8.23,16.47
"050US47075","47075",6,6,5,100,83.33,8.61,17.22
"050US47077","47077",7,7,5,100,71.43,10.12,20.24
"050US47079","47079",12,12,9,100,75,9.29,18.58
"050US47081","47081",7,7,5,100,71.43,10.75,21.51
"050US47083","47083",3,3,2,100,66.67,8.4,16.79
"050US47085","47085",5,5,3,100,60,9.9,19.79
"050US47087","47087",4,4,1,100,25,18,36
"050US47089","47089",12,12,12,100,100,5.65,11.31
"050US47091","47091",5,5,2,100,40,14.02,28.04
"050US47093","47093",121,121,121,100,100,2.77,5.54
"050US47095","47095",2,2,1,100,50,13.07,26.15
"050US47097","47097",9,9,6,100,66.67,11.04,22.09
"050US47099","47099",11,11,6,100,54.55,10.87,21.75
"050US47101","47101",2,1,1,50,50,15.94,31.87
"050US47103","47103",9,8,3,88.89,33.33,16.59,33.18
"050US47105","47105",14,14,14,100,100,6.02,12.03
