"HEROP_ID","GEOID","TotTracts","SutCtTmDr","SutCtTmDr2","SutTmDrP","SutTmDrP2","SutAvTmDr","SutAvTmDr2"
"050US13283","13283",2,0,0,0,0,NA,NA
"050US13285","13285",18,0,0,0,0,NA,NA
"050US13287","13287",3,0,0,0,0,NA,NA
"050US13289","13289",3,0,0,0,0,NA,NA
"050US13291","13291",8,0,0,0,0,56.56,113.12
"050US13293","13293",8,0,0,0,0,89.96,179.92
"050US13295","13295",18,11,3,61.11,16.67,27.64,55.29
"050US13297","13297",20,20,10,100,50,14.73,29.46
"050US13299","13299",10,0,0,0,0,82.9,165.81
"050US13301","13301",2,0,0,0,0,75.56,151.11
"050US13303","13303",5,0,0,0,0,NA,NA
"050US13305","13305",7,0,0,0,0,NA,NA
"050US13307","13307",2,0,0,0,0,NA,NA
"050US13309","13309",2,0,0,0,0,NA,NA
"050US13311","13311",9,9,4,100,44.44,13.71,27.42
"050US13313","13313",22,1,0,4.55,0,36.89,73.77
"050US13315","13315",4,0,0,0,0,NA,NA
"050US13317","13317",4,1,0,25,0,36.78,73.56
"050US13319","13319",3,0,0,0,0,87.77,175.54
"050US13321","13321",6,0,0,0,0,NA,NA
"050US15001","15001",43,0,0,0,0,NA,NA
"050US15003","15003",329,0,0,0,0,NA,NA
"050US15005","15005",1,0,0,0,0,NA,NA
"050US15007","15007",18,0,0,0,0,NA,NA
"050US15009","15009",45,0,0,0,0,NA,NA
"050US16001","16001",129,0,0,0,0,NA,NA
"050US16003","16003",2,0,0,0,0,NA,NA
"050US16005","16005",24,23,21,95.83,87.5,9.17,18.34
"050US16007","16007",2,0,0,0,0,88.53,177.06
"050US16009","16009",2,0,0,0,0,NA,NA
"050US16011","16011",10,2,0,20,0,42.27,84.54
"050US16013","16013",8,0,0,0,0,NA,NA
"050US16015","16015",3,0,0,0,0,NA,NA
"050US16017","16017",16,0,0,0,0,NA,NA
"050US16019","16019",24,0,0,0,0,48.35,96.7
"050US16021","16021",2,0,0,0,0,NA,NA
"050US16023","16023",1,0,0,0,0,NA,NA
"050US16025","16025",1,0,0,0,0,NA,NA
"050US16027","16027",54,0,0,0,0,NA,NA
"050US16029","16029",2,0,0,0,0,44.4,88.8
"050US16031","16031",6,0,0,0,0,70.99,141.97
"050US16033","16033",1,0,0,0,0,NA,NA
"050US16035","16035",3,0,0,0,0,NA,NA
"050US16037","16037",1,0,0,0,0,NA,NA
"050US16039","16039",7,0,0,0,0,NA,NA
"050US16041","16041",2,0,0,0,0,71.3,142.6
"050US16043","16043",4,0,0,0,0,78.79,157.58
"050US16045","16045",4,0,0,0,0,NA,NA
"050US16047","16047",4,0,0,0,0,NA,NA
"050US16049","16049",6,0,0,0,0,NA,NA
"050US16051","16051",6,0,0,0,0,62.26,124.51
"050US16053","16053",6,0,0,0,0,NA,NA
"050US16055","16055",39,0,0,0,0,NA,NA
"050US16057","16057",9,0,0,0,0,NA,NA
"050US16059","16059",3,0,0,0,0,NA,NA
"050US16061","16061",3,0,0,0,0,NA,NA
"050US16063","16063",1,0,0,0,0,NA,NA
"050US16065","16065",11,0,0,0,0,71.46,142.91
"050US16067","16067",5,0,0,0,0,70.88,141.76
"050US16069","16069",10,0,0,0,0,NA,NA
"050US16071","16071",1,0,0,0,0,84.86,169.72
"050US16073","16073",3,0,0,0,0,NA,NA
"050US16075","16075",5,0,0,0,0,NA,NA
"050US16077","16077",2,0,0,0,0,60.06,120.11
"050US16079","16079",3,0,0,0,0,NA,NA
"050US16081","16081",7,0,0,0,0,NA,NA
"050US16083","16083",17,0,0,0,0,89.59,179.18
"050US16085","16085",4,0,0,0,0,NA,NA
"050US16087","16087",3,0,0,0,0,NA,NA
"050US17001","17001",19,0,0,0,0,75.17,150.33
"050US17003","17003",4,0,0,0,0,NA,NA
"050US17005","17005",4,0,0,0,0,55.04,110.08
"050US17007","17007",10,0,0,0,0,58.64,117.29
"050US17009","17009",2,0,0,0,0,83.86,167.72
"050US17011","17011",10,0,0,0,0,81.52,163.04
"050US17013","17013",2,0,0,0,0,73.98,147.96
"050US17015","17015",6,0,0,0,0,NA,NA
"050US17017","17017",5,0,0,0,0,NA,NA
"050US17019","17019",48,2,0,4.17,0,38.17,76.33
"050US17021","17021",10,0,0,0,0,78.78,157.56
"050US17023","17023",4,0,0,0,0,48.94,97.89
"050US17025","17025",4,0,0,0,0,62.56,125.12
"050US17027","17027",9,0,0,0,0,49.64,99.29
"050US17029","17029",13,13,8,100,61.54,11.29,22.58
"050US17031","17031",1331,1123,274,84.37,20.59,21.71,43.41
"050US17033","17033",6,0,0,0,0,80.53,161.05
"050US17035","17035",3,0,0,0,0,33.21,66.43
"050US17037","17037",23,0,0,0,0,54.25,108.51
"050US17039","17039",5,0,0,0,0,66.46,132.92
"050US17041","17041",5,1,0,20,0,36.18,72.36
"050US17043","17043",219,212,65,96.8,29.68,18.29,36.59
"050US17045","17045",5,0,0,0,0,45.04,90.09
"050US17047","17047",3,0,0,0,0,72.27,144.55
"050US17049","17049",8,0,0,0,0,47.7,95.39
"050US17051","17051",7,0,0,0,0,67.74,135.49
"050US17053","17053",5,0,0,0,0,64.25,128.51
"050US17055","17055",12,1,0,8.33,0,37.43,74.86
"050US17057","17057",12,0,0,0,0,NA,NA
"050US17059","17059",2,0,0,0,0,84.43,168.86
"050US17061","17061",5,0,0,0,0,NA,NA
"050US17063","17063",10,0,0,0,0,44.65,89.3
"050US17065","17065",3,0,0,0,0,44.75,89.51
"050US17067","17067",7,0,0,0,0,NA,NA
"050US17069","17069",2,0,0,0,0,NA,NA
"050US17071","17071",3,0,0,0,0,NA,NA
"050US17073","17073",14,0,0,0,0,NA,NA
"050US17075","17075",9,0,0,0,0,55.02,110.05
"050US17077","17077",17,0,0,0,0,70.12,140.23
"050US17079","17079",3,0,0,0,0,56.23,112.46
"050US17081","17081",11,11,7,100,63.64,12.32,24.63
"050US17083","17083",6,0,0,0,0,NA,NA
"050US17085","17085",7,0,0,0,0,83.75,167.5
"050US17087","17087",4,0,0,0,0,69.13,138.26
"050US17089","17089",104,50,0,48.08,0,31.53,63.06
"050US17091","17091",30,26,10,86.67,33.33,18.83,37.66
"050US17093","17093",21,7,0,33.33,0,33.11,66.22
"050US17095","17095",16,0,0,0,0,NA,NA
"050US17097","17097",159,157,104,98.74,65.41,13.17,26.34
"050US17099","17099",28,0,0,0,0,71.03,142.07
"050US17101","17101",5,0,0,0,0,88.03,176.06
"050US17103","17103",9,0,0,0,0,82.3,164.6
"050US17105","17105",10,0,0,0,0,70.33,140.65
"050US17107","17107",8,0,0,0,0,NA,NA
"050US17109","17109",11,0,0,0,0,NA,NA
"050US17111","17111",64,19,0,29.69,0,34.52,69.03
"050US17113","17113",47,0,0,0,0,65.25,130.5
"050US17115","17115",37,0,0,0,0,76.2,152.4
"050US17117","17117",13,0,0,0,0,48.7,97.4
"050US17119","17119",63,51,11,80.95,17.46,23.94,47.87
"050US17121","17121",12,5,0,41.67,0,31.8,63.61
"050US17123","17123",5,0,0,0,0,NA,NA
"050US17125","17125",6,0,0,0,0,NA,NA
"050US17127","17127",4,0,0,0,0,86.97,173.94
"050US17129","17129",3,0,0,0,0,NA,NA
"050US17131","17131",4,0,0,0,0,NA,NA
"050US17133","17133",7,3,0,42.86,0,30.15,60.31
"050US17135","17135",8,0,0,0,0,64.86,129.71
"050US17137","17137",10,0,0,0,0,82.19,164.37
"050US17139","17139",4,0,0,0,0,45.16,90.32
"050US17141","17141",13,0,0,0,0,77.15,154.3
"050US17143","17143",49,0,0,0,0,NA,NA
"050US17145","17145",6,0,0,0,0,61.08,122.16
"050US17147","17147",4,0,0,0,0,64.07,128.15
"050US17149","17149",5,0,0,0,0,53.08,106.15
"050US17151","17151",2,0,0,0,0,NA,NA
"050US17153","17153",2,0,0,0,0,85.53,171.05
"050US17155","17155",2,0,0,0,0,83.79,167.58
"050US17157","17157",10,0,0,0,0,67.57,135.14
"050US17159","17159",5,0,0,0,0,81.47,162.93
"050US17161","17161",43,0,0,0,0,NA,NA
"050US17163","17163",68,61,24,89.71,35.29,18.24,36.47
"050US17165","17165",9,0,0,0,0,71.79,143.58
"050US17167","17167",54,0,0,0,0,NA,NA
"050US17169","17169",3,0,0,0,0,NA,NA
"050US17171","17171",2,0,0,0,0,73.83,147.66
"050US17173","17173",6,0,0,0,0,57.63,115.27
"050US17175","17175",2,0,0,0,0,NA,NA
"050US17177","17177",13,0,0,0,0,77.44,154.88
"050US17179","17179",30,0,0,0,0,NA,NA
"050US17181","17181",5,0,0,0,0,73.33,146.66
"050US17183","17183",24,15,11,62.5,45.83,11.67,23.34
"050US17185","17185",4,0,0,0,0,81.46,162.92
"050US17187","17187",5,0,0,0,0,NA,NA
"050US17189","17189",4,0,0,0,0,40.58,81.16
"050US17191","17191",5,0,0,0,0,48.86,97.71
"050US17193","17193",5,0,0,0,0,64.67,129.33
"050US17195","17195",19,0,0,0,0,NA,NA
"050US17197","17197",172,165,35,95.93,20.35,20.31,40.62
"050US17199","17199",18,0,0,0,0,50.32,100.65
"050US17201","17201",80,0,0,0,0,67.38,134.75
"050US17203","17203",9,0,0,0,0,NA,NA
"050US18001","18001",7,0,0,0,0,NA,NA
"050US18003","18003",96,0,0,0,0,NA,NA
"050US18005","18005",16,7,0,43.75,0,30.5,60.99
"050US18007","18007",3,0,0,0,0,88.2,176.4
"050US18009","18009",4,0,0,0,0,75.54,151.09
"050US18011","18011",11,8,0,72.73,0,28.78,57.57
"050US18013","18013",5,1,0,20,0,35.23,70.46
"050US18015","18015",7,0,0,0,0,NA,NA
"050US18017","18017",11,0,0,0,0,NA,NA
"050US18019","18019",27,26,19,96.3,70.37,13.88,27.77
"050US18021","18021",6,0,0,0,0,58.69,117.38
"050US18023","18023",8,0,0,0,0,NA,NA
"050US18025","18025",3,0,0,0,0,54.39,108.78
"050US18027","18027",8,0,0,0,0,55.54,111.07
"050US18029","18029",13,3,0,23.08,0,35.47,70.93
"050US18031","18031",6,0,0,0,0,49.74,99.48
"050US18033","18033",9,0,0,0,0,NA,NA
"050US18035","18035",34,0,0,0,0,52.23,104.46
"050US18037","18037",9,0,0,0,0,49.56,99.12
"050US18039","18039",45,0,0,0,0,NA,NA
"050US18041","18041",7,1,0,14.29,0,61.53,123.07
"050US18043","18043",20,20,16,100,80,12.54,25.08
"050US18045","18045",5,0,0,0,0,35.22,70.44
"050US18047","18047",5,0,0,0,0,49.87,99.74
"050US18049","18049",6,0,0,0,0,NA,NA
"050US18051","18051",8,0,0,0,0,67.46,134.92
"050US18053","18053",16,0,0,0,0,84.58,169.17
"050US18055","18055",9,2,0,22.22,0,40.81,81.63
"050US18057","18057",57,31,0,54.39,0,37.97,75.94
"050US18059","18059",15,3,0,20,0,33.74,67.48
"050US18061","18061",9,2,0,22.22,0,32.65,65.3
"050US18063","18063",31,29,8,93.55,25.81,19.54,39.07
"050US18065","18065",13,0,0,0,0,54.05,108.1
"050US18067","18067",21,0,0,0,0,NA,NA
"050US18069","18069",9,0,0,0,0,NA,NA
"050US18071","18071",11,0,0,0,0,47.34,94.69
"050US18073","18073",8,0,0,0,0,65.92,131.84
"050US18075","18075",7,0,0,0,0,71.63,143.25
"050US18077","18077",7,0,0,0,0,63.3,126.61
"050US18079","18079",6,0,0,0,0,57.12,114.25
"050US18081","18081",28,28,7,100,25,16.55,33.1
"050US18083","18083",11,0,0,0,0,75.95,151.91
"050US18085","18085",21,0,0,0,0,NA,NA
"050US18087","18087",9,0,0,0,0,NA,NA
"050US18089","18089",131,102,11,77.86,8.4,24.48,48.97
"050US18091","18091",30,0,0,0,0,56.21,112.42
"050US18093","18093",13,6,0,46.15,0,32.28,64.55
"050US18095","18095",39,0,0,0,0,58.48,116.97
"050US18097","18097",253,253,134,100,52.96,14.69,29.39
"050US18099","18099",12,0,0,0,0,NA,NA
"050US18101","18101",3,0,0,0,0,62.57,125.15
"050US18103","18103",10,0,0,0,0,NA,NA
"050US18105","18105",33,33,30,100,90.91,8.24,16.48
"050US18107","18107",9,0,0,0,0,44.8,89.59
"050US18109","18109",17,17,6,100,35.29,16.15,32.31
"050US18111","18111",4,0,0,0,0,61.6,123.21
"050US18113","18113",10,0,0,0,0,NA,NA
"050US18115","18115",2,0,0,0,0,50.22,100.43
"050US18117","18117",6,0,0,0,0,59.47,118.94
"050US18119","18119",6,2,0,33.33,0,33.47,66.93
"050US18121","18121",5,0,0,0,0,58.09,116.18
"050US18123","18123",5,0,0,0,0,42.45,84.9
"050US18125","18125",4,0,0,0,0,65.98,131.96
"050US18127","18127",42,0,0,0,0,42.59,85.18
"050US18129","18129",7,0,0,0,0,66.88,133.75
"050US18131","18131",4,0,0,0,0,NA,NA
"050US18133","18133",9,0,0,0,0,52.52,105.04
"050US18135","18135",8,1,0,12.5,0,44.85,89.7
"050US18137","18137",7,0,0,0,0,57.11,114.23
"050US18139","18139",5,0,0,0,0,51.8,103.6
"050US18141","18141",82,0,0,0,0,83.87,167.73
"050US18143","18143",5,0,0,0,0,35.92,71.83
"050US18145","18145",10,6,0,60,0,27,54
"050US18147","18147",6,4,2,66.67,33.33,19.79,39.58
"050US18149","18149",7,0,0,0,0,79.85,159.7
"050US18151","18151",9,0,0,0,0,NA,NA
"050US18153","18153",8,0,0,0,0,71.9,143.81
"050US18155","18155",3,0,0,0,0,68.76,137.51
"050US18157","18157",43,0,0,0,0,NA,NA
"050US18159","18159",5,0,0,0,0,86.15,172.3
"050US18161","18161",2,0,0,0,0,40.5,81.01
"050US18163","18163",59,0,0,0,0,43.04,86.07
"050US18165","18165",5,1,0,20,0,43.51,87.02
"050US18167","18167",32,0,0,0,0,66.84,133.69
"050US18169","18169",8,0,0,0,0,NA,NA
"050US18171","18171",3,0,0,0,0,NA,NA
"050US18173","18173",16,3,0,18.75,0,34.57,69.14
"050US18175","18175",7,0,0,0,0,48.09,96.17
"050US18177","18177",18,18,4,100,22.22,17.58,35.16
"050US18179","18179",7,0,0,0,0,NA,NA
"050US18181","18181",9,0,0,0,0,88.04,176.08
"050US18183","18183",8,0,0,0,0,NA,NA
"050US19001","19001",3,0,0,0,0,NA,NA
"050US19003","19003",2,0,0,0,0,NA,NA
"050US19005","19005",5,0,0,0,0,NA,NA
"050US19007","19007",5,0,0,0,0,NA,NA
"050US19009","19009",3,0,0,0,0,NA,NA
"050US19011","19011",7,0,0,0,0,NA,NA
"050US19013","19013",39,0,0,0,0,NA,NA
"050US19015","19015",7,0,0,0,0,NA,NA
"050US19017","19017",8,0,0,0,0,NA,NA
"050US19019","19019",6,0,0,0,0,NA,NA
"050US19021","19021",6,0,0,0,0,82.38,164.77
"050US19023","19023",5,0,0,0,0,NA,NA
"050US19025","19025",4,0,0,0,0,NA,NA
"050US19027","19027",6,0,0,0,0,NA,NA
"050US19029","19029",5,0,0,0,0,NA,NA
"050US19031","19031",5,0,0,0,0,NA,NA
"050US19033","19033",12,0,0,0,0,NA,NA
"050US19035","19035",5,0,0,0,0,69.43,138.86
"050US19037","19037",4,0,0,0,0,NA,NA
"050US19039","19039",3,0,0,0,0,NA,NA
"050US19041","19041",5,0,0,0,0,NA,NA
"050US19043","19043",6,0,0,0,0,NA,NA
"050US19045","19045",12,0,0,0,0,NA,NA
"050US19047","19047",6,0,0,0,0,NA,NA
"050US19049","19049",19,0,0,0,0,NA,NA
"050US19051","19051",2,0,0,0,0,NA,NA
"050US19053","19053",3,0,0,0,0,NA,NA
"050US19055","19055",4,0,0,0,0,NA,NA
"050US19057","19057",11,0,0,0,0,NA,NA
"050US19059","19059",6,0,0,0,0,NA,NA
"050US19061","19061",27,0,0,0,0,88.26,176.51
"050US19063","19063",4,0,0,0,0,NA,NA
"050US19065","19065",7,0,0,0,0,NA,NA
"050US19067","19067",5,0,0,0,0,NA,NA
"050US19069","19069",3,0,0,0,0,NA,NA
"050US19071","19071",3,0,0,0,0,NA,NA
"050US19073","19073",4,0,0,0,0,NA,NA
"050US19075","19075",4,0,0,0,0,NA,NA
"050US19077","19077",3,0,0,0,0,NA,NA
"050US19079","19079",5,0,0,0,0,NA,NA
"050US19081","19081",4,0,0,0,0,NA,NA
"050US19083","19083",6,0,0,0,0,NA,NA
"050US19085","19085",5,0,0,0,0,NA,NA
"050US19087","19087",5,0,0,0,0,NA,NA
"050US19089","19089",3,0,0,0,0,NA,NA
"050US19091","19091",4,0,0,0,0,NA,NA
"050US19093","19093",3,0,0,0,0,63.19,126.37
"050US19095","19095",4,0,0,0,0,NA,NA
"050US19097","19097",6,0,0,0,0,NA,NA
"050US19099","19099",10,0,0,0,0,NA,NA
"050US19101","19101",5,0,0,0,0,NA,NA
"050US19103","19103",36,0,0,0,0,NA,NA
"050US19105","19105",7,0,0,0,0,NA,NA
"050US19107","19107",4,0,0,0,0,NA,NA
"050US19109","19109",6,0,0,0,0,NA,NA
"050US19111","19111",11,0,0,0,0,NA,NA
"050US19113","19113",54,0,0,0,0,NA,NA
"050US19115","19115",3,0,0,0,0,NA,NA
"050US19117","19117",4,0,0,0,0,NA,NA
"050US19119","19119",3,0,0,0,0,86.69,173.37
"050US19121","19121",4,0,0,0,0,NA,NA
"050US19123","19123",7,0,0,0,0,NA,NA
"050US19125","19125",10,0,0,0,0,NA,NA
"050US19127","19127",11,0,0,0,0,NA,NA
"050US19129","19129",5,0,0,0,0,NA,NA
"050US19131","19131",3,0,0,0,0,NA,NA
"050US19133","19133",4,0,0,0,0,NA,NA
"050US19135","19135",3,0,0,0,0,NA,NA
"050US19137","19137",4,0,0,0,0,NA,NA
"050US19139","19139",10,0,0,0,0,NA,NA
"050US19141","19141",4,0,0,0,0,77.09,154.17
"050US19143","19143",2,0,0,0,0,84.01,168.02
"050US19145","19145",6,0,0,0,0,NA,NA
"050US19147","19147",4,0,0,0,0,NA,NA
"050US19149","19149",6,1,0,16.67,0,35.38,70.77
"050US19151","19151",3,0,0,0,0,NA,NA
"050US19153","19153",112,0,0,0,0,NA,NA
"050US19155","19155",30,0,0,0,0,NA,NA
"050US19157","19157",5,0,0,0,0,NA,NA
"050US19159","19159",2,0,0,0,0,NA,NA
"050US19161","19161",4,0,0,0,0,77.36,154.71
"050US19163","19163",48,0,0,0,0,NA,NA
"050US19165","19165",4,0,0,0,0,NA,NA
"050US19167","19167",9,0,0,0,0,55.97,111.94
"050US19169","19169",27,0,0,0,0,NA,NA
"050US19171","19171",6,0,0,0,0,NA,NA
"050US19173","19173",3,0,0,0,0,NA,NA
"050US19175","19175",4,0,0,0,0,NA,NA
"050US19177","19177",2,0,0,0,0,NA,NA
"050US19179","19179",11,0,0,0,0,NA,NA
"050US19181","19181",14,0,0,0,0,NA,NA
"050US19183","19183",6,0,0,0,0,NA,NA
"050US19185","19185",3,0,0,0,0,NA,NA
"050US19187","19187",13,0,0,0,0,NA,NA
"050US19189","19189",3,0,0,0,0,NA,NA
"050US19191","19191",5,0,0,0,0,NA,NA
"050US19193","19193",29,26,25,89.66,86.21,11.9,23.8
"050US19195","19195",3,0,0,0,0,NA,NA
"050US19197","19197",5,0,0,0,0,NA,NA
"050US20001","20001",5,0,0,0,0,NA,NA
"050US20003","20003",2,0,0,0,0,NA,NA
"050US20005","20005",5,0,0,0,0,67.15,134.3
"050US20007","20007",2,0,0,0,0,NA,NA
"050US20009","20009",8,0,0,0,0,84.85,169.7
"050US20011","20011",5,0,0,0,0,NA,NA
"050US20013","20013",3,0,0,0,0,71.68,143.37
"050US20015","20015",19,1,0,5.26,0,40.43,80.87
"050US20017","20017",1,0,0,0,0,NA,NA
"050US20019","20019",1,0,0,0,0,NA,NA
"050US20021","20021",6,0,0,0,0,NA,NA
"050US20023","20023",1,0,0,0,0,NA,NA
"050US20025","20025",1,0,0,0,0,65.89,131.78
"050US20027","20027",2,0,0,0,0,NA,NA
"050US20029","20029",4,0,0,0,0,NA,NA
"050US20031","20031",3,0,0,0,0,NA,NA
"050US20033","20033",1,0,0,0,0,NA,NA
"050US20035","20035",11,0,0,0,0,70.28,140.56
"050US20037","20037",12,0,0,0,0,NA,NA
"050US20039","20039",1,0,0,0,0,NA,NA
"050US20041","20041",6,0,0,0,0,58.67,117.35
"050US20043","20043",3,0,0,0,0,83.1,166.2
"050US20045","20045",27,25,24,92.59,88.89,7.18,14.37
"050US20047","20047",2,0,0,0,0,41.71,83.42
"050US20049","20049",1,0,0,0,0,NA,NA
"050US20051","20051",8,0,0,0,0,NA,NA
"050US20053","20053",2,0,0,0,0,82.66,165.32
"050US20055","20055",12,0,0,0,0,55.91,111.82
"050US20057","20057",9,9,8,100,88.89,8.61,17.21
"050US20059","20059",6,0,0,0,0,NA,NA
"050US20061","20061",11,0,0,0,0,57.52,115.04
"050US20063","20063",1,0,0,0,0,NA,NA
"050US20065","20065",1,0,0,0,0,NA,NA
"050US20067","20067",2,0,0,0,0,86.99,173.98
"050US20069","20069",2,0,0,0,0,34.31,68.62
"050US20071","20071",1,0,0,0,0,NA,NA
"050US20073","20073",3,0,0,0,0,NA,NA
"050US20075","20075",1,0,0,0,0,NA,NA
"050US20077","20077",3,0,0,0,0,NA,NA
"050US20079","20079",7,7,6,100,85.71,9.21,18.42
"050US20081","20081",1,0,0,0,0,59.41,118.82
"050US20083","20083",1,0,0,0,0,31.78,63.56
"050US20085","20085",3,0,0,0,0,39.91,79.83
"050US20087","20087",4,3,0,75,0,28.65,57.3
"050US20089","20089",1,0,0,0,0,70.89,141.78
"050US20091","20091",154,10,0,6.49,0,35.41,70.81
"050US20093","20093",1,0,0,0,0,88.33,176.66
"050US20095","20095",3,0,0,0,0,74.39,148.79
"050US20097","20097",1,0,0,0,0,46.27,92.54
"050US20099","20099",8,0,0,0,0,NA,NA
"050US20101","20101",1,0,0,0,0,89,178
"050US20103","20103",19,5,0,26.32,0,33.56,67.12
"050US20105","20105",1,0,0,0,0,NA,NA
"050US20107","20107",3,0,0,0,0,NA,NA
"050US20109","20109",1,0,0,0,0,NA,NA
"050US20111","20111",12,0,0,0,0,NA,NA
"050US20113","20113",7,3,0,42.86,0,32.54,65.07
"050US20115","20115",4,2,0,50,0,30.69,61.38
"050US20117","20117",4,0,0,0,0,84.33,168.66
"050US20119","20119",2,0,0,0,0,50.89,101.79
"050US20121","20121",8,0,0,0,0,NA,NA
"050US20123","20123",2,0,0,0,0,NA,NA
"050US20125","20125",12,0,0,0,0,NA,NA
"050US20127","20127",2,0,0,0,0,NA,NA
"050US20129","20129",1,0,0,0,0,NA,NA
"050US20131","20131",3,0,0,0,0,72.41,144.83
"050US20133","20133",5,0,0,0,0,NA,NA
"050US20135","20135",1,0,0,0,0,67.52,135.04
"050US20137","20137",1,0,0,0,0,NA,NA
"050US20139","20139",5,0,0,0,0,NA,NA
"050US20141","20141",1,0,0,0,0,NA,NA
"050US20143","20143",2,0,0,0,0,78.81,157.62
"050US20145","20145",2,0,0,0,0,60.31,120.62
"050US20147","20147",3,0,0,0,0,NA,NA
"050US20149","20149",5,0,0,0,0,52.32,104.65
"050US20151","20151",3,0,0,0,0,74.08,148.17
"050US20153","20153",1,0,0,0,0,NA,NA
"050US20155","20155",17,0,0,0,0,43.06,86.11
"050US20157","20157",3,0,0,0,0,NA,NA
"050US20159","20159",3,0,0,0,0,65.07,130.13
"050US20161","20161",17,0,0,0,0,60.07,120.15
"050US20163","20163",2,0,0,0,0,NA,NA
"050US20165","20165",1,0,0,0,0,80.59,161.18
"050US20167","20167",2,0,0,0,0,NA,NA
"050US20169","20169",13,0,0,0,0,51.98,103.97
"050US20171","20171",1,0,0,0,0,NA,NA
"050US20173","20173",135,79,0,58.52,0,30.35,60.7
"050US20175","20175",5,0,0,0,0,86.01,172.02
"050US20177","20177",46,46,41,100,89.13,8.99,17.99
"050US20179","20179",1,0,0,0,0,NA,NA
"050US20181","20181",2,0,0,0,0,NA,NA
"050US20183","20183",2,0,0,0,0,76.02,152.04
"050US20185","20185",2,0,0,0,0,76.4,152.79
"050US20187","20187",1,0,0,0,0,NA,NA
"050US20189","20189",2,0,0,0,0,88.64,177.29
"050US20191","20191",6,0,0,0,0,58.48,116.97
"050US20193","20193",2,0,0,0,0,NA,NA
"050US20195","20195",1,0,0,0,0,NA,NA
"050US20197","20197",2,0,0,0,0,34.45,68.9
"050US20199","20199",1,0,0,0,0,NA,NA
"050US20201","20201",2,0,0,0,0,NA,NA
"050US20203","20203",1,0,0,0,0,NA,NA
"050US20205","20205",4,0,0,0,0,NA,NA
"050US20207","20207",2,0,0,0,0,NA,NA
"050US20209","20209",64,17,0,26.56,0,32.5,64.99
"050US21001","21001",7,0,0,0,0,79.26,158.52
"050US21003","21003",6,0,0,0,0,82.6,165.19
"050US21005","21005",6,2,0,33.33,0,31.7,63.39
"050US21007","21007",3,0,0,0,0,NA,NA
"050US21009","21009",13,0,0,0,0,56.27,112.54
"050US21011","21011",4,0,0,0,0,54.88,109.77
"050US21013","21013",9,0,0,0,0,NA,NA
"050US21015","21015",30,26,0,86.67,0,24.16,48.32
"050US21017","21017",8,6,0,75,0,27.55,55.1
"050US21019","21019",15,0,0,0,0,44.13,88.27
"050US21021","21021",7,0,0,0,0,42.07,84.15
"050US21023","21023",3,0,0,0,0,55.69,111.39
"050US21025","21025",7,0,0,0,0,82.93,165.86
"050US21027","21027",6,0,0,0,0,49.22,98.44
"050US21029","21029",22,16,0,72.73,0,26.19,52.38
"050US21031","21031",6,0,0,0,0,65.94,131.87
"050US21033","21033",4,0,0,0,0,NA,NA
"050US21035","21035",11,0,0,0,0,NA,NA
"050US21037","21037",25,23,16,92,64,15.7,31.41
"050US21039","21039",3,0,0,0,0,NA,NA
"050US21041","21041",3,0,0,0,0,51.97,103.95
"050US21043","21043",8,0,0,0,0,65.21,130.43
"050US21045","21045",6,0,0,0,0,74.79,149.58
"050US21047","21047",21,0,0,0,0,66.77,133.55
"050US21049","21049",10,9,0,90,0,24.25,48.51
"050US21051","21051",8,0,0,0,0,77.85,155.7
"050US21053","21053",4,0,0,0,0,68.4,136.81
"050US21055","21055",4,0,0,0,0,NA,NA
"050US21057","21057",2,0,0,0,0,79.58,159.16
"050US21059","21059",24,21,1,87.5,4.17,21.08,42.16
"050US21061","21061",5,0,0,0,0,62.55,125.1
"050US21063","21063",3,0,0,0,0,NA,NA
"050US21065","21065",6,1,0,16.67,0,34.42,68.85
"050US21067","21067",82,82,81,100,98.78,7.3,14.6
"050US21069","21069",4,0,0,0,0,63.31,126.62
"050US21071","21071",14,0,0,0,0,NA,NA
"050US21073","21073",20,8,0,40,0,36.8,73.59
"050US21075","21075",2,0,0,0,0,NA,NA
"050US21077","21077",3,0,0,0,0,43.2,86.41
"050US21079","21079",6,2,0,33.33,0,33.23,66.46
"050US21081","21081",7,0,0,0,0,45.82,91.64
"050US21083","21083",10,0,0,0,0,NA,NA
"050US21085","21085",9,0,0,0,0,42.18,84.37
"050US21087","21087",4,0,0,0,0,74.66,149.32
"050US21089","21089",9,2,1,22.22,11.11,31.65,63.29
"050US21091","21091",3,1,0,33.33,0,31.33,62.66
"050US21093","21093",28,27,19,96.43,67.86,12.78,25.57
"050US21095","21095",11,0,0,0,0,NA,NA
"050US21097","21097",5,0,0,0,0,72.96,145.92
"050US21099","21099",6,0,0,0,0,39.2,78.4
"050US21101","21101",14,0,0,0,0,46.11,92.22
"050US21103","21103",5,0,0,0,0,45.11,90.22
"050US21105","21105",1,0,0,0,0,NA,NA
"050US21107","21107",13,0,0,0,0,75.34,150.69
"050US21109","21109",5,0,0,0,0,56.09,112.19
"050US21111","21111",216,215,146,99.54,67.59,11.63,23.25
"050US21113","21113",11,11,0,100,0,20.92,41.83
"050US21115","21115",7,0,0,0,0,NA,NA
"050US21117","21117",44,43,18,97.73,40.91,16.14,32.29
"050US21119","21119",5,0,0,0,0,NA,NA
"050US21121","21121",11,0,0,0,0,77.19,154.38
