GEOID,HEROP_ID,TtlJlPpr_Q1,TtlJlPpr_Q2,TtlJlPpr_Q3,TtlJlPpr_Q4,TtlJlAdmr_Q1,TtlJlAdmr_Q2,TtlJlAdmr_Q3,TtlJlAdmr_Q4,TtlJlPrtr_Q1,TtlJlPrtr_Q2,TtlJlPrtr_Q3,TtlJlPrtr_Q4,TtlJlPp_Q1,TtlJlPp_Q2,TtlJlPp_Q3,TtlJlPp_Q4,TtlJlAdm_Q1,TtlJlAdm_Q2,TtlJlAdm_Q3,TtlJlAdm_Q4,TtlJlPrt_Q1,TtlJlPrt_Q2,TtlJlPrt_Q3,TtlJlPrt_Q4
17179,050US17179,,175.33,,,,4736.33,,,,143.23,,,,142,,,,3836,,,,116,,
17181,050US17181,,,,,,,,,,,,,,,,,,,,,,,,
17183,050US17183,,478.26,,,,8219.68,,,,425.63,,,,209,,,,3592,,,,186,,
17185,050US17185,,,,,,,,,,,,,,,,,,,,,,,,
17187,050US17187,,,,59.66,,,,298.3,,,,,,,,6,,,,30,,,,
17189,050US17189,,166.59,,118.99,,5402.19,,5402.19,,154.69,,,,14,,10,,454,,454,,13,,
17191,050US17191,,,,,,,,,,,,,,,,,,,,,,,,
17193,050US17193,,,,,,,,,,,,,,,,,,,,,,,,
17195,050US17195,,185.52,,139.9,,2922.66,,2922.66,,158.15,,,,61,,46,,961,,961,,52,,
17197,050US17197,,,,,,,,,,,,,,,,,,,,,,,,
17199,050US17199,,386.66,,,,5163.43,,,,362.64,,,,161,,,,2150,,,,151,,
17201,050US17201,431.54,486.91,421.84,408.71,4752.83,4795.5,4795.5,4795.5,358.26,401.86,,,756,853,739,716,8326.25,8401,8401,8401,627.62,704,,
17203,050US17203,,,,,,,,,,,,,,,,,,,,,,,,
18001,050US18001,559.36,462.92,458.1,433.99,5448.93,5063.17,5063.17,5063.17,342.46,289.32,,,116,96,95,90,1130,1050,1050,1050,71.02,60,,
18003,050US18003,254.51,266.17,287.89,272.21,4857.99,4676.15,4676.15,4676.15,199.63,213.5,,,633,662,716,677,12082.25,11630,11630,11630,496.49,531,,
18005,050US18005,440.71,457.81,450.21,492,4830.27,5022.61,5022.61,5022.61,168.17,165.27,,,232,241,237,259,2542.75,2644,2644,2644,88.53,87,,
18007,050US18007,460.57,626.38,589.54,589.54,5692.7,5692.7,5692.7,5692.7,,,,,25,34,32,32,309,309,309,309,,,,
18009,050US18009,785.74,982.18,926.06,954.12,6833.17,6833.17,6833.17,6833.17,,,,,56,70,66,68,487,487,487,487,,,,
18011,050US18011,345.68,328.92,370.82,289.11,5118.68,5350.71,5350.71,5350.71,259.26,245.12,,,165,157,177,138,2443.25,2554,2554,2554,123.75,117,,
18013,050US18013,331.2,416.67,427.35,363.25,5961.54,5961.54,5961.54,5961.54,,,,,31,39,40,34,558,558,558,558,,,,
18015,050US18015,276.57,292.37,339.79,316.08,4274.99,4274.99,4274.99,4274.99,,,,,35,37,43,40,541,541,541,541,,,,
18017,050US18017,895.33,848.43,933.7,878.28,7517.59,7763.8,7763.8,7763.8,648.77,639.52,,,210,199,219,206,1763.25,1821,1821,1821,152.17,150,,
18019,050US18019,588.72,578.83,608.51,577.59,4033.25,3754.96,3754.96,3754.96,562.64,560.28,,,476,468,492,467,3261,3036,3036,3036,454.91,453,,
18021,050US18021,818.07,799.76,763.13,750.92,14346.76,14346.76,14346.76,14346.76,,,,,134,131,125,123,2350,2350,2350,2350,,,,
18023,050US18023,992.14,933.2,943.03,1006.88,6252.46,6252.46,6252.46,6252.46,,,,,202,190,192,205,1273,1273,1273,1273,,,,
18025,050US18025,929.88,853.66,884.15,579.27,11341.46,11341.46,11341.46,11341.46,,,,,61,56,58,38,744,744,744,744,,,,
18027,050US18027,737.91,793.13,843.33,793.13,5802.92,5185.48,5185.48,5185.48,619.5,682.7,,,147,158,168,158,1156,1033,1033,1033,123.41,136,,
18033,050US18033,282.78,387.92,322.66,290.03,4430.27,4430.27,4430.27,4430.27,,,,,78,107,89,80,1222,1222,1222,1222,,,,
18029,050US18029,744.95,772.77,769.68,692.41,8735.43,8735.43,8735.43,8735.43,,,,,241,250,249,224,2826,2826,2826,2826,,,,
18031,050US18031,696.03,726.03,828.03,900.04,10302.41,10302.41,10302.41,10302.41,,,,,116,121,138,150,1717,1717,1717,1717,,,,
18035,050US18035,385.91,439.91,511.03,524.2,3701.68,3699.7,3699.7,3699.7,354.13,410.93,,,293,334,388,398,2810.5,2809,2809,2809,268.87,312,,
18037,050US18037,273.68,224.95,247.44,273.68,3745.36,3745.36,3745.36,3745.36,,,,,73,60,66,73,999,999,999,999,,,,
18039,050US18039,533.82,638.72,658.15,618.52,4606.43,4808.27,4808.27,4808.27,508.55,609.97,,,687,822,847,796,5928.25,6188,6188,6188,654.48,785,,
18041,050US18041,918.96,1051.24,905.04,807.57,6015.04,6015.04,6015.04,6015.04,,,,,132,151,130,116,864,864,864,864,,,,
18043,050US18043,577.39,523.32,569.66,581.25,4724.82,4760.07,4760.07,4760.07,522.68,498.21,,,299,271,295,301,2446.75,2465,2465,2465,270.67,258,,
18045,050US18045,710.19,865.84,729.64,651.81,11946.69,11946.69,11946.69,11946.69,,,,,73,89,75,67,1228,1228,1228,1228,,,,
18047,050US18047,217.18,336.28,336.28,308.25,3741.07,3741.07,3741.07,3741.07,,,,,31,48,48,44,534,534,534,534,,,,
18049,050US18049,577.66,504.43,862.42,691.56,6492.56,6492.56,6492.56,6492.56,,,,,71,62,106,85,798,798,798,798,,,,
18051,050US18051,430.68,445.2,483.91,406.48,7757.08,7757.08,7757.08,7757.08,,,,,89,92,100,84,1603,1603,1603,1603,,,,
18053,050US18053,770.08,851.9,820.62,832.65,6475.91,6466.28,6466.28,6466.28,451.73,505.37,,,320,354,341,346,2691,2687,2687,2687,187.71,210,,
18055,050US18055,522.83,569.42,590.12,496.95,6020.29,6020.29,6020.29,6020.29,,,,,101,110,114,96,1163,1163,1163,1163,,,,
18057,050US18057,127.59,123.42,151.77,149.27,2207.18,2242.41,2242.41,2242.41,64.25,58.79,,,306,296,364,358,5293.5,5378,5378,5378,154.09,141,,
18059,050US18059,422.4,471.21,433.66,476.84,5479.94,5479.94,5479.94,5479.94,,,,,225,251,231,254,2919,2919,2919,2919,,,,
18061,050US18061,505.48,465.36,405.18,469.37,5740.76,5740.76,5740.76,5740.76,,,,,126,116,101,117,1431,1431,1431,1431,,,,
18063,050US18063,237.18,257.29,260.64,253.1,4089.81,4089.81,4089.81,4089.81,,,,,283,307,311,302,4880,4880,4880,4880,,,,
18065,050US18065,634.68,685.96,743.66,705.2,6180.08,6180.08,6180.08,6180.08,,,,,198,214,232,220,1928,1928,1928,1928,,,,
18067,050US18067,802.58,833.82,732.28,699.08,7393.09,7393.09,7393.09,7393.09,,,,,411,427,375,358,3786,3786,3786,3786,,,,
18069,050US18069,490.49,686.68,763.46,678.15,7677.22,7677.22,7677.22,7677.22,,,,,115,161,179,159,1800,1800,1800,1800,,,,
18071,050US18071,636.1,726.48,681.29,639.58,5676.25,5676.25,5676.25,5676.25,,,,,183,209,196,184,1633,1633,1633,1633,,,,
18073,050US18073,358.59,396.84,454.22,382.5,4594.79,4594.79,4594.79,4594.79,,,,,75,83,95,80,961,961,961,961,,,,
18075,050US18075,717.64,791.88,701.15,602.16,6716.57,6755.75,6755.75,6755.75,536.17,536.17,,,87,96,85,73,814.25,819,819,819,65,65,,
18077,050US18077,692.42,631.18,739.52,654.73,7536.5,7536.5,7536.5,7536.5,,,,,147,134,157,139,1600,1600,1600,1600,,,,
18079,050US18079,734.08,836.51,796.68,631.65,13458.15,13458.15,13458.15,13458.15,,,,,129,147,140,111,2365,2365,2365,2365,,,,
18081,050US18081,300.32,302.19,297.52,296.58,5854.66,6022.36,6022.36,6022.36,215.79,203.02,,,321,323,318,317,6257.75,6437,6437,6437,230.65,217,,
18083,050US18083,1033.41,1055.3,1186.67,1138.5,8013.31,8254.15,8254.15,8254.15,724.57,801.33,,,236,241,271,260,1830,1885,1885,1885,165.47,183,,
18085,050US18085,534.85,538.82,560.61,536.84,6182.29,6271.67,6271.67,6271.67,,,,,270,272,283,271,3120.88,3166,3166,3166,,,,
18087,050US18087,446.76,500.04,532.83,561.52,6578.41,6578.41,6578.41,6578.41,,,,,109,122,130,137,1605,1605,1605,1605,,,,
18091,050US18091,452.52,496.5,490.82,495.08,6406.22,6406.22,6406.22,6406.22,,,,,319,350,346,349,4516,4516,4516,4516,,,,
18089,050US18089,249.5,283.29,302.55,290.55,3559.28,3618.65,3618.65,3618.65,163.19,169.59,,,790,897,958,920,11270,11458,11458,11458,516.72,537,,
18093,050US18093,351.4,457.89,365.6,390.44,6864.73,6864.73,6864.73,6864.73,,,,,99,129,103,110,1934,1934,1934,1934,,,,
18095,050US18095,387.99,432.02,468.92,320.15,5471.42,5517.54,5517.54,5517.54,316.08,224.94,,,326,363,394,269,4597.25,4636,4636,4636,265.58,189,,
18097,050US18097,393.32,385.82,419.7,368.8,3509.64,3402.29,3402.29,3402.29,351.07,334.76,,,2519,2471,2688,2362,22477.5,21790,21790,21790,2248.43,2144,,
18099,050US18099,477.11,568.32,540.26,519.21,4855.29,4974.57,4974.57,4974.57,428.31,554.29,,,136,162,154,148,1384,1418,1418,1418,122.09,158,,
18101,050US18101,1354.74,1137.31,1321.29,1404.92,6690.08,6690.08,6690.08,6690.08,,,,,81,68,79,84,400,400,400,400,,,,
18103,050US18103,372.84,424.87,450.88,359.84,6168.91,6281.97,6281.97,6281.97,,,,,86,98,104,83,1422.92,1449,1449,1449,,,,
18105,050US18105,200.49,199.5,198.52,224.2,4892.79,4892.79,4892.79,4892.79,,,,,203,202,201,227,4954,4954,4954,4954,,,,
18107,050US18107,706.52,656.35,610.37,547.66,6705.69,6705.69,6705.69,6705.69,,,,,169,157,146,131,1604,1604,1604,1604,,,,
18109,050US18109,517.83,517.83,485.47,504.89,4997.09,4997.09,4997.09,4997.09,172.61,174.77,,,240,240,225,234,2316,2316,2316,2316,80,81,,
18111,050US18111,311.85,346.5,450.45,450.45,7877.11,7877.11,7877.11,7877.11,,,,,27,30,39,39,682,682,682,682,,,,
18113,050US18113,727.48,713.95,785,717.33,9846.38,9846.38,9846.38,9846.38,,,,,215,211,232,212,2910,2910,2910,2910,,,,
18115,050US18115,,411.52,,,,5898.49,,,,,,,,15,,,,215,,,,,,
18117,050US18117,551.79,610.32,719,501.63,10592.76,10592.76,10592.76,10592.76,,,,,66,73,86,60,1267,1267,1267,1267,,,,
18119,050US18119,319.63,408.83,386.53,356.8,5344.53,4995.17,4995.17,4995.17,199.81,223,,,43,55,52,48,719,672,672,672,26.88,30,,
18121,050US18121,633.87,694.23,653.99,593.62,7717.07,7717.07,7717.07,7717.07,,,,,63,69,65,59,767,767,767,767,,,,
18123,050US18123,758.56,652.53,693.31,636.22,7455.14,7455.14,7455.14,7455.14,,,,,93,80,85,78,914,914,914,914,,,,
18125,050US18125,839.09,730.82,933.82,663.15,8120.18,8120.18,8120.18,8120.18,,,,,62,54,69,49,600,600,600,600,,,,
18127,050US18127,312.02,312.02,347.48,335.07,3861.7,3756.66,3756.66,3756.66,25.79,26.59,,,352,352,392,378,4356.5,4238,4238,4238,29.09,30,,
18129,050US18129,754.47,1086.18,852.03,773.98,6495.93,6601.63,6601.63,6601.63,542.11,780.49,,,116,167,131,119,998.75,1015,1015,1015,83.35,120,,
18131,050US18131,1054.85,1279.01,1318.57,1397.68,1147.15,1147.15,1147.15,1147.15,,,,,80,97,100,106,87,87,87,87,,,,
18133,050US18133,484.22,443.87,512.47,419.66,5306.27,5306.27,5306.27,5306.27,,,,,120,110,127,104,1315,1315,1315,1315,,,,
18135,050US18135,390.28,356.64,383.55,410.47,3330.87,3425.07,3425.07,3425.07,304.29,309.54,,,58,53,57,61,495,509,509,509,45.22,46,,
18137,050US18137,527.75,577.75,549.97,427.75,5005.28,5005.28,5005.28,5005.28,,,,,95,104,99,77,901,901,901,901,,,,
18139,050US18139,538.57,490.48,394.31,423.16,9040.2,9040.2,9040.2,9040.2,,,,,56,51,41,44,940,940,940,940,,,,
18143,050US18143,1042.46,1124.59,1250.95,960.32,10083.4,10083.4,10083.4,10083.4,,,,,165,178,198,152,1596,1596,1596,1596,,,,
18145,050US18145,425.49,495.82,530.98,418.45,8639.85,8639.85,8639.85,8639.85,,,,,121,141,151,119,2457,2457,2457,2457,,,,
18147,050US18147,528.15,650.04,666.29,528.15,5265.3,5265.3,5265.3,5265.3,,,,,65,80,82,65,648,648,648,648,,,,
18141,050US18141,380.86,423.81,440.99,405.48,4071,4209.45,4209.45,4209.45,302.67,343.63,,,665,740,770,708,7108.25,7350,7350,7350,528.48,600,,
18149,050US18149,651.17,546.14,644.17,644.17,6854.78,6854.78,6854.78,6854.78,,,,,93,78,92,92,979,979,979,979,,,,
18151,050US18151,511.6,544.16,534.86,469.75,5813.68,5813.68,5813.68,5813.68,,,,,110,117,115,101,1250,1250,1250,1250,,,,
18153,050US18153,411.07,374.37,396.39,359.69,5556.78,5490.71,5490.71,5490.71,255.67,374.37,,,56,51,54,49,757,748,748,748,34.83,51,,
18155,050US18155,614.49,452.78,727.68,420.44,9977.36,6500.65,9977.36,9977.36,,,,,38,28,45,26,617,402,617,617,,,,
18157,050US18157,335.09,367.19,405.99,398.53,4297.46,4335.33,4335.33,4335.33,302.01,320.17,,,449,492,544,534,5758.25,5809,5809,5809,404.67,429,,
18159,050US18159,797.11,690.83,680.2,605.8,7120.84,7120.84,7120.84,7120.84,,,,,75,65,64,57,670,670,670,670,,,,
18161,050US18161,232.61,325.66,255.87,232.61,5954.87,5954.87,5954.87,5954.87,,,,,10,14,11,10,256,256,256,256,,,,
18163,050US18163,712.24,633.1,595.7,496.56,7699.8,7786.76,7786.76,7786.76,616.67,533.09,,,819,728,685,571,8854,8954,8954,8954,709.11,613,,
18165,050US18165,512.45,658.86,585.65,533.36,899.39,899.39,899.39,899.39,,,,,49,63,56,51,86,86,86,86,,,,
18167,050US18167,479.33,516.53,538,549.44,7155.63,7217.16,7217.16,7217.16,471.49,516.53,,,335,361,376,384,5001,5044,5044,5044,329.52,361,,
18169,050US18169,413.92,509.45,451.07,466.99,6442.37,6442.37,6442.37,6442.37,,,,,78,96,85,88,1214,1214,1214,1214,,,,
18171,050US18171,307.81,307.81,519.43,557.91,5054.83,4732.59,4732.59,4732.59,205.27,230.86,,,16,16,27,29,262.75,246,246,246,10.67,12,,
18173,050US18173,221.84,209.65,229.15,197.46,5389.92,5389.92,5389.92,5389.92,,,,,91,86,94,81,2211,2211,2211,2211,,,,
18175,050US18175,679.13,763.32,746.48,701.58,6841.78,6841.78,6841.78,6841.78,,,,,121,136,133,125,1219,1219,1219,1219,,,,
18177,050US18177,583.42,612.59,644.19,588.28,5585,5238.59,5238.59,5238.59,440.41,471.59,,,240,252,265,242,2297.5,2155,2155,2155,181.17,194,,
18179,050US18179,371.73,325.26,342.68,371.73,7086.02,7086.02,7086.02,7086.02,,,,,64,56,59,64,1220,1220,1220,1220,,,,
18181,050US18181,435.97,435.97,490.46,483.65,6757.49,6757.49,6757.49,6757.49,,,,,64,64,72,71,992,992,992,992,,,,
18183,050US18183,405.41,470.64,470.64,521.9,6994.41,6994.41,6994.41,6994.41,,,,,87,101,101,112,1501,1501,1501,1501,,,,
20001,050US20001,,,,,,,,,,,,,,,,,,,,,,,,
20003,050US20003,,,,,,,,,,,,,,,,,,,,,,,,
20005,050US20005,,,,,,,,,,,,,,,,,,,,,,,,
20007,050US20007,,,,,,,,,,,,,,,,,,,,,,,,
20009,050US20009,,,,,,,,,,,,,,,,,,,,,,,,
20011,050US20011,,,,,,,,,,,,,,,,,,,,,,,,
20013,050US20013,,,,,,,,,,,,,,,,,,,,,,,,
20015,050US20015,,,,,,,,,,,,,,,,,,,,,,,,
20017,050US20017,,9222.66,,,,73056.65,,,,4413.7,,,,140,,,,1109,,,,67,,
20019,050US20019,,,,,,,,,,,,,,,,,,,,,,,,
20021,050US20021,760.49,521.23,461.42,393.06,13321.37,13321.37,13321.37,13321.37,,,,,89,61,54,46,1559,1559,1559,1559,,,,
20023,050US20023,,,,,,,,,,,,,,,,,,,,,,,,
20025,050US20025,,,,,,2617.8,,,,,,,,,,,,30,,,,,,
20027,050US20027,,,,,,,,,,,,,,,,,,,,,,,,
20029,050US20029,,,,,,,,,,,,,,,,,,,,,,,,
20031,050US20031,,344.06,,,,9350.33,,,,303.58,,,,17,,,,462,,,,15,,
20033,050US20033,,,,,,,,,,,,,,,,,,,,,,,,
20035,050US20035,,,,,,,,,,,,,,,,,,,,,,,,
20037,050US20037,399.36,414.87,465.28,,9468.42,9468.42,9468.42,,,,,,103,107,120,,2442,2442,2442,,,,,
20039,050US20039,,,,,,,,,,,,,,,,,,,,,,,,
20041,050US20041,,368.61,,,,7632.83,,,,332.64,,,,41,,,,849,,,,37,,
20043,050US20043,,,,,,,,,,,,,,,,,,,,,,,,
20045,050US20045,,,,,,,,,,,,,,,,,,,,,,,,
20047,050US20047,,,,,,,,,,,,,,,,,,,,,,,,
20049,050US20049,,,,,,,,,,,,,,,,,,,,,,,,
20051,050US20051,,,,,,,,,,,,,,,,,,,,,,,,
20053,050US20053,,,,,,,,,,,,,,,,,,,,,,,,
20055,050US20055,,,,,,,,,,,,,,,,,,,,,,,,
20057,050US20057,,,,,,,,,,,,,,,,,,,,,,,,
20059,050US20059,,,,,,,,,,,,,,,,,,,,,,,,
20061,050US20061,,,,,,,,,,,,,,,,,,,,,,,,
20063,050US20063,,,,,,,,,,,,,,,,,,,,,,,,
20065,050US20065,,,,,,,,,,,,,,,,,,,,,,,,
20067,050US20067,,,,,,,,,,,,,,,,,,,,,,,,
20069,050US20069,,,,,,,,,,,,,,,,,,,,,,,,
20071,050US20071,,,,,,,,,,,,,,,,,,,,,,,,
20073,050US20073,,,,,,,,,,,,,,,,,,,,,,,,
20075,050US20075,,,,,,,,,,,,,,,,,,,,,,,,
20077,050US20077,,,,,,,,,,,,,,,,,,,,,,,,
20079,050US20079,,524.9,,,,10321.31,,,,,,,,107,,,,2104,,,,,,
20081,050US20081,,,,,,,,,,,,,,,,,,,,,,,,
20083,050US20083,,,,,,,,,,,,,,,,,,,,,,,,
20085,050US20085,,1008.19,,,,18815.37,,,,882.17,,,,80,,,,1493,,,,70,,
20087,050US20087,166.77,149.21,184.32,175.55,4529.1,4529.1,4529.1,4529.1,,,,,19,17,21,20,516,516,516,516,,,,
20089,050US20089,,,,,,,,,,,,,,,,,,,,,,,,
20091,050US20091,169.28,177.24,179.98,184.96,3034.82,3035.82,3035.82,3035.82,141.19,146.38,,,680,712,723,743,12191,12195,12195,12195,567.15,588,,
20093,050US20093,,,,,,,,,,,,,,,,,,,,,,,,
20095,050US20095,,,,,,,,,,,,,,,,,,,,,,,,
20097,050US20097,,,,,,,,,,,,,,,,,,,,,,,,
20099,050US20099,,,,,,,,,,,,,,,,,,,,,,,,
20101,050US20101,,,,,,,,,,,,,,,,,,,,,,,,
20103,050US20103,,319.85,,226.33,,3161.12,,3161.12,,230.07,,,,171,,121,,1690,,1690,,123,,
20105,050US20105,,,,,,,,,,,,,,,,,,,,,,,,
20107,050US20107,,,,,,,,,,,,,,,,,,,,,,,,
20109,050US20109,,,,,,,,,,,,,,,,,,,,,,,,
20111,050US20111,,,,,,,,,,,,,,,,,,,,,,,,
20115,050US20115,,,,,,,,,,,,,,,,,,,,,,,,
20117,050US20117,,,,,,,,,,,,,,,,,,,,,,,,
20113,050US20113,,,,,,,,,,,,,,,,,,,,,,,,
20119,050US20119,,,,,,,,,,,,,,,,,,,,,,,,
20121,050US20121,,,,,,,,,,,,,,,,,,,,,,,,
20123,050US20123,,,,,,,,,,,,,,,,,,,,,,,,
20125,050US20125,,,,,,,,,,,,,,,,,,,,,,,,
20127,050US20127,,,,,,,,,,,,,,,,,,,,,,,,
20129,050US20129,,,,,,,,,,,,,,,,,,,,,,,,
20131,050US20131,,136.68,,,,2579.87,,,,119.6,,,,8,,,,151,,,,7,,
20133,050US20133,,,,,,,,,,,,,,,,,,,,,,,,
20135,050US20135,,,,,,,,,,,,,,,,,,,,,,,,
20137,050US20137,,,,,,,,,,,,,,,,,,,,,,,,
20139,050US20139,,,,,,,,,,,,,,,,,,,,,,,,
20141,050US20141,,,,,,,,,,,,,,,,,,,,,,,,
20143,050US20143,,,,,,,,,,,,,,,,,,,,,,,,
20145,050US20145,,,,,,,,,,,,,,,,,,,,,,,,
20147,050US20147,,,,,,,,,,,,,,,,,,,,,,,,
20149,050US20149,,,,,,,,,,,,,,,,,,,,,,,,
20151,050US20151,,,,,,,,,,,,,,,,,,,,,,,,
20153,050US20153,,,,,,,,,,,,,,,,,,,,,,,,
20155,050US20155,,589.5,,,,8563.61,,,,373.7,,,,224,,,,3254,,,,142,,
20157,050US20157,,,,,,,,,,,,,,,,,,,,,,,,
20159,050US20159,,,,,,,,,,,,,,,,,,,,,,,,
20161,050US20161,,,,,,,,,,,,,,,,,,,,,,,,
20163,050US20163,,,,,,,,,,,,,,,,,,,,,,,,
20165,050US20165,,,,,,,,,,,,,,,,,,,,,,,,
20167,050US20167,,,,,,,,,,,,,,,,,,,,,,,,
20169,050US20169,,,,,,,,,,,,,,,,,,,,,,,,
20171,050US20171,,,,,,,,,,,,,,,,,,,,,,,,
20173,050US20173,377.91,371.33,334.89,333.39,5610.04,5610.04,5610.04,5610.04,,,,,1265,1243,1121,1116,18779,18779,18779,18779,,,,
20175,050US20175,,,,,,,,,,,,,,,,,,,,,,,,
20177,050US20177,,505.55,,,,7729.02,,,,370.74,,,,555,,,,8485,,,,407,,
20179,050US20179,,,,,,,,,,,,,,,,,,,,,,,,
20181,050US20181,,,,,,,,,,,,,,,,,,,,,,,,
20183,050US20183,,,,,,,,,,,,,,,,,,,,,,,,
20185,050US20185,,,,,,,,,,,,,,,,,,,,,,,,
20187,050US20187,,,,,,,,,,,,,,,,,,,,,,,,
20189,050US20189,,,,,,,,,,,,,,,,,,,,,,,,
20191,050US20191,,,,,,,,,,,,,,,,,,,,,,,,
20193,050US20193,,,,,,,,,,,,,,,,,,,,,,,,
20195,050US20195,,,,,,,,,,,,,,,,,,,,,,,,
20197,050US20197,,,,,,,,,,,,,,,,,,,,,,,,
20199,050US20199,,,,,,,,,,,,,,,,,,,,,,,,
20201,050US20201,,,,,,,,,,,,,,,,,,,,,,,,
20203,050US20203,,,,,,,,,,,,,,,,,,,,,,,,
20205,050US20205,,,,,,,,,,,,,,,,,,,,,,,,
20207,050US20207,,,,,,,,,,,,,,,,,,,,,,,,
20209,050US20209,,,,,,,,,,,,,,,,,,,,,,,,
21001,050US21001,1043.78,835.02,1075.4,967.86,11560.6,9033.4,11133.6,11133.6,540.55,449.14,,,165,132,170,153,1827.5,1428,1760,1760,85.45,71,,
21003,050US21003,678.29,805.01,775.19,782.65,10629.1,10629.1,10629.1,10629.1,,,,,91,108,104,105,1426,1426,1426,1426,,,,
21005,050US21005,,486.34,,,,7301.47,,,,,,,,76,,,,1141,,,,,,
21007,050US21007,1932.06,1783.44,1910.83,1953.29,16220.81,16220.81,16220.81,16220.81,,,,,91,84,90,92,764,764,764,764,,,,
21009,050US21009,886.88,658.93,904.69,897.56,17295.91,14158,17295.91,17295.91,,,,,249,185,254,252,4856,3975,4856,4856,,,,
21011,050US21011,,443.09,,,,8114.95,,,,,,,,35,,,,641,,,,,,
21013,050US21013,910.51,1026.02,903.72,890.13,32355.44,38574.44,38574.44,38574.44,891.28,944.49,,,134,151,133,131,4761.75,5677,5677,5677,131.17,139,,
21015,050US21015,480.54,441.52,470.51,457.13,6838.28,6273.83,6945.03,6945.03,337.89,317.76,,,431,396,422,410,6133.25,5627,6229,6229,303.05,285,,
21017,050US21017,1390.11,827.04,1279.79,1314.11,10470.4,6233.86,9931.03,9931.03,1038.87,617.83,,,425.25,253,391.5,402,3203,1907,3038,3038,317.8,189,,
21019,050US21019,840.08,993.43,1000.1,940.09,6885.69,8377.5,8377.5,8377.5,637.03,763.41,,,252,298,300,282,2065.5,2513,2513,2513,191.09,229,,
21021,050US21021,909.37,975.41,1041.45,914.45,10602.52,10572.04,10572.04,10572.04,607.4,909.37,,,179,192,205,180,2087,2081,2081,2081,119.56,179,,
21023,050US21023,964.47,575.67,988.58,907.2,8435.55,4976.04,8363.72,8363.72,458.87,280.3,,,320,191,328,301,2798.83,1651,2775,2775,152.25,93,,
21025,050US21025,1199.74,717.22,1129.77,1011.69,12955.19,8560.02,13009.13,13009.13,744.39,448.99,,,411.5,246,387.5,347,4443.5,2936,4462,4462,255.32,154,,
21027,050US21027,1547.07,1065.07,1477.1,1469.33,10753.71,7525.46,10751.77,10751.77,505.79,373.16,,,199,137,190,189,1383.25,968,1383,1383,65.06,48,,
21029,050US21029,423.22,450.58,543.62,503.48,7568.68,7568.68,7568.68,7568.68,,,,,232,247,298,276,4149,4149,4149,4149,,,,
21031,050US21031,784.52,562.24,719.14,588.39,11480.13,11480.13,11480.13,11480.13,,,,,60,43,55,45,878,878,878,878,,,,
21033,050US21033,,,,,,,,,,,,,,,,,,,,,,,,
21035,050US21035,745.39,591.58,552.14,560.03,7134.41,7134.41,7134.41,7134.41,,,,,189,150,140,142,1809,1809,1809,1809,,,,
21037,050US21037,505.03,562.24,477.25,523.01,4665.44,4169.39,4169.39,4169.39,307.78,359.57,,,309,344,292,320,2854.5,2551,2551,2551,188.31,220,,
21039,050US21039,,,,,,,,,,,,,,,,,,,,,,,,
21041,050US21041,2390.5,534.52,1930.22,1544.17,34224.2,9161.1,34224.2,34224.2,,,,,161,36,130,104,2305,617,2305,2305,,,,
21043,050US21043,1119.66,1131.96,990.46,1008.92,8863.43,9074.13,9074.13,9074.13,968.38,984.31,,,182,184,161,164,1440.75,1475,1475,1475,157.41,160,,
21045,050US21045,2758.41,2966.59,3247.63,3206,16126.26,17247.84,17247.84,17247.84,246.59,281.05,,,265,285,312,308,1549.25,1657,1657,1657,23.69,27,,
21047,050US21047,1419.7,1164.33,1419.7,1350.44,11491.77,9654.38,11500.42,11500.42,521.57,437.16,,,656,538,656,624,5310,4461,5314,5314,241,202,,
21049,050US21049,1108.17,1001.62,967.52,924.9,14806.92,14806.92,14806.92,14806.92,,,,,260,235,227,217,3474,3474,3474,3474,,,,
21051,050US21051,2275.45,1968.56,2260.48,2065.87,23592.81,23592.81,23592.81,23592.81,,,,,304,263,302,276,3152,3152,3152,3152,,,,
21053,050US21053,,,,,,,,,,,,,,,,,,,,,,,,
21055,050US21055,4053.81,3408.88,3353.6,3298.32,17537.31,17007.55,17007.55,17007.55,1912.47,1695.23,,,220,185,182,179,951.75,923,923,923,103.79,92,,
21057,050US21057,1043.78,835.02,1075.4,967.86,11560.6,9033.4,11133.6,11133.6,540.55,449.14,,,165,132,170,153,1827.5,1428,1760,1760,85.45,71,,
21059,050US21059,1043.6,1007.72,990.56,954.68,7913.58,7913.58,7913.58,7913.58,,,,,669,646,635,612,5073,5073,5073,5073,,,,
21061,050US21061,,,,,,,,,,,,,,,,,,,,,,,,
21063,050US21063,640.88,366.76,666.06,687.91,9346.67,5241.05,9091.08,9091.08,321.36,157.73,,,337.25,193,350.5,362,4918.5,2758,4784,4784,169.11,83,,
21065,050US21065,803.08,726.16,819.29,798.07,5058.35,4263.82,5058.35,5058.35,377.74,326.54,,,681.25,616,695,677,4291,3617,4291,4291,320.44,277,,
21067,050US21067,472.87,454.51,437.52,419.16,5369.53,5375.61,5375.61,5375.61,358.73,363.61,,,1030,990,953,913,11695.75,11709,11709,11709,781.38,792,,
21069,050US21069,964.47,575.67,988.58,907.2,8435.55,4976.04,8363.72,8363.72,458.87,280.3,,,320,191,328,301,2798.83,1651,2775,2775,152.25,93,,
