HEROP_ID,HospMinDis
140US01121010400,5.435343875
140US01121011700,2.546034217
140US01121010101,8.041001044
140US01121010302,7.694123568
140US01061050200,7.437561709
140US01113031100,23.25669236
140US01113030300,1.486857765
140US01113030700,2.309781563
140US01097001502,2.786531641
140US01097002200,3.102164945
140US01097002502,0.603987957
140US01097002800,1.069243863
140US01097003100,2.450204059
140US01097003501,2.017658112
140US01097003502,1.563605838
140US01097007000,4.981810442
140US01097007103,9.902052637
140US01097007102,6.825803861
140US01097007300,15.45209205
140US01097002000,3.706399396
140US01097005100,3.82886344
140US01097000401,1.166796688
140US01097000600,1.093309084
140US01097000901,0.40281485
140US01097001001,1.262242217
140US01069041800,13.98407535
140US01093964600,6.008718794
140US01069042100,10.63648748
140US01069041600,6.264539788
140US01005950100,11.65141864
140US01005950600,6.480043388
140US01029959700,12.83209926
140US01109189003,2.429312832
140US01109189002,1.415280063
140US01075030101,20.51193071
140US01069041902,8.65651183
140US01069040206,1.500293356
140US01047956702,2.187819225
140US01047956201,3.839002677
140US01125010104,18.52192869
140US01125010707,8.837040592
