HEROP_ID,ZIP,OtpTmDr,OtpTmDr2,OtpCntDr,OtpMinDis
860US01845,01845,5.415856516865857,10.831713033731713,20,2.4962449503616746
860US01850,01850,5.9961783550500005,11.992356710100001,15,3.2982657242630067
860US01851,01851,2.20454708907,4.40909417814,18,1.1260632522561114
860US01852,01852,4.538547456691452,9.077094913382904,20,2.8205927580528845
860US01853,01853,4.09,8.18,18,2.63336360627887
860US01854,01854,4.87974262951,9.75948525902,14,2.1095180100825366
860US01860,01860,11.99402620058,23.98805240116,16,4.986043777065215
860US01862,01862,7.121157335070001,14.242314670140003,20,4.021448856574587
860US01863,01863,7.0135510843,14.0271021686,12,2.1541710221676755
860US01864,01864,7.347133632852865,14.69426726570573,31,3.0911300696397648
860US01865,01865,10.33,20.66,21,5.71161478917966
860US01866,01866,,,,
860US01867,01867,7.095443087029999,14.190886174059997,35,2.39765922594969
860US01876,01876,3.748701743438702,7.497403486877404,27,1.470686939706278
