"GEOID","TotPop","MaleP","FemP","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","WhiteE","AsianE","PacIsE","HisE","AmIndE","TwoPlsE","OtherE","SomeCollege","EduNoHsP","EduHsP","BachelorsP","GradSclP"
"08041",736008,50.83,49.17,582441,79.14,563588,76.57,492860,66.96,100642,13.67,103.39,103.05,82.1,534679,20880,2075,134942,7158,95255,32173,19.84,4.89,19.63,25,16.12
"08043",49394,58.14,41.86,42575,86.19,41477,83.97,37125,75.16,11074,22.42,138.91,144.02,93.94,42860,420,37,6399,644,3004,569,18.31,9.44,39.93,14.98,6.05
"08045",62034,51.39,48.61,48301,77.86,46570,75.07,40129,64.69,8827,14.23,105.73,106.19,93.87,44951,550,81,19867,284,9160,6653,18.33,11.56,24.5,20.98,12.43
"08047",5877,54.79,45.21,5036,85.69,4953,84.28,4605,78.36,1180,20.08,121.19,114.36,91.87,5198,35,0,413,50,518,11,12.94,5.92,14.19,22.48,25.89
"08049",15794,51.22,48.78,13487,85.39,13254,83.92,11870,75.16,3155,19.98,104.98,112.37,121.4,12825,42,0,1573,94,2716,60,18.02,5.64,24.95,25.8,15.98
"08051",17158,54.84,45.16,14856,86.58,14466,84.31,12197,71.09,2489,14.51,121.42,118.4,117.95,15373,135,18,1691,50,1095,306,12.15,1.73,18.42,41.4,17.86
"08053",939,49.52,50.48,819,87.22,811,86.37,743,79.13,323,34.4,98.1,114.69,95.76,816,0,0,29,26,78,0,27.18,0,12.31,29.62,17.44
"08055",6946,53.53,46.47,6056,87.19,5834,83.99,4954,71.32,2360,33.98,115.18,107.47,109.59,5912,19,0,2141,164,531,320,21.16,7.09,25.17,14.86,12.2
"08057",1422,54.15,45.85,1251,87.97,1151,80.94,1003,70.53,465,32.7,118.1,131.1,111.36,1275,0,0,189,3,129,0,17.66,15.55,27.72,15.65,11.89
"08059",579715,50.3,49.7,484068,83.5,470425,81.15,414452,71.49,101082,17.44,101.22,100.08,84.47,475142,16461,411,92162,4194,60430,16499,15.56,4.52,18.53,32.09,18.66
"08061",1356,47.27,52.73,1086,80.09,1055,77.8,944,69.62,294,21.68,89.65,79.74,67.05,1264,0,0,133,6,75,11,22.01,9.1,27.3,13.76,6.88
"08063",7015,50.59,49.41,5390,76.84,5199,74.11,4664,66.49,1394,19.87,102.39,99.59,94.42,5656,26,0,1383,49,588,692,23.71,11.02,30.6,13.1,5.34
"08065",7411,50.87,49.13,6161,83.13,5980,80.69,5283,71.29,975,13.16,103.54,108.75,117.63,5016,17,0,2606,110,1418,843,13.66,8.06,22.49,26.96,19.12
"08067",56088,50.61,49.39,47197,84.15,46034,82.07,40044,71.39,11192,19.95,102.48,102.12,97.49,46757,449,31,7149,3243,4086,1416,16.53,3.6,21.01,29.61,17.65
"08069",363561,49.98,50.02,304418,83.73,295565,81.3,253090,69.61,61264,16.85,99.94,98.7,85.9,305591,7675,329,46167,2210,34673,9403,16.38,3.36,16.82,30.99,20.75
"08071",14392,52.69,47.31,12157,84.47,11764,81.74,10480,72.82,3683,25.59,111.37,115.03,98.12,10286,197,5,5614,722,2533,401,23.07,10.38,28.78,11.55,5.72
"08073",5561,59.04,40.96,4707,84.64,4579,82.34,4158,74.77,989,17.78,144.12,158.73,97.01,4647,0,0,827,67,398,134,11.83,11.93,41.22,21.25,4.46
"08075",21067,54.27,45.73,17638,83.72,17218,81.73,15219,72.24,3926,18.64,118.67,121.64,88.39,17453,112,317,3530,125,1839,887,18.12,10.62,37.76,11.3,7.61
"08077",157316,49.56,50.44,128624,81.76,124509,79.15,109437,69.57,32147,20.43,98.25,96.75,87.18,133317,1471,78,23957,1133,16433,3976,20.5,7.65,28.47,20.72,9.91
"08079",799,50.81,49.19,711,88.99,699,87.48,634,79.35,237,29.66,103.31,102.86,139.39,726,7,0,19,1,59,6,18.27,2.19,15.2,35.96,18.57
"08081",13258,50.91,49.09,10247,77.29,9916,74.79,8806,66.42,2141,16.15,103.72,102.12,98.61,11286,40,35,2178,100,1294,486,17.75,8.49,37.78,15.58,5.42
"08083",26204,50.15,49.85,21198,80.9,20715,79.05,18544,70.77,6262,23.9,100.6,95.75,92.85,20389,240,0,3243,2675,2162,417,17.59,9.04,28.86,18.65,12.16
"08085",43272,49.94,50.06,35617,82.31,34408,79.52,30780,71.13,10968,25.35,99.77,95.56,87.04,35209,232,7,9195,450,5952,1275,18.23,9.04,33.59,18.78,9.49
"08087",29186,51.58,48.42,22338,76.54,21548,73.83,19026,65.19,4609,15.79,106.52,107.83,87.59,20540,177,19,10918,548,5342,1666,22.13,15.4,32.44,11.37,6.19
"08089",18460,49.72,50.28,14648,79.35,14145,76.63,12414,67.25,3876,21,98.9,97.59,90.56,13104,134,3,7698,304,2536,2191,18.71,10.8,32,11.91,6.89
"08091",5024,51.75,48.25,4474,89.05,4391,87.4,3978,79.18,1782,35.47,107.26,105.81,124.15,4519,20,0,238,0,342,42,17.02,2.68,14.2,34.48,19.49
"08093",17739,52.61,47.39,15402,86.83,15134,85.31,13447,75.8,4047,22.81,111,115.64,118.64,16109,193,0,1315,138,888,268,22.4,2.7,20.1,26.01,12.81
"08095",4491,48.14,51.86,3396,75.62,3323,73.99,2849,63.44,808,17.99,92.83,107.74,81.17,3671,6,0,1214,72,529,213,19.56,9.48,31.75,18.83,6.83
"08097",17119,51.85,48.15,14922,87.17,14559,85.05,12978,75.81,3704,21.64,107.68,106.22,113.49,14760,401,0,1904,54,1236,588,12.72,3,11.2,37.44,26.53
"08099",11931,50.1,49.9,9209,77.19,8861,74.27,7622,63.88,2223,18.63,100.39,98.46,88.07,8397,64,0,4750,126,1562,1698,21.66,15.28,29.42,9.97,8.87
"08101",168726,49.65,50.35,135926,80.56,131581,77.99,115976,68.74,32738,19.4,98.6,96.33,84.09,125637,1448,115,70812,3758,21929,12329,19.86,9.54,30.03,16.22,8.79
"08103",6518,52.56,47.44,5043,77.37,4924,75.54,4429,67.95,1099,16.86,110.8,101.67,111.35,5570,23,0,685,54,731,134,19.42,6.75,30.51,18.48,8.11
