GEOID,SomeCollege,EduNoHsP,EduHsP,BachelorsP,GradSclP,Ovr16P,Ovr18P,Ovr21P,Ovr65P,SRatio,SRatio18,SRatio65,FemaleP,MaleP,WhiteP,WhiteE,BlackP,BlackE,AmIndP,AmIndE,AsianP,AsianE,PacIsP,PacIsE,OtherP,OtherE,TwoPlsP,TwoPlsE,HispP,HispE
27029,18.31,15.57,37.06,11.45,3.07,77.88,75.04,71.81,18.64,106.72,99.6,84.41,13.18,14.07,87.17,7579,0.35,30,8.99,782,0.24,21,0.01,1,0.2,17,3.05,265,0.54,47
27031,20.53,7.04,26.64,19.9,13.0,85.34,83.17,80.99,20.31,108.79,98.02,94.63,8.79,9.56,88.08,4559,0.33,17,8.62,446,0.52,27,0.06,3,0.25,13,2.14,111,0.64,33
27033,16.93,15.13,38.64,11.08,4.61,79.15,76.12,73.03,21.24,106.49,94.32,75.28,12.66,13.49,92.18,10773,0.74,87,0.23,27,2.71,317,0.15,17,2.72,318,1.27,148,3.18,372
27035,20.91,8.74,31.07,15.75,6.3,79.62,77.0,73.47,18.5,104.85,97.78,86.19,12.42,13.02,96.59,60368,0.5,313,0.84,526,0.37,232,0.03,16,0.22,137,1.45,908,0.6,375
27037,17.81,5.57,23.17,26.93,11.2,76.73,73.64,70.45,9.99,105.29,93.61,76.21,13.92,14.66,85.18,339499,4.69,18709,0.41,1647,4.38,17451,0.05,216,2.4,9556,2.88,11474,3.52,14018
27039,18.89,9.97,32.59,16.03,5.91,74.33,71.01,67.8,12.25,101.6,99.43,82.76,15.53,15.78,96.05,19294,0.3,60,0.27,54,0.45,90,0.02,4,1.55,312,1.36,273,2.33,469
27041,18.37,8.81,32.22,14.43,6.92,80.62,78.13,74.23,19.63,110.26,99.07,83.13,11.67,12.86,97.71,35186,0.42,150,0.29,105,0.46,164,0.01,4,0.2,73,0.91,327,0.52,188
27043,18.0,11.04,40.49,11.96,3.36,80.98,78.02,75.12,21.84,110.07,96.13,73.43,11.46,12.62,96.49,14042,0.32,47,0.43,62,0.3,43,0.0,0,1.55,225,0.92,134,2.99,435
27045,15.14,13.34,37.0,13.71,5.55,78.63,75.73,72.69,19.17,107.83,96.36,79.78,12.72,13.72,98.23,20497,0.23,49,0.11,22,0.34,71,0.0,0,0.26,54,0.83,173,0.61,128
27047,18.82,14.16,38.39,9.76,4.06,80.63,78.01,74.8,20.19,102.62,96.64,76.18,11.99,12.3,93.17,29121,0.74,231,0.22,68,0.76,238,0.06,18,3.39,1061,1.66,518,5.05,1579
27049,17.9,9.83,32.99,16.42,6.3,79.18,76.29,73.28,16.44,107.8,96.4,76.52,12.44,13.41,94.59,43684,0.96,445,1.15,533,0.59,274,0.04,17,1.11,511,1.56,719,1.61,745
27051,16.69,14.19,33.13,13.55,4.59,81.41,78.61,75.84,22.17,96.5,98.36,86.31,11.86,11.45,97.44,5864,0.32,19,0.15,9,0.23,14,0.02,1,0.7,42,1.15,69,0.95,57
27053,16.42,7.87,19.83,29.35,14.66,79.85,77.32,73.44,11.35,103.6,94.58,72.41,12.39,12.83,74.35,856834,11.82,136262,0.92,10591,6.24,71905,0.04,506,3.37,38878,3.25,37449,4.21,48460
27055,13.9,8.9,36.85,15.22,6.77,80.12,76.86,73.77,17.38,105.45,96.22,79.44,12.35,13.02,97.6,18570,0.53,101,0.17,33,0.47,89,0.01,2,0.06,12,1.16,220,0.42,79
27057,17.08,8.85,33.62,16.16,7.18,80.66,78.15,75.3,20.78,106.95,100.23,92.78,11.55,12.36,94.55,19314,0.23,48,2.73,557,0.24,50,0.01,2,0.45,92,1.79,365,0.89,182
27059,22.01,9.23,38.35,10.93,5.11,77.11,74.07,70.59,12.38,104.02,100.71,78.97,13.89,14.45,96.04,36319,0.65,245,0.46,174,0.82,309,0.05,19,0.35,134,1.63,616,0.82,311
27061,19.86,7.68,34.04,14.66,6.16,80.94,78.17,74.77,19.03,112.37,100.0,87.53,11.45,12.87,93.65,42195,0.32,144,3.48,1568,0.32,142,0.03,12,0.16,74,2.05,923,0.52,235
27063,19.52,9.54,36.33,13.08,3.07,80.14,77.4,74.12,19.91,109.22,101.27,77.58,11.93,13.03,95.75,9830,0.46,47,0.23,24,1.36,140,0.01,1,1.17,120,1.01,104,1.36,140
27065,17.92,12.91,42.17,10.45,3.41,79.11,76.01,72.74,16.37,107.15,101.42,87.52,12.65,13.56,97.01,15754,0.34,55,0.55,90,0.33,53,0.02,3,0.21,34,1.54,250,0.62,100
27067,17.66,11.93,31.96,15.09,5.94,79.01,75.95,71.28,16.17,108.84,97.32,78.38,12.99,14.13,92.82,39206,2.33,984,0.31,130,0.41,172,0.04,19,2.89,1221,1.2,507,6.25,2639
27069,19.06,11.41,35.57,16.37,2.75,81.0,78.38,75.79,22.61,107.44,100.11,77.41,11.23,12.06,98.51,4484,0.24,11,0.09,4,0.35,16,0.0,0,0.26,12,0.55,25,0.92,42
27071,19.58,10.97,39.59,13.0,3.29,81.92,79.1,75.7,19.56,102.47,97.88,80.83,11.54,11.82,94.61,12593,0.59,78,2.34,311,0.33,44,0.02,3,0.19,25,1.93,257,0.64,85
27073,16.61,11.61,38.8,12.86,3.34,81.53,78.87,76.55,23.78,106.22,98.37,80.17,11.08,11.76,97.63,7087,0.23,17,0.23,17,0.4,29,0.04,3,0.62,45,0.84,61,0.9,65
27075,19.53,6.54,37.84,14.17,5.94,83.43,80.98,78.33,22.34,100.26,101.67,95.49,10.47,10.5,97.7,10616,0.15,16,0.47,51,0.29,31,0.0,0,0.14,15,1.26,137,0.47,51
27077,20.09,10.42,35.11,14.79,3.85,82.69,79.88,77.53,20.3,104.85,105.01,90.93,10.7,11.22,95.77,3874,0.35,14,0.69,28,0.82,33,0.0,0,0.32,13,2.05,83,0.57,23
27079,17.69,11.0,36.61,15.44,5.76,77.49,74.54,71.69,14.35,102.21,102.08,84.5,13.57,13.87,95.45,26443,0.34,94,0.29,81,0.58,161,0.02,5,2.2,610,1.12,309,2.79,774
27081,16.02,10.18,42.25,13.68,4.14,80.09,77.68,75.34,24.49,109.51,98.78,78.05,11.41,12.5,97.98,5777,0.14,8,0.15,9,0.24,14,0.0,0,0.73,43,0.76,45,0.76,45
27083,17.26,11.77,31.33,18.44,7.25,78.46,75.77,69.77,13.61,102.06,96.57,73.61,13.91,14.2,90.34,23360,2.27,587,0.44,114,2.63,679,0.03,7,2.74,708,1.55,402,3.49,902
27085,18.94,10.58,36.0,13.31,4.95,77.56,74.72,71.54,15.29,106.81,97.43,74.44,13.31,14.21,95.93,35159,0.54,199,0.28,101,0.73,267,0.05,17,1.49,547,0.98,361,2.58,947
27087,19.54,16.39,37.26,9.86,3.68,73.36,70.7,66.95,15.8,111.11,99.12,84.67,15.13,16.81,50.12,2713,0.2,11,40.92,2215,0.06,3,0.02,1,0.06,3,8.63,467,0.74,40
27089,15.97,14.58,38.33,12.78,3.23,79.32,76.42,73.72,19.24,105.09,102.9,82.15,12.48,13.12,96.61,9119,0.28,26,0.46,43,0.2,19,0.03,3,1.57,148,0.86,81,2.01,190
27091,19.22,13.14,35.3,12.58,4.9,80.59,77.77,74.86,20.71,103.31,94.69,72.89,11.9,12.3,96.65,20142,0.31,64,0.28,59,0.5,104,0.03,6,1.33,277,0.9,188,2.11,439
27093,17.99,11.26,39.26,11.97,3.74,77.53,74.59,71.56,16.46,106.45,102.63,85.62,13.32,14.18,97.27,22663,0.33,77,0.19,44,0.25,59,0.06,13,1.17,272,0.74,172,1.75,407
27095,19.9,12.3,38.79,11.21,3.63,77.63,74.65,71.06,16.12,109.19,98.37,77.92,13.34,14.56,91.11,23778,0.37,97,6.02,1571,0.32,83,0.03,7,0.3,78,1.85,483,0.79,205
27097,17.88,13.39,39.72,9.97,4.5,78.31,75.41,72.03,16.04,106.22,100.36,78.27,13.08,13.89,97.67,32426,0.39,131,0.2,66,0.3,101,0.03,11,0.31,104,1.08,359,0.71,236
27099,18.65,15.18,34.46,11.61,4.28,77.7,74.76,71.15,17.41,106.27,96.95,72.43,13.44,14.29,90.63,35495,2.09,818,0.25,97,1.66,649,0.1,40,3.41,1336,1.86,728,5.9,2309
27101,18.57,12.17,38.58,11.36,3.65,80.57,77.83,75.29,22.36,101.53,97.41,82.68,11.98,12.16,96.68,8435,0.29,25,0.13,11,0.89,78,0.02,2,1.18,103,0.81,71,1.56,136
27103,17.21,7.85,26.56,22.79,10.86,79.97,77.44,70.32,11.97,102.33,98.2,77.48,13.4,13.71,93.7,30666,2.04,667,0.3,99,1.32,431,0.0,1,1.21,397,1.42,466,2.25,737
27105,15.82,21.48,33.2,11.37,4.63,77.25,74.35,70.45,16.0,104.56,104.7,75.56,13.86,14.49,75.81,16206,3.48,743,0.52,111,5.46,1168,0.05,10,12.84,2746,1.84,394,13.47,2880
27107,16.12,12.43,40.68,12.33,2.53,78.56,75.69,72.93,21.38,112.1,96.51,79.31,12.42,13.92,94.21,6455,0.19,13,1.59,109,0.36,25,0.0,0,1.34,92,2.31,158,2.34,160
27109,16.29,5.75,23.76,23.67,15.48,77.38,74.74,71.56,12.57,104.48,92.8,77.46,13.39,13.99,85.69,123605,4.76,6870,0.24,353,5.41,7806,0.05,65,1.64,2368,2.21,3181,2.53,3656
27111,17.47,11.76,34.68,14.49,5.24,81.08,78.26,75.23,21.0,108.76,98.74,82.88,11.45,12.46,96.12,55080,0.75,430,0.49,279,0.47,271,0.06,34,0.89,510,1.22,699,1.49,852
27113,17.89,12.53,35.79,10.12,5.3,78.92,76.23,72.08,15.88,105.1,95.45,72.01,12.94,13.6,93.8,13067,1.38,192,1.53,213,0.62,87,0.01,1,0.87,121,1.79,249,1.41,196
27115,18.6,14.13,41.53,8.84,4.07,80.47,77.82,74.78,16.32,109.91,117.67,90.13,11.57,12.72,91.92,27347,2.01,597,3.1,921,0.44,131,0.03,8,0.63,188,1.88,558,1.76,525
27117,18.52,14.33,34.76,10.77,4.66,78.14,75.08,71.98,19.81,103.92,91.98,66.61,13.3,13.82,93.53,8975,0.58,56,1.04,100,0.72,69,0.0,0,2.25,216,1.88,180,2.03,195
27119,19.69,13.17,32.02,14.32,6.27,79.01,76.2,71.3,16.52,105.58,98.92,71.2,13.15,13.88,93.34,29495,0.85,270,1.43,453,0.69,218,0.01,2,1.57,497,2.1,665,3.06,966
27121,15.28,10.23,38.55,13.63,4.73,81.32,78.74,76.04,21.26,111.22,100.0,80.68,10.94,12.17,97.92,10766,0.35,38,0.22,24,0.35,39,0.02,2,0.26,29,0.88,97,0.45,49
27123,16.64,10.14,23.79,23.63,15.26,79.43,76.7,71.55,12.03,104.39,91.02,69.32,13.06,13.63,70.1,356547,11.04,56170,0.79,4043,11.66,59301,0.05,247,2.91,14776,3.45,17556,4.41,22447
27125,18.06,13.34,40.92,10.33,2.63,78.19,75.37,72.88,17.14,107.84,103.84,80.21,12.79,13.79,96.21,3934,0.2,8,1.27,52,0.1,4,0.1,4,0.66,27,1.47,60,1.12,46
27127,18.06,13.36,38.55,12.77,3.68,77.98,74.99,72.0,19.7,106.93,96.06,76.96,13.13,14.04,89.08,14305,0.47,75,4.96,796,3.16,507,0.01,2,0.37,59,1.96,315,1.0,160
27129,17.6,14.09,38.22,13.61,2.43,79.61,76.76,73.94,19.36,104.68,102.04,79.86,12.35,12.93,95.45,15014,0.28,44,0.58,91,0.34,54,0.04,6,2.26,356,1.05,165,3.48,547
27131,18.14,9.79,33.2,17.14,9.93,79.34,76.36,68.94,12.29,102.16,104.72,79.4,14.07,14.37,89.29,57275,3.23,2072,0.47,300,2.05,1314,0.06,40,3.08,1978,1.81,1163,4.74,3042
27133,18.27,11.05,38.25,12.02,4.78,77.08,74.16,71.34,18.94,107.35,95.01,76.44,13.49,14.48,96.68,9365,0.61,59,0.35,34,0.55,53,0.01,1,0.58,56,1.23,119,1.0,97
27135,16.8,12.49,40.89,13.79,2.59,77.08,73.74,70.71,14.4,105.32,104.71,85.8,13.82,14.56,94.48,14767,0.25,39,1.29,201,2.51,392,0.02,3,0.11,17,1.34,210,0.38,59
27137,19.37,7.89,30.54,17.56,8.08,82.69,80.24,74.37,15.89,104.85,99.09,76.16,11.47,12.03,93.0,186212,1.37,2739,2.24,4477,0.89,1774,0.03,64,0.22,445,2.25,4515,0.73,1464
27139,17.71,6.13,24.8,26.63,9.38,72.92,69.81,67.03,7.71,103.71,97.62,82.18,15.78,16.37,86.36,112212,2.6,3376,0.83,1072,5.65,7347,0.07,97,2.22,2886,2.26,2938,2.54,3304
27141,21.9,6.99,29.85,17.26,6.92,74.06,70.87,67.39,8.26,105.2,105.01,83.0,15.34,16.14,94.02,83211,1.91,1689,0.5,439,1.28,1131,0.02,18,0.58,511,1.69,1500,1.29,1139
27143,18.6,13.46,41.84,10.56,2.81,77.3,74.37,71.36,16.28,108.12,98.89,75.82,13.34,14.42,94.77,14430,0.32,48,0.2,30,0.56,85,0.01,2,2.96,451,1.18,180,3.75,571
27145,19.36,10.13,31.19,16.01,7.61,79.47,76.83,69.52,12.1,101.75,101.06,82.76,13.8,14.04,91.78,138262,3.09,4658,0.31,473,1.98,2982,0.04,61,1.24,1871,1.55,2335,1.59,2390
27147,17.63,10.55,35.64,15.8,6.22,76.61,73.62,70.46,14.41,104.57,96.12,73.98,14.0,14.64,93.06,34038,2.77,1013,0.24,86,0.77,281,0.02,8,1.75,640,1.39,510,3.32,1214
27149,15.69,10.26,37.35,15.17,8.37,81.39,79.06,68.72,16.42,100.6,94.26,73.02,13.74,13.82,93.67,9110,0.78,76,0.92,89,1.5,146,0.05,5,1.33,129,1.76,171,2.53,246
27151,15.13,12.98,41.5,10.5,4.65,80.82,77.69,74.52,20.1,109.76,99.74,72.0,11.73,12.88,96.63,9453,0.5,49,0.37,36,0.21,21,0.03,3,1.32,129,0.94,92,2.05,201
27153,19.63,14.24,37.99,8.75,3.46,78.26,75.06,71.57,17.38,110.89,103.72,88.21,13.02,14.44,95.31,23727,0.38,94,0.35,87,0.41,103,0.18,44,2.07,516,1.3,324,2.76,687
27155,14.27,11.92,40.61,11.99,2.69,81.11,78.13,75.49,26.34,108.4,96.33,76.46,11.38,12.34,94.21,3352,0.37,13,3.91,139,0.11,4,0.03,1,0.25,9,1.12,40,0.79,28
27157,16.23,9.81,40.26,12.72,5.17,79.58,76.69,73.65,17.03,105.8,99.17,86.56,12.41,13.13,96.88,21000,0.37,80,0.18,38,0.45,97,0.0,1,1.13,245,0.99,215,1.59,344
27159,18.99,12.25,37.12,9.61,5.22,79.15,75.97,72.4,21.08,103.42,96.14,75.26,13.1,13.55,96.66,13380,0.8,111,0.47,65,0.26,36,0.0,0,0.29,40,1.52,211,0.64,88
27161,19.86,9.47,39.31,12.97,5.34,78.77,76.36,73.36,14.73,104.38,84.18,76.3,12.54,13.09,93.71,17933,1.99,380,0.77,148,0.67,128,0.03,5,1.31,250,1.53,292,3.37,644
27163,17.37,4.3,23.59,27.26,12.75,76.53,73.29,70.2,10.49,104.51,95.95,81.25,14.13,14.77,87.77,209012,3.6,8579,0.46,1088,5.07,12071,0.03,77,0.97,2300,2.1,5009,1.95,4648
27165,16.2,20.45,37.2,11.29,3.69,78.07,74.95,71.72,18.95,102.04,100.02,80.85,13.57,13.84,86.88,9740,0.73,82,0.43,48,0.79,89,0.02,2,9.97,1118,1.18,132,11.52,1291
27167,16.65,12.01,30.92,13.03,5.4,79.18,76.06,73.04,17.78,109.9,100.56,84.09,12.44,13.67,97.03,6381,0.23,15,0.97,64,0.27,18,0.0,0,0.41,27,1.08,71,1.03,68
27169,16.9,11.23,30.65,15.77,9.29,83.06,80.63,69.32,13.39,98.6,94.08,77.01,13.29,13.1,94.39,48573,1.26,650,0.26,133,2.14,1101,0.0,2,0.78,401,1.17,601,1.54,791
27171,19.02,7.02,33.85,18.23,5.57,73.11,70.04,67.12,9.57,104.68,99.49,82.34,15.66,16.4,95.04,118518,1.06,1328,0.34,419,1.19,1478,0.04,44,0.81,1007,1.53,1906,1.35,1683
27173,19.38,9.94,37.98,13.38,5.05,79.29,76.29,73.0,19.46,112.39,102.26,79.89,12.21,13.73,93.95,9806,0.15,16,3.01,314,0.32,33,0.06,6,1.32,138,1.2,125,1.85,193
28001,17.13,20.36,32.67,11.24,8.05,80.49,77.72,74.23,15.84,104.07,98.33,68.34,12.09,12.59,42.71,13793,53.53,17287,0.32,104,0.39,127,0.01,4,1.66,536,1.38,446,6.32,2042
28003,14.25,22.94,36.27,11.52,4.49,78.4,75.66,71.99,15.89,107.37,91.97,73.79,12.93,13.88,85.43,31656,11.39,4221,0.21,77,0.32,117,0.02,8,1.62,601,1.02,377,1.8,668
28005,18.64,25.96,39.01,6.08,3.1,80.22,77.5,73.99,18.2,101.35,92.87,80.38,12.38,12.54,57.68,7574,41.33,5427,0.17,22,0.09,12,0.01,1,0.17,22,0.56,73,0.53,70
28007,17.14,28.15,28.65,10.85,6.2,76.9,74.0,70.33,17.22,101.85,86.89,76.94,14.11,14.37,56.23,11000,41.95,8208,0.22,44,0.28,54,0.02,4,0.68,133,0.62,121,0.98,191
28009,13.79,30.91,37.89,6.66,2.98,78.41,75.29,71.73,15.39,108.38,93.86,78.83,13.13,14.23,60.53,5284,37.26,3252,0.29,25,0.07,6,0.02,2,0.82,72,1.01,88,0.93,81
28011,15.6,28.5,27.25,12.48,7.89,77.51,74.69,69.0,12.05,96.53,83.36,64.59,14.75,14.24,33.52,11446,64.2,21920,0.12,42,0.55,189,0.03,11,0.95,324,0.62,213,1.28,437
28013,16.65,32.64,33.07,7.64,2.49,77.78,75.01,71.53,16.55,102.58,87.99,69.71,13.47,13.81,67.48,10096,27.73,4149,0.11,17,0.11,16,0.01,2,3.42,511,1.14,171,3.05,456
28015,16.47,23.7,33.18,13.31,3.12,80.97,78.46,75.04,17.15,104.58,98.33,81.88,11.75,12.29,65.64,6956,32.66,3461,0.14,15,0.19,20,0.0,0,0.45,48,0.92,97,0.66,70
28017,18.44,28.16,36.51,7.8,3.38,76.79,73.71,69.53,14.44,100.75,87.18,68.48,14.51,14.62,53.97,9386,42.08,7319,0.13,23,0.3,53,0.01,2,2.54,442,0.96,167,2.22,386
28019,17.81,19.27,40.64,6.99,3.93,78.61,75.7,72.17,17.39,103.18,88.57,70.41,13.24,13.67,68.4,5846,30.12,2574,0.19,16,0.09,8,0.01,1,0.12,10,1.08,92,0.53,45
28021,17.4,16.42,36.3,8.67,8.88,79.03,76.37,67.17,12.13,96.48,86.4,62.48,15.1,14.57,14.23,1367,84.38,8104,0.09,9,0.42,40,0.0,0,0.3,29,0.57,55,0.73,70
28023,17.53,24.88,38.4,6.36,1.93,78.31,75.33,71.55,16.38,100.88,87.76,77.76,13.66,13.78,64.19,10741,34.42,5759,0.36,60,0.17,29,0.01,1,0.26,43,0.59,99,0.47,79
28025,17.5,21.6,32.45,11.3,6.81,77.38,74.3,69.88,14.31,98.9,84.7,71.43,14.5,14.34,40.47,8350,58.24,12017,0.13,27,0.22,46,0.01,2,0.35,72,0.58,120,0.71,146
28027,16.8,25.79,29.04,10.48,3.78,74.33,70.69,65.3,12.18,99.74,79.0,62.22,16.49,16.45,22.9,5989,75.53,19752,0.09,23,0.47,123,0.02,4,0.49,128,0.5,132,0.77,202
28029,19.04,23.47,31.61,9.46,4.65,78.06,74.93,68.94,13.68,105.11,89.9,70.94,14.22,14.95,46.27,13627,50.88,14983,0.2,58,0.31,90,0.01,4,1.57,462,0.76,225,1.79,526
28031,16.96,21.19,35.82,11.7,4.06,77.12,74.0,69.62,15.11,104.24,91.52,80.2,14.23,14.83,62.95,12319,34.88,6825,0.12,24,0.22,43,0.02,4,0.96,187,0.85,166,1.21,237
28033,21.04,12.55,31.4,14.9,6.24,74.94,71.71,68.02,10.13,106.08,91.2,76.07,14.98,15.89,72.21,116440,21.87,35266,0.27,432,1.26,2033,0.05,86,2.76,4449,1.58,2546,3.04,4907
28035,18.52,15.84,28.28,15.02,10.84,78.93,76.38,69.6,11.56,96.99,88.72,69.38,14.18,13.75,59.69,44726,36.14,27082,0.25,185,0.66,498,0.06,45,1.85,1384,1.35,1014,2.44,1828
28037,19.06,21.56,36.57,11.4,1.82,77.49,74.83,71.5,16.2,108.88,90.14,75.33,13.18,14.35,64.76,5257,34.38,2791,0.17,14,0.06,5,0.0,0,0.07,6,0.55,45,0.43,35
28039,18.59,16.35,44.73,7.31,3.71,76.47,73.16,68.89,12.75,104.28,102.15,83.96,14.61,15.23,89.76,20266,8.1,1829,0.31,69,0.21,47,0.0,0,0.7,159,0.92,208,1.29,292
28041,12.7,26.66,43.18,5.59,2.69,80.87,78.08,75.34,11.23,102.35,160.64,82.51,11.81,12.08,72.51,10441,26.03,3749,0.28,40,0.13,19,0.01,1,0.16,23,0.88,127,0.69,100
28043,15.8,26.09,29.14,12.8,5.77,78.44,75.39,71.04,14.96,105.6,84.69,68.48,13.44,14.2,56.9,12465,41.72,9140,0.16,36,0.27,60,0.01,2,0.17,37,0.76,166,0.62,136
28045,19.32,16.76,31.53,14.11,7.56,79.05,76.1,72.41,15.22,106.95,96.43,87.52,12.78,13.67,88.42,38842,7.14,3138,0.48,213,0.95,419,0.05,21,0.84,370,2.11,926,2.17,955
28047,21.07,16.51,29.17,12.62,7.43,78.2,75.49,70.84,11.73,106.18,97.3,78.25,13.39,14.22,69.68,130366,22.12,41393,0.46,863,2.84,5322,0.14,263,2.09,3911,2.67,4987,3.75,7020
28049,19.4,16.4,24.58,17.35,9.83,76.62,73.48,68.18,10.82,101.87,83.91,65.44,14.89,15.17,28.44,69769,69.05,169370,0.15,375,0.76,1874,0.02,56,0.7,1707,0.87,2134,1.03,2523
28051,15.07,32.75,33.36,7.31,3.9,74.49,70.95,64.58,12.62,104.52,82.32,69.37,16.26,17.0,15.63,3001,83.44,16018,0.1,19,0.16,30,0.01,1,0.1,20,0.57,109,0.49,95
28053,14.24,37.1,29.21,7.72,3.76,74.52,71.18,66.93,12.47,107.04,81.18,62.14,15.31,16.38,23.5,2203,74.53,6987,0.13,12,0.21,20,0.0,0,0.9,84,0.74,69,1.34,126
28055,14.59,40.3,39.47,3.07,1.24,83.36,80.01,75.18,14.44,145.99,139.87,84.55,9.74,14.22,34.57,486,64.44,906,0.21,3,0.43,6,0.0,0,0.14,2,0.21,3,0.57,8
28057,17.01,28.57,32.44,7.1,5.28,79.76,76.92,70.34,15.82,103.32,93.52,74.16,13.64,14.09,92.4,21623,5.94,1391,0.2,47,0.22,52,0.01,3,0.62,145,0.6,140,0.81,189
28059,19.34,15.42,33.45,12.43,5.99,77.59,74.51,70.62,12.42,103.77,95.08,81.09,13.81,14.33,72.12,100735,21.5,30034,0.4,565,2.16,3023,0.06,79,1.87,2610,1.88,2622,2.97,4149
28061,17.4,23.07,36.9,8.33,3.28,79.04,75.84,71.66,16.03,100.04,90.78,78.76,13.53,13.53,46.27,7894,52.57,8970,0.1,17,0.09,16,0.01,1,0.36,62,0.6,102,0.55,93
28063,10.11,23.36,40.51,14.17,6.3,79.6,76.38,72.42,12.92,108.91,95.33,65.51,12.49,13.6,13.72,1060,85.68,6620,0.17,13,0.03,2,0.01,1,0.04,3,0.35,27,0.19,15
28065,15.35,26.74,32.28,8.82,3.08,79.51,76.39,72.39,16.56,108.08,86.45,74.07,12.58,13.6,38.71,4834,59.88,7477,0.26,32,0.14,18,0.02,2,0.3,37,0.7,87,0.54,67
28067,17.49,22.88,31.12,9.01,6.77,77.1,74.4,69.5,14.39,105.6,91.58,71.8,14.08,14.87,67.19,45531,28.27,19153,0.48,328,0.45,303,0.03,19,2.67,1810,0.91,617,3.1,2102
28069,15.48,32.51,35.76,6.03,2.85,79.49,76.65,70.47,15.64,106.23,92.34,72.29,13.36,14.19,35.28,3689,60.14,6288,3.68,385,0.1,10,0.0,0,0.08,8,0.73,76,0.36,38
28071,16.87,14.65,20.49,21.5,17.76,83.48,81.5,68.83,10.47,99.24,95.64,77.9,13.29,13.19,71.75,33976,23.66,11201,0.26,121,2.12,1006,0.05,23,1.13,533,1.04,491,1.76,832
28073,18.52,13.11,23.97,20.28,11.47,76.64,73.75,69.38,10.79,102.32,91.06,75.52,14.32,14.65,77.28,43011,19.55,10883,0.22,124,1.18,656,0.04,20,0.62,345,1.11,619,1.38,768
28075,19.37,18.44,30.41,12.16,6.67,77.91,74.98,70.35,14.1,102.32,90.01,67.9,13.93,14.26,54.77,43957,42.77,34330,0.22,178,0.72,580,0.04,30,0.65,520,0.83,666,1.2,961
28077,17.21,20.54,39.51,6.97,4.79,77.85,74.74,71.24,14.87,100.96,95.02,77.31,13.73,13.86,66.7,8624,30.74,3974,0.14,18,0.26,33,0.02,2,1.43,185,0.72,93,1.75,226
28079,16.99,26.06,37.57,6.87,2.69,73.61,69.07,65.18,13.03,143.59,94.29,71.14,13.87,19.91,49.54,11793,40.55,9654,6.04,1439,0.21,50,0.0,0,2.81,668,0.84,201,2.65,632
28081,19.65,19.03,28.1,14.38,6.54,76.38,73.34,69.59,12.96,106.13,87.23,69.78,14.2,15.07,69.35,57497,27.28,22619,0.16,132,0.62,517,0.02,20,1.32,1091,1.25,1034,1.46,1210
28083,16.9,31.23,28.98,10.8,5.84,75.93,72.92,67.52,11.91,102.25,88.44,63.81,15.15,15.49,24.87,8038,72.23,23342,0.21,69,0.57,184,0.01,2,1.5,484,0.61,198,1.54,498
28085,17.37,18.47,35.96,11.09,6.14,77.16,73.89,69.87,14.18,102.24,88.28,66.97,14.32,14.64,68.44,23864,29.95,10443,0.18,63,0.34,117,0.02,8,0.32,112,0.75,262,0.59,207
28087,18.94,19.55,30.33,12.66,7.4,77.77,74.82,70.27,12.89,101.0,86.12,67.59,14.06,14.2,53.96,32259,43.48,25993,0.19,113,0.67,399,0.05,31,0.56,332,1.09,652,1.05,629
28089,14.48,12.1,19.37,27.33,15.26,76.07,73.06,69.32,10.42,104.81,87.57,71.75,14.45,15.14,57.0,54270,38.2,36368,0.17,165,2.14,2040,0.03,26,1.62,1541,0.83,793,2.02,1921
28091,15.67,25.69,38.03,7.71,4.79,77.13,74.41,70.62,14.68,103.9,90.26,69.59,13.82,14.36,65.79,17822,32.31,8752,0.17,46,0.31,85,0.03,9,0.48,131,0.9,243,0.79,215
28093,15.8,30.7,35.96,7.56,2.67,79.38,76.57,71.96,12.73,96.74,97.93,77.17,13.52,13.08,50.11,18614,46.95,17439,0.23,84,0.2,75,0.02,7,1.71,634,0.78,291,1.98,736
28095,17.44,24.84,36.64,8.43,4.75,78.58,75.45,71.48,15.76,103.3,87.31,66.05,13.45,13.89,67.68,25035,30.87,11420,0.17,63,0.19,71,0.01,4,0.28,105,0.79,291,0.61,224
28097,19.31,25.42,30.57,13.1,3.19,78.76,75.56,71.37,17.19,109.27,85.09,71.35,13.13,14.34,53.0,5790,45.46,4967,0.15,16,0.36,39,0.01,1,0.52,57,0.5,55,0.66,72
28099,18.36,26.21,31.67,7.58,4.84,74.39,71.31,67.44,13.47,100.37,89.14,69.54,15.63,15.69,60.57,17974,20.92,6207,16.23,4815,0.34,102,0.03,9,0.47,140,1.45,429,0.91,269
28101,20.11,18.67,34.68,8.5,4.17,77.07,73.97,68.24,14.88,103.82,87.94,73.26,14.71,15.28,63.23,13734,30.23,6567,5.03,1092,0.24,52,0.0,0,0.4,86,0.87,189,0.79,171
28103,14.74,33.96,30.01,8.93,4.21,76.19,72.9,68.38,13.44,105.24,87.48,67.24,14.55,15.31,27.14,3133,71.56,8262,0.17,20,0.19,22,0.01,1,0.42,48,0.51,59,0.55,63
28105,14.72,15.53,21.2,20.12,19.74,83.6,81.74,67.84,9.21,101.65,98.39,75.43,13.08,13.3,59.21,28224,36.57,17431,0.19,91,2.42,1156,0.03,16,0.39,186,1.19,567,1.08,515
