GEOID,SomeCollege,EduNoHsP,EduHsP,BachelorsP,GradSclP,Ovr16P,Ovr18P,Ovr21P,Ovr65P,SRatio,SRatio18,SRatio65,FemaleP,MaleP,WhiteP,WhiteE,BlackP,BlackE,AmIndP,AmIndE,AsianP,AsianE,PacIsP,PacIsE,OtherP,OtherE,TwoPlsP,TwoPlsE,HispP,HispE
19147,19.72,12.76,36.74,12.65,3.46,80.54,78.05,73.37,21.32,118.32,94.27,68.12,11.59,13.71,97.77,9211,0.47,44,0.22,21,0.33,31,0.06,6,0.31,29,0.84,79,0.94,89
19149,17.65,8.79,38.79,13.76,6.06,77.27,74.05,70.99,16.61,105.9,95.42,76.78,13.71,14.52,96.4,24086,0.3,76,0.28,71,0.47,117,0.06,16,1.48,370,1.0,250,1.56,390
19151,18.61,8.33,40.19,12.11,4.3,81.45,78.54,75.6,22.12,107.37,96.81,75.95,11.33,12.16,97.48,7126,0.36,26,0.16,12,0.16,12,0.14,10,0.62,45,1.08,79,1.16,85
19153,17.12,9.13,27.33,23.36,9.49,77.1,74.47,70.6,10.81,104.76,93.23,71.83,13.71,14.37,84.73,364895,6.0,25853,0.32,1384,3.53,15220,0.06,254,2.93,12629,2.42,10405,4.42,19054
19155,18.58,11.5,38.24,12.17,5.09,78.57,75.87,71.38,14.31,104.24,94.11,72.51,13.33,13.89,92.92,86558,1.36,1267,0.47,441,0.61,570,0.03,27,2.71,2525,1.9,1770,3.82,3559
19157,14.96,7.9,42.82,12.89,8.83,81.64,79.11,71.8,18.44,105.69,92.93,74.84,12.37,13.07,94.94,17957,1.16,220,0.26,50,1.37,260,0.11,21,0.78,147,1.37,259,1.71,323
19159,14.72,9.71,41.07,14.53,6.23,78.37,75.77,72.89,23.56,104.57,91.15,72.22,12.8,13.39,97.52,5004,0.33,17,0.27,14,0.31,16,0.0,0,0.82,42,0.74,38,0.92,47
19161,15.07,10.72,43.31,12.89,5.29,80.13,77.54,74.98,22.14,101.2,94.83,71.61,12.12,12.26,97.83,10125,0.3,31,0.07,7,0.15,16,0.05,5,0.76,79,0.84,87,1.01,105
19163,17.87,9.49,28.74,19.86,9.87,78.22,75.45,71.63,13.08,104.5,93.51,74.28,13.27,13.86,86.11,142267,7.1,11728,0.3,496,2.02,3332,0.04,68,1.47,2428,2.97,4905,3.26,5382
19165,14.5,9.41,45.91,12.1,3.98,79.49,76.44,73.67,20.88,100.13,94.34,76.76,12.81,12.82,97.88,11909,0.26,32,0.23,28,0.38,46,0.02,2,0.56,68,0.67,82,1.09,133
19167,14.51,13.5,35.83,15.76,6.65,76.1,73.16,65.95,14.27,102.79,98.32,73.95,15.61,16.05,93.29,31441,0.38,129,0.28,96,0.81,272,0.01,4,4.3,1448,0.93,314,5.17,1742
19169,15.94,4.72,20.16,27.91,19.33,84.07,82.18,68.67,9.99,107.19,108.13,76.08,12.44,13.33,88.61,79344,2.45,2196,0.18,163,6.01,5383,0.02,20,1.03,918,1.7,1518,2.14,1912
19171,16.11,11.92,40.61,12.15,4.37,77.76,74.45,71.28,18.43,103.04,94.54,76.97,13.72,14.14,86.53,15373,0.34,60,7.47,1327,0.26,46,0.02,4,2.85,506,2.54,451,3.74,665
19173,15.01,12.73,44.07,8.41,3.94,79.4,76.63,73.99,21.01,106.5,98.16,79.81,12.17,12.97,96.06,6068,0.22,14,0.14,9,0.27,17,0.05,3,2.33,147,0.93,59,3.39,214
19175,18.15,10.62,41.83,10.03,5.52,79.04,76.58,72.03,18.09,105.23,92.23,72.0,12.96,13.64,96.89,12144,0.71,89,0.31,39,0.48,60,0.02,3,0.59,74,1.0,125,0.99,124
19177,17.71,13.91,42.69,10.33,3.18,79.08,75.93,72.97,19.79,110.6,98.0,85.4,12.46,13.78,98.27,7439,0.2,15,0.13,10,0.53,40,0.01,1,0.16,12,0.7,53,0.63,48
19179,16.75,16.35,39.2,9.81,5.09,79.83,77.21,72.61,16.44,102.7,93.76,72.39,12.79,13.14,92.08,32802,1.35,482,0.49,176,0.71,254,0.13,48,3.68,1312,1.55,551,5.25,1869
19181,18.83,5.41,33.85,19.32,7.39,77.08,74.0,69.37,13.32,104.34,91.74,74.28,14.26,14.88,97.11,44887,0.47,216,0.24,109,0.54,250,0.02,11,0.41,190,1.22,562,1.06,492
19183,18.07,10.91,37.87,14.88,4.56,77.89,74.85,71.88,17.31,105.36,93.3,73.34,13.33,14.05,95.82,20796,0.67,146,0.26,56,0.33,72,0.06,13,1.4,303,1.47,318,2.93,637
19185,14.87,15.63,46.44,8.33,2.52,79.35,76.57,72.98,22.15,99.04,95.03,70.64,13.07,12.95,98.0,6275,0.28,18,0.19,12,0.28,18,0.02,1,0.48,31,0.75,48,0.58,37
19187,17.91,11.7,36.52,13.24,4.77,80.66,77.85,72.04,16.67,114.23,103.61,74.91,12.11,13.83,92.32,35095,3.85,1462,0.29,112,0.65,246,0.02,9,1.07,408,1.79,681,2.26,858
19189,20.8,10.07,34.2,13.8,5.55,81.13,78.34,73.91,19.26,109.03,95.86,67.71,11.82,12.88,96.09,10441,0.78,85,0.2,22,0.81,88,0.01,1,1.09,118,1.02,111,2.01,218
19191,12.93,8.84,37.81,16.78,9.56,82.17,79.59,70.57,16.85,102.23,97.03,77.97,12.98,13.27,96.63,20347,0.63,133,0.06,13,1.07,226,0.02,4,0.82,173,0.76,160,1.2,253
19193,17.85,14.62,34.91,14.34,6.47,76.38,73.36,68.61,12.85,104.73,94.76,73.13,14.58,15.27,83.57,85387,2.4,2456,2.21,2254,2.37,2423,0.1,106,6.11,6240,3.24,3306,7.67,7836
19195,18.29,10.25,34.85,12.1,3.94,80.15,76.88,73.78,18.29,100.31,100.65,79.12,12.75,12.79,97.85,7435,0.36,27,0.18,14,0.32,24,0.0,0,0.41,31,0.88,67,1.16,88
19197,18.32,11.27,39.72,11.16,4.5,79.54,76.67,73.55,20.93,105.27,97.26,75.48,12.49,13.15,94.83,12545,0.43,57,0.15,20,0.25,33,0.05,6,2.71,359,1.58,209,5.65,748
20001,19.01,10.69,35.87,11.45,6.24,79.01,76.46,71.26,18.29,103.82,92.52,75.52,13.3,13.81,93.32,12478,1.86,249,0.81,108,0.51,68,0.01,2,0.98,131,2.51,335,1.85,247
20003,17.9,12.71,41.44,12.27,3.67,77.33,74.61,71.22,20.16,108.65,95.25,79.65,13.27,14.42,96.8,7843,0.49,40,0.48,39,0.46,37,0.01,1,0.52,42,1.23,100,0.86,70
20005,15.07,12.18,43.59,13.33,8.96,78.65,75.82,68.51,15.37,102.01,92.02,72.82,14.41,14.7,90.97,15395,5.04,853,0.55,93,0.41,70,0.05,8,0.53,89,2.46,416,1.38,234
20007,24.54,8.16,33.91,13.22,5.49,80.79,77.54,74.61,20.39,114.16,99.0,80.51,11.48,13.1,96.13,4673,0.45,22,0.56,27,0.41,20,0.0,0,1.07,52,1.38,67,1.4,68
20009,19.7,14.4,31.23,14.05,6.46,78.18,75.49,71.02,16.94,103.19,94.33,73.44,13.58,14.01,88.77,24567,1.44,399,0.53,148,0.2,54,0.06,16,7.03,1945,1.97,545,7.49,2073
20011,19.6,13.5,30.26,13.78,6.66,77.32,74.39,69.02,17.32,107.69,93.8,72.78,14.14,15.23,93.03,14115,2.81,427,0.75,114,0.45,69,0.03,5,0.59,89,2.33,354,0.96,146
20013,18.51,11.72,42.49,11.41,4.86,77.71,74.62,71.37,18.32,106.49,92.26,73.86,13.42,14.29,85.08,8494,1.23,123,9.25,924,0.31,31,0.01,1,0.9,90,3.22,321,1.63,163
20015,23.02,8.09,28.62,17.5,7.34,76.28,73.06,68.5,12.64,105.65,100.47,77.78,14.64,15.47,93.47,61576,1.66,1096,0.97,636,0.71,467,0.07,45,0.91,599,2.22,1461,2.38,1569
20017,25.71,9.57,38.19,13.14,5.7,80.43,77.96,75.34,21.18,105.25,104.61,82.41,11.61,12.22,95.38,2661,1.22,34,0.43,12,0.32,9,0.0,0,0.86,24,1.79,50,2.76,77
20019,20.17,12.99,38.05,12.29,4.7,82.12,79.34,76.45,24.42,115.72,100.62,86.28,10.58,12.24,90.79,3331,0.44,16,4.09,150,0.08,3,0.05,2,0.79,29,3.76,138,1.77,65
20021,20.27,13.37,39.13,8.94,5.51,77.82,75.05,71.5,15.96,107.63,96.2,80.24,13.23,14.23,90.33,19513,0.55,118,4.05,876,0.3,64,0.3,65,0.53,114,3.95,853,1.01,219
20023,22.26,13.53,33.37,10.61,5.8,81.8,78.69,76.41,26.3,130.51,94.47,78.8,9.98,13.02,97.73,2664,0.07,2,0.22,6,0.7,19,0.0,0,0.59,16,0.7,19,2.9,79
20025,18.43,8.35,37.25,15.93,3.79,77.88,74.76,72.46,21.99,121.4,87.33,72.08,12.23,14.85,92.42,2047,0.05,1,0.63,14,0.77,17,0.09,2,3.07,68,2.98,66,3.7,82
20027,19.75,8.78,38.24,12.83,6.1,79.1,76.32,73.54,20.43,104.66,96.38,80.35,12.57,13.16,97.26,8301,0.4,34,0.45,38,0.3,26,0.02,2,0.34,29,1.23,105,0.97,83
20029,21.84,10.91,37.66,10.94,4.22,80.46,77.58,71.5,20.43,104.2,93.66,65.37,12.98,13.52,96.39,9189,0.53,51,0.31,30,0.21,20,0.01,1,1.1,105,1.44,137,1.74,166
20031,18.69,8.48,38.13,14.35,5.63,78.68,75.74,72.6,17.24,107.06,95.62,79.98,12.85,13.75,96.48,8298,0.55,47,0.69,59,0.42,36,0.0,0,0.34,29,1.53,132,1.12,96
20033,24.24,7.31,41.17,11.07,5.28,79.64,77.0,75.15,24.06,94.07,93.36,81.27,12.48,11.74,96.51,1825,0.32,6,0.21,4,0.26,5,0.11,2,1.32,25,1.27,24,2.12,40
20035,20.63,13.54,30.67,12.98,6.52,78.46,75.57,70.31,15.77,103.34,98.4,76.62,13.79,14.25,86.25,31317,2.77,1004,1.99,724,1.61,586,0.05,17,3.89,1413,3.44,1250,5.23,1900
20037,20.13,11.85,29.29,17.38,8.97,80.14,77.7,70.09,13.96,107.16,95.68,66.4,12.96,13.89,91.19,35685,2.01,785,0.9,354,1.22,476,0.2,79,1.87,730,2.62,1025,2.69,1051
20039,20.65,8.86,41.39,11.71,5.88,83.08,81.26,79.03,27.29,110.14,99.67,76.81,9.66,10.64,97.37,2883,0.57,17,0.44,13,0.24,7,0.0,0,0.44,13,0.95,28,0.68,20
20041,20.17,9.85,38.0,14.23,5.7,78.26,75.22,72.09,18.05,107.1,94.34,76.71,13.06,13.98,95.07,18780,0.77,153,0.5,99,0.31,61,0.06,11,1.04,206,2.25,444,2.26,447
20043,21.3,13.12,38.62,11.64,4.68,80.58,77.66,69.98,16.19,109.06,100.91,76.16,13.34,14.55,93.09,7396,3.06,243,1.03,82,0.2,16,0.0,0,0.35,28,2.27,180,1.17,93
20045,16.78,4.85,19.99,27.21,21.1,82.97,80.93,69.92,8.9,101.19,99.63,76.67,12.69,12.85,84.52,93667,3.93,4357,2.66,2951,3.74,4146,0.06,65,1.34,1489,3.75,4151,3.54,3925
20047,18.88,17.11,29.01,16.61,4.45,79.68,76.26,73.99,19.13,90.62,101.92,85.62,13.34,12.08,90.81,2758,0.69,21,0.69,21,0.4,12,0.0,0,6.35,193,1.05,32,10.6,322
20049,18.64,12.19,35.59,11.54,5.54,81.54,78.66,75.95,24.29,117.05,94.43,85.19,10.58,12.39,95.14,2742,0.0,0,1.46,42,0.42,12,0.03,1,0.66,19,2.29,66,1.46,42
20051,18.46,8.35,26.87,21.89,11.67,81.19,78.98,71.47,13.46,102.45,97.18,74.2,12.63,12.94,93.78,26682,0.85,242,0.26,74,1.37,391,0.02,5,2.12,604,1.6,454,2.89,823
20053,17.84,9.42,41.22,13.65,6.11,83.82,81.27,78.71,18.9,111.66,133.73,81.93,9.64,10.76,92.21,5991,4.6,299,0.55,36,0.37,24,0.0,0,0.57,37,1.69,110,3.71,241
20055,19.01,30.23,24.35,11.07,6.26,71.29,67.98,62.7,8.4,103.43,100.16,81.6,17.51,18.12,76.96,28304,2.29,841,0.91,336,3.36,1237,0.04,14,13.58,4995,2.85,1049,27.34,10054
20057,17.07,30.48,25.8,11.56,5.67,72.26,69.07,64.03,9.98,111.43,105.41,75.79,16.28,18.14,75.32,25494,2.12,719,1.03,348,1.44,489,0.16,55,17.23,5831,2.69,912,30.16,10207
20059,20.07,9.87,39.41,12.98,5.55,76.85,74.03,69.61,14.13,107.81,94.84,76.84,13.94,15.03,93.73,24362,1.27,329,0.82,214,0.38,100,0.01,2,1.04,270,2.75,715,2.03,527
20061,27.32,8.91,30.2,12.51,6.88,71.79,69.1,64.5,7.65,107.48,92.41,73.92,16.23,17.45,66.17,22738,18.39,6319,0.99,339,3.2,1101,0.77,264,3.55,1221,6.93,2380,6.96,2393
20063,16.73,9.04,42.11,14.14,2.8,80.15,77.66,75.03,24.01,105.05,99.14,80.73,11.76,12.36,98.18,2646,0.3,8,0.07,2,0.41,11,0.04,1,0.41,11,0.59,16,0.89,24
20065,19.05,8.43,35.32,18.04,6.2,83.06,80.86,78.74,25.64,103.77,94.62,82.47,10.2,10.59,91.84,2385,3.81,99,0.65,17,0.35,9,0.0,0,0.46,12,2.89,75,1.12,29
20067,20.78,22.36,29.79,11.31,4.6,71.67,68.64,65.12,10.47,110.41,101.27,78.26,16.07,17.74,81.34,6368,0.6,47,1.23,96,0.34,27,0.0,0,14.17,1109,2.32,182,25.81,2021
20069,14.72,25.28,29.55,15.47,4.32,73.13,69.65,66.35,12.67,97.4,95.74,84.71,16.65,16.22,93.41,5610,0.43,26,0.47,28,0.22,13,0.0,0,4.23,254,1.25,75,7.93,476
20071,21.09,9.95,36.26,13.74,6.99,81.23,78.67,75.7,20.93,86.79,92.35,72.85,12.75,11.07,91.66,1143,0.48,6,0.56,7,0.32,4,0.0,0,5.53,69,1.44,18,7.7,96
20073,19.17,9.49,44.93,10.28,4.3,80.42,77.92,75.33,22.2,100.25,96.53,82.88,11.89,11.92,95.59,6394,0.34,23,0.99,66,0.27,18,0.0,0,0.61,41,2.2,147,1.78,119
20075,20.76,19.11,31.01,12.52,2.38,74.54,71.64,67.84,13.61,106.98,100.31,83.0,14.91,15.95,79.33,2134,0.3,8,1.23,33,0.26,7,0.11,3,17.36,467,1.41,38,18.14,488
20077,21.25,13.98,34.59,10.51,5.81,79.45,76.33,73.57,21.66,109.81,94.84,72.2,12.16,13.36,94.65,5711,0.36,22,1.14,69,0.08,5,0.22,13,2.12,128,1.43,86,2.83,171
20079,19.28,9.6,32.7,16.42,9.04,77.42,74.48,70.11,17.13,103.68,92.8,73.42,13.95,14.46,91.38,31693,1.63,564,0.72,251,0.74,256,0.03,10,3.17,1100,2.34,810,6.38,2213
20081,18.66,22.83,33.19,11.6,3.25,72.89,68.84,64.85,10.71,109.51,97.04,74.05,16.31,17.86,85.55,3641,0.28,12,0.66,28,0.23,10,0.0,0,11.25,479,2.02,86,16.24,691
20083,19.85,8.91,28.08,17.13,5.81,79.07,75.99,73.17,20.67,93.49,102.22,91.3,13.62,12.73,94.26,1806,1.04,20,0.16,3,0.42,8,0.0,0,2.51,48,1.62,31,3.18,61
20085,18.34,7.77,44.07,12.85,4.88,76.67,73.45,70.52,15.4,114.9,95.38,85.42,13.31,15.29,87.23,11743,0.54,73,7.99,1076,0.36,48,0.01,1,0.72,97,3.15,424,1.79,241
20087,16.86,8.19,41.2,14.53,7.71,78.57,75.3,72.3,15.43,113.07,99.76,90.82,12.61,14.25,96.3,18419,0.54,104,0.89,171,0.2,39,0.03,6,0.31,60,1.71,327,1.0,191
20089,23.83,9.27,34.47,13.97,4.95,83.95,81.25,79.62,28.05,118.28,101.94,83.23,9.07,10.72,97.3,2994,0.16,5,0.65,20,0.19,6,0.0,0,0.42,13,1.27,39,1.01,31
20091,16.41,4.43,16.72,33.28,17.85,76.5,73.66,70.81,10.9,105.94,92.11,73.79,13.77,14.59,86.01,468052,4.34,23636,0.37,2014,4.18,22743,0.05,299,2.54,13797,2.51,13638,4.41,23999
20093,20.97,24.06,25.41,8.75,3.55,73.72,70.15,66.0,13.45,121.83,97.03,75.99,14.86,18.1,87.3,3472,0.58,23,0.98,39,0.3,12,0.03,1,8.67,345,2.14,85,17.22,685
20095,22.2,11.34,31.88,13.74,6.47,79.09,75.82,72.79,19.98,104.36,97.42,79.63,12.84,13.4,96.86,7611,0.18,14,0.6,47,0.46,36,0.03,2,0.62,49,1.26,99,1.3,102
20097,20.43,10.3,34.24,13.19,7.75,81.47,78.46,71.84,18.88,90.91,98.71,80.52,13.79,12.53,95.61,2441,0.67,17,0.94,24,0.63,16,0.04,1,1.1,28,1.02,26,2.0,51
20099,23.61,13.77,30.03,10.91,6.88,78.53,75.65,71.29,16.6,109.73,94.44,73.54,13.04,14.31,88.05,19024,4.67,1008,2.16,467,0.36,77,0.02,5,0.71,153,4.04,873,2.29,495
20101,16.12,12.23,37.49,16.2,5.96,80.34,77.49,74.91,21.09,94.55,96.81,73.24,12.57,11.89,95.2,1666,0.46,8,0.8,14,0.23,4,0.06,1,1.6,28,1.66,29,2.06,36
20103,17.54,8.64,32.83,17.76,10.99,77.59,74.88,71.56,11.05,106.22,115.65,79.47,13.29,14.12,83.8,63879,9.41,7171,0.77,584,1.27,965,0.13,101,1.33,1015,3.3,2512,3.68,2808
20105,21.33,11.45,33.72,11.62,5.45,78.96,75.93,73.93,20.33,110.97,96.25,74.34,12.1,13.42,97.44,3158,0.28,9,0.52,17,0.19,6,0.0,0,0.74,24,0.83,27,1.36,44
20107,19.82,13.19,40.89,10.27,3.27,79.47,76.8,74.12,19.34,101.57,100.27,94.68,12.52,12.72,96.39,9307,0.45,43,0.65,63,0.31,30,0.06,6,0.61,59,1.53,148,1.16,112
20109,19.75,8.64,38.43,15.25,2.78,80.26,77.18,74.17,20.75,108.46,94.96,71.77,12.01,13.03,96.04,2647,0.76,21,0.47,13,0.36,10,0.0,0,1.09,30,1.27,35,1.81,50
20111,21.25,16.36,30.83,14.22,9.24,79.12,76.43,69.43,12.51,100.38,93.41,73.95,13.89,13.94,83.53,28140,2.43,819,0.69,234,2.32,781,0.05,17,8.28,2788,2.7,911,11.87,4000
20113,19.02,11.95,32.34,17.64,7.42,79.25,76.5,72.51,18.3,104.77,94.26,72.78,12.78,13.39,95.14,27763,1.01,294,0.38,110,0.5,147,0.07,21,1.19,346,1.71,499,2.05,599
20115,20.95,10.17,36.62,12.64,6.89,80.16,77.36,72.84,20.86,118.54,97.1,77.49,11.76,13.94,96.0,12154,0.82,104,0.55,70,0.21,27,0.06,7,0.72,91,1.64,207,1.4,177
20117,16.69,11.33,46.46,8.76,3.9,79.47,76.91,74.16,21.09,99.92,97.34,78.28,12.49,12.48,97.35,9849,0.27,27,0.33,33,0.23,23,0.03,3,0.49,50,1.3,132,1.06,107
20119,20.76,14.11,33.75,14.25,6.65,74.67,70.97,67.98,17.16,118.29,98.84,80.46,14.34,16.96,92.72,4242,0.68,31,0.77,35,0.42,19,0.0,0,3.76,172,1.66,76,8.11,371
20121,20.76,7.61,34.79,15.18,7.84,76.09,73.03,69.76,13.08,104.08,95.54,79.52,14.35,14.93,95.24,31225,1.3,426,0.59,192,0.35,116,0.03,9,0.65,212,1.85,607,1.36,445
20123,23.69,8.07,34.16,12.87,7.93,80.97,78.55,73.87,21.04,115.06,102.18,75.75,11.56,13.31,97.98,6244,0.2,13,0.38,24,0.3,19,0.08,5,0.27,17,0.8,51,0.69,44
20125,20.63,13.56,32.53,12.75,5.88,79.01,76.32,71.12,17.36,108.22,93.26,72.15,13.11,14.18,83.34,29561,5.8,2059,3.35,1188,0.58,205,0.11,38,1.89,670,4.93,1750,3.19,1131
20127,18.09,9.9,45.73,8.9,7.74,81.09,78.52,75.82,22.32,111.76,96.08,82.34,11.06,12.36,96.02,5687,0.42,25,0.47,28,0.24,14,0.02,1,1.23,73,1.6,95,2.16,128
20129,22.09,11.05,34.77,16.79,2.34,76.0,73.0,69.53,16.95,99.79,93.28,75.08,14.94,14.91,87.88,2841,0.43,14,1.05,34,1.86,60,0.15,5,6.84,221,1.79,58,11.63,376
20131,14.59,11.02,47.32,13.2,3.88,76.92,73.8,71.32,20.13,110.4,100.24,75.13,13.32,14.71,97.29,9902,0.56,57,0.46,47,0.15,15,0.04,4,0.48,49,1.02,104,0.67,68
20133,20.48,12.88,33.05,11.59,4.61,78.23,75.28,70.65,17.36,104.76,95.62,75.4,13.62,14.27,94.13,15542,1.19,197,1.08,179,0.5,83,0.04,6,1.09,180,1.97,325,2.54,419
20135,21.01,9.22,37.13,12.71,6.16,80.24,77.6,75.67,24.56,108.19,98.44,77.03,11.39,12.33,95.56,2969,0.58,18,0.32,10,0.13,4,0.0,0,2.51,78,0.9,28,3.64,113
20137,23.23,10.42,35.56,13.21,4.13,82.77,80.02,77.43,18.64,107.97,132.48,79.15,10.4,11.23,94.48,5358,2.91,165,0.23,13,0.53,30,0.02,1,0.6,34,1.23,70,3.1,176
20139,18.6,8.91,40.87,14.47,4.91,78.29,75.16,72.1,17.02,107.29,96.16,83.28,13.05,14.0,96.94,15796,0.29,48,0.69,112,0.23,37,0.03,5,0.28,45,1.55,252,1.16,189
20141,18.71,12.71,38.34,13.06,4.9,82.35,78.9,76.46,25.25,109.95,96.9,71.18,10.94,12.03,97.59,3765,0.21,8,0.49,19,0.47,18,0.0,0,0.26,10,0.98,38,0.7,27
20143,25.12,9.26,32.36,14.06,5.56,77.77,74.57,72.2,17.5,121.76,102.68,90.36,12.3,14.97,96.68,5889,0.8,49,0.39,24,0.15,9,0.0,0,0.54,33,1.43,87,1.12,68
20145,23.49,11.98,34.18,11.24,5.65,81.74,78.09,74.5,17.42,132.39,125.28,78.15,10.63,14.07,90.66,6322,4.66,325,0.59,41,0.46,32,0.09,6,1.55,108,1.99,139,4.16,290
20147,20.59,10.28,36.49,13.64,3.44,78.71,75.77,73.25,20.21,104.3,97.55,75.38,12.78,13.33,96.99,5472,0.41,23,0.41,23,0.73,41,0.0,0,0.43,24,1.05,59,1.17,66
20149,19.77,7.35,30.99,19.4,9.01,73.5,70.32,66.95,12.31,104.42,96.04,78.4,15.72,16.42,93.56,20212,1.05,227,0.78,168,0.67,144,0.06,12,1.33,287,2.56,554,2.34,506
20151,21.32,10.47,29.56,13.61,9.1,79.89,77.16,71.26,18.87,106.27,94.64,73.85,12.88,13.69,94.07,9083,1.18,114,0.6,58,0.28,27,0.01,1,1.94,187,1.93,186,3.3,319
20153,20.93,8.3,33.3,15.62,4.18,83.96,81.14,78.88,26.68,102.33,99.41,80.65,10.2,10.44,97.22,2449,0.32,8,0.2,5,0.2,5,0.0,0,1.19,30,0.87,22,1.95,49
20155,21.88,12.35,32.05,13.06,5.7,79.06,76.38,71.95,17.04,103.67,99.64,74.76,13.08,13.56,90.63,58469,2.99,1930,0.68,438,0.48,309,0.03,19,2.54,1637,2.65,1709,4.81,3103
20157,23.31,5.02,35.62,12.41,6.19,83.21,80.68,78.65,27.05,100.97,96.1,76.08,10.34,10.44,97.97,4879,0.5,25,0.24,12,0.3,15,0.0,0,0.32,16,0.66,33,0.6,30
20159,18.54,12.0,35.6,14.59,6.31,79.12,76.11,70.27,17.86,109.83,98.65,75.37,13.32,14.63,91.37,9213,1.27,128,0.69,70,0.37,37,0.05,5,3.59,362,2.66,268,5.93,598
20161,20.62,5.8,21.2,23.55,18.79,83.07,81.48,67.18,7.32,103.34,109.96,76.42,13.06,13.5,83.25,59203,6.37,4530,0.61,433,4.21,2996,0.2,144,1.83,1300,3.53,2509,4.4,3131
20163,20.01,9.58,37.0,13.83,6.56,79.41,76.38,72.98,19.76,100.0,94.16,72.97,12.99,12.99,97.45,5049,0.46,24,0.33,17,0.37,19,0.06,3,0.39,20,0.95,49,1.04,54
20165,24.35,12.75,35.17,12.34,3.84,82.92,80.62,77.74,24.07,107.89,95.31,78.88,10.34,11.16,97.16,3213,0.24,8,0.48,16,0.24,8,0.0,0,0.73,24,1.15,38,1.36,45
20167,20.39,9.86,35.92,13.67,6.72,81.36,78.72,75.93,22.78,106.81,96.39,76.44,11.16,11.92,96.3,6712,0.77,54,0.65,45,0.49,34,0.03,2,0.47,33,1.29,90,1.08,75
20169,19.94,11.7,32.62,15.21,8.36,77.81,74.94,70.79,14.39,109.27,96.05,73.96,13.28,14.51,87.57,48695,3.26,1814,0.53,295,2.08,1156,0.05,27,3.44,1914,3.07,1705,5.55,3088
20171,24.03,10.56,31.05,14.49,5.82,77.37,74.96,71.9,18.23,110.2,99.46,74.08,12.91,14.22,90.09,4447,0.38,19,0.61,30,0.49,24,0.02,1,7.17,354,1.24,61,8.73,431
20173,20.37,12.29,28.78,18.64,8.85,75.78,72.84,68.83,11.43,103.62,95.24,75.39,14.66,15.19,76.35,380482,9.26,46167,1.15,5739,4.09,20385,0.08,412,5.08,25302,3.99,19878,7.41,36920
20175,15.92,32.39,31.29,8.85,4.67,71.29,68.04,62.43,8.49,111.01,105.0,70.73,16.97,18.84,70.46,16171,3.37,774,0.77,176,2.66,611,0.19,43,19.48,4471,3.08,706,33.97,7796
20177,18.91,9.97,31.03,18.93,10.01,77.93,75.18,71.49,14.39,104.42,90.11,74.24,13.35,13.94,81.16,144412,8.59,15280,1.22,2177,1.17,2085,0.07,126,3.64,6474,4.15,7380,6.33,11269
20179,24.94,7.36,33.19,15.87,5.92,79.15,76.41,74.18,22.03,110.23,101.76,77.04,11.85,13.07,96.83,2475,0.12,3,0.43,11,0.2,5,0.0,0,1.33,34,1.1,28,1.96,50
20181,22.71,9.86,33.37,13.91,5.23,79.87,77.54,73.09,19.05,112.5,98.47,74.81,11.98,13.48,93.11,5596,0.65,39,0.28,17,0.28,17,0.12,7,3.83,230,1.73,104,6.32,380
20183,18.13,12.0,39.87,10.69,4.23,82.66,79.91,77.24,26.42,102.14,95.0,78.28,10.9,11.13,96.89,3733,0.26,10,0.29,11,0.18,7,0.1,4,0.7,27,1.58,61,0.62,24
20185,20.13,12.32,32.35,15.46,5.28,79.51,76.63,73.86,20.96,114.01,94.51,71.27,11.74,13.39,92.63,4110,0.29,13,1.24,55,0.38,17,0.02,1,4.19,186,1.24,55,6.45,286
20187,15.32,29.54,29.82,10.96,3.27,74.41,70.92,67.29,15.57,105.22,103.73,87.1,15.44,16.24,83.67,1870,0.58,13,1.21,27,0.13,3,0.04,1,12.13,271,2.24,50,21.97,491
20189,25.46,20.97,28.47,9.66,4.21,72.9,69.41,65.88,13.14,101.28,97.96,73.27,16.44,16.65,87.09,4985,0.28,16,0.86,49,0.26,15,0.02,1,9.96,570,1.54,88,19.01,1088
20191,21.95,9.27,36.15,13.35,5.34,77.05,73.84,70.63,15.69,106.03,97.6,75.03,13.75,14.58,94.09,22705,0.95,230,1.17,282,0.23,56,0.02,4,1.12,270,2.42,585,2.75,663
20193,18.35,13.17,26.7,16.4,7.0,79.49,76.66,69.13,15.39,95.58,96.69,75.98,14.59,13.95,95.05,7509,0.62,49,0.46,36,0.48,38,0.08,6,2.25,178,1.06,84,2.85,225
20195,16.97,11.31,37.15,16.06,6.15,83.47,80.04,77.27,23.43,100.91,97.86,79.34,10.96,11.06,97.27,2919,0.43,13,0.2,6,0.23,7,0.07,2,1.03,31,0.77,23,0.73,22
20197,20.5,5.78,41.61,16.85,4.96,77.33,74.59,71.8,15.75,106.3,102.74,91.88,13.29,14.12,96.53,6808,0.41,29,0.51,36,0.14,10,0.0,0,0.33,23,2.08,147,1.52,107
20199,20.25,13.02,32.59,18.42,5.01,78.52,74.81,72.12,20.4,93.81,101.63,83.64,14.14,13.27,93.94,1395,0.13,2,0.47,7,0.07,1,0.0,0,4.24,63,1.14,17,4.31,64
