filename,datetime,size
gz_2010_47_700_00_500k.zip,2012-03-01 16:58,1.9M
gz_2010_47_950_00_500k.zip,2012-03-01 16:58,93K
gz_2010_47_960_00_500k.zip,2012-03-01 16:58,100K
gz_2010_47_970_00_500k.zip,2012-03-01 16:58,502K
gz_2010_48_060_00_500k.zip,2012-03-01 16:58,1.8M
gz_2010_48_140_00_500k.zip,2012-03-01 16:58,3.0M
gz_2010_48_150_00_500k.zip,2012-03-01 16:58,4.9M
gz_2010_48_160_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_48_500_11_500k.zip,2012-03-01 16:58,474K
gz_2010_48_610_u2_500k.zip,2012-03-01 16:58,357K
gz_2010_48_620_l2_500k.zip,2012-03-01 16:58,683K
gz_2010_48_700_00_500k.zip,2012-03-01 16:58,4.7M
gz_2010_48_950_00_500k.zip,2012-03-01 16:58,90K
gz_2010_48_960_00_500k.zip,2012-03-01 16:58,90K
gz_2010_48_970_00_500k.zip,2012-03-01 16:58,2.1M
gz_2010_49_060_00_500k.zip,2012-03-01 16:58,357K
gz_2010_49_140_00_500k.zip,2012-03-01 16:58,501K
gz_2010_49_150_00_500k.zip,2012-03-01 16:58,769K
gz_2010_49_160_00_500k.zip,2012-03-01 16:58,254K
gz_2010_49_500_11_500k.zip,2012-03-01 16:58,55K
gz_2010_49_610_u2_500k.zip,2012-03-01 16:58,159K
gz_2010_49_620_l2_500k.zip,2012-03-01 16:58,235K
gz_2010_49_700_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_49_970_00_500k.zip,2012-03-01 16:58,177K
gz_2010_50_060_00_500k.zip,2012-03-01 16:58,90K
gz_2010_50_140_00_500k.zip,2012-03-01 16:58,86K
gz_2010_50_150_00_500k.zip,2012-03-01 16:58,169K
gz_2010_50_160_00_500k.zip,2012-03-01 16:58,49K
gz_2010_50_361_m1_500k.zip,2012-03-01 16:58,11K
gz_2010_50_500_11_500k.zip,2012-03-01 16:58,23K
gz_2010_50_610_u2_500k.zip,2012-03-01 16:58,35K
gz_2010_50_620_l2_500k.zip,2012-03-01 16:58,74K
gz_2010_50_700_00_500k.zip,2012-03-01 16:58,98K
gz_2010_50_950_00_500k.zip,2012-03-01 16:58,87K
gz_2010_50_960_00_500k.zip,2012-03-01 16:58,49K
gz_2010_50_970_00_500k.zip,2012-03-01 16:58,53K
gz_2010_51_060_00_500k.zip,2012-03-01 16:58,906K
gz_2010_51_140_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_51_150_00_500k.zip,2012-03-01 16:58,2.0M
gz_2010_51_160_00_500k.zip,2012-03-01 16:58,324K
gz_2010_51_500_11_500k.zip,2012-03-01 16:58,175K
gz_2010_51_610_u2_500k.zip,2012-03-01 16:58,254K
gz_2010_51_620_l2_500k.zip,2012-03-01 16:58,402K
gz_2010_51_700_00_500k.zip,2012-03-01 16:58,1.6M
gz_2010_51_950_00_500k.zip,2012-03-01 16:58,46K
gz_2010_51_970_00_500k.zip,2012-03-01 16:58,397K
gz_2010_53_060_00_500k.zip,2012-03-01 16:58,622K
gz_2010_53_140_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_53_150_00_500k.zip,2012-03-01 16:58,1.8M
gz_2010_53_160_00_500k.zip,2012-03-01 16:58,412K
gz_2010_53_500_11_500k.zip,2012-03-01 16:58,140K
gz_2010_53_610_u2_500k.zip,2012-03-01 16:58,244K
gz_2010_53_620_l2_500k.zip,2012-03-01 16:58,244K
gz_2010_53_700_00_500k.zip,2012-03-01 16:58,2.0M
gz_2010_53_970_00_500k.zip,2012-03-01 16:58,467K
gz_2010_54_060_00_500k.zip,2012-03-01 16:58,489K
gz_2010_54_140_00_500k.zip,2012-03-01 16:58,653K
gz_2010_54_150_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_54_160_00_500k.zip,2012-03-01 16:58,211K
gz_2010_54_500_11_500k.zip,2012-03-01 16:58,71K
gz_2010_54_610_u2_500k.zip,2012-03-01 16:58,156K
gz_2010_54_620_l2_500k.zip,2012-03-01 16:58,263K
gz_2010_54_700_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_54_970_00_500k.zip,2012-03-01 16:58,195K
gz_2010_55_060_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_55_140_00_500k.zip,2012-03-01 16:58,787K
gz_2010_55_150_00_500k.zip,2012-03-01 16:58,1.4M
gz_2010_55_160_00_500k.zip,2012-03-01 16:58,480K
gz_2010_55_500_11_500k.zip,2012-03-01 16:58,141K
gz_2010_55_610_u2_500k.zip,2012-03-01 16:58,187K
gz_2010_55_620_l2_500k.zip,2012-03-01 16:58,308K
gz_2010_55_700_00_500k.zip,2012-03-01 16:58,1.8M
gz_2010_55_950_00_500k.zip,2012-03-01 16:58,105K
gz_2010_55_960_00_500k.zip,2012-03-01 16:58,91K
gz_2010_55_970_00_500k.zip,2012-03-01 16:58,780K
gz_2010_56_060_00_500k.zip,2012-03-01 16:58,272K
gz_2010_56_140_00_500k.zip,2012-03-01 16:58,231K
gz_2010_56_150_00_500k.zip,2012-03-01 16:58,416K
gz_2010_56_160_00_500k.zip,2012-03-01 16:58,132K
gz_2010_56_500_11_500k.zip,2012-03-01 16:58,11K
gz_2010_56_610_u2_500k.zip,2012-03-01 16:58,136K
gz_2010_56_620_l2_500k.zip,2012-03-01 16:58,263K
gz_2010_56_700_00_500k.zip,2012-03-01 16:58,480K
gz_2010_56_970_00_500k.zip,2012-03-01 16:58,116K
gz_2010_72_060_00_500k.zip,2012-03-01 16:58,507K
gz_2010_72_067_00_500k.zip,2012-03-01 16:58,45K
gz_2010_72_140_00_500k.zip,2012-03-01 16:58,463K
gz_2010_72_150_00_500k.zip,2012-03-01 16:58,755K
gz_2010_72_160_00_500k.zip,2012-03-01 16:58,115K
gz_2010_72_500_11_500k.zip,2012-03-01 16:58,35K
gz_2010_72_610_u2_500k.zip,2012-03-01 16:58,98K
gz_2010_72_620_l2_500k.zip,2012-03-01 16:58,160K
gz_2010_72_700_00_500k.zip,2012-03-01 16:58,601K
gz_2010_72_970_00_500k.zip,2012-03-01 16:58,35K
gz_2010_us_020_00_20m.zip,2012-03-01 16:58,453K
gz_2010_us_020_00_500k.zip,2012-03-01 16:58,499K
gz_2010_us_020_00_5m.zip,2012-03-01 16:58,532K
gz_2010_us_030_00_20m.zip,2012-03-01 16:58,496K
gz_2010_us_030_00_500k.zip,2012-03-01 16:58,687K
gz_2010_us_030_00_5m.zip,2012-03-01 16:58,717K
gz_2010_us_040_00_20m.zip,2012-03-01 16:58,634K
gz_2010_us_040_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_us_040_00_5m.zip,2012-03-01 16:58,1.1M
gz_2010_us_050_00_20m.zip,2012-03-01 16:58,1.2M
gz_2010_us_050_00_500k.zip,2012-03-01 16:58,8.6M
gz_2010_us_050_00_5m.zip,2012-03-01 16:58,2.3M
gz_2010_us_250_00_500k.zip,2012-03-01 16:58,1.2M
gz_2010_us_251_00_500k.zip,2012-03-01 16:58,856K
gz_2010_us_252_00_500k.zip,2012-03-01 16:58,1.0M
gz_2010_us_254_00_500k.zip,2012-03-01 16:58,297K
gz_2010_us_256_00_500k.zip,2012-03-01 16:58,1.1M
gz_2010_us_258_00_500k.zip,2012-03-01 16:58,1.3M
gz_2010_us_310_m1_20m.zip,2012-03-01 16:58,587K
gz_2010_us_310_m1_500k.zip,2012-03-01 16:58,3.9M
gz_2010_us_314_m1_500k.zip,2012-03-01 16:58,266K
gz_2010_us_330_m1_20m.zip,2012-03-01 16:58,200K
gz_2010_us_330_m1_500k.zip,2012-03-01 16:58,1.1M
gz_2010_us_332_m1_500k.zip,2012-03-01 16:58,1.7M
gz_2010_us_335_m1_20m.zip,2012-03-01 16:58,23K
gz_2010_us_335_m1_500k.zip,2012-03-01 16:58,73K
gz_2010_us_337_m1_500k.zip,2012-03-01 16:58,91K
gz_2010_us_350_m1_20m.zip,2012-03-01 16:58,79K
gz_2010_us_350_m1_500k.zip,2012-03-01 16:58,138K
gz_2010_us_352_m1_500k.zip,2012-03-01 16:58,69K
gz_2010_us_355_m1_500k.zip,2012-03-01 16:58,37K
gz_2010_us_500_11_20m.zip,2012-03-01 16:58,1.1M
gz_2010_us_500_11_5m.zip,2012-03-01 16:58,1.8M
gz_2010_us_860_00_500k.zip,2012-03-01 16:58,503M
gz_2010_us_outline_20m.zip,2012-03-01 16:57,357K
gz_2010_us_outline_500k.zip,2012-03-01 16:57,459K
gz_2010_us_outline_5m.zip,2012-03-01 16:57,400K
