HEROP_ID,TotTracts,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,OdMortRtAv
050US18039,36,36.0,8.54,1.0,36.0,9.57,1.0,36.0,2.86,1.0,36.0,10.78,1.0,36.0,8.1,1.0,6.0,38.67,0.17,41.2,11.3,11.8,12.6,16.4,14.9,12.0,15.1,13.54
050US18041,7,7.0,9.87,1.0,7.0,10.97,1.0,7.0,5.63,1.0,7.0,8.08,1.0,7.0,10.52,1.0,0.0,44.8,0.0,31.2,36.5,37.3,44.0,50.7,45.4,67.9,77.3,49.06
050US18043,20,20.0,9.61,1.0,20.0,8.53,1.0,20.0,3.99,1.0,20.0,10.29,1.0,20.0,8.32,1.0,17.0,21.94,0.85,119.2,21.9,21.8,26.9,30.1,26.4,40.8,39.9,29.2
050US18045,5,2.0,34.68,0.4,4.0,23.84,0.8,4.0,13.14,0.8,3.0,21.93,0.6,2.0,33.07,0.4,0.0,59.05,0.0,18.6,15.9,16.3,19.2,19.9,22.3,21.5,25.2,19.84
050US18047,5,1.0,37.27,0.2,1.0,34.48,0.2,5.0,14.92,1.0,5.0,17.87,1.0,4.0,18.81,0.8,0.0,52.65,0.0,25.6,23.0,25.5,31.2,29.0,35.6,27.6,40.8,29.78
050US18049,6,0.0,41.96,0.0,6.0,15.94,1.0,6.0,13.31,1.0,6.0,15.94,1.0,1.0,35.52,0.17,0.0,72.18,0.0,34.3,15.9,17.2,20.8,20.3,20.4,20.0,25.8,19.74
050US18051,7,7.0,9.73,1.0,7.0,12.87,1.0,7.0,5.6,1.0,7.0,12.87,1.0,7.0,12.87,1.0,0.0,36.52,0.0,35.9,13.0,14.0,17.5,17.8,16.9,12.6,14.7,15.76
050US18053,16,16.0,9.99,1.0,16.0,9.28,1.0,16.0,5.91,1.0,16.0,8.85,1.0,16.0,7.53,1.0,16.0,13.12,1.0,34.8,20.6,31.4,27.5,34.1,30.6,24.9,44.9,29.7
050US18055,9,9.0,16.95,1.0,9.0,19.24,1.0,9.0,6.48,1.0,9.0,19.5,1.0,8.0,16.05,0.89,2.0,48.0,0.22,37.1,17.5,17.9,17.4,22.6,20.0,17.8,23.3,19.14
050US18057,39,39.0,10.29,1.0,39.0,9.16,1.0,39.0,2.49,1.0,37.0,14.25,0.95,39.0,8.61,1.0,32.0,25.11,0.82,41.5,10.3,11.7,12.7,15.1,13.3,11.0,14.1,12.76
050US18059,10,10.0,12.36,1.0,10.0,12.28,1.0,10.0,4.4,1.0,10.0,11.54,1.0,10.0,11.14,1.0,2.0,34.21,0.2,31.0,22.1,22.9,20.4,21.7,24.8,18.3,29.1,21.62
050US18061,6,5.0,17.99,0.83,4.0,19.6,0.67,6.0,11.45,1.0,5.0,17.99,0.83,5.0,17.99,0.83,0.0,47.59,0.0,60.2,15.9,18.4,24.0,20.8,21.9,27.1,33.6,22.44
050US18063,21,19.0,19.05,0.9,20.0,12.55,0.95,21.0,3.94,1.0,20.0,11.12,0.95,21.0,7.92,1.0,19.0,15.77,0.9,41.9,13.8,12.0,17.4,19.0,16.6,16.3,27.9,16.26
050US18065,13,13.0,10.15,1.0,13.0,10.39,1.0,13.0,5.01,1.0,13.0,9.29,1.0,13.0,6.09,1.0,0.0,39.03,0.0,46.3,25.7,25.1,25.5,30.5,28.7,27.7,30.6,27.5
050US18067,20,20.0,9.15,1.0,20.0,6.6,1.0,20.0,3.02,1.0,20.0,5.58,1.0,20.0,5.56,1.0,1.0,41.72,0.05,70.3,23.3,30.6,25.5,39.1,32.2,37.4,50.1,32.96
050US18069,9,1.0,35.4,0.11,9.0,10.12,1.0,9.0,6.54,1.0,9.0,10.12,1.0,9.0,10.12,1.0,0.0,37.21,0.0,15.3,15.7,17.4,20.2,17.8,19.3,18.0,27.6,18.54
050US18071,10,10.0,10.28,1.0,10.0,10.97,1.0,10.0,5.96,1.0,9.0,11.84,0.9,10.0,9.79,1.0,0.0,65.3,0.0,59.5,24.0,23.4,25.5,31.3,32.7,25.0,41.4,27.58
050US18073,8,5.0,27.95,0.62,4.0,25.97,0.5,8.0,9.84,1.0,5.0,23.68,0.62,4.0,26.31,0.5,0.0,45.89,0.0,71.7,14.4,16.4,20.1,21.2,19.2,19.9,24.8,19.36
050US18075,7,7.0,11.62,1.0,6.0,16.65,0.86,7.0,11.62,1.0,2.0,31.79,0.29,2.0,31.69,0.29,0.0,49.15,0.0,15.9,17.7,19.2,22.5,31.8,28.8,30.9,32.4,26.64
050US18077,7,1.0,38.21,0.14,7.0,9.47,1.0,7.0,4.76,1.0,7.0,9.47,1.0,7.0,8.92,1.0,0.0,66.19,0.0,61.9,18.8,21.4,21.8,25.5,25.5,18.4,27.4,22.52
050US18079,6,2.0,31.29,0.33,6.0,12.84,1.0,6.0,6.02,1.0,6.0,10.52,1.0,6.0,10.52,1.0,0.0,72.25,0.0,21.5,23.5,26.0,27.9,32.5,32.6,36.1,36.2,31.02
050US18081,22,22.0,7.84,1.0,22.0,10.8,1.0,22.0,1.92,1.0,22.0,8.48,1.0,22.0,8.4,1.0,20.0,15.95,0.91,67.0,16.7,17.4,22.6,22.5,22.4,19.5,36.3,20.88
050US18083,10,9.0,13.3,0.9,9.0,15.06,0.9,10.0,8.04,1.0,9.0,14.07,0.9,9.0,11.97,0.9,9.0,15.48,0.9,98.5,14.1,15.2,18.6,17.8,17.4,15.4,17.8,16.88
050US18085,19,2.0,41.96,0.11,18.0,18.77,0.95,19.0,9.97,1.0,19.0,13.49,1.0,19.0,14.25,1.0,0.0,56.02,0.0,19.2,11.3,13.3,15.2,19.3,16.3,14.7,17.6,15.76
050US18087,8,0.0,39.49,0.0,8.0,15.57,1.0,8.0,9.38,1.0,8.0,13.11,1.0,8.0,13.16,1.0,0.0,62.14,0.0,10.1,10.3,10.3,11.4,12.4,12.4,5.9,9.5,10.48
050US18089,118,118.0,6.67,1.0,117.0,7.99,1.0,118.0,2.94,1.0,118.0,7.65,1.0,118.0,6.17,1.0,116.0,11.65,0.98,62.0,11.0,13.1,19.9,29.3,24.2,29.3,33.1,23.16
050US18091,29,29.0,9.77,1.0,26.0,9.58,0.93,29.0,6.25,1.0,29.0,9.34,1.0,29.0,15.4,1.0,28.0,19.05,0.97,52.9,16.6,16.0,22.0,23.2,20.2,24.2,38.6,21.12
050US18093,10,1.0,37.95,0.1,10.0,12.06,1.0,10.0,6.63,1.0,10.0,13.11,1.0,10.0,12.13,1.0,0.0,42.48,0.0,34.7,16.1,14.9,16.4,18.2,20.6,19.3,24.5,17.88
050US18095,37,37.0,7.14,1.0,37.0,9.47,1.0,37.0,4.74,1.0,37.0,9.49,1.0,37.0,8.98,1.0,10.0,33.3,0.27,60.0,25.4,27.4,31.0,37.3,31.1,40.3,41.4,33.42
050US18097,224,224.0,4.61,1.0,224.0,6.92,1.0,224.0,2.18,1.0,224.0,6.57,1.0,224.0,5.12,1.0,224.0,11.38,1.0,67.2,25.3,26.3,33.0,37.2,34.4,38.7,61.0,33.92
050US18099,12,9.0,26.83,0.75,12.0,11.36,1.0,12.0,8.22,1.0,12.0,11.63,1.0,11.0,15.82,0.92,0.0,44.9,0.0,23.2,12.9,13.9,15.7,19.2,18.4,14.6,20.6,16.36
050US18101,3,1.0,40.33,0.33,1.0,36.78,0.33,2.0,17.96,0.67,2.0,18.03,0.67,2.0,18.03,0.67,0.0,58.04,0.0,46.9,15.3,16.2,19.3,19.8,19.9,14.8,18.7,18.0
050US18103,10,10.0,11.86,1.0,10.0,12.99,1.0,10.0,10.54,1.0,10.0,11.85,1.0,10.0,12.7,1.0,0.0,52.43,0.0,23.5,14.2,17.9,19.2,19.3,19.4,18.1,22.6,18.78
050US18105,31,31.0,10.6,1.0,31.0,9.01,1.0,31.0,5.11,1.0,31.0,8.89,1.0,31.0,7.41,1.0,31.0,13.45,1.0,61.5,18.2,15.8,18.9,20.2,19.6,18.3,29.6,18.56
050US18107,9,9.0,12.09,1.0,9.0,13.41,1.0,9.0,11.18,1.0,9.0,11.17,1.0,9.0,11.94,1.0,0.0,50.48,0.0,23.7,17.7,16.7,20.4,25.5,26.1,25.5,30.8,22.84
050US18109,13,8.0,29.72,0.62,13.0,10.54,1.0,13.0,8.18,1.0,13.0,8.91,1.0,13.0,9.43,1.0,6.0,28.67,0.46,39.9,21.6,23.4,25.3,24.4,30.7,30.8,31.6,26.92
050US18111,4,1.0,37.9,0.25,2.0,33.29,0.5,4.0,12.42,1.0,1.0,31.76,0.25,3.0,20.54,0.75,0.0,54.64,0.0,2.6,16.8,18.8,22.7,20.4,24.2,21.4,27.9,21.5
050US18113,10,1.0,41.07,0.1,9.0,17.65,0.9,10.0,10.52,1.0,10.0,11.91,1.0,10.0,12.85,1.0,1.0,43.12,0.1,17.4,11.3,11.5,13.7,13.8,13.1,13.1,15.7,13.04
050US18115,2,0.0,53.3,0.0,1.0,30.27,0.5,2.0,6.12,1.0,1.0,30.27,0.5,1.0,30.27,0.5,1.0,30.27,0.5,53.3,26.4,29.6,32.1,34.2,33.3,27.5,30.9,31.34
050US18117,6,6.0,14.92,1.0,5.0,22.25,0.83,6.0,7.07,1.0,5.0,22.5,0.83,5.0,22.28,0.83,0.0,72.76,0.0,27.7,14.5,15.3,17.5,19.2,19.2,12.4,16.4,16.72
050US18119,5,4.0,20.54,0.8,2.0,35.75,0.4,4.0,16.36,0.8,4.0,20.54,0.8,4.0,20.54,0.8,2.0,41.42,0.4,23.9,14.8,15.6,17.9,19.5,18.0,19.3,24.8,18.06
050US18121,4,4.0,10.86,1.0,2.0,26.66,0.5,4.0,14.78,1.0,4.0,10.86,1.0,4.0,14.78,1.0,0.0,46.0,0.0,38.5,15.1,16.4,17.3,18.4,18.4,13.4,17.7,16.78
050US18123,5,1.0,38.98,0.2,4.0,12.29,0.8,5.0,7.75,1.0,5.0,10.07,1.0,5.0,10.07,1.0,0.0,44.34,0.0,21.6,17.8,17.5,20.6,22.4,23.0,12.1,16.9,19.12
050US18125,4,0.0,39.93,0.0,2.0,29.57,0.5,3.0,13.58,0.75,3.0,14.43,0.75,2.0,29.57,0.5,0.0,53.12,0.0,38.8,13.0,14.1,16.3,16.8,18.4,13.0,15.5,15.72
050US18127,33,33.0,9.21,1.0,32.0,13.41,1.0,33.0,5.6,1.0,33.0,12.24,1.0,33.0,9.93,1.0,32.0,15.78,0.97,53.0,21.1,20.4,25.2,25.2,22.2,23.3,26.7,23.26
050US18129,7,5.0,27.79,0.71,5.0,27.79,0.71,7.0,5.22,1.0,6.0,14.52,0.86,6.0,14.27,0.86,5.0,26.88,0.71,49.5,15.2,16.4,18.7,20.9,19.9,15.7,19.2,18.32
050US18131,4,2.0,31.43,0.5,4.0,15.3,1.0,4.0,13.75,1.0,4.0,15.3,1.0,4.0,15.3,1.0,0.0,69.68,0.0,31.7,19.5,21.2,24.3,25.1,25.2,24.5,43.1,24.06
050US18133,7,6.0,15.73,0.86,6.0,16.16,0.86,7.0,9.21,1.0,6.0,15.05,0.86,6.0,15.05,0.86,0.0,44.82,0.0,25.9,14.9,15.2,16.0,16.0,17.8,12.4,20.8,15.48
050US18135,8,4.0,29.06,0.5,7.0,18.1,0.88,8.0,14.68,1.0,7.0,14.74,0.88,7.0,17.93,0.88,0.0,44.2,0.0,54.2,25.4,24.7,31.6,38.6,31.1,30.1,38.9,31.22
050US18137,6,0.0,52.48,0.0,3.0,29.01,0.5,6.0,7.2,1.0,3.0,27.69,0.5,3.0,27.69,0.5,0.0,47.82,0.0,35.3,19.8,25.6,26.7,30.4,26.2,24.5,38.6,26.68
050US18139,5,4.0,14.83,0.8,4.0,14.83,0.8,5.0,12.94,1.0,4.0,14.83,0.8,4.0,14.83,0.8,0.0,64.47,0.0,21.4,21.1,25.3,28.3,31.6,28.5,21.1,26.0,26.96
050US18141,75,75.0,7.04,1.0,75.0,8.18,1.0,75.0,3.39,1.0,75.0,8.37,1.0,75.0,6.73,1.0,73.0,13.14,0.97,67.1,13.7,18.7,20.0,23.4,21.7,15.1,30.6,19.78
050US18143,5,5.0,9.74,1.0,5.0,8.64,1.0,5.0,5.85,1.0,5.0,5.85,1.0,5.0,3.49,1.0,0.0,43.0,0.0,147.1,29.5,32.5,48.5,41.3,39.4,44.3,85.9,41.2
050US18145,10,10.0,8.77,1.0,8.0,27.48,0.8,10.0,5.82,1.0,10.0,8.53,1.0,10.0,7.93,1.0,1.0,40.11,0.1,26.1,18.6,18.5,20.3,24.1,24.7,25.9,33.1,22.7
050US18147,5,2.0,34.65,0.4,4.0,25.8,0.8,5.0,12.69,1.0,4.0,18.97,0.8,4.0,18.97,0.8,2.0,33.44,0.4,17.5,13.7,16.9,17.5,20.0,20.1,11.4,14.3,17.18
050US18149,7,7.0,12.58,1.0,7.0,15.51,1.0,7.0,9.73,1.0,7.0,15.51,1.0,7.0,15.51,1.0,0.0,45.64,0.0,51.7,24.2,27.5,30.3,37.1,33.7,47.0,54.4,35.12
050US18151,9,0.0,53.14,0.0,9.0,14.37,1.0,9.0,12.58,1.0,9.0,11.09,1.0,9.0,11.48,1.0,0.0,53.53,0.0,28.8,11.3,11.3,13.2,13.3,14.9,10.7,11.8,12.68
050US18153,5,2.0,29.11,0.4,5.0,13.5,1.0,5.0,13.5,1.0,5.0,13.5,1.0,5.0,13.5,1.0,0.0,41.88,0.0,52.2,18.6,19.1,21.8,21.3,20.8,22.9,27.8,21.18
050US18155,3,1.0,37.97,0.33,0.0,47.5,0.0,2.0,17.44,0.67,1.0,21.62,0.33,1.0,21.62,0.33,0.0,58.59,0.0,5.5,26.2,26.9,33.4,34.5,31.8,29.3,36.3,31.18
050US18157,37,37.0,8.25,1.0,37.0,6.67,1.0,37.0,3.54,1.0,37.0,5.79,1.0,37.0,7.4,1.0,36.0,12.79,0.97,56.2,14.7,16.9,17.4,16.1,21.0,21.0,19.1,18.48
050US18159,4,4.0,9.77,1.0,4.0,9.61,1.0,4.0,9.61,1.0,4.0,20.11,1.0,4.0,9.77,1.0,0.0,50.22,0.0,25.9,20.1,22.4,25.6,27.7,25.8,22.1,25.9,24.72
050US18161,2,2.0,9.73,1.0,2.0,20.88,1.0,2.0,9.73,1.0,2.0,19.07,1.0,2.0,19.45,1.0,1.0,29.8,0.5,26.5,30.8,33.5,36.3,43.2,43.4,33.6,42.0,38.0
050US18163,49,49.0,6.76,1.0,49.0,5.65,1.0,49.0,2.05,1.0,49.0,5.88,1.0,49.0,4.59,1.0,49.0,8.12,1.0,146.1,21.5,24.0,26.5,33.5,25.0,21.8,28.7,26.16
050US18165,5,5.0,9.78,1.0,5.0,14.5,1.0,5.0,12.71,1.0,5.0,9.78,1.0,5.0,14.12,1.0,3.0,33.75,0.6,15.6,16.5,18.5,20.0,25.1,23.5,22.2,24.7,21.86
050US18167,28,28.0,7.7,1.0,28.0,8.39,1.0,28.0,4.24,1.0,28.0,7.48,1.0,28.0,6.34,1.0,28.0,9.43,1.0,81.3,16.0,17.0,20.8,19.4,19.5,19.8,20.4,19.3
050US18169,8,5.0,31.06,0.62,8.0,13.99,1.0,8.0,7.41,1.0,8.0,13.84,1.0,8.0,13.84,1.0,1.0,41.61,0.12,22.7,17.0,18.8,21.8,26.8,22.0,23.8,32.0,22.64
050US18171,2,1.0,40.15,0.5,2.0,11.74,1.0,2.0,15.38,1.0,2.0,22.7,1.0,1.0,29.48,0.5,0.0,59.2,0.0,3.1,15.7,17.4,19.1,20.4,21.0,16.4,22.0,18.86
050US18173,11,9.0,23.69,0.82,11.0,9.28,1.0,11.0,6.22,1.0,11.0,11.98,1.0,11.0,11.98,1.0,8.0,26.26,0.73,63.6,11.1,11.3,12.4,14.4,14.8,11.6,20.2,12.9
050US18175,6,5.0,20.37,0.83,6.0,17.53,1.0,6.0,13.02,1.0,5.0,20.37,0.83,5.0,20.37,0.83,0.0,64.52,0.0,32.9,20.4,22.0,22.4,26.9,25.6,25.2,39.6,24.42
050US18177,17,17.0,10.12,1.0,17.0,11.84,1.0,17.0,7.59,1.0,17.0,9.81,1.0,17.0,9.47,1.0,15.0,15.45,0.88,74.7,28.7,37.1,43.2,69.0,49.4,62.5,64.8,52.24
050US18179,7,7.0,11.89,1.0,7.0,11.46,1.0,7.0,9.2,1.0,7.0,11.87,1.0,7.0,11.97,1.0,1.0,40.34,0.14,40.0,15.9,17.7,18.1,18.6,20.7,23.2,21.1,19.66
050US18181,8,8.0,17.77,1.0,7.0,18.92,0.88,8.0,13.36,1.0,8.0,17.5,1.0,8.0,17.58,1.0,1.0,46.82,0.12,12.2,17.2,17.2,19.1,20.8,21.4,18.8,32.9,19.46
050US18183,7,2.0,34.25,0.29,7.0,12.89,1.0,7.0,6.57,1.0,7.0,12.89,1.0,7.0,11.55,1.0,4.0,28.99,0.57,21.2,12.0,13.0,14.0,14.9,16.1,11.1,16.5,13.82
050US19001,3,0.0,70.7,0.0,3.0,13.73,1.0,3.0,5.3,1.0,1.0,37.71,0.33,1.0,32.62,0.33,0.0,68.04,0.0,13.8,10.6,11.5,12.9,14.3,13.8,9.7,12.4,12.44
050US19003,2,0.0,76.75,0.0,2.0,10.29,1.0,2.0,10.29,1.0,0.0,39.68,0.0,0.0,37.58,0.0,0.0,112.04,0.0,16.2,11.7,13.1,14.7,15.7,15.4,11.0,13.3,13.98
050US19005,5,0.0,71.23,0.0,5.0,19.62,1.0,5.0,14.31,1.0,5.0,19.62,1.0,0.0,37.94,0.0,0.0,75.91,0.0,27.5,10.9,12.4,14.4,15.2,15.3,8.7,9.8,13.2
050US19007,5,5.0,12.38,1.0,4.0,21.92,0.8,5.0,11.06,1.0,5.0,12.38,1.0,5.0,12.38,1.0,0.0,81.16,0.0,40.1,12.5,13.2,14.8,16.2,16.3,15.3,18.2,15.16
050US19009,3,0.0,88.85,0.0,3.0,8.85,1.0,3.0,8.85,1.0,0.0,39.63,0.0,3.0,8.85,1.0,0.0,89.6,0.0,34.5,10.5,11.7,13.5,13.8,13.8,7.1,8.6,11.98
050US19011,7,5.0,23.88,0.71,6.0,18.27,0.86,7.0,8.77,1.0,5.0,23.32,0.71,3.0,30.86,0.43,1.0,45.11,0.14,16.8,10.3,10.0,11.4,13.4,12.2,6.0,8.4,10.6
050US19013,38,38.0,8.91,1.0,38.0,7.12,1.0,38.0,3.89,1.0,38.0,8.13,1.0,38.0,6.06,1.0,0.0,75.52,0.0,54.7,7.5,7.8,10.4,10.5,10.5,7.7,12.3,9.38
050US19015,7,5.0,26.91,0.71,7.0,11.66,1.0,7.0,4.88,1.0,7.0,11.66,1.0,7.0,11.67,1.0,0.0,50.58,0.0,25.6,9.2,9.9,11.1,11.8,11.8,8.6,10.8,10.64
050US19017,8,5.0,28.59,0.62,8.0,11.58,1.0,7.0,12.08,0.88,7.0,16.52,0.88,8.0,14.78,1.0,,,,24.6,9.1,9.3,10.1,10.8,10.8,7.7,9.2,9.74
050US19019,6,1.0,39.28,0.17,6.0,13.33,1.0,6.0,10.3,1.0,6.0,13.33,1.0,6.0,14.38,1.0,0.0,67.92,0.0,12.9,10.0,10.0,11.2,13.3,12.6,9.1,11.5,11.24
050US19021,6,4.0,18.17,0.67,4.0,18.17,0.67,5.0,15.08,0.83,4.0,16.64,0.67,4.0,16.64,0.67,,,,28.1,10.2,12.3,12.7,13.1,13.2,5.5,7.4,11.36
050US19023,5,4.0,21.1,0.8,4.0,26.04,0.8,4.0,18.57,0.8,2.0,30.67,0.4,2.0,32.43,0.4,,,,11.1,8.3,9.1,10.5,10.8,10.9,6.4,7.7,9.54
050US19025,4,1.0,43.44,0.25,3.0,22.87,0.75,3.0,13.56,0.75,2.0,33.16,0.5,3.0,21.0,0.75,,,,52.0,10.1,11.0,12.8,13.2,13.3,7.3,8.3,11.52
050US19027,6,0.0,88.71,0.0,5.0,9.69,0.83,6.0,3.79,1.0,5.0,15.94,0.83,5.0,8.0,0.83,,,,45.3,12.2,13.4,14.1,14.6,16.1,6.9,11.0,13.02
050US19029,5,0.0,76.44,0.0,5.0,14.77,1.0,5.0,9.69,1.0,5.0,14.77,1.0,5.0,14.77,1.0,0.0,77.7,0.0,42.4,10.9,12.0,13.7,13.9,13.9,10.5,11.9,12.8
050US19031,5,3.0,33.07,0.6,3.0,30.54,0.6,5.0,11.86,1.0,2.0,34.38,0.4,5.0,18.29,1.0,1.0,42.43,0.2,18.2,10.8,11.3,12.3,14.6,14.6,8.0,9.0,12.16
050US19033,11,10.0,11.48,0.91,11.0,9.93,1.0,11.0,4.77,1.0,11.0,10.62,1.0,10.0,11.15,0.91,,,,69.5,11.0,10.7,12.2,13.2,11.6,12.6,15.9,12.06
050US19035,4,0.0,41.93,0.0,4.0,14.08,1.0,4.0,9.75,1.0,4.0,14.08,1.0,4.0,14.08,1.0,,,,21.5,9.4,10.4,11.6,12.5,12.6,5.4,6.5,10.5
050US19037,4,0.0,48.97,0.0,4.0,14.5,1.0,4.0,12.62,1.0,3.0,18.27,0.75,4.0,18.64,1.0,,,,6.0,9.0,9.9,11.1,11.8,12.0,5.7,8.2,10.1
050US19039,3,3.0,9.38,1.0,3.0,9.38,1.0,3.0,4.54,1.0,3.0,9.38,1.0,3.0,9.38,1.0,0.0,58.83,0.0,17.6,12.0,12.6,14.2,15.6,15.4,11.2,13.4,13.8
050US19041,4,0.0,62.42,0.0,4.0,12.27,1.0,4.0,10.44,1.0,4.0,10.44,1.0,4.0,10.44,1.0,,,,60.2,9.8,10.3,12.3,12.3,12.3,5.6,7.6,10.56
050US19043,6,0.0,76.4,0.0,5.0,18.35,0.83,6.0,4.46,1.0,3.0,24.21,0.5,1.0,36.53,0.17,0.0,97.34,0.0,11.2,10.7,11.5,13.1,13.1,12.7,8.6,9.7,11.8
050US19045,12,10.0,14.84,0.83,12.0,7.82,1.0,12.0,8.87,1.0,11.0,13.34,0.92,10.0,13.87,0.83,1.0,46.45,0.08,36.6,9.6,11.5,11.8,12.5,13.5,11.5,18.8,12.16
050US19047,5,0.0,85.27,0.0,5.0,17.76,1.0,5.0,17.76,1.0,5.0,18.6,1.0,5.0,17.76,1.0,0.0,101.26,0.0,28.5,11.2,11.8,14.5,14.4,15.6,6.0,8.1,12.46
050US19049,15,9.0,27.39,0.6,14.0,12.51,0.93,15.0,6.83,1.0,14.0,12.48,0.93,15.0,13.12,1.0,10.0,28.51,0.67,10.7,7.6,8.0,9.4,9.8,9.3,6.8,8.4,8.66
050US19051,2,0.0,38.98,0.0,2.0,12.76,1.0,2.0,12.84,1.0,0.0,38.98,0.0,2.0,12.84,1.0,0.0,101.74,0.0,35.9,11.6,12.5,14.1,15.1,15.2,6.9,9.4,12.76
050US19053,3,3.0,0.74,1.0,3.0,8.41,1.0,3.0,8.41,1.0,1.0,34.04,0.33,1.0,34.04,0.33,0.0,80.92,0.0,49.7,12.6,13.7,15.9,16.5,16.5,10.1,13.0,14.54
050US19055,4,0.0,58.28,0.0,4.0,14.94,1.0,4.0,14.94,1.0,3.0,10.45,0.75,3.0,16.26,0.75,0.0,73.05,0.0,24.3,9.5,10.6,11.9,13.4,12.3,6.2,8.4,10.88
050US19057,11,11.0,10.46,1.0,11.0,10.46,1.0,11.0,4.27,1.0,11.0,8.16,1.0,11.0,8.08,1.0,0.0,103.7,0.0,47.3,10.5,13.0,13.6,13.7,13.4,12.0,20.0,13.14
050US19059,5,0.0,54.17,0.0,5.0,10.92,1.0,5.0,10.92,1.0,5.0,10.92,1.0,5.0,10.92,1.0,,,,25.0,9.9,10.6,12.5,12.6,12.3,6.2,8.3,10.84
050US19061,26,24.0,10.38,0.92,26.0,8.5,1.0,26.0,5.25,1.0,26.0,9.23,1.0,26.0,9.81,1.0,15.0,31.99,0.58,36.1,8.8,9.6,11.5,10.8,11.1,8.9,12.2,10.38
050US19063,4,0.0,79.0,0.0,3.0,12.76,0.75,3.0,11.79,0.75,2.0,33.08,0.5,3.0,11.09,0.75,,,,27.2,9.3,10.0,11.7,12.0,12.2,4.6,6.3,10.1
050US19065,7,0.0,65.67,0.0,7.0,8.67,1.0,7.0,5.25,1.0,5.0,15.01,0.71,4.0,19.22,0.57,0.0,104.05,0.0,20.2,9.9,11.9,12.0,14.3,12.8,6.5,9.9,11.5
050US19067,5,1.0,34.56,0.2,4.0,15.98,0.8,5.0,9.39,1.0,3.0,32.63,0.6,1.0,40.32,0.2,,,,38.3,8.8,9.4,10.5,11.2,11.9,5.1,6.6,9.62
050US19069,3,0.0,44.78,0.0,3.0,8.07,1.0,3.0,4.53,1.0,0.0,41.97,0.0,1.0,37.38,0.33,,,,5.6,8.5,9.4,10.5,11.2,11.2,5.6,6.7,9.58
050US19071,3,0.0,48.59,0.0,3.0,13.74,1.0,3.0,0.0,1.0,2.0,23.9,0.67,1.0,31.66,0.33,0.0,63.48,0.0,22.4,11.3,12.3,13.6,15.1,14.7,10.6,14.4,13.26
050US19073,4,0.0,55.27,0.0,4.0,11.44,1.0,4.0,9.79,1.0,1.0,36.01,0.25,4.0,9.79,1.0,0.0,84.03,0.0,43.3,9.8,10.7,12.0,12.9,12.9,8.3,10.6,11.36
050US19075,4,1.0,35.55,0.25,4.0,15.91,1.0,4.0,10.29,1.0,2.0,30.54,0.5,1.0,31.25,0.25,0.0,96.7,0.0,33.8,8.8,9.6,10.4,11.1,11.5,7.6,9.1,10.04
050US19077,3,0.0,70.78,0.0,1.0,22.52,0.33,2.0,10.22,0.67,0.0,51.79,0.0,2.0,10.2,0.67,0.0,70.91,0.0,36.4,9.9,10.8,12.1,12.9,13.1,7.0,9.0,11.18
050US19079,5,0.0,35.95,0.0,4.0,15.35,0.8,5.0,3.43,1.0,0.0,32.38,0.0,3.0,15.36,0.6,0.0,70.58,0.0,49.8,8.8,9.8,11.1,11.4,11.7,6.9,9.4,10.18
050US19081,4,0.0,46.97,0.0,4.0,14.53,1.0,4.0,7.33,1.0,0.0,44.88,0.0,1.0,40.28,0.25,,,,29.7,8.9,9.7,10.9,11.6,11.7,4.6,6.3,9.7
050US19083,6,0.0,61.33,0.0,5.0,19.05,0.83,6.0,7.21,1.0,0.0,56.62,0.0,0.0,47.07,0.0,0.0,87.69,0.0,35.8,8.5,9.1,10.2,11.6,10.9,6.0,8.1,9.56
050US19085,5,1.0,49.65,0.2,3.0,23.02,0.6,5.0,3.23,1.0,4.0,16.2,0.8,1.0,43.96,0.2,1.0,48.68,0.2,36.6,10.5,11.1,12.8,13.3,13.7,11.1,13.2,12.4
050US19087,5,1.0,31.08,0.2,5.0,8.93,1.0,5.0,8.93,1.0,5.0,10.04,1.0,5.0,10.3,1.0,0.0,93.08,0.0,30.8,11.0,12.7,14.6,13.8,15.6,7.7,11.0,12.88
050US19089,3,0.0,84.96,0.0,2.0,13.68,0.67,2.0,13.33,0.67,2.0,13.68,0.67,0.0,42.16,0.0,0.0,91.12,0.0,10.3,8.9,9.7,10.9,11.7,11.7,4.2,5.4,9.64
050US19091,4,2.0,35.88,0.5,4.0,11.35,1.0,4.0,10.48,1.0,2.0,34.78,0.5,4.0,12.16,1.0,,,,21.5,9.7,10.2,11.5,12.3,12.3,5.7,7.3,10.4
050US19093,3,0.0,53.07,0.0,3.0,10.68,1.0,3.0,10.68,1.0,3.0,10.68,1.0,3.0,10.68,1.0,,,,36.1,10.1,11.6,12.4,13.3,13.3,7.2,8.6,11.56
