HEROP_ID,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,CenRuralP
050US18073,0.0,0.62,0.38,,0.68
050US37087,0.56,0.38,0.06,,0.55
050US37155,0.0,0.52,0.48,,0.63
050US38105,0.0,0.57,0.43,,0.32
050US48139,0.61,0.39,0.0,,0.32
050US48403,0.0,0.33,0.67,,1.0
050US48481,0.0,0.45,0.55,,0.5
050US41001,0.0,0.0,1.0,,0.41
050US41045,0.0,0.38,0.62,,0.48
050US42063,0.0,0.57,0.43,,0.6
050US45053,0.0,0.8,0.2,,0.67
050US18029,0.2,0.7,0.1,,0.53
050US18131,0.0,0.0,1.0,,0.81
050US18139,0.0,0.2,0.8,,0.61
050US08047,0.0,1.0,0.0,,1.0
050US08089,0.0,0.0,1.0,,0.34
050US19047,0.0,0.0,1.0,,0.52
050US40061,0.0,0.0,1.0,,0.78
050US29137,0.0,0.0,1.0,,1.0
050US31169,0.0,0.0,1.0,,1.0
050US47161,0.0,0.4,0.6,,1.0
050US17023,0.0,0.25,0.75,,0.6
050US19043,0.0,0.0,1.0,,0.97
050US19053,0.0,0.0,1.0,,1.0
050US20171,0.0,0.0,1.0,,0.26
050US19133,0.0,0.0,1.0,,0.71
050US26019,0.0,0.0,1.0,,1.0
050US26035,0.0,0.0,1.0,,0.71
050US20071,0.0,0.0,1.0,,1.0
050US20123,0.0,0.0,1.0,,0.48
050US42065,0.0,0.0,1.0,1.0,0.61
050US44003,0.92,0.08,0.0,,0.08
050US17061,0.0,0.0,1.0,,0.71
050US18105,0.81,0.19,0.0,,0.21
050US18117,0.0,0.17,0.83,,0.83
050US18137,0.0,0.17,0.83,,0.83
050US05083,0.0,0.17,0.83,,0.71
050US40081,0.0,0.29,0.71,,0.92
050US19071,0.0,0.33,0.67,,1.0
050US19023,0.0,0.4,0.6,,1.0
050US19029,0.0,0.0,1.0,,0.54
050US08103,0.0,0.0,1.0,,1.0
050US08109,0.0,0.0,1.0,,1.0
050US05031,0.76,0.18,0.06,,0.32
050US26009,0.0,0.0,1.0,,1.0
050US27117,0.0,0.0,1.0,,0.57
050US27121,0.0,0.0,1.0,,1.0
050US27041,0.0,0.44,0.56,,0.53
050US19115,0.0,0.0,1.0,,1.0
050US19125,0.0,0.12,0.88,,0.49
050US13187,0.0,0.5,0.5,,0.84
050US17009,0.0,0.0,1.0,,0.41
050US08119,0.0,0.67,0.33,,0.63
050US12001,0.79,0.21,0.0,,0.21
050US09015,0.28,0.52,0.2,,0.5
050US12027,0.11,0.33,0.56,,0.46
050US05123,0.0,0.67,0.33,,0.52
050US26011,0.0,0.0,1.0,,1.0
050US18043,0.9,0.1,0.0,,0.2
050US21215,0.0,1.0,0.0,,1.0
050US21221,0.0,0.0,1.0,,0.79
050US22059,0.0,0.67,0.33,,0.73
050US22073,0.88,0.12,0.0,,0.24
050US22083,0.0,0.67,0.33,,0.66
050US22087,0.89,0.06,0.06,,0.04
050US40071,0.0,0.55,0.45,,0.24
050US09003,0.98,0.02,0.0,,0.05
050US05141,0.0,0.2,0.8,,1.0
050US26117,0.0,0.15,0.85,,0.85
050US26121,0.77,0.16,0.07,,0.23
050US49055,0.0,0.0,1.0,,1.0
050US42081,0.59,0.28,0.14,,0.36
050US19061,0.73,0.19,0.08,,0.27
050US19067,0.0,0.0,1.0,,0.53
050US19139,0.0,0.8,0.2,,0.26
050US19143,0.0,0.0,1.0,,0.58
050US19153,0.96,0.03,0.01,,0.05
050US19157,0.0,0.0,1.0,,0.52
050US26101,0.0,0.0,1.0,,0.61
050US19005,0.0,0.0,1.0,,0.74
050US19013,0.92,0.08,0.0,,0.13
050US19019,0.0,0.17,0.83,,0.69
050US20139,0.0,0.6,0.4,,0.84
050US42069,0.9,0.1,0.0,,0.16
050US40115,0.0,0.56,0.44,,0.49
050US27045,0.0,0.33,0.67,,0.93
050US27123,0.99,0.0,0.01,,0.0
050US13099,0.0,0.4,0.6,,0.66
050US16053,0.0,0.6,0.4,,0.51
050US54061,0.79,0.21,0.0,,0.27
050US42007,0.8,0.2,0.0,,0.26
050US48353,0.0,0.6,0.4,,0.33
050US48357,0.0,0.0,1.0,,0.14
050US48367,0.16,0.79,0.05,,0.56
050US54069,0.89,0.11,0.0,,0.23
050US28037,0.0,0.0,1.0,,1.0
050US28041,0.0,0.0,1.0,,1.0
050US48221,0.0,0.9,0.1,,0.33
050US48227,0.0,0.8,0.2,,0.2
050US38087,0.0,0.0,1.0,,1.0
050US13089,0.99,0.0,0.01,1.0,0.0
050US12061,0.9,0.03,0.06,,0.05
050US13285,0.0,0.71,0.29,,0.44
050US17085,0.17,0.0,0.83,,0.73
050US17089,0.98,0.02,0.0,,0.04
050US45039,0.0,1.0,0.0,,0.78
050US13115,0.7,0.3,0.0,,0.37
050US42021,0.55,0.19,0.26,,0.32
050US18141,0.92,0.07,0.01,,0.09
050US18149,0.0,0.0,1.0,,0.82
050US13125,0.0,0.0,1.0,,1.0
050US13255,0.67,0.33,0.0,,0.42
050US13259,0.0,0.5,0.5,,1.0
050US08081,0.0,0.75,0.25,,0.27
050US27001,0.0,0.0,1.0,,1.0
050US42037,0.73,0.27,0.0,,0.41
050US17069,0.0,0.0,1.0,,1.0
050US17151,0.0,0.0,1.0,,1.0
050US26077,0.91,0.09,0.0,,0.18
050US42107,0.03,0.62,0.35,,0.36
050US17071,0.0,0.0,1.0,,1.0
050US30037,0.0,1.0,0.0,,1.0
050US30051,0.0,0.0,1.0,,1.0
050US27005,0.0,0.1,0.9,,0.75
050US38023,0.0,0.0,1.0,,1.0
050US51173,0.0,0.0,1.0,,0.75
050US01077,0.59,0.32,0.09,,0.49
050US01083,0.19,0.56,0.25,,0.58
050US13067,1.0,0.0,0.0,,0.0
050US13081,0.0,0.83,0.17,,0.47
050US37097,0.66,0.34,0.0,,0.38
050US37169,0.22,0.67,0.11,,0.76
050US51510,1.0,0.0,0.0,1.0,0.0
050US51013,1.0,0.0,0.0,,0.0
050US13165,0.0,0.5,0.5,,0.66
050US26073,0.0,0.53,0.47,,0.47
050US18005,0.67,0.33,0.0,,0.34
050US18015,0.0,0.71,0.29,,0.81
050US16071,0.0,0.0,1.0,,1.0
050US17167,0.91,0.09,0.0,,0.14
050US18163,0.96,0.04,0.0,,0.09
050US18165,0.0,0.8,0.2,,0.6
050US18169,0.0,0.38,0.62,,0.5
050US54055,0.0,0.81,0.19,,0.41
050US13299,0.0,0.89,0.11,,0.29
050US26093,0.08,0.84,0.08,,0.37
050US17203,0.11,0.56,0.33,,0.55
050US08085,0.0,0.5,0.5,,0.45
050US12021,0.91,0.08,0.01,,0.08
050US12051,0.0,0.57,0.43,,0.38
050US17147,0.0,0.75,0.25,,0.68
050US48097,0.0,0.62,0.38,,0.59
050US48113,1.0,0.0,0.0,,0.01
050US13307,0.0,1.0,0.0,,1.0
050US17141,0.0,0.64,0.36,,0.47
050US17157,0.0,0.0,1.0,,0.43
050US47109,0.0,0.0,1.0,,0.85
050US47113,0.7,0.26,0.04,,0.26
050US48445,0.0,0.0,1.0,,0.25
050US48483,0.0,0.0,1.0,,1.0
050US53039,0.0,0.33,0.67,,0.6
050US54035,0.0,0.83,0.17,,0.71
050US48127,0.0,0.0,1.0,,0.39
050US27133,0.0,0.33,0.67,,0.52
050US54101,0.0,0.0,1.0,,1.0
050US55005,0.0,0.0,1.0,,0.66
050US17165,0.0,0.0,1.0,,0.44
050US18001,0.0,0.29,0.71,,0.54
050US01125,0.81,0.19,0.0,,0.26
050US04017,0.0,0.13,0.87,,0.54
050US56019,0.0,0.0,1.0,,0.49
050US55089,0.79,0.16,0.05,,0.25
050US39001,0.0,0.0,1.0,,0.89
050US28091,0.0,0.0,1.0,,0.73
050US51045,0.0,1.0,0.0,,1.0
050US51580,0.0,0.0,1.0,,0.0
050US51600,1.0,0.0,0.0,,0.0
050US17081,0.0,0.64,0.36,,0.59
050US13035,0.0,1.0,0.0,,0.78
050US27019,0.68,0.32,0.0,,0.19
050US27029,0.0,0.0,1.0,,1.0
050US39169,0.12,0.34,0.53,,0.51
050US42001,0.35,0.43,0.22,,0.54
050US28095,0.0,0.0,1.0,,0.7
050US47133,0.0,0.0,1.0,,0.84
050US49041,0.0,0.0,1.0,,0.65
050US26043,0.0,0.71,0.29,,0.33
050US26057,0.0,0.4,0.6,,0.6
050US26067,0.0,0.77,0.23,,0.61
050US36069,0.4,0.48,0.12,,0.47
050US28105,0.0,0.88,0.12,,0.36
050US31039,0.0,0.0,1.0,,0.65
050US13193,0.0,0.5,0.5,,0.53
050US16001,0.95,0.05,0.0,,0.05
050US26087,0.0,0.71,0.29,,0.77
050US26091,0.0,0.52,0.48,,0.52
050US21127,0.0,0.6,0.4,,0.77
050US13293,0.0,0.57,0.43,,0.47
050US17133,0.33,0.67,0.0,,0.41
050US47043,0.0,0.8,0.2,,0.68
050US54097,0.0,0.0,1.0,,0.64
050US45023,0.0,0.45,0.55,,0.72
050US50007,0.77,0.2,0.03,,0.26
050US31113,0.0,0.0,1.0,,1.0
050US42009,0.0,0.18,0.82,,0.84
050US18079,0.0,0.67,0.33,,0.6
050US17181,0.0,0.2,0.8,,0.66
050US17191,0.0,0.0,1.0,,0.7
050US17195,0.0,0.56,0.44,,0.37
050US42053,0.0,0.0,1.0,,1.0
050US48149,0.0,0.0,1.0,,0.67
050US48155,0.0,0.0,1.0,,1.0
050US48183,0.84,0.16,0.0,,0.13
050US50011,0.0,0.2,0.8,,0.72
050US26005,0.16,0.56,0.28,,0.64
050US18093,0.0,0.6,0.4,,0.58
050US05047,0.0,0.67,0.33,,0.83
050US13055,0.0,0.83,0.17,,0.58
050US05137,0.0,0.0,1.0,,1.0
050US08061,0.0,0.0,1.0,,1.0
050US08075,0.0,0.67,0.33,,0.29
050US48189,0.0,0.78,0.22,,0.23
050US40007,0.0,0.0,1.0,,1.0
050US13321,0.0,0.8,0.2,,0.69
050US17109,0.0,0.6,0.4,,0.3
050US17113,0.78,0.22,0.0,,0.16
050US26025,0.62,0.08,0.31,,0.31
050US13101,0.0,0.5,0.5,,1.0
050US17099,0.0,0.71,0.29,,0.3
050US17103,0.0,0.44,0.56,,0.53
050US17105,0.0,0.4,0.6,,0.41
050US51197,0.0,0.0,1.0,,0.75
050US37179,0.83,0.17,0.0,,0.27
050US17123,0.0,0.4,0.6,,1.0
050US13109,0.0,0.0,1.0,,0.61
050US48397,1.0,0.0,0.0,,0.16
050US18155,0.0,0.0,1.0,,1.0
050US37025,0.84,0.16,0.0,,0.19
050US37035,0.74,0.26,0.0,,0.3
050US13211,0.0,0.8,0.2,,0.75
050US40105,0.0,0.25,0.75,,0.58
050US40111,0.0,0.7,0.3,,0.49
050US26031,0.0,0.0,1.0,,0.83
050US54089,0.0,0.5,0.5,,0.72
050US51115,0.0,0.67,0.33,,1.0
050US51169,0.33,0.67,0.0,,0.82
050US17083,0.0,0.67,0.33,,0.61
050US39071,0.0,0.11,0.89,,0.73
050US39079,0.0,0.43,0.57,,0.65
050US48267,0.0,0.0,1.0,,0.44
050US28117,0.0,0.0,1.0,,0.76
050US28125,0.0,0.0,1.0,,1.0
050US29135,0.0,0.75,0.25,,0.53
050US48271,0.0,0.0,1.0,,0.2
050US51650,0.97,0.0,0.03,1.0,0.0
050US37143,0.0,0.0,1.0,,1.0
050US29221,0.0,0.2,0.8,,0.8
050US39069,0.0,0.0,1.0,,0.69
050US29075,0.0,0.0,1.0,,1.0
050US29079,0.0,0.0,1.0,,0.45
050US29165,0.75,0.25,0.0,,0.16
050US17111,0.54,0.42,0.04,,0.1
050US30107,0.0,0.0,1.0,,1.0
050US46047,0.0,0.0,1.0,,0.5
050US37191,0.62,0.31,0.08,,0.46
050US38001,0.0,0.0,1.0,,1.0
050US29225,0.0,1.0,0.0,,0.74
050US36085,0.97,0.0,0.03,,0.0
050US28059,0.76,0.21,0.03,,0.27
050US29093,0.0,0.0,1.0,,0.75
050US56037,0.0,0.92,0.08,,0.11
050US54079,0.9,0.1,0.0,,0.36
050US39089,0.75,0.25,0.0,,0.36
050US45085,0.83,0.17,0.0,,0.32
050US46007,0.0,0.0,1.0,,1.0
050US18089,0.97,0.03,0.01,,0.04
050US18107,0.0,0.56,0.44,,0.53
050US18161,0.0,0.0,1.0,,1.0
050US19021,0.0,0.33,0.67,,0.44
050US36117,0.22,0.48,0.3,,0.61
050US48177,0.0,0.0,1.0,,0.65
050US48191,0.0,0.0,1.0,,1.0
050US48219,0.0,0.86,0.14,,0.4
050US12005,0.89,0.09,0.02,,0.12
050US48257,0.0,0.94,0.06,,0.49
050US31021,0.0,0.0,1.0,,1.0
050US36011,0.0,0.45,0.55,,0.56
050US31141,0.0,0.71,0.29,,0.31
050US31145,0.0,0.0,1.0,,0.32
050US31149,0.0,0.0,1.0,,1.0
050US48247,0.0,0.0,1.0,,0.17
050US48021,0.0,1.0,0.0,,0.64
050US29111,0.0,0.0,1.0,,1.0
050US53001,0.0,0.6,0.4,,0.4
050US53063,0.89,0.11,0.0,,0.14
050US40153,0.0,0.6,0.4,,0.44
050US17139,0.0,0.5,0.5,,0.69
050US55091,0.0,0.0,1.0,,1.0
050US37033,0.0,0.33,0.67,,0.99
050US37185,0.0,0.17,0.83,,1.0
050US37187,0.0,0.0,1.0,,0.68
050US33005,0.0,0.31,0.69,,0.65
050US35001,0.97,0.03,0.0,,0.04
050US28107,0.0,0.33,0.67,,0.79
050US36027,0.73,0.09,0.18,,0.25
050US17193,0.0,0.0,1.0,,0.62
050US18047,0.0,0.2,0.8,,0.89
050US02185,0.0,0.0,1.0,,0.59
050US05111,0.0,0.71,0.29,,0.71
050US38015,0.79,0.21,0.0,,0.19
050US29025,0.0,1.0,0.0,,1.0
050US29091,0.0,0.25,0.75,,0.72
050US20191,0.0,0.5,0.5,,0.63
050US21039,0.0,0.0,1.0,,1.0
050US48197,0.0,0.0,1.0,,1.0
050US31067,0.0,0.71,0.29,,0.44
050US31077,0.0,0.0,1.0,,1.0
050US46065,0.0,0.75,0.25,,0.25
050US54051,0.78,0.22,0.0,,0.49
050US31097,0.0,0.5,0.5,,1.0
050US20145,0.0,0.0,1.0,,0.32
050US26123,0.0,0.18,0.82,,0.84
050US31127,0.0,0.0,1.0,,0.52
050US37109,0.22,0.61,0.17,,0.55
050US37197,0.0,0.86,0.14,,0.85
050US31083,0.0,0.0,1.0,,1.0
050US31093,0.0,0.5,0.5,,1.0
050US55071,0.0,0.65,0.35,,0.39
050US42113,0.0,0.0,1.0,,1.0
050US48209,0.72,0.2,0.08,,0.32
050US48233,0.0,0.86,0.14,,0.23
050US48307,0.0,0.0,1.0,,0.35
050US31173,0.0,0.0,1.0,,1.0
050US31175,0.0,0.0,1.0,,1.0
050US35006,0.0,0.71,0.29,,0.55
050US35009,0.0,0.92,0.08,,0.14
050US31131,0.0,0.2,0.8,,0.55
050US31139,0.0,0.0,1.0,,1.0
050US48123,0.0,0.0,1.0,,0.5
050US48125,0.0,0.0,1.0,,1.0
050US51680,1.0,0.0,0.0,,0.03
050US51683,1.0,0.0,0.0,,0.0
050US13005,0.0,0.0,1.0,,0.69
050US13045,0.24,0.53,0.24,,0.42
050US21163,0.25,0.75,0.0,,0.86
050US21191,0.0,1.0,0.0,,1.0
050US39051,0.11,0.33,0.56,,0.56
050US30065,0.0,0.5,0.5,,1.0
050US35013,0.83,0.12,0.05,,0.19
050US55083,0.0,0.18,0.82,,0.81
050US48077,0.0,1.0,0.0,,0.75
050US48081,0.0,0.5,0.5,,1.0
050US40099,0.0,0.0,1.0,,0.46
050US13087,0.0,0.71,0.29,,0.56
050US27155,0.0,0.0,1.0,,1.0
050US27159,0.0,0.0,1.0,,0.67
050US27169,0.0,0.8,0.2,,0.35
050US36049,0.0,0.29,0.71,,0.87
050US39059,0.0,0.5,0.5,,0.61
050US05027,0.0,0.4,0.6,,0.57
050US48087,0.0,0.0,1.0,,1.0
050US48235,0.0,1.0,0.0,,1.0
050US48243,0.0,0.0,1.0,,1.0
050US48249,0.0,0.71,0.29,,0.4
050US29181,0.0,0.0,1.0,,1.0
050US31013,0.0,0.0,1.0,,0.25
050US48281,0.0,0.4,0.6,,0.68
050US48291,0.0,0.64,0.36,,0.63
050US41009,0.1,0.8,0.1,,0.44
050US28065,0.0,0.0,1.0,,1.0
050US28069,0.0,0.0,1.0,,1.0
050US29107,0.0,0.43,0.57,,0.57
050US13061,0.0,0.0,1.0,,1.0
050US28039,0.0,0.0,1.0,,0.88
050US37081,0.93,0.06,0.01,,0.13
050US37119,0.99,0.0,0.01,,0.01
050US37171,0.0,0.59,0.41,,0.69
050US28005,0.0,0.0,1.0,,1.0
050US28113,0.0,0.5,0.5,,0.59
050US17025,0.0,0.0,1.0,,0.65
050US55049,0.0,0.33,0.67,,0.8
050US48253,0.0,0.33,0.67,,0.85
050US51550,0.95,0.05,0.0,,0.08
050US46129,0.0,0.0,1.0,,0.36
050US51065,0.0,1.0,0.0,,0.63
050US51520,1.0,0.0,0.0,,0.0
050US28063,0.0,0.0,1.0,,1.0
050US28127,0.0,1.0,0.0,,0.85
050US17049,0.0,0.5,0.5,,0.6
050US01007,0.0,1.0,0.0,,0.68
050US30097,0.0,0.0,1.0,,1.0
050US01019,0.0,0.5,0.5,,0.86
050US28015,0.0,0.0,1.0,,1.0
050US55031,0.69,0.23,0.08,,0.39
050US01085,0.0,1.0,0.0,,1.0
050US55101,0.76,0.16,0.09,,0.12
050US28135,0.0,0.0,1.0,,0.81
050US28145,0.0,0.0,1.0,,0.76
050US55129,0.0,0.0,1.0,,0.83
050US46051,0.0,0.0,1.0,,0.55
050US41057,0.0,0.0,1.0,,0.7
050US46045,0.0,0.0,1.0,,1.0
050US20081,0.0,0.0,1.0,,1.0
050US20093,0.0,0.0,1.0,,1.0
050US46043,0.0,0.0,1.0,,1.0
050US29053,0.0,0.4,0.6,,0.53
050US30103,0.0,0.0,1.0,,1.0
050US35028,0.0,0.0,1.0,,0.11
050US28019,0.0,0.0,1.0,,1.0
050US37181,0.0,0.6,0.4,,0.54
050US28073,0.5,0.38,0.12,,0.5
050US46057,0.0,0.0,1.0,,1.0
050US55135,0.0,0.08,0.92,,0.65
050US28025,0.0,0.0,1.0,,0.56
050US48085,0.78,0.22,0.0,,0.05
050US48095,0.0,1.0,0.0,,1.0
050US48111,0.0,0.0,1.0,,0.24
050US48115,0.0,0.75,0.25,,0.16
050US36021,0.0,0.38,0.62,,0.73
050US30109,0.0,0.0,1.0,,1.0
050US29131,0.0,0.2,0.8,,0.8
050US28155,0.0,0.0,1.0,,1.0
050US29039,0.0,0.0,1.0,,0.75
050US48047,0.0,0.0,1.0,,0.32
050US48105,0.0,0.0,1.0,,0.23
050US28031,0.0,0.75,0.25,,1.0
050US28035,0.88,0.12,0.0,,0.3
050US05125,0.71,0.24,0.05,,0.36
050US21143,0.0,0.0,1.0,,1.0
050US39081,0.65,0.3,0.04,,0.39
050US37005,0.0,0.0,1.0,,1.0
050US34039,1.0,0.0,0.0,,0.0
050US29051,0.8,0.2,0.0,,0.29
050US21219,0.0,0.25,0.75,,1.0
050US22049,0.0,0.2,0.8,,0.66
050US06049,0.0,0.0,1.0,,0.7
050US06087,0.91,0.08,0.02,,0.12
050US17033,0.0,0.0,1.0,,0.6
050US40119,0.0,0.59,0.41,,0.34
050US29147,0.0,0.4,0.6,,0.43
050US29151,0.0,1.0,0.0,,1.0
050US46091,0.0,0.0,1.0,,1.0
050US35027,0.0,0.0,1.0,,0.53
050US35053,0.0,0.17,0.83,,0.5
050US39031,0.0,0.5,0.5,,0.61
050US39033,0.0,0.77,0.23,,0.35
050US21073,0.0,0.82,0.18,,0.28
050US28099,0.0,0.0,1.0,,0.74
050US28147,0.0,0.0,1.0,,1.0
050US51750,1.0,0.0,0.0,,0.03
050US40123,0.0,0.5,0.5,,0.54
050US27059,0.0,0.88,0.12,,0.62
050US37041,0.0,0.0,1.0,,0.68
050US39037,0.0,0.33,0.67,,0.66
050US26105,0.0,0.33,0.67,,0.63
050US48439,1.0,0.0,0.0,,0.01
050US16055,0.72,0.24,0.04,,0.24
050US39057,0.8,0.17,0.03,,0.15
050US39065,0.0,0.0,1.0,,0.55
050US29185,0.0,0.0,1.0,,1.0
050US21047,0.21,0.42,0.37,,0.29
050US21081,0.0,1.0,0.0,,0.65
050US46103,0.83,0.09,0.09,1.0,0.21
050US37061,0.0,0.0,1.0,,0.86
050US01045,0.07,0.79,0.14,,0.51
050US31159,0.0,0.25,0.75,,0.6
050US31165,0.0,0.0,1.0,,1.0
050US31111,0.0,0.62,0.38,,0.31
050US31115,0.0,0.0,1.0,,1.0
050US56011,0.0,0.0,1.0,,1.0
050US56017,0.0,0.0,1.0,,0.31
050US56023,0.0,0.0,1.0,,0.83
050US56027,0.0,0.0,1.0,,1.0
050US12063,0.0,0.09,0.91,,0.75
050US27055,0.2,0.2,0.6,,0.57
050US01105,0.0,0.0,1.0,,1.0
050US02122,0.0,0.0,1.0,,0.79
050US25023,0.94,0.04,0.02,,0.1
050US46061,0.0,0.0,1.0,,1.0
050US47095,0.0,0.0,1.0,,1.0
050US47099,0.0,0.36,0.64,,0.76
050US56007,0.0,0.0,1.0,,0.42
050US55093,0.0,0.38,0.62,,0.54
050US55097,0.0,0.71,0.29,,0.36
050US38039,0.0,0.0,1.0,,1.0
050US46115,0.0,0.0,1.0,,1.0
050US18049,0.0,0.0,1.0,,0.65
050US18057,1.0,0.0,0.0,,0.06
050US18077,0.0,0.71,0.29,,0.45
050US18127,0.79,0.15,0.06,,0.21
050US38029,0.0,0.0,1.0,,1.0
050US38057,0.0,0.0,1.0,,0.65
050US12101,0.95,0.04,0.01,,0.09
050US47179,0.78,0.22,0.0,,0.26
050US20163,0.0,0.0,1.0,,1.0
050US39023,0.84,0.16,0.0,,0.24
050US39139,0.7,0.23,0.07,,0.32
050US30017,0.0,0.0,1.0,,0.18
050US40129,0.0,0.0,1.0,,1.0
050US40149,0.0,0.0,1.0,,0.75
050US27085,0.0,0.29,0.71,,0.47
050US31179,0.0,0.0,1.0,,0.42
050US31183,0.0,0.0,1.0,,1.0
050US32017,0.0,1.0,0.0,,1.0
050US32021,0.0,0.0,1.0,,0.32
050US32027,0.0,0.0,1.0,,1.0
050US37003,0.14,0.71,0.14,,0.73
050US35005,0.0,0.75,0.25,,0.24
050US30021,0.0,0.0,1.0,,0.28
050US49031,0.0,0.0,1.0,,1.0
050US18019,0.77,0.23,0.0,,0.21
050US38043,0.0,0.0,1.0,,1.0
050US29083,0.0,0.0,1.0,,0.5
050US39041,0.86,0.14,0.0,,0.19
050US46037,0.0,0.0,1.0,,1.0
050US47061,0.0,0.0,1.0,,1.0
050US47069,0.0,0.17,0.83,,0.8
050US47071,0.0,0.0,1.0,,0.68
050US29097,0.73,0.18,0.09,,0.24
050US32029,0.0,1.0,0.0,,0.93
050US39027,0.0,0.44,0.56,,0.55
050US21091,0.0,0.67,0.33,,0.89
050US12081,0.95,0.04,0.01,,0.06
050US41037,0.0,0.0,1.0,,0.63
050US48121,0.94,0.06,0.0,,0.07
050US48133,0.0,0.0,1.0,,0.6
050US48269,0.0,0.0,1.0,,1.0
050US48327,0.0,0.0,1.0,,1.0
050US28101,0.0,0.0,1.0,,0.87
050US29117,0.0,0.0,1.0,,0.37
050US29121,0.0,0.0,1.0,,0.68
050US46027,0.0,0.67,0.33,,0.24
050US17055,0.0,0.08,0.92,,0.49
050US16081,0.0,0.0,1.0,,1.0
050US05079,0.0,0.75,0.25,,1.0
050US20201,0.0,0.0,1.0,,1.0
050US20205,0.0,0.0,1.0,,0.73
050US48447,0.0,0.0,1.0,,1.0
050US29139,0.0,0.25,0.75,,0.79
050US47103,0.0,0.0,1.0,,0.72
050US31121,0.0,0.33,0.67,,0.59
050US31125,0.0,0.0,1.0,,1.0
050US46135,0.0,0.6,0.4,,0.35
050US05127,0.0,0.33,0.67,,0.7
050US13199,0.0,0.5,0.5,,0.83
050US21211,0.0,0.78,0.22,,0.47
050US40091,0.0,0.17,0.83,,0.87
050US19037,0.0,0.0,1.0,,0.74
050US55141,0.0,0.71,0.29,,0.37
050US30079,0.0,0.0,1.0,,1.0
050US38019,0.0,0.0,1.0,,1.0
050US38021,0.0,0.0,1.0,,1.0
050US47027,0.0,0.0,1.0,,1.0
050US47047,0.0,1.0,0.0,,0.79
050US55027,0.0,0.45,0.55,,0.49
050US21015,0.82,0.14,0.05,,0.13
050US21087,0.0,0.0,1.0,,1.0
050US20167,0.0,0.0,1.0,,0.41
050US27035,0.0,0.31,0.69,,0.63
050US18033,0.0,0.78,0.22,,0.42
050US18039,0.83,0.08,0.08,,0.21
050US36015,0.86,0.14,0.0,,0.24
050US48305,0.0,0.67,0.33,,0.57
050US13091,0.0,0.17,0.83,,0.72
050US46033,0.0,0.5,0.5,,1.0
050US36109,0.65,0.35,0.0,,0.43
050US40085,0.0,0.0,1.0,,1.0
050US37071,0.83,0.12,0.05,,0.2
050US21019,0.85,0.15,0.0,,0.25
050US12011,0.99,0.0,0.0,,0.0
050US13119,0.0,0.2,0.8,,0.89
050US19149,0.0,0.33,0.67,,0.63
050US47023,0.0,0.33,0.67,,0.65
050US08007,0.0,0.0,1.0,,0.59
050US38083,0.0,0.0,1.0,,1.0
050US20127,0.0,0.0,1.0,,1.0
050US20129,0.0,0.0,1.0,,1.0
050US20133,0.0,0.0,1.0,,0.45
050US17013,0.0,0.5,0.5,,1.0
050US12015,0.95,0.03,0.03,,0.09
050US27017,0.0,0.57,0.43,,0.55
050US31163,0.0,0.0,1.0,,1.0
050US29141,0.0,0.0,1.0,,1.0
050US29145,0.17,0.58,0.25,,0.64
050US46031,0.0,0.0,1.0,,1.0
050US36039,0.0,0.47,0.53,,0.73
050US47083,0.0,0.67,0.33,,1.0
050US55133,0.92,0.08,0.0,,0.1
050US21009,0.0,0.3,0.7,,0.63
050US29205,0.0,0.0,1.0,,1.0
050US29211,0.0,0.0,1.0,,1.0
050US48331,0.0,0.29,0.71,,0.56
050US48363,0.0,0.67,0.33,,0.5
050US36041,0.0,0.25,0.75,,1.0
050US36093,0.93,0.07,0.0,,0.08
050US28077,0.0,0.0,1.0,,1.0
050US22089,1.0,0.0,0.0,,0.11
050US22093,0.0,1.0,0.0,,0.28
050US20187,0.0,0.0,1.0,,1.0
050US23009,0.0,0.22,0.78,,0.9
050US27049,0.0,0.4,0.6,,0.47
050US13129,0.0,0.56,0.44,,0.52
050US29007,0.0,0.57,0.43,,0.41
050US42015,0.0,0.36,0.64,,0.72
050US46029,0.0,0.71,0.29,,0.22
050US28097,0.0,0.0,1.0,,0.6
050US38009,0.0,0.0,1.0,,1.0
050US38011,0.0,0.0,1.0,,1.0
050US29215,0.0,0.0,1.0,,0.99
050US29219,0.0,1.0,0.0,,0.63
050US18045,0.0,0.2,0.8,,0.66
050US27065,0.0,0.0,1.0,,0.77
050US21035,0.0,0.56,0.44,,0.49
050US21053,0.0,0.0,1.0,,1.0
050US28111,0.0,1.0,0.0,,1.0
050US29045,0.0,0.0,1.0,,1.0
050US29073,0.0,0.0,1.0,,0.81
050US54077,0.0,0.5,0.5,,0.9
050US35041,0.0,0.6,0.4,,0.36
050US44005,0.91,0.04,0.04,,0.12
050US37073,0.0,1.0,0.0,,1.0
050US38013,0.0,0.0,1.0,,1.0
050US19051,0.0,0.0,1.0,,1.0
050US05035,0.8,0.2,0.0,,0.21
050US51760,1.0,0.0,0.0,,0.0
050US53023,0.0,0.0,1.0,,1.0
050US20003,0.0,0.0,1.0,,0.59
050US20047,0.0,0.0,1.0,,1.0
050US20119,0.0,0.0,1.0,,1.0
050US20157,0.0,0.0,1.0,,1.0
050US50015,0.0,0.14,0.86,,1.0
050US40059,0.0,0.0,1.0,,1.0
050US31063,0.0,0.0,1.0,,1.0
