HEROP_ID,Age15_24P,ForDqP,ForDqTot
050US38083,8.61,7.3,6.0
050US20127,9.67,8.4,27.5
050US20129,12.83,5.4,19.0
050US20133,12.65,11.2,41.4
050US17013,10.68,16.5,36.5
050US12015,7.88,22.14,347.78
050US27017,11.51,8.74,59.71
050US31163,9.73,9.7,25.0
050US29141,10.78,9.72,48.8
050US29145,12.96,9.25,65.6
050US46031,13.6,16.03,3.0
050US36039,11.98,6.77,42.27
050US47083,11.68,12.0,27.67
050US55133,12.15,4.83,45.68
050US21009,12.46,11.73,52.4
050US29205,11.3,8.83,16.67
050US29211,10.51,6.97,11.0
050US48331,13.32,10.67,33.0
050US48363,12.47,8.26,23.56
050US36041,11.67,6.6,11.5
050US36093,13.08,8.67,38.55
050US28077,12.88,15.07,70.67
050US22089,13.35,7.62,41.23
050US22093,12.88,12.24,34.86
050US20187,11.78,14.3,26.0
050US23009,9.8,8.65,35.5
050US27049,11.31,8.5,56.9
050US13129,13.0,15.04,109.0
050US29007,12.49,9.8,40.71
050US42015,11.08,8.03,35.29
050US46029,12.26,4.55,26.33
050US28097,10.44,15.07,64.33
050US38009,12.43,2.6,5.67
050US38011,11.83,3.8,5.5
050US29215,10.93,8.18,34.5
050US29219,11.35,9.25,138.25
050US18045,12.1,14.5,66.6
050US27065,11.19,15.0,85.25
050US21035,22.83,6.92,29.88
050US21053,11.66,15.3,46.5
050US28111,12.64,18.9,105.0
050US29045,10.59,10.13,21.33
050US29073,11.0,11.5,39.6
050US54077,10.42,7.01,26.5
050US35041,22.19,7.08,26.75
050US44005,12.72,6.66,47.23
050US37073,11.13,9.9,41.0
050US38013,7.82,3.5,2.5
050US19051,12.71,7.4,24.5
050US05035,13.85,16.23,52.88
050US51760,15.56,9.91,46.71
050US53023,8.95,6.15,8.0
050US20003,12.05,9.0,38.0
050US20047,8.96,11.9,21.0
050US20119,14.55,5.6,11.0
050US20157,9.37,10.4,18.67
050US50015,12.82,5.19,24.71
050US40059,9.57,15.25,21.5
050US31063,15.91,9.6,22.0
050US41029,11.3,7.3,69.56
050US16011,14.37,6.68,42.5
050US38069,9.98,2.8,5.0
050US39005,15.36,11.41,75.18
050US17095,13.91,11.81,56.62
050US21157,10.36,9.0,58.5
050US40139,15.99,7.08,24.6
050US48137,11.92,8.5,6.0
050US48217,12.49,9.91,20.25
050US48299,7.68,6.0,28.67
050US18011,11.94,9.36,89.22
050US20121,11.57,9.24,65.62
050US31143,11.42,9.15,25.0
050US32005,9.69,8.79,95.9
050US31087,9.53,16.5,39.0
050US31117,6.17,10.0,1.0
050US42109,15.83,9.14,54.71
050US23005,12.36,5.25,42.23
050US17035,10.73,12.4,48.67
050US17039,11.2,10.02,54.4
050US20041,11.12,7.67,33.83
050US20137,11.06,6.5,43.0
050US42025,10.44,10.21,118.8
050US20179,7.02,5.1,6.5
050US26151,11.62,12.72,56.77
050US17079,10.96,11.9,44.0
050US51021,9.93,8.15,20.0
050US40109,13.1,9.43,36.37
050US40083,14.83,9.61,49.75
050US40137,11.77,9.91,57.9
050US29123,11.19,10.87,47.0
050US29187,12.22,9.66,86.44
050US41041,8.77,4.6,24.8
050US17155,10.63,10.4,48.0
050US18023,12.57,14.78,93.38
050US18063,12.64,8.45,149.23
050US18145,11.84,15.97,127.89
050US26161,22.28,9.69,52.34
050US38041,7.69,9.3,9.5
050US40063,13.37,14.36,28.0
050US35023,10.57,11.85,21.5
050US37157,11.46,10.02,56.75
050US37195,12.84,11.7,53.72
050US31181,11.12,9.35,18.0
050US37151,12.23,8.69,59.75
050US17101,11.54,14.94,51.6
050US12003,13.22,12.8,92.5
050US53003,10.71,5.38,25.67
050US19011,11.8,6.3,31.86
050US31007,7.61,6.9,2.0
050US40025,8.18,11.65,10.5
050US40147,11.79,11.54,53.62
050US41053,16.88,4.58,40.25
050US51840,14.84,11.38,88.2
050US13175,12.71,16.25,54.92
050US08123,13.61,16.01,183.97
050US27009,11.87,10.27,88.83
050US27057,9.4,9.03,32.0
050US26069,9.2,10.65,38.42
050US18135,11.91,16.41,78.25
050US31027,11.52,6.2,26.0
050US31043,14.73,8.47,49.5
050US55045,10.99,7.94,49.75
050US46025,10.35,7.45,12.0
050US17117,11.76,13.41,71.46
050US56009,11.43,3.88,15.0
050US42077,13.22,9.45,69.25
050US49053,13.59,11.21,185.78
050US18153,11.99,16.46,90.2
050US19123,12.74,8.19,32.57
050US21117,11.97,9.8,62.02
050US29186,11.86,8.3,47.25
050US31099,11.49,9.55,40.5
050US21105,11.6,10.5,58.0
050US13247,14.17,17.23,178.33
050US17077,24.65,9.01,30.27
050US18183,11.61,10.44,76.71
050US27007,17.45,10.3,40.67
050US19015,12.29,7.37,42.43
050US31045,24.63,7.5,26.0
050US29229,11.74,9.07,43.0
050US30041,14.36,3.94,9.71
050US31005,11.0,12.6,2.0
050US12043,10.93,13.97,32.67
050US39015,11.72,15.62,109.0
050US35025,14.65,10.3,42.23
050US38031,10.82,2.95,6.0
050US13147,10.77,13.62,77.2
050US05097,10.43,9.33,18.33
050US06105,8.99,12.75,42.25
050US08107,11.86,6.91,38.38
050US12103,9.87,16.37,142.24
050US13017,12.53,18.18,67.4
050US51183,12.48,11.6,30.75
050US13071,13.29,14.17,52.33
050US41063,5.95,5.87,14.67
050US39029,11.46,15.42,94.21
050US48027,15.89,7.37,45.06
050US19065,13.29,9.03,33.86
050US19093,10.84,12.73,32.67
050US13033,12.99,17.06,49.14
050US48375,13.39,9.44,30.03
050US48461,11.72,13.75,14.5
050US48495,15.97,13.23,26.33
050US19119,11.56,5.6,26.33
050US17087,11.69,11.97,38.0
050US51590,12.25,14.51,59.93
050US27079,11.89,10.48,71.67
050US42087,11.36,11.1,52.83
050US20007,9.57,8.2,22.0
050US20117,10.0,8.32,19.75
050US19121,11.38,10.4,85.0
050US19151,10.28,9.17,30.33
050US19179,13.1,9.07,36.55
050US27039,12.5,9.88,57.8
050US27063,11.37,8.92,29.5
050US48415,13.62,9.88,36.5
050US27111,10.87,7.01,33.31
050US27165,12.87,12.67,59.33
050US19107,11.24,10.28,31.0
050US20207,9.12,10.9,16.5
050US21061,13.03,14.23,66.0
050US38079,13.88,7.55,10.75
050US48193,11.11,7.77,16.67
050US48433,8.88,15.9,16.0
050US48505,15.17,12.43,27.67
050US13297,12.99,13.03,208.0
050US15005,2.67,0.0,0.0
050US19033,11.7,6.32,46.8
050US17201,12.57,13.4,83.43
050US19059,10.21,8.9,45.4
050US19183,11.85,6.44,33.8
050US20075,13.91,9.8,23.0
050US01011,14.28,17.42,25.5
050US39113,13.19,14.99,91.73
050US18167,18.73,15.58,74.27
050US37067,13.77,8.33,54.37
050US19063,15.13,7.68,29.0
050US27115,10.88,13.53,53.12
050US13231,13.42,13.57,88.0
050US26021,12.28,10.56,50.49
050US39141,12.0,13.11,64.71
050US51820,10.52,7.2,38.6
050US48059,10.77,8.95,43.5
050US55033,22.56,10.28,59.38
050US28045,11.66,10.7,110.17
050US27143,11.61,10.32,46.0
050US20039,8.99,6.3,10.0
050US27105,12.7,9.22,35.5
050US19177,11.1,8.9,30.5
050US20011,13.5,9.72,31.2
050US55087,12.91,6.86,52.43
050US39063,13.21,12.37,105.54
050US39149,12.9,10.48,78.1
050US28079,14.63,15.1,55.8
050US29155,13.39,13.58,41.0
050US54053,10.47,9.97,68.5
050US27149,23.22,7.5,26.33
050US36023,21.17,6.95,33.17
050US01003,11.29,10.39,123.17
050US01109,25.97,9.28,27.75
050US04015,9.62,14.95,214.1
050US05091,12.3,8.12,34.78
050US55017,11.06,9.43,79.18
050US55019,12.62,10.03,42.38
050US38047,10.48,4.9,8.0
050US38049,10.34,4.03,5.33
050US47171,11.12,11.18,55.75
050US26059,13.87,12.61,64.25
050US28139,14.41,17.75,92.75
050US26029,10.88,8.91,27.8
050US26111,12.65,7.11,48.22
050US35059,9.13,11.0,40.0
050US39085,11.72,10.91,74.91
050US35031,15.14,11.32,11.84
050US41071,14.37,5.69,55.07
050US27025,12.14,12.33,172.57
050US12085,9.56,17.7,182.42
050US40029,12.21,10.45,20.5
050US28009,13.68,21.2,92.0
050US33011,12.77,7.53,60.58
050US36001,18.22,7.52,39.63
050US23029,10.85,14.93,39.46
050US50023,12.72,4.72,20.53
050US01127,11.93,11.64,41.17
050US02164,16.29,8.5,7.0
050US29059,10.95,10.93,64.33
050US29063,11.37,8.55,39.0
050US36007,17.69,8.43,35.55
050US28131,17.02,13.45,126.0
050US29049,11.71,10.05,84.25
050US48099,17.09,6.99,40.0
050US22027,11.4,12.96,31.2
050US24037,13.66,5.35,74.2
050US26047,11.73,8.9,52.56
050US29217,13.81,8.83,30.17
050US04019,15.73,10.25,89.45
050US56043,12.15,3.67,15.0
050US20005,18.84,11.97,60.5
050US46013,14.47,3.96,17.11
050US46017,18.85,23.5,8.5
050US31049,8.87,14.8,37.0
050US55109,12.07,10.82,157.5
050US55137,9.48,11.49,55.29
050US56025,12.2,4.55,29.35
050US40049,12.3,11.56,33.78
050US51800,11.93,10.03,107.62
050US17045,10.9,17.26,91.2
050US50001,17.12,4.59,18.1
050US47007,10.9,16.3,68.67
050US26113,11.56,12.1,50.25
050US26129,10.2,11.81,41.25
050US36037,12.19,7.35,40.6
050US50013,10.94,6.15,40.5
050US38073,11.02,4.0,8.0
050US46069,8.94,2.4,2.0
050US56021,13.04,3.48,28.56
050US31185,13.27,7.35,34.5
050US33019,10.6,11.66,63.3
050US19193,14.21,7.54,39.07
050US55115,10.9,9.59,48.91
050US51035,10.29,8.12,37.33
050US01031,12.4,6.82,23.29
050US01123,12.25,9.72,49.78
050US35049,10.86,4.99,28.12
050US47011,13.95,10.26,73.47
050US31107,10.84,6.28,11.25
050US21233,12.0,13.22,47.5
050US53069,11.15,6.0,30.0
050US55095,10.79,15.33,110.6
050US55125,8.01,6.08,60.4
050US41013,9.37,9.45,97.25
050US36005,14.68,10.72,14.5
050US36055,14.04,7.99,42.01
050US48319,13.24,3.95,7.5
050US48359,17.99,9.0,12.0
050US48425,12.76,7.2,21.0
050US51670,12.09,9.56,53.0
050US54029,10.29,9.44,44.22
050US28119,13.12,19.97,60.67
050US55053,11.34,13.24,48.2
050US19039,10.91,10.47,33.0
050US12091,12.74,12.51,134.27
050US36035,11.56,10.25,40.8
050US39109,11.57,10.41,87.1
050US31085,6.89,14.9,8.0
050US31147,10.15,7.38,22.5
050US51530,19.97,8.0,80.0
050US28057,15.29,14.26,66.2
050US29037,12.29,8.12,81.47
050US47051,15.16,9.54,53.62
050US16017,9.83,5.21,40.89
050US20099,12.08,11.44,33.38
050US31017,7.36,9.0,28.0
050US40015,12.76,11.71,36.0
050US19091,10.52,10.3,32.75
050US29209,9.85,8.84,94.6
050US28081,12.78,11.45,106.64
050US55047,10.81,10.38,46.0
050US55055,13.84,7.45,43.6
050US05087,12.55,10.4,41.0
050US08087,13.11,14.05,59.75
050US39093,12.93,14.6,95.72
050US46053,10.07,6.9,11.5
050US46102,18.05,,
050US48393,14.35,8.6,8.0
050US36089,17.44,8.57,35.61
050US38025,12.01,7.2,4.0
050US35035,14.6,6.32,26.15
050US06029,15.23,21.32,230.01
050US06071,15.42,21.87,336.62
050US08063,9.97,15.67,31.33
050US54009,13.51,11.4,54.71
050US31135,8.74,10.0,27.0
050US17001,11.47,9.87,48.72
050US51071,10.88,7.15,41.25
050US32019,10.51,13.29,257.86
050US48013,13.66,11.34,33.12
050US48023,11.47,11.3,18.0
050US48033,9.77,17.9,3.0
050US48071,13.76,8.92,50.0
050US55041,12.0,8.75,34.5
050US39045,12.99,10.23,88.96
050US05033,12.47,8.31,69.88
050US29163,12.76,10.92,37.6
050US36083,13.98,8.61,39.8
050US54105,10.21,9.7,47.0
050US48019,9.6,7.68,38.25
050US51770,10.91,8.19,50.22
050US51775,17.4,3.84,35.6
050US13275,12.08,12.15,48.36
050US31079,12.86,9.69,51.07
050US08045,12.11,3.87,75.71
050US02198,11.03,,
050US13227,10.59,12.15,105.17
050US48181,12.63,8.89,46.08
050US48195,15.63,6.85,18.0
050US48211,13.1,7.75,11.5
050US48295,12.05,8.05,8.5
050US51620,9.9,13.8,69.5
050US55103,11.65,11.6,43.6
050US55065,11.97,8.8,31.8
050US13281,16.6,9.17,63.33
050US47137,10.06,10.8,49.0
050US46083,11.42,7.8,67.75
050US31129,10.48,9.9,24.0
050US31157,12.38,9.54,37.91
050US48297,11.01,9.4,20.75
050US46081,15.95,4.12,28.0
050US31001,15.51,9.4,36.78
050US55078,16.2,15.4,50.0
050US51710,20.72,8.74,38.19
050US51735,12.78,2.78,21.75
050US29169,26.06,4.51,35.43
050US20103,12.51,7.74,55.93
050US51660,35.61,3.42,25.33
050US38063,9.42,3.43,4.33
050US38081,11.0,8.9,7.67
050US31019,19.05,6.78,28.7
050US31011,11.24,7.45,18.0
050US31015,8.57,10.1,15.0
050US29175,12.99,11.43,48.0
050US30025,10.71,4.3,10.0
050US48101,7.95,9.8,13.0
050US48259,12.8,4.65,46.5
050US48463,15.29,8.72,33.2
050US19145,11.63,10.32,36.0
050US31101,9.29,10.57,37.0
050US55013,9.02,9.35,44.67
050US36003,19.21,8.87,34.92
050US29065,10.7,10.35,31.75
050US55009,13.34,7.44,55.58
050US47017,13.1,13.92,72.17
050US51640,7.52,8.9,73.0
050US55061,11.31,8.64,61.6
050US20197,11.54,8.0,30.5
050US51700,15.77,9.28,71.83
050US55063,19.71,7.28,44.84
050US50021,13.13,7.35,28.6
050US46019,11.85,6.45,37.0
050US48325,14.14,10.03,47.33
050US48329,13.56,6.93,38.93
050US48335,17.15,11.83,17.67
050US51077,10.08,9.07,43.33
050US08025,20.52,22.3,64.0
050US55131,11.52,5.46,59.4
050US34017,11.3,10.57,44.08
050US17037,23.12,8.58,61.38
050US29153,9.48,7.45,18.0
050US30011,7.59,5.0,1.0
050US31069,6.67,10.2,18.0
050US12017,8.46,14.13,172.22
050US20161,35.54,3.37,15.92
050US21059,12.26,7.84,45.74
050US39173,21.33,11.7,83.92
050US17093,12.99,12.35,350.25
050US17127,10.12,11.65,47.75
050US39087,11.41,12.75,58.67
050US35043,12.23,6.55,66.31
050US37045,13.56,11.32,85.94
050US55035,20.11,6.93,47.29
050US55099,9.74,7.23,24.17
050US31057,10.03,10.3,13.0
050US31075,12.67,11.0,4.0
050US31105,10.23,13.6,54.0
050US28061,12.79,16.48,61.75
050US17119,12.11,10.46,71.1
050US21121,13.47,15.39,44.86
050US21177,13.36,12.76,47.89
050US54103,11.44,10.06,35.6
050US55107,10.91,12.6,39.4
050US48443,5.57,10.6,6.0
050US48491,12.37,6.6,76.83
050US51009,12.63,7.18,34.33
050US51047,12.21,11.78,234.2
050US39145,12.95,15.93,64.15
050US40003,9.83,10.1,16.67
050US46119,11.87,4.8,6.0
050US19031,10.98,6.54,31.0
050US20019,9.86,11.1,29.0
050US20079,14.0,5.65,43.0
050US20107,10.99,11.35,64.0
050US46101,10.77,6.1,19.5
050US55117,12.09,8.2,56.76
050US55139,15.61,8.06,50.05
050US05081,10.95,10.65,32.25
050US12083,10.15,17.11,197.22
050US13127,11.98,9.87,91.42
050US29115,11.7,9.88,27.6
050US51119,9.77,3.28,14.6
050US51139,10.52,9.16,64.0
050US51730,12.5,14.91,59.67
050US37129,16.23,6.73,78.09
050US37167,12.35,9.91,64.82
050US38077,17.42,3.33,10.0
050US45079,19.75,9.25,64.35
050US06017,11.41,13.48,156.25
050US12125,10.74,16.4,41.67
050US19085,11.36,9.86,40.6
050US47015,10.88,10.37,50.33
050US48159,12.36,8.47,22.67
050US32007,13.58,12.45,52.33
050US17163,12.76,13.73,79.91
050US30111,11.96,2.89,22.33
050US31025,11.46,8.53,58.67
050US22019,12.99,9.29,44.76
050US47141,18.56,7.08,40.69
050US47175,10.26,12.15,31.5
050US48039,12.7,10.14,76.64
050US48223,12.1,8.86,30.38
050US48321,12.79,10.49,48.57
050US48387,12.18,13.62,25.8
050US46137,17.31,5.68,1.6
050US47059,12.24,10.88,48.87
050US01099,12.96,15.13,46.43
050US42129,11.29,8.14,42.79
050US48003,14.45,9.85,30.0
050US48265,11.78,6.53,36.0
050US48293,12.78,10.99,24.62
050US48437,12.0,8.4,18.33
050US06067,12.92,15.95,162.49
050US17143,12.99,8.67,47.15
050US01079,11.23,11.57,44.56
050US19069,10.49,10.27,45.67
050US16067,13.97,8.32,44.2
050US42057,11.37,9.53,47.67
050US27037,12.25,7.63,73.72
050US05139,11.75,10.16,44.0
050US27051,9.62,11.4,42.0
050US48075,15.64,9.7,24.5
050US45031,12.94,13.12,58.69
050US17169,10.36,9.2,22.67
050US17171,11.43,9.8,32.0
050US54091,10.04,9.25,40.5
050US13173,12.62,17.85,98.5
050US48237,14.14,7.58,12.75
050US20035,14.35,9.21,34.64
050US13131,11.32,13.38,48.33
050US20155,12.64,7.88,39.35
050US12117,12.61,14.74,164.33
050US13013,12.34,14.33,278.43
050US45049,12.11,17.02,53.6
050US48063,12.84,11.15,62.5
050US16077,12.63,7.1,32.0
050US49015,12.97,6.65,19.25
050US02105,7.32,,
050US22039,14.74,12.46,46.88
050US51097,10.56,8.8,37.0
050US06007,18.16,10.38,77.14
050US13241,10.2,7.97,70.33
050US01025,13.07,16.69,56.29
050US08067,12.7,3.58,38.9
050US13263,11.29,16.9,31.0
050US21037,14.05,8.6,43.54
050US16047,12.84,5.65,41.5
050US48255,14.14,10.8,19.5
050US47111,12.22,14.15,114.0
050US48153,13.03,10.45,32.5
050US48169,14.47,10.2,27.0
050US17199,11.01,9.37,48.43
050US46021,9.69,6.6,5.0
050US28093,13.45,17.56,141.2
050US29089,16.37,9.87,33.33
050US36101,11.9,8.25,29.13
050US37063,13.42,8.68,53.92
050US35029,13.65,13.45,43.67
050US29003,11.83,9.75,53.75
050US29015,8.81,8.55,27.5
050US51690,11.02,15.56,61.2
050US19129,11.66,6.54,28.2
050US21023,11.59,10.07,32.0
050US37135,21.46,2.96,18.41
050US38091,10.0,5.1,9.0
050US08095,12.62,8.55,22.0
050US48207,13.69,14.1,33.0
050US54075,9.33,6.43,25.33
050US25015,26.3,6.56,45.16
050US21115,11.29,12.03,37.0
050US39161,12.46,17.22,92.22
050US29043,12.02,8.26,88.0
050US13097,14.2,15.94,276.0
050US13155,14.72,16.2,58.5
050US38075,9.06,3.6,8.0
050US38093,14.38,3.29,11.57
050US39003,14.03,19.52,81.62
050US39021,12.79,13.44,117.86
050US01081,22.49,5.86,51.57
050US26127,12.5,11.98,86.17
050US26145,13.83,13.33,71.62
050US49039,20.53,7.34,38.0
050US50005,12.84,7.13,23.4
050US51167,10.85,14.3,63.67
050US51595,10.91,11.55,36.0
050US51678,55.12,5.4,40.0
050US41069,9.61,10.1,10.0
050US42085,13.97,12.42,49.12
050US22061,29.02,10.11,38.7
050US28027,15.52,14.67,60.86
050US51061,12.17,8.08,118.0
050US55029,8.74,5.13,31.3
050US21095,11.25,15.47,32.67
050US47079,10.44,12.27,48.33
050US42125,12.15,8.12,34.76
050US06015,10.96,11.5,49.33
050US16003,8.73,8.9,29.5
050US21107,11.38,12.53,59.33
050US16049,10.6,5.44,15.8
050US36063,12.36,8.57,41.42
050US51117,10.86,8.09,38.62
050US13153,13.39,10.56,110.84
050US23001,12.37,11.6,59.71
050US21185,13.54,5.92,56.27
050US27047,10.45,10.42,49.2
050US28003,12.8,12.2,65.86
050US28123,12.64,14.7,56.17
050US42039,13.27,10.46,48.25
050US18025,11.37,18.7,65.67
050US21161,12.75,10.4,40.6
050US27003,12.19,11.14,95.46
050US31155,11.4,6.94,37.4
050US45075,14.77,16.4,66.05
050US48201,13.84,11.0,76.27
050US39011,12.44,10.36,74.4
050US20115,13.55,8.03,26.25
050US20165,10.03,15.25,27.5
050US26107,22.87,9.24,38.42
050US40051,12.62,11.35,52.64
050US40077,14.64,11.97,28.0
050US18081,12.72,12.34,156.21
050US29103,13.9,7.0,9.0
050US29127,13.0,9.26,40.88
050US29161,19.98,7.45,27.7
050US39049,13.59,13.4,85.9
050US22007,13.2,11.23,37.83
050US05059,11.25,10.29,45.86
050US05143,18.71,8.6,72.91
050US40011,8.95,11.24,23.2
050US29179,11.21,13.65,28.5
050US40097,12.7,10.71,47.75
050US26049,13.08,18.44,99.26
050US21057,11.66,12.3,36.0
050US39111,10.68,12.9,37.75
050US46105,11.8,6.3,10.0
050US42093,10.05,7.03,39.0
050US08057,8.18,7.4,8.0
050US33009,16.47,7.28,41.89
050US39101,11.89,15.39,85.61
050US30063,17.43,3.18,26.58
050US36111,12.83,9.14,43.92
050US23017,10.97,10.86,53.0
050US45013,12.44,9.56,108.81
050US34011,12.41,12.24,69.23
050US48345,9.0,33.3,28.0
050US25027,13.85,12.64,90.67
050US47187,12.76,3.64,68.0
050US04025,9.75,9.73,171.08
050US08079,4.98,7.1,10.0
050US41067,12.18,4.2,45.88
050US18013,10.44,9.5,66.5
050US26081,13.84,11.64,86.94
050US26085,9.86,13.0,88.0
050US55081,11.47,12.0,65.0
050US21149,11.33,11.77,26.25
050US29071,12.06,8.81,98.2
050US29213,13.73,9.08,142.0
050US30091,10.16,5.42,5.75
050US19155,12.78,8.08,35.84
050US18087,14.76,13.91,80.43
050US18113,12.98,15.28,100.9
050US29101,24.19,7.07,45.22
050US18151,14.36,10.66,62.0
050US26157,11.84,11.76,66.93
050US29129,12.72,8.2,10.5
050US36087,13.96,6.11,46.66
050US47067,10.58,14.22,14.75
050US47033,11.82,16.82,61.4
050US47159,12.19,13.06,62.0
050US48073,13.68,11.27,32.45
050US30047,11.68,4.66,13.78
050US31059,10.94,9.8,32.5
050US22013,11.85,13.62,27.8
050US22085,11.65,12.6,28.43
050US24013,13.11,4.76,51.77
050US26109,11.04,8.53,37.25
050US04027,15.63,17.72,142.85
050US13105,11.07,16.64,63.4
050US21223,12.06,15.45,91.5
050US31061,10.05,12.75,17.0
050US47077,11.5,14.65,66.33
050US48031,10.44,6.05,32.0
050US16057,28.59,3.11,15.0
050US37011,12.71,5.25,31.75
050US21225,19.04,12.33,67.67
050US48501,13.37,8.45,25.5
050US37077,12.84,13.16,98.86
050US13163,12.71,18.82,59.5
050US13221,10.79,13.97,83.0
050US24041,9.49,4.33,33.56
050US26083,8.45,7.5,8.67
050US16005,14.98,5.04,28.59
050US49013,13.08,5.9,30.5
050US51001,10.33,7.36,36.78
050US51109,10.07,7.9,106.0
050US51163,10.26,5.47,33.25
050US53017,12.77,4.88,30.25
050US05075,14.21,12.26,44.6
050US05131,13.58,5.75,35.12
050US06065,14.6,24.32,300.3
050US01069,12.09,9.02,52.62
050US01121,12.79,11.95,49.68
050US04012,9.29,10.6,23.0
050US13039,16.49,9.91,111.0
050US40087,12.25,9.3,77.2
050US27027,19.06,5.22,31.77
050US27113,11.76,9.7,27.6
050US29099,11.76,8.52,109.19
050US48117,14.87,7.76,31.2
050US48147,12.2,10.66,30.33
050US17065,10.55,10.65,21.5
050US45033,12.59,16.03,60.17
050US31073,9.68,7.0,14.0
050US39075,15.62,10.2,46.5
050US48171,10.42,5.3,22.0
050US55079,13.7,14.44,61.08
050US26139,17.99,8.21,90.11
