HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP,TotPopHh,TotVetPop,TotWrkE,Age45_49,Age50_54,AgeOv18,DisbP,VetP,NonRelFhhP,NonRelNfhhP,MedInc,PciE,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,Ndvi
050US12017,12017,143087,79115,70356,5454,11885,6350,5753,34858,11412,11649,51358,36.48,35.89,92.71,2.92,5.5,0.31,1.75,0.0,2.3,11.93,0.15,16.7,8.6,20.67,140513,19331,45771.0,7352,9119,121714,21.4,15.88,2.93,15.77,23347.0,25983.0,0.46,6.89,17.64,17.24,15.55,24101.0,52.66,14.34,22.71,21.49,18.55,135.96,581.91,19.0,0.03,0.0,0.18
050US12019,12019,207291,79765,126982,11571,28178,14590,11925,79159,15183,12374,30931,57.36,14.92,80.05,10.28,9.67,0.1,2.93,0.05,6.59,8.89,0.24,10.6,7.5,7.98,205924,26154,93396.0,14547,15348,157913,13.6,16.75,2.6,21.27,31125.0,29138.0,0.42,7.92,14.16,14.21,13.89,42500.0,45.51,7.38,12.93,18.6,26.29,131.89,604.78,25.0,0.04,0.0,0.17
050US12021,12021,363922,210825,187275,16696,36303,18503,17710,107139,22936,25255,112279,44.0,30.85,88.11,6.97,27.5,0.28,1.24,0.01,3.4,13.59,0.18,12.3,4.6,33.15,359738,27717,154513.0,20720,22594,299554,11.4,9.26,3.79,22.45,30451.0,43256.0,0.52,5.0,18.95,10.74,12.53,78016.0,50.49,10.86,5.07,16.65,27.33,105.61,1996.31,30.0,0.02,0.0,0.1
050US12023,12023,69105,28893,41530,4129,8482,4274,4406,25479,4633,5016,12424,55.12,17.98,77.05,17.74,5.96,0.32,0.9,0.09,3.9,13.31,0.22,17.4,9.5,13.53,64249,7356,25965.0,4302,4640,53954,19.5,13.64,3.75,20.23,25282.0,23901.0,0.47,6.4,15.46,17.38,14.79,14526.0,55.94,17.18,36.51,24.1,26.64,36.23,797.55,8.0,0.01,0.0,0.2
050US12027,12027,36399,15102,21494,1872,3973,2475,2161,14195,1997,2285,7760,55.06,21.32,83.69,12.14,31.19,0.24,0.53,0.13,3.27,27.33,0.2,28.5,5.0,20.57,32880,2236,13309.0,2054,2263,29254,14.1,7.64,3.29,19.22,21293.0,18311.0,0.45,5.18,40.69,7.12,11.87,9428.0,70.84,37.6,29.31,18.77,30.12,23.72,636.69,3.0,0.0,0.0,0.19
050US12029,12029,16437,9413,9654,733,1770,897,667,5263,1256,1382,3732,47.25,22.7,86.63,8.3,3.94,0.23,0.1,0.13,4.61,20.67,0.19,23.1,5.5,30.73,14874,1729,4768.0,972,1329,13386,24.5,12.92,3.97,18.12,21102.0,20527.0,0.48,6.48,30.31,12.35,9.44,3031.0,63.57,35.44,49.98,34.72,22.84,13.35,705.1,2.0,0.0,0.0,0.23
050US12031,12031,924229,403548,590806,62490,114774,54020,64238,386225,62214,54211,123480,60.97,13.36,60.28,29.63,9.32,0.23,4.66,0.07,5.13,10.45,0.23,15.5,6.6,12.18,904027,82809,440797.0,58422,62413,714286,13.5,11.79,3.35,22.57,29433.0,30012.0,0.47,6.78,12.73,13.7,12.22,189917.0,43.08,12.64,4.7,20.13,43.31,528.94,762.93,108.0,0.14,0.0,0.13
050US12033,12033,311522,140523,195797,18844,35988,21626,26479,126823,21588,19877,50472,58.31,16.2,68.13,21.94,5.55,0.48,3.17,0.13,6.14,9.16,0.21,13.9,6.5,15.5,293526,33709,134938.0,17809,20121,246269,15.0,14.19,2.5,22.09,26327.0,26730.0,0.44,9.45,11.86,12.82,16.56,60364.0,44.73,13.55,7.1,24.26,38.86,213.9,656.97,33.0,0.05,0.0,0.13
050US12035,12035,107139,50961,56823,4331,10835,6053,4472,30613,7924,8729,31580,42.73,29.48,82.63,10.57,10.11,0.16,2.52,0.01,4.1,7.98,0.17,11.9,5.5,20.27,106619,11025,40662.0,6196,6931,88403,16.0,12.47,3.53,27.16,26150.0,27689.0,0.42,8.18,14.79,14.8,14.17,18523.0,45.55,12.38,4.74,14.97,24.2,105.04,485.14,6.0,0.01,0.0,0.16
050US12037,12037,11736,8675,7302,516,1115,505,634,4241,856,914,2515,50.03,21.43,80.74,13.76,5.44,0.2,0.45,0.54,4.3,19.72,0.16,20.7,7.5,50.47,10081,1141,4158.0,748,831,9817,21.8,11.62,2.15,11.62,23971.0,25037.0,0.5,6.4,17.2,9.76,12.0,2585.0,62.17,18.56,21.37,26.24,24.34,15.91,545.14,4.0,0.01,0.0,0.19
050US12039,12039,46017,19866,28317,2699,5821,2433,2936,16934,3036,3647,7614,55.31,16.55,41.51,55.76,10.12,0.16,0.61,0.03,1.93,20.66,0.22,24.6,7.8,14.02,42153,3420,16386.0,2943,3323,35931,20.1,9.53,2.91,12.41,25351.0,20158.0,0.44,11.25,18.72,14.31,10.84,8247.0,50.33,36.6,29.19,33.86,28.96,38.48,516.29,9.0,0.02,0.0,0.25
050US12041,12041,17615,7486,10536,851,1884,1507,1483,6601,1382,1110,3517,53.0,19.97,91.42,6.3,5.67,0.18,0.22,0.0,1.88,14.07,0.2,17.9,6.1,13.02,16271,1449,6775.0,1082,1188,14053,21.0,10.31,4.43,14.89,22136.0,21379.0,0.42,9.76,21.51,13.3,15.53,3737.0,55.16,28.16,50.63,33.25,16.43,21.41,349.69,2.0,0.01,0.0,0.19
050US12043,12043,13363,7013,7771,439,1408,745,715,4578,917,838,3463,48.08,25.91,79.53,13.93,20.88,3.98,0.4,0.0,2.16,24.4,0.16,17.0,10.8,36.79,12004,1202,3763.0,670,1050,11234,20.4,10.7,2.17,22.56,21239.0,21020.0,0.43,6.46,25.86,7.65,16.58,2092.0,55.59,34.87,51.42,21.55,20.55,8.69,806.61,1.0,0.0,0.0,0.18
050US12045,12045,16055,9460,10227,781,1350,801,946,6110,1234,1059,3195,51.33,19.9,77.99,18.75,4.73,0.37,0.54,0.17,2.18,15.09,0.16,13.9,7.4,43.35,13654,1657,5654.0,1123,1203,13422,18.6,12.38,2.22,21.64,23810.0,21255.0,0.41,6.03,15.44,13.65,9.04,3076.0,54.4,23.26,20.36,25.55,24.67,17.09,553.42,5.0,0.01,0.0,0.19
050US12047,12047,14269,5805,9201,669,1597,813,1057,5637,1248,748,2351,55.39,16.48,60.61,34.5,9.33,0.58,0.15,0.0,4.15,23.86,0.19,29.5,14.6,22.74,10953,945,3658.0,929,1090,11552,22.6,8.18,1.55,19.15,19349.0,15097.0,0.47,11.56,29.14,12.82,9.68,2022.0,55.28,31.0,43.38,34.37,29.99,11.3,513.78,2.0,0.0,0.0,0.22
050US12049,12049,27228,9730,15804,1765,4191,1973,1976,10847,1477,1409,4206,61.71,15.45,81.4,7.75,43.46,0.17,0.78,0.08,9.83,24.23,0.27,26.7,6.0,20.12,25039,1270,10011.0,1686,1647,20010,10.1,6.35,2.65,18.52,22312.0,18257.0,0.48,7.56,31.96,8.69,11.45,6152.0,61.45,35.05,28.39,28.06,33.83,15.26,637.58,1.0,0.0,0.0,0.19
050US12051,12051,40127,14728,24047,2840,6121,2960,2921,16484,2571,1737,5287,63.41,13.18,80.12,11.52,52.88,1.93,0.81,0.0,5.63,34.27,0.27,26.8,8.3,18.34,38170,1729,16808.0,2360,2727,29334,12.7,5.89,4.82,24.24,20652.0,18900.0,0.47,6.82,42.25,7.88,9.39,10834.0,64.46,29.65,39.69,21.08,33.79,12.74,1156.22,5.0,0.0,0.0,0.17
050US12053,12053,182696,86209,98479,8223,19212,9935,8786,55661,13076,13183,50317,45.48,27.54,89.4,5.09,12.87,0.31,1.27,0.01,3.92,12.6,0.19,14.3,7.4,14.69,180582,18643,66227.0,10849,12175,148796,19.1,12.54,3.08,20.7,23935.0,24551.0,0.43,6.73,15.69,15.64,15.9,32443.0,48.99,12.52,16.81,18.23,22.22,182.35,472.77,20.0,0.04,0.0,0.16
050US12055,12055,102101,55578,48896,4835,9843,4569,4807,28049,6473,7108,35532,41.85,34.8,79.75,9.19,19.59,0.24,1.48,0.01,9.33,15.26,0.17,19.2,10.8,26.18,100274,11294,32793.0,4739,5522,84428,20.4,13.38,3.12,16.74,20862.0,23722.0,0.48,7.82,17.53,17.11,16.69,17407.0,53.08,21.95,25.48,20.48,24.65,54.63,1017.29,10.0,0.01,0.0,0.13
050US12057,12057,1378883,571869,873449,87034,175475,88614,92002,575843,85819,77648,189676,60.8,13.76,70.38,16.62,28.03,0.31,4.0,0.07,8.61,11.6,0.23,15.3,6.1,9.69,1357819,92149,665406.0,93678,93710,1063125,11.5,8.71,3.16,25.66,29190.0,31173.0,0.48,8.34,13.7,13.41,11.53,275209.0,41.36,9.91,7.05,17.12,41.95,559.64,1021.84,116.0,0.11,0.0,0.13
050US12059,12059,19430,8687,11779,898,2206,1088,1177,7112,1378,1318,3849,52.58,19.81,88.91,6.85,2.74,1.11,0.78,0.37,1.99,22.57,0.2,25.6,10.7,19.24,17602,1746,6567.0,1347,1322,15628,24.0,11.21,3.42,16.42,21394.0,18574.0,0.45,7.45,24.84,12.24,13.49,3663.0,55.78,22.79,33.12,30.24,23.5,18.14,478.85,4.0,0.01,0.0,0.24
050US12061,12061,150984,79216,77860,6447,14126,7661,7109,41992,10142,12758,47735,41.44,31.62,86.2,9.02,12.26,0.27,1.29,0.04,3.18,11.27,0.17,12.2,7.1,27.54,149413,15309,56931.0,8085,9699,125595,16.6,12.2,2.58,22.07,26332.0,35172.0,0.53,7.39,16.47,14.41,15.29,26880.0,47.22,15.17,7.75,19.52,21.89,157.56,502.78,14.0,0.03,0.0,0.12
050US12063,12063,48472,21058,30458,2371,5018,2922,2791,18947,3546,3019,8981,54.33,18.53,68.97,27.11,4.77,0.64,0.32,0.12,2.84,19.3,0.19,20.6,8.8,19.77,40548,4254,16418.0,3259,3331,39439,19.6,10.79,3.03,13.53,22934.0,18882.0,0.45,9.0,15.97,18.0,13.59,9014.0,54.9,26.12,29.84,30.05,28.69,22.93,918.17,13.0,0.01,0.0,0.22
050US12065,12065,14105,6694,8684,611,1320,517,747,4772,959,1307,3101,47.52,21.99,62.56,34.51,4.01,0.55,0.21,0.0,2.17,17.93,0.16,14.1,4.9,13.79,11788,1117,5247.0,926,1109,11785,16.4,9.48,2.01,4.9,27807.0,23448.0,0.45,10.96,16.09,14.83,10.84,2536.0,48.33,23.03,36.78,37.62,22.27,11.19,598.07,3.0,0.0,0.0,0.26
050US12067,12067,8744,3181,5601,543,1013,574,468,3684,664,480,1177,59.93,13.46,79.09,16.09,14.44,0.15,0.0,2.14,2.53,23.87,0.22,20.1,13.5,34.14,7188,502,2456.0,650,533,6778,17.2,7.41,3.99,28.86,21574.0,19870.0,0.48,13.88,23.37,7.29,12.83,1206.0,49.1,21.15,45.99,33.86,21.1,5.85,543.37,,,,0.22
050US12069,12069,335362,153983,181642,16662,37331,18031,16249,106056,21764,23325,88151,47.72,26.29,83.0,10.52,14.93,0.42,1.96,0.06,4.04,10.69,0.2,12.5,6.5,15.45,331548,32822,135768.0,20318,21755,269793,16.4,12.17,2.65,17.75,26152.0,27052.0,0.43,7.11,15.45,14.01,13.72,61792.0,45.51,11.25,19.13,15.71,25.68,161.97,950.69,28.0,0.03,0.0,0.14
050US12071,12071,718679,388044,390673,33878,73290,37240,36430,226129,48381,52227,198022,46.38,27.55,84.76,8.6,20.75,0.19,1.58,0.06,4.81,12.0,0.18,14.0,5.9,29.94,708374,58758,299106.0,41429,45323,588695,13.6,9.99,3.4,23.81,27201.0,31924.0,0.48,6.58,16.17,13.78,14.74,143945.0,48.13,10.36,9.48,13.73,29.39,496.21,782.01,65.0,0.08,0.0,0.1
050US12073,12073,288102,128876,198388,14957,29867,25901,47346,145747,15926,15541,35700,66.15,12.39,61.73,31.05,6.27,0.2,3.51,0.03,3.48,6.36,0.19,20.4,7.8,12.38,274084,15342,145442.0,14849,15515,234088,11.4,6.56,2.55,36.6,27255.0,29754.0,0.49,15.16,6.69,11.81,11.33,49878.0,34.29,8.82,7.92,18.8,46.94,193.27,666.83,27.0,0.04,0.0,0.2
050US12075,12075,39961,20424,22612,2012,4541,2248,1989,12569,2958,3372,9401,47.85,23.53,87.61,8.67,8.18,0.3,0.63,0.0,2.8,15.73,0.2,20.7,6.8,19.54,39563,4538,14954.0,2277,2831,32013,19.9,14.18,4.33,16.91,21766.0,22025.0,0.45,8.59,26.27,12.95,14.24,8656.0,57.88,28.53,49.23,23.78,22.81,18.26,1118.23,4.0,0.0,0.0,0.2
050US12077,12077,8365,3586,5667,375,763,536,684,3536,624,577,1305,55.88,15.6,80.69,15.03,5.79,1.08,0.24,0.0,2.96,18.63,0.17,13.0,11.3,33.6,6909,506,2425.0,616,569,6972,24.5,7.26,2.29,15.52,21277.0,17197.0,0.43,7.3,24.7,11.46,12.49,1392.0,57.4,28.51,46.82,30.97,24.7,4.29,835.56,,,,0.23
050US12079,12079,18474,8581,11313,921,1982,1139,982,6846,1339,1268,3642,52.77,19.71,57.65,38.75,5.23,0.38,1.05,0.01,2.16,19.31,0.19,28.2,5.7,22.13,16378,1140,6169.0,1225,1251,14955,19.1,7.62,3.51,7.4,19460.0,19223.0,0.5,13.05,20.7,13.96,13.58,3337.0,54.09,36.01,41.18,34.63,23.11,12.32,696.53,2.0,0.0,0.0,0.23
050US12081,12081,373853,187302,204447,18190,39836,19579,18459,115792,26653,27555,98927,46.49,26.46,85.52,8.65,16.19,0.26,2.07,0.07,3.43,10.77,0.19,12.5,5.9,23.3,369545,32682,156850.0,22378,24522,303374,14.1,10.78,3.21,23.47,28380.0,32070.0,0.47,7.04,17.25,13.8,14.09,71748.0,45.74,11.25,15.66,16.46,28.41,252.04,743.13,27.0,0.04,0.0,0.1
050US12083,12083,348371,167450,184201,17419,36549,17686,17685,106458,24078,23612,98883,46.05,28.38,81.86,12.6,12.74,0.28,1.54,0.08,3.65,12.66,0.19,16.6,8.8,18.47,338698,36262,122825.0,19707,21665,283084,18.1,12.82,3.25,18.45,23374.0,24570.0,0.45,7.08,17.72,15.33,16.0,61104.0,49.75,16.07,20.75,19.82,24.16,105.42,1588.4,29.0,0.02,0.0,0.18
050US12085,12085,157581,79801,83943,6439,14768,8009,7055,44135,11861,12452,47411,41.47,30.09,87.82,5.76,13.39,0.52,1.35,0.08,4.45,9.45,0.17,10.5,5.3,19.97,153673,14743,65578.0,9576,10939,131354,15.2,11.26,2.17,19.51,29585.0,40389.0,0.53,6.82,18.76,14.56,10.87,28983.0,44.2,11.17,9.72,21.46,21.86,146.75,543.78,18.0,0.03,0.0,0.11
050US12086,12086,2715516,1016653,1737646,157507,302579,157350,175212,1101878,174395,152250,423353,57.52,15.59,75.19,17.75,67.97,0.17,1.59,0.03,5.27,18.51,0.2,18.0,6.3,14.42,2668307,50015,1301540.0,199433,204121,2160999,10.1,2.32,3.59,23.48,23332.0,26838.0,0.52,7.3,13.59,12.73,11.84,591679.0,45.46,18.58,1.29,22.8,48.39,535.43,1898.74,352.0,0.19,0.0,0.06
050US12087,12087,76325,53423,48534,3550,6137,3417,3621,25889,6463,6446,16263,46.61,21.31,88.66,7.07,23.85,0.15,1.28,0.14,2.69,8.69,0.15,11.8,2.9,42.01,74137,6692,40392.0,5352,6225,64797,11.1,10.53,5.04,30.38,33713.0,43477.0,0.51,5.21,13.52,9.25,11.68,19594.0,48.51,11.42,12.82,21.85,40.4,54.35,983.02,27.0,0.03,0.0,0.04
050US12089,12089,80578,37991,47583,4009,9134,4500,4015,27110,6341,6199,16835,49.96,20.89,90.67,6.06,4.04,0.34,1.02,0.0,1.91,8.63,0.2,10.2,4.7,17.77,79776,8691,36402.0,5043,5907,64418,16.0,13.59,2.56,16.93,30760.0,35335.0,0.45,7.9,17.54,11.66,10.62,17467.0,47.98,9.57,18.24,19.63,21.52,58.57,648.68,11.0,0.02,0.0,0.17
050US12091,12091,200737,96376,125176,13322,24342,11067,14503,81378,14132,11871,31003,59.3,15.44,78.44,9.8,9.03,0.51,3.02,0.17,8.07,8.17,0.22,11.5,5.6,19.69,194936,33350,87493.0,11323,13366,156179,15.2,22.71,3.12,21.16,30675.0,31901.0,0.43,6.64,13.23,10.9,12.14,39473.0,45.12,10.19,5.4,21.84,37.0,103.6,930.23,30.0,0.03,0.0,0.12
050US12093,12093,40572,18640,23920,2382,4831,2586,2489,15175,2456,2736,7793,55.18,19.21,86.6,8.7,25.18,0.82,0.94,0.21,2.73,24.97,0.22,22.7,7.1,26.19,37507,3026,14722.0,2401,2798,31713,15.2,9.54,3.58,21.03,22571.0,19943.0,0.44,8.65,29.24,11.01,13.03,9132.0,62.03,31.54,37.38,23.96,28.24,24.24,768.85,5.0,0.01,0.0,0.19
050US12095,12095,1321194,526428,873856,82019,164705,88442,106036,602359,79201,66182,150264,64.27,11.37,63.89,20.98,30.91,0.22,5.16,0.08,9.68,11.51,0.22,16.1,6.0,12.88,1289093,63263,661930.0,89094,87370,1024120,10.9,6.18,3.48,30.6,26996.0,28859.0,0.49,7.11,12.01,11.99,11.73,279744.0,42.26,10.34,3.75,15.46,45.33,583.28,902.54,112.0,0.12,0.0,0.12
050US12097,12097,338619,144054,211436,21663,47142,24138,23131,144799,18926,17595,43188,63.08,12.75,72.87,11.51,52.98,0.45,2.7,0.11,12.36,13.24,0.25,16.3,6.3,31.17,336711,16497,155492.0,23138,22168,254624,14.4,6.48,3.53,31.05,22594.0,21331.0,0.43,6.41,11.08,10.4,14.98,78050.0,50.2,13.28,7.76,10.21,38.89,108.5,1327.7,31.0,0.02,0.0,0.13
050US12099,12099,1446277,682671,829358,74181,155839,81182,80323,499972,97722,89902,336908,50.47,23.29,74.02,18.56,21.85,0.17,2.69,0.04,4.52,11.8,0.19,12.8,6.5,19.7,1425793,83423,669887.0,92886,98867,1166266,12.3,7.15,2.96,23.96,29493.0,37998.0,0.52,7.17,13.81,13.17,13.08,288248.0,43.03,11.72,2.78,19.45,31.39,347.31,1965.61,150.0,0.08,0.0,0.09
050US12101,12101,510593,240220,291649,26529,59000,29072,25880,172644,35034,32996,114764,50.56,22.48,87.62,5.57,14.55,0.35,2.52,0.07,3.87,10.95,0.2,13.5,6.5,17.06,503015,46474,208871.0,34110,35516,406413,16.2,11.45,2.9,22.08,26474.0,27786.0,0.45,8.41,14.8,14.77,14.07,91433.0,43.77,13.38,19.48,16.47,27.99,321.72,746.67,41.0,0.05,0.0,0.15
050US12103,12103,957875,507692,570063,42635,88172,45352,49164,313272,76526,74092,228495,46.36,23.85,81.71,10.28,9.43,0.28,3.33,0.1,4.31,8.89,0.17,13.0,5.7,19.69,940268,85825,446120.0,61913,72770,798558,15.3,10.76,2.74,21.79,28724.0,33478.0,0.49,6.93,13.52,15.44,12.79,181906.0,40.78,13.33,9.26,23.82,34.26,1854.6,273.75,90.0,0.33,0.0,0.09
050US12105,12105,668671,291796,385255,39134,84684,42132,40950,246839,41060,41329,133538,55.43,19.97,77.79,15.21,21.53,0.33,1.7,0.05,4.93,15.18,0.22,16.6,6.9,20.75,655969,48252,273691.0,40332,41755,518793,15.4,9.31,3.31,24.28,25525.0,23812.0,0.44,7.74,16.51,12.01,14.77,137859.0,50.37,18.01,21.29,19.0,31.47,162.37,1797.15,52.0,0.03,0.0,0.14
050US12107,12107,72766,37284,40870,4177,8853,3938,3958,23322,5696,5389,16270,49.96,22.36,79.94,16.09,9.88,0.29,0.57,0.01,3.09,19.07,0.21,24.8,10.5,24.19,71286,7239,24985.0,3968,5091,57140,18.0,12.68,3.84,18.85,20318.0,19976.0,0.46,8.29,26.45,15.21,13.49,14569.0,58.31,23.7,43.39,26.4,26.97,51.22,727.86,6.0,0.01,0.0,0.19
050US12109,12109,235503,103522,138719,11949,29960,15392,11530,80537,18033,15668,45239,51.99,19.21,88.63,5.41,6.69,0.36,2.78,0.07,2.75,5.41,0.22,8.4,4.9,16.67,233087,20611,108015.0,16693,17424,183958,11.3,11.25,1.66,29.48,35191.0,41393.0,0.47,8.67,13.22,11.75,11.5,38495.0,35.64,7.99,7.23,16.28,21.5,172.33,600.71,29.0,0.05,0.0,0.16
050US12111,12111,305591,139960,172423,15920,34869,17731,16515,102594,22179,19793,71109,50.19,23.27,73.22,20.07,18.54,0.35,1.89,0.09,4.39,13.88,0.2,15.0,6.5,19.35,302619,24634,126185.0,18486,20641,243532,15.7,10.12,2.96,22.65,25509.0,25736.0,0.45,6.62,15.66,16.24,16.41,66644.0,52.81,11.99,8.47,17.04,26.81,244.82,571.68,24.0,0.04,0.0,0.12
050US12113,12113,170442,70389,106339,9728,21297,10908,10022,66003,12214,10482,26193,56.93,15.37,85.58,6.07,5.4,0.53,1.89,0.26,5.67,8.44,0.22,9.8,5.6,12.85,164176,24233,72986.0,11634,12891,132532,15.9,18.69,2.62,23.81,30510.0,30904.0,0.42,7.11,14.32,14.65,12.31,32322.0,44.29,8.24,10.89,18.92,24.58,69.53,1012.37,12.0,0.01,0.0,0.13
050US12115,12115,412144,237131,206322,14882,33847,18040,17292,105480,30382,33263,145841,37.42,35.39,91.23,4.52,8.97,0.17,1.68,0.03,2.37,7.18,0.15,9.7,4.7,23.86,406434,42744,166424.0,22107,26342,352163,15.5,12.14,2.64,20.73,30629.0,39364.0,0.48,5.9,14.4,16.05,13.86,76249.0,45.82,10.92,9.2,19.73,26.21,425.83,556.87,51.0,0.09,0.0,0.1
050US12117,12117,455086,188529,290745,24115,54600,28215,29175,184514,30329,28677,67463,57.84,14.82,77.23,11.66,20.69,0.21,4.39,0.07,6.44,5.71,0.21,11.4,5.6,11.26,451022,27352,226769.0,32309,33079,358208,10.3,7.65,2.6,26.24,31618.0,33419.0,0.46,8.71,12.5,13.32,11.5,80395.0,35.45,7.86,2.82,21.03,34.81,609.34,309.4,46.0,0.15,0.0,0.14
050US12119,12119,120999,69130,44876,2142,5227,2795,2505,19809,6835,11262,67271,22.46,55.6,88.8,7.46,5.65,0.31,0.9,0.04,2.5,8.43,0.07,8.8,4.7,20.97,111601,19434,25437.0,3795,4658,112147,19.6,17.33,0.9,14.62,26741.0,33629.0,0.43,6.48,14.88,13.89,16.15,11636.0,45.74,10.81,15.67,12.66,10.24,124.09,557.11,11.0,0.02,0.0,0.17
050US12121,12121,43924,19264,25540,2157,5902,2045,2851,15327,3076,2955,8836,53.24,20.12,82.84,13.18,9.02,0.15,0.13,0.07,3.62,18.53,0.22,17.8,7.3,21.7,42342,4210,16817.0,2595,3076,34376,19.5,12.25,2.26,27.33,21668.0,21755.0,0.47,5.14,21.97,14.07,13.97,10010.0,59.52,19.06,51.76,22.95,28.12,27.98,688.55,2.0,0.0,0.0,0.2
050US12123,12123,22098,11074,13640,1028,2583,1002,1397,8388,1368,1644,4222,54.3,19.11,74.65,22.07,4.24,0.34,0.36,0.15,2.42,22.55,0.19,19.8,6.2,33.57,18193,1372,6486.0,1447,1418,17862,22.7,7.68,3.25,14.83,20104.0,16919.0,0.42,8.88,24.75,11.19,13.72,3636.0,56.06,24.73,32.13,32.19,18.5,10.61,1043.31,4.0,0.0,0.0,0.23
050US12125,12125,15239,4567,10142,849,1542,787,850,6338,1130,1033,2211,57.28,14.51,73.69,21.88,5.51,0.73,0.56,0.03,3.12,23.09,0.19,22.0,8.7,14.78,9724,1627,3724.0,1009,1127,12353,15.4,13.17,2.29,11.69,21277.0,15475.0,0.47,8.59,16.08,13.37,10.18,2112.0,56.71,27.25,46.51,22.73,30.88,18.75,243.55,2.0,0.01,0.0,0.23
050US12127,12127,527634,259323,307820,25018,52342,29299,31769,176326,40265,39677,125506,48.08,23.79,82.39,10.8,13.38,0.4,1.77,0.03,4.6,10.02,0.18,15.2,5.6,17.87,518008,50303,220015.0,31616,36884,433326,17.0,11.61,3.14,22.64,25739.0,27272.0,0.46,8.05,16.22,13.75,13.85,103978.0,47.26,16.47,8.73,21.99,29.89,235.48,1101.24,55.0,0.05,0.0,0.13
050US12129,12129,31877,13319,20616,1553,3993,1788,1560,12444,2358,2200,4432,56.44,13.9,82.2,14.87,3.65,0.12,0.62,0.0,2.18,12.07,0.21,11.5,5.2,16.9,28374,2908,13328.0,2388,2509,25048,16.2,11.66,2.98,16.2,31653.0,24322.0,0.38,11.88,16.69,10.59,9.13,5740.0,43.07,15.33,27.58,23.49,19.34,21.96,606.42,7.0,0.01,0.0,0.24
050US12131,12131,65858,50699,39675,3876,7306,3406,3061,22621,5137,5003,12784,51.33,19.41,86.68,4.69,6.12,0.61,0.98,0.14,6.9,11.52,0.2,14.7,5.2,47.86,63911,6101,29404.0,4268,4863,52459,16.6,11.68,2.75,19.99,27391.0,33731.0,0.5,6.31,18.03,9.86,11.87,12608.0,42.88,13.89,13.58,19.21,26.03,48.86,1037.74,14.0,0.01,0.0,0.17
050US12133,12133,24566,10863,15428,1256,2778,1475,1429,9501,1894,1425,4263,55.1,17.35,80.51,15.48,3.61,1.25,0.61,0.46,1.7,18.77,0.2,22.4,8.7,21.9,21787,2068,8527.0,1602,1847,19691,19.6,10.51,2.33,18.62,20671.0,18112.0,0.44,5.08,21.38,14.04,11.55,5083.0,59.61,21.74,38.36,27.89,22.55,18.58,584.67,,,,0.22
050US13001,13001,18454,8543,10793,1206,2593,1344,988,6682,1313,1159,3052,56.8,16.54,76.04,18.22,9.77,0.39,0.75,0.0,4.59,25.55,0.25,23.3,5.9,21.78,17926,1050,7296.0,1087,1362,13845,19.1,7.59,3.49,10.68,21294.0,20421.0,0.44,10.62,36.92,10.14,12.27,4621.0,63.34,32.77,37.16,32.48,26.95,16.81,508.27,3.0,0.01,0.0,0.2
050US13003,13003,8265,3508,4948,527,1346,717,445,3345,529,416,1053,63.13,12.74,72.2,17.96,24.57,0.73,0.0,0.0,9.12,30.88,0.27,30.0,9.2,20.61,8228,346,3168.0,507,542,6001,15.1,5.77,1.74,22.8,20946.0,18565.0,0.48,9.91,38.89,7.1,11.68,1926.0,60.8,31.6,45.18,33.64,24.85,10.24,342.72,1.0,0.0,0.0,0.21
050US13005,13005,11228,4791,6659,809,1640,649,701,4382,721,662,1700,60.84,15.14,80.81,15.27,8.37,0.0,0.27,0.22,3.44,18.47,0.26,27.2,5.3,17.22,10517,728,4146.0,596,718,8359,19.4,8.71,3.36,15.31,20648.0,19634.0,0.46,9.24,32.75,15.41,11.36,2437.0,58.78,28.37,35.55,29.83,31.64,16.86,284.08,3.0,0.01,0.0,0.2
050US13007,13007,3189,1889,1821,139,328,216,191,1071,197,258,738,48.23,23.14,56.76,38.76,4.2,0.22,2.98,0.63,0.66,21.73,0.2,21.3,4.0,26.68,3186,167,1251.0,197,261,2559,22.1,6.53,2.22,2.79,23462.0,22864.0,0.47,8.31,40.77,8.23,13.03,652.0,52.12,45.05,38.54,40.46,32.2,5.52,341.96,1.0,0.0,0.0,0.19
050US13009,13009,45286,20487,29812,2209,5055,4556,5406,20219,3041,2650,6776,60.69,14.96,53.82,42.09,2.2,0.31,1.52,0.0,2.26,15.59,0.19,26.2,9.4,21.31,40988,2667,17708.0,2420,2916,36588,15.8,7.31,2.09,30.02,21609.0,20305.0,0.49,15.98,18.25,15.28,13.03,9584.0,54.12,20.97,20.0,29.05,44.14,79.19,258.7,8.0,0.03,0.0,0.22
