HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP
050US20063,0.0,0.0,,,,,0.0,,,56.28,273.23,,,,,61.96,,,0.0,0.0,,,,,0.0,,
050US20073,0.0,,,0.0,,,0.0,,,55.14,,,91.74,,,86.66,,,0.0,,,0.0,,,0.0,,
050US20077,0.0,0.0,,0.0,,,0.0,,,61.05,224.82,,105.42,,,96.49,,,0.0,0.0,,0.0,,,0.0,,
050US20085,0.0,0.0,,0.0,,,0.0,0.0,,40.09,196.67,,50.94,,,47.06,231.41,,0.0,0.0,,0.0,,,0.0,0.0,
050US19169,18.0,14.0,,1.0,,,1.0,,,11.91,38.48,,36.58,,,36.58,,,0.9,0.7,,0.05,,,0.05,,
050US19189,0.0,0.0,,,,,0.0,0.0,,44.26,189.68,,,,,47.19,194.9,,0.0,0.0,,,,,0.0,0.0,
050US20001,5.0,2.0,2.0,,,,0.0,,,12.89,40.57,119.19,,,,74.53,,,1.0,0.4,0.4,,,,0.0,,
050US20009,8.0,5.0,4.0,,,,0.0,,,10.96,33.37,126.8,,,,86.78,,,1.0,0.62,0.5,,,,0.0,,
050US20015,7.0,0.0,,7.0,0.0,,10.0,0.0,,27.73,110.92,,28.24,125.48,,25.65,112.75,,0.54,0.0,,0.54,0.0,,0.77,0.0,
050US20025,0.0,0.0,0.0,,,,0.0,,,146.34,781.12,1871.46,,,,133.43,,,0.0,0.0,0.0,,,,0.0,,
050US20029,0.0,,,,,,0.0,,,73.97,,,,,,74.04,,,0.0,,,,,,0.0,,
050US20043,3.0,0.0,0.0,1.0,0.0,,2.0,0.0,,21.6,95.84,387.77,30.92,136.2,,24.66,102.89,,1.0,0.0,0.0,0.33,0.0,,0.67,0.0,
050US40045,0.0,,,,,,,,,113.84,,,,,,,,,0.0,,,,,,,,
050US48309,47.0,29.0,,47.0,24.0,,47.0,24.0,,10.45,39.03,,12.57,49.05,,12.57,49.23,,0.92,0.57,,0.92,0.47,,0.92,0.47,
050US48337,0.0,,,0.0,,,0.0,,,42.02,,,63.83,,,52.01,,,0.0,,,0.0,,,0.0,,
050US48355,77.0,62.0,,76.0,49.0,,75.0,,,7.6,27.54,,11.18,57.68,,14.12,,,0.94,0.76,,0.93,0.6,,0.91,,
050US51720,1.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,66.26,,,14.88,113.04,336.32,1.0,1.0,1.0,0.0,,,1.0,0.0,0.0
050US51740,31.0,31.0,16.0,31.0,30.0,10.0,31.0,31.0,11.0,3.67,0.0,26.92,5.65,15.87,45.63,5.28,0.0,44.43,1.0,1.0,0.52,1.0,0.97,0.32,1.0,1.0,0.35
050US18143,5.0,1.0,1.0,0.0,0.0,,5.0,3.0,2.0,9.74,35.51,105.27,43.0,185.1,,5.85,19.33,57.09,1.0,0.2,0.2,0.0,0.0,,1.0,0.6,0.4
050US18171,1.0,0.0,,0.0,0.0,,1.0,0.0,,34.55,137.69,,61.85,214.02,,34.74,147.48,,0.5,0.0,,0.0,0.0,,0.5,0.0,
050US18177,17.0,12.0,9.0,15.0,6.0,,17.0,10.0,,7.95,26.09,82.96,15.45,54.58,,11.17,33.61,,1.0,0.71,0.53,0.88,0.35,,1.0,0.59,
050US19097,4.0,2.0,,0.0,,,0.0,,,20.54,74.1,,65.06,,,41.26,,,0.67,0.33,,0.0,,,0.0,,
050US19141,2.0,1.0,,0.0,,,2.0,0.0,,22.98,91.2,,95.75,,,37.23,159.86,,0.5,0.25,,0.0,,,0.5,0.0,
050US19055,0.0,,,0.0,,,0.0,,,60.1,,,76.64,,,60.93,,,0.0,,,0.0,,,0.0,,
050US19073,1.0,0.0,,0.0,,,4.0,2.0,1.0,42.82,191.14,,84.08,,,11.25,38.01,112.28,0.25,0.0,,0.0,,,1.0,0.5,0.25
050US19079,3.0,2.0,1.0,0.0,,,0.0,0.0,,15.71,60.1,172.74,70.58,,,40.38,193.53,,0.6,0.4,0.2,0.0,,,0.0,0.0,
050US40041,9.0,2.0,2.0,0.0,,,2.0,1.0,,14.39,55.91,179.12,51.89,,,40.28,178.57,,1.0,0.22,0.22,0.0,,,0.22,0.11,
050US46111,0.0,0.0,0.0,,,,0.0,,,38.62,166.68,477.55,,,,115.35,,,0.0,0.0,0.0,,,,0.0,,
050US51810,100.0,96.0,50.0,99.0,17.0,,98.0,38.0,,4.56,16.09,34.47,13.21,48.22,,10.23,36.24,,1.0,0.96,0.5,0.99,0.17,,0.98,0.38,
050US20087,2.0,0.0,,0.0,0.0,,2.0,1.0,1.0,31.92,119.47,,41.98,158.94,,23.99,88.61,258.2,0.5,0.0,,0.0,0.0,,0.5,0.25,0.25
050US20089,0.0,0.0,,,,,0.0,0.0,,58.0,230.1,,,,,89.68,341.19,,0.0,0.0,,,,,0.0,0.0,
050US46109,3.0,1.0,1.0,,,,0.0,,,21.83,79.63,237.18,,,,109.48,,,0.75,0.25,0.25,,,,0.0,,
050US46121,1.0,1.0,1.0,,,,1.0,1.0,1.0,20.44,50.24,149.06,,,,20.44,50.24,149.06,0.5,0.5,0.5,,,,0.5,0.5,0.5
050US53051,4.0,2.0,2.0,0.0,,,3.0,1.0,,23.85,83.16,241.81,85.08,,,35.47,132.91,,0.8,0.4,0.4,0.0,,,0.6,0.2,
050US53059,0.0,0.0,,0.0,,,0.0,0.0,,49.8,185.68,,77.24,,,49.44,216.0,,0.0,0.0,,0.0,,,0.0,0.0,
050US54011,29.0,26.0,24.0,25.0,17.0,,27.0,23.0,,3.28,8.37,23.99,13.24,38.56,,8.03,25.27,,1.0,0.9,0.83,0.86,0.59,,0.93,0.79,
050US23011,31.0,23.0,21.0,20.0,6.0,,29.0,12.0,,5.42,17.13,48.26,27.17,113.22,,15.27,45.6,,1.0,0.74,0.68,0.65,0.19,,0.94,0.39,
050US24019,8.0,9.0,4.0,5.0,0.0,,7.0,3.0,5.0,15.01,6.92,133.54,37.53,210.92,,15.86,44.37,140.39,0.8,0.9,0.4,0.5,0.0,,0.7,0.3,0.5
050US38103,0.0,0.0,,,,,0.0,0.0,,66.6,341.61,,,,,86.12,370.86,,0.0,0.0,,,,,0.0,0.0,
050US30101,0.0,0.0,,,,,0.0,0.0,,51.22,187.79,,,,,55.62,188.0,,0.0,0.0,,,,,0.0,0.0,
050US31003,0.0,,,,,,0.0,,,42.88,,,,,,44.93,,,0.0,,,,,,0.0,,
050US48275,2.0,1.0,1.0,0.0,,,0.0,,,14.57,48.99,144.46,96.91,,,95.0,,,1.0,0.5,0.5,0.0,,,0.0,,
050US31029,0.0,0.0,,,,,0.0,0.0,0.0,61.93,647.61,,,,,50.43,239.56,717.43,0.0,0.0,,,,,0.0,0.0,0.0
050US24025,57.0,51.0,31.0,54.0,19.0,,56.0,37.0,,4.4,11.1,32.75,13.63,46.16,,9.3,27.68,,1.0,0.89,0.54,0.95,0.33,,0.98,0.65,
050US24035,12.0,14.0,11.0,4.0,0.0,,10.0,10.0,,12.15,0.0,45.0,37.0,90.9,,22.59,36.68,,0.86,1.0,0.79,0.29,0.0,,0.71,0.71,
050US25009,163.0,155.0,113.0,163.0,104.0,,163.0,125.0,,2.92,8.24,22.49,8.61,28.19,,6.92,21.39,,1.0,0.95,0.69,1.0,0.64,,1.0,0.77,
050US26015,10.0,2.0,2.0,1.0,0.0,,3.0,0.0,,20.26,53.92,155.77,45.08,150.04,,36.72,114.1,,0.91,0.18,0.18,0.09,0.0,,0.27,0.0,
050US38045,0.0,,,,,,0.0,,,79.52,,,,,,79.52,,,0.0,,,,,,0.0,,
050US38051,0.0,,,0.0,,,0.0,,,126.63,,,145.37,,,126.63,,,0.0,,,0.0,,,0.0,,
050US38095,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,1.0
050US38101,11.0,9.0,,,,,11.0,9.0,,12.43,54.49,,,,,13.51,62.14,,0.85,0.69,,,,,0.85,0.69,
050US25003,37.0,23.0,16.0,28.0,16.0,,36.0,20.0,9.0,8.64,25.8,75.22,19.9,59.55,,11.62,34.29,110.47,0.95,0.59,0.41,0.72,0.41,,0.92,0.51,0.23
050US25011,18.0,12.0,10.0,12.0,5.0,,15.0,6.0,4.0,5.9,19.88,53.21,21.14,67.9,,14.49,48.02,139.25,1.0,0.67,0.56,0.67,0.28,,0.83,0.33,0.22
050US25021,130.0,128.0,91.0,130.0,62.0,,130.0,116.0,55.0,2.88,7.99,22.31,11.24,35.43,,5.05,14.73,41.54,1.0,0.98,0.7,1.0,0.48,,1.0,0.89,0.42
050US26159,16.0,3.0,,7.0,0.0,,13.0,1.0,,14.89,44.78,,32.32,125.61,,23.2,69.97,,1.0,0.19,,0.44,0.0,,0.81,0.06,
050US26165,6.0,4.0,4.0,0.0,,,0.0,,,15.12,50.44,173.07,99.09,,,50.84,,,0.75,0.5,0.5,0.0,,,0.0,,
050US40151,3.0,2.0,2.0,,,,,,,4.07,12.88,38.33,,,,,,,1.0,0.67,0.67,,,,,,
050US42073,28.0,20.0,13.0,28.0,5.0,,28.0,20.0,13.0,6.17,18.39,53.63,14.61,49.97,,6.8,21.09,61.22,1.0,0.71,0.46,1.0,0.18,,1.0,0.71,0.46
050US42083,8.0,5.0,,0.0,,,7.0,4.0,,17.81,64.32,,104.59,,,21.75,75.55,,0.67,0.42,,0.0,,,0.58,0.33,
050US48441,38.0,33.0,18.0,37.0,23.0,,0.0,,,5.72,16.32,46.55,9.37,29.76,,109.51,,,1.0,0.87,0.47,0.97,0.61,,0.0,,
050US48451,25.0,20.0,7.0,25.0,15.0,,,,,6.67,19.73,57.4,9.64,30.53,,,,,1.0,0.8,0.28,1.0,0.6,,,,
050US55123,5.0,1.0,1.0,0.0,,,0.0,0.0,,20.73,69.05,201.44,54.73,,,45.74,170.62,,0.71,0.14,0.14,0.0,,,0.0,0.0,
050US47115,2.0,0.0,,2.0,0.0,,1.0,0.0,,32.98,126.42,,35.92,147.57,,39.98,171.49,,0.33,0.0,,0.33,0.0,,0.17,0.0,
050US47125,39.0,28.0,10.0,3.0,0.0,,39.0,19.0,,8.05,21.9,64.8,39.21,161.83,,11.17,31.52,,1.0,0.72,0.26,0.08,0.0,,1.0,0.49,
050US51153,82.0,30.0,22.0,70.0,11.0,,82.0,43.0,,7.17,31.54,53.0,23.26,83.98,,11.27,35.64,,0.99,0.36,0.27,0.84,0.13,,0.99,0.52,
050US46015,0.0,0.0,,,,,0.0,,,89.88,353.25,,,,,106.74,,,0.0,0.0,,,,,0.0,,
050US46035,0.0,0.0,,,,,0.0,,,65.15,326.6,,,,,80.28,,,0.0,0.0,,,,,0.0,,
050US46039,0.0,,,,,,0.0,,,74.32,,,,,,97.8,,,0.0,,,,,,0.0,,
050US46049,0.0,0.0,,,,,0.0,0.0,,100.63,370.59,,,,,100.63,370.59,,0.0,0.0,,,,,0.0,0.0,
050US51075,3.0,0.0,0.0,1.0,0.0,,5.0,1.0,1.0,29.68,81.53,240.05,37.4,158.51,,19.42,54.82,159.66,0.6,0.0,0.0,0.2,0.0,,1.0,0.2,0.2
050US45001,2.0,0.0,,2.0,0.0,,0.0,,,31.9,132.39,,35.41,144.55,,75.59,,,0.33,0.0,,0.33,0.0,,0.0,,
050US48045,0.0,,,0.0,,,0.0,,,99.11,,,102.26,,,101.99,,,0.0,,,0.0,,,0.0,,
050US51181,0.0,2.0,,0.0,0.0,0.0,0.0,2.0,,43.78,0.0,,52.51,146.54,441.35,48.2,21.34,,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,
050US29005,0.0,0.0,,0.0,,,0.0,,,41.75,181.98,,81.81,,,71.6,,,0.0,0.0,,0.0,,,0.0,,
050US29009,6.0,2.0,2.0,0.0,,,6.0,2.0,2.0,17.25,52.63,156.14,77.34,,,18.66,59.67,177.61,0.86,0.29,0.29,0.0,,,0.86,0.29,0.29
050US39159,10.0,7.0,5.0,1.0,,,9.0,4.0,,6.1,15.61,45.66,44.88,,,13.47,40.92,,1.0,0.7,0.5,0.1,,,0.9,0.4,
050US31171,0.0,,,,,,0.0,,,78.38,,,,,,130.34,,,0.0,,,,,,0.0,,
050US48145,1.0,0.0,,1.0,0.0,,1.0,,,35.56,160.39,,38.34,177.54,,39.02,,,0.17,0.0,,0.17,0.0,,0.17,,
050US36057,16.0,10.0,10.0,11.0,9.0,,12.0,9.0,,7.74,23.16,65.79,18.39,63.11,,14.56,46.58,,1.0,0.62,0.62,0.69,0.56,,0.75,0.56,
050US36067,140.0,124.0,80.0,134.0,65.0,,139.0,87.0,,5.01,12.95,37.17,13.34,41.33,,9.41,27.87,,1.0,0.89,0.57,0.96,0.46,,0.99,0.62,
050US39105,5.0,2.0,1.0,3.0,0.0,,5.0,2.0,1.0,17.42,57.6,171.61,35.65,129.87,,15.87,54.4,161.7,0.83,0.33,0.17,0.5,0.0,,0.83,0.33,0.17
050US27153,6.0,2.0,2.0,0.0,,,0.0,,,19.43,59.41,177.16,75.85,,,73.19,,,0.75,0.25,0.25,0.0,,,0.0,,
050US27157,3.0,0.0,,2.0,,,0.0,0.0,,32.5,138.01,,39.11,,,37.73,179.23,,0.5,0.0,,0.33,,,0.0,0.0,
050US28013,0.0,0.0,,,,,0.0,0.0,,45.87,172.05,,,,,59.47,206.11,,0.0,0.0,,,,,0.0,0.0,
050US26023,12.0,5.0,,0.0,0.0,,11.0,4.0,,11.6,38.48,,53.42,202.83,,14.8,48.21,,1.0,0.42,,0.0,0.0,,0.92,0.33,
050US37001,36.0,25.0,7.0,20.0,0.0,,21.0,0.0,,9.16,25.2,73.22,30.14,121.36,,29.74,116.26,,1.0,0.69,0.19,0.56,0.0,,0.58,0.0,
050US55077,3.0,0.0,,0.0,,,2.0,0.0,,27.44,94.39,,71.94,,,28.84,107.43,,0.6,0.0,,0.0,,,0.4,0.0,
050US29203,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,19.61,75.08,191.2,79.13,304.9,,47.31,242.3,733.4,0.5,0.5,0.5,0.0,0.0,,0.0,0.0,0.0
050US29133,2.0,0.0,,0.0,,,2.0,0.0,,26.05,137.86,,56.53,,,25.83,110.98,,0.5,0.0,,0.0,,,0.5,0.0,
050US29149,0.0,0.0,,0.0,0.0,,0.0,0.0,,52.43,204.57,,49.91,193.99,,52.35,190.1,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US31031,0.0,0.0,,,,,0.0,0.0,,84.51,404.82,,,,,84.51,404.82,,0.0,0.0,,,,,0.0,0.0,
050US31035,0.0,0.0,,,,,0.0,0.0,0.0,33.06,171.8,,,,,32.49,171.32,465.86,0.0,0.0,,,,,0.0,0.0,0.0
050US31037,2.0,0.0,,0.0,,,2.0,0.0,,33.85,217.5,,89.79,,,33.38,220.18,,0.67,0.0,,0.0,,,0.67,0.0,
050US38027,0.0,0.0,0.0,,,,0.0,0.0,,41.12,203.01,452.92,,,,73.78,323.17,,0.0,0.0,0.0,,,,0.0,0.0,
050US13205,1.0,0.0,,0.0,0.0,,1.0,0.0,,36.8,152.02,,54.11,214.73,,37.27,158.88,,0.2,0.0,,0.0,0.0,,0.2,0.0,
050US13315,1.0,0.0,,0.0,,,0.0,,,32.08,119.53,,61.02,,,73.19,,,0.25,0.0,,0.0,,,0.0,,
050US16033,0.0,0.0,,,,,0.0,0.0,,66.52,343.03,,,,,63.57,324.64,,0.0,0.0,,,,,0.0,0.0,
050US17043,216.0,209.0,89.0,216.0,114.0,,216.0,214.0,81.0,5.33,13.28,36.6,11.52,31.1,,5.3,13.3,35.87,1.0,0.97,0.41,1.0,0.53,,1.0,0.99,0.38
050US47101,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,32.29,145.24,491.17,43.41,210.21,,7.18,26.35,78.17,0.5,0.0,0.0,0.0,0.0,,1.0,0.5,0.5
050US48385,0.0,0.0,0.0,,,,0.0,0.0,,72.34,266.02,796.41,,,,93.61,382.96,,0.0,0.0,0.0,,,,0.0,0.0,
050US48399,0.0,,,0.0,,,0.0,,,47.38,,,48.5,,,91.23,,,0.0,,,0.0,,,0.0,,
050US55085,11.0,6.0,,0.0,,,7.0,3.0,,15.34,46.22,,90.46,,,26.23,85.39,,0.79,0.43,,0.0,,,0.5,0.21,
050US40131,28.0,11.0,,13.0,,,20.0,0.0,,10.37,46.45,,31.74,,,27.49,158.59,,1.0,0.39,,0.46,,,0.71,0.0,
050US48093,0.0,0.0,,,,,3.0,1.0,1.0,40.94,215.52,,,,,25.3,89.96,267.99,0.0,0.0,,,,,0.75,0.25,0.25
050US36019,19.0,16.0,15.0,15.0,8.0,,15.0,10.0,,3.22,9.7,28.11,16.65,57.42,,13.64,44.36,,1.0,0.84,0.79,0.79,0.42,,0.79,0.53,
050US31051,0.0,0.0,,0.0,0.0,,0.0,0.0,,35.17,222.24,,42.34,237.29,,42.34,237.29,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US41025,1.0,1.0,1.0,,,,1.0,1.0,1.0,25.7,85.12,248.0,,,,25.7,85.12,248.0,0.5,0.5,0.5,,,,0.5,0.5,0.5
050US47087,0.0,0.0,,0.0,,,0.0,0.0,,39.78,118.53,,118.04,,,36.07,116.54,,0.0,0.0,,0.0,,,0.0,0.0,
050US28023,4.0,1.0,1.0,0.0,0.0,,0.0,0.0,,17.87,46.17,137.41,43.82,177.12,,47.82,186.95,,1.0,0.25,0.25,0.0,0.0,,0.0,0.0,
050US48485,37.0,26.0,,36.0,22.0,,36.0,24.0,,8.13,28.45,,10.08,37.45,,9.27,33.87,,1.0,0.7,,0.97,0.59,,0.97,0.65,
050US48489,5.0,0.0,,0.0,,,0.0,0.0,,32.26,504.03,,62.1,,,56.32,577.5,,0.83,0.0,,0.0,,,0.0,0.0,
050US50025,15.0,7.0,6.0,7.0,3.0,,11.0,4.0,,15.97,53.76,144.36,31.59,111.07,,24.98,83.28,,0.83,0.39,0.33,0.39,0.17,,0.61,0.22,
050US21075,2.0,0.0,0.0,0.0,,,2.0,0.0,0.0,21.58,81.43,246.23,61.04,,,21.58,82.88,246.23,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0
050US21083,9.0,3.0,2.0,1.0,,,9.0,4.0,2.0,12.21,47.96,142.36,41.35,,,11.24,44.14,130.85,1.0,0.33,0.22,0.11,,,1.0,0.44,0.22
050US26027,10.0,3.0,2.0,1.0,0.0,,8.0,2.0,,15.33,44.15,130.9,43.49,152.81,,22.12,63.82,,0.91,0.27,0.18,0.09,0.0,,0.73,0.18,
050US30067,3.0,1.0,1.0,0.0,,,1.0,,,44.41,181.36,544.03,78.15,,,68.18,,,0.5,0.17,0.17,0.0,,,0.17,,
050US30095,0.0,0.0,,0.0,,,0.0,,,69.62,432.54,,69.62,,,69.62,,,0.0,0.0,,0.0,,,0.0,,
050US36073,11.0,6.0,4.0,0.0,0.0,,10.0,2.0,,8.9,27.61,81.32,44.36,158.58,,17.99,60.66,,1.0,0.55,0.36,0.0,0.0,,0.91,0.18,
050US48049,11.0,7.0,,,,,11.0,6.0,1.0,12.68,43.34,,,,,15.09,52.77,173.13,0.92,0.58,,,,,0.92,0.5,0.08
050US48069,0.0,0.0,,0.0,,,0.0,,,43.46,158.9,,89.9,,,88.82,,,0.0,0.0,,0.0,,,0.0,,
050US13273,3.0,0.0,,3.0,0.0,,1.0,0.0,,28.51,135.08,,24.5,140.28,,35.26,194.58,,0.75,0.0,,0.75,0.0,,0.25,0.0,
050US45081,1.0,0.0,,0.0,,,0.0,0.0,,34.15,106.73,,53.97,,,47.86,178.22,,0.2,0.0,,0.0,,,0.0,0.0,
050US46005,5.0,4.0,3.0,,,,,,,12.01,44.15,126.03,,,,,,,0.83,0.67,0.5,,,,,,
050US46011,0.0,0.0,,,,,0.0,,,40.58,175.17,,,,,66.82,,,0.0,0.0,,,,,0.0,,
050US29021,25.0,18.0,8.0,25.0,13.0,,25.0,17.0,6.0,7.42,21.18,61.61,11.82,35.4,,8.12,24.07,69.78,1.0,0.72,0.32,1.0,0.52,,1.0,0.68,0.24
050US29035,2.0,1.0,1.0,0.0,,,2.0,1.0,1.0,12.92,100.67,299.02,43.12,,,12.92,85.08,299.02,1.0,0.5,0.5,0.0,,,1.0,0.5,0.5
050US26037,20.0,11.0,5.0,11.0,0.0,,14.0,0.0,,12.95,39.81,107.09,30.41,116.24,,26.91,99.3,,0.91,0.5,0.23,0.5,0.0,,0.64,0.0,
050US26051,0.0,0.0,,0.0,,,7.0,2.0,,52.15,173.41,,69.08,,,21.09,65.11,,0.0,0.0,,0.0,,,0.78,0.22,
050US40001,4.0,2.0,1.0,0.0,,,0.0,0.0,,17.82,54.9,158.04,67.85,,,50.23,192.31,,0.8,0.4,0.2,0.0,,,0.0,0.0,
050US40005,4.0,1.0,1.0,0.0,0.0,,0.0,,,13.18,98.98,364.32,48.03,246.31,,68.17,,,1.0,0.25,0.25,0.0,0.0,,0.0,,
050US40033,2.0,1.0,1.0,1.0,0.0,,0.0,0.0,,14.76,39.49,117.36,42.31,155.6,,52.5,362.02,,1.0,0.5,0.5,0.5,0.0,,0.0,0.0,
050US08053,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,143.22,694.57,1520.01,241.42,1234.18,,98.01,752.8,1987.86,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
050US12031,174.0,158.0,92.0,168.0,42.0,,173.0,98.0,,4.54,11.74,31.64,16.14,51.15,,9.2,28.6,,1.0,0.91,0.53,0.97,0.24,,0.99,0.56,
050US12119,17.0,6.0,,0.0,,,0.0,0.0,,15.86,50.13,,45.27,,,38.09,162.3,,0.89,0.32,,0.0,,,0.0,0.0,
050US13073,19.0,13.0,3.0,18.0,10.0,,14.0,0.0,,11.6,32.55,111.69,14.63,42.55,,24.68,79.81,,0.95,0.65,0.15,0.9,0.5,,0.7,0.0,
050US55105,38.0,29.0,16.0,33.0,13.0,,38.0,29.0,,7.71,22.54,67.8,18.54,64.89,,8.99,26.29,,1.0,0.76,0.42,0.87,0.34,,1.0,0.76,
050US55119,1.0,0.0,,0.0,,,3.0,2.0,,48.29,161.28,,80.82,,,24.76,74.86,,0.17,0.0,,0.0,,,0.5,0.33,
050US41011,12.0,7.0,4.0,0.0,,,12.0,8.0,4.0,15.56,54.11,155.42,124.25,,,13.9,56.9,190.15,0.86,0.5,0.29,0.0,,,0.86,0.57,0.29
050US51079,2.0,1.0,1.0,0.0,0.0,,1.0,0.0,,17.17,57.25,168.2,43.76,151.86,,33.95,120.69,,0.67,0.33,0.33,0.0,0.0,,0.33,0.0,
050US32013,3.0,2.0,1.0,,,,,,,28.76,70.48,231.88,,,,,,,0.75,0.5,0.25,,,,,,
050US27095,6.0,3.0,,0.0,,,3.0,1.0,,14.32,56.77,,55.23,,,27.31,113.1,,0.86,0.43,,0.0,,,0.43,0.14,
050US27101,0.0,0.0,,,,,0.0,,,48.62,191.35,,,,,91.59,,,0.0,0.0,,,,,0.0,,
050US27109,33.0,27.0,,33.0,18.0,,33.0,27.0,,5.79,20.99,,11.54,37.51,,7.36,25.25,,1.0,0.82,,1.0,0.55,,1.0,0.82,
050US27125,0.0,0.0,,,,,0.0,0.0,,35.9,133.16,,,,,49.16,192.88,,0.0,0.0,,,,,0.0,0.0,
050US54049,17.0,12.0,5.0,9.0,0.0,,17.0,11.0,,12.12,32.02,99.11,32.05,126.82,,11.84,34.72,,0.94,0.67,0.28,0.5,0.0,,0.94,0.61,
050US54073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.69,103.72,328.62,50.28,151.41,451.88,38.8,111.56,409.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050US55067,4.0,2.0,2.0,0.0,,,4.0,1.0,1.0,17.71,59.05,173.47,68.22,,,23.18,69.64,199.33,0.67,0.33,0.33,0.0,,,0.67,0.17,0.17
050US55073,24.0,17.0,,20.0,,,21.0,9.0,,11.61,36.95,,21.32,,,17.98,70.39,,0.89,0.63,,0.74,,,0.78,0.33,
050US17137,1.0,0.0,,0.0,,,8.0,7.0,2.0,36.41,117.79,,51.85,,,11.19,37.82,110.77,0.1,0.0,,0.0,,,0.8,0.7,0.2
050US42121,15.0,13.0,9.0,0.0,,,14.0,9.0,3.0,7.68,22.9,67.4,56.08,,,13.12,37.43,109.29,0.94,0.81,0.56,0.0,,,0.88,0.56,0.19
050US44001,11.0,11.0,7.0,11.0,0.0,0.0,11.0,0.0,0.0,3.47,8.12,22.74,15.36,58.38,192.7,14.7,54.69,180.13,1.0,1.0,0.64,1.0,0.0,0.0,1.0,0.0,0.0
050US48107,1.0,0.0,,1.0,,,0.0,0.0,,37.27,195.64,,36.56,,,44.52,195.64,,0.33,0.0,,0.33,,,0.0,0.0,
050US39099,70.0,65.0,52.0,66.0,23.0,,70.0,54.0,24.0,3.49,9.31,26.12,13.38,43.73,,6.74,18.96,53.49,1.0,0.93,0.74,0.94,0.33,,1.0,0.77,0.34
050US39103,37.0,22.0,15.0,7.0,0.0,,37.0,17.0,,6.96,20.86,61.1,34.47,128.45,,10.05,31.77,,1.0,0.59,0.41,0.19,0.0,,1.0,0.46,
050US32009,0.0,0.0,0.0,,,,0.0,0.0,0.0,131.06,673.4,2757.59,,,,131.06,673.4,2757.59,0.0,0.0,0.0,,,,0.0,0.0,0.0
050US41027,4.0,2.0,2.0,0.0,,,4.0,2.0,1.0,9.07,30.9,91.97,80.7,,,11.72,39.38,116.25,1.0,0.5,0.5,0.0,,,1.0,0.5,0.25
050US41049,2.0,2.0,2.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,78.56,,,56.82,214.26,,1.0,1.0,1.0,0.0,,,0.0,0.0,
050US48507,2.0,0.0,,,,,,,,35.64,164.04,,,,,,,,0.5,0.0,,,,,,,
050US49009,0.0,0.0,0.0,,,,0.0,0.0,0.0,92.11,396.87,1129.99,,,,92.11,396.87,1418.05,0.0,0.0,0.0,,,,0.0,0.0,0.0
050US49021,7.0,4.0,3.0,0.0,,,7.0,4.0,3.0,14.32,49.55,140.17,64.31,,,13.89,50.01,144.4,0.88,0.5,0.38,0.0,,,0.88,0.5,0.38
050US56041,2.0,2.0,1.0,,,,0.0,,,17.87,90.56,297.69,,,,70.78,,,0.67,0.67,0.33,,,,0.0,,
050US51011,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,29.21,112.54,380.87,35.21,203.2,,35.21,199.79,,0.67,0.0,0.0,0.0,0.0,,0.0,0.0,
050US51025,4.0,3.0,1.0,0.0,0.0,,0.0,,,14.61,39.43,116.15,51.26,200.56,,62.81,,,0.8,0.6,0.2,0.0,0.0,,0.0,,
050US21045,5.0,1.0,1.0,0.0,0.0,,1.0,0.0,,18.75,74.31,207.71,52.33,205.45,,36.03,143.5,,1.0,0.2,0.2,0.0,0.0,,0.2,0.0,
050US21113,9.0,7.0,3.0,8.0,0.0,,9.0,5.0,1.0,7.3,21.11,60.75,24.9,111.31,,10.32,28.06,81.18,1.0,0.78,0.33,0.89,0.0,,1.0,0.56,0.11
050US21141,4.0,0.0,,0.0,0.0,,2.0,0.0,,28.16,122.42,,37.01,149.61,,33.98,189.56,,0.67,0.0,,0.0,0.0,,0.33,0.0,
050US41059,13.0,6.0,6.0,6.0,,,13.0,7.0,,14.55,44.5,132.88,34.58,,,15.56,47.26,,0.87,0.4,0.4,0.4,,,0.87,0.47,
