HEROP_ID,FIPS,TotPop,TotUnits,Age15_44,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,SomeCollegeP,ChildrenP
050US17123,17123,14479,5595,5964.0,16.31,64.62,14.89,99.61,0.1,0.37,0.08,0.1,0.0,0.11,7.09,6.05,7.45,74.76,70.94,66.3,41.19,14422.0,15.0,49.72,50.28,98.89,94.43,74.15,54.0,0.37,11.0,15.0,0.0,45.54,32.31,12.6,29.06
050US17125,17125,19492,8080,8154.0,16.13,66.41,14.02,99.57,0.01,0.47,0.1,0.19,0.0,0.13,11.25,10.5,10.77,73.44,69.66,65.22,41.83,19408.0,1.0,48.96,51.04,95.92,92.43,76.32,91.0,0.47,19.0,38.0,0.0,42.16,39.69,9.86,30.34
050US17127,17127,14990,6182,5969.0,16.06,60.72,16.86,93.54,6.08,0.39,0.09,0.14,0.01,0.15,15.42,11.5,7.3,77.49,73.9,69.33,39.82,14021.0,912.0,47.79,52.21,91.52,87.45,71.67,59.0,0.39,13.0,21.0,1.0,33.34,46.86,11.39,26.1
050US17129,17129,11700,4586,5035.0,15.8,66.15,14.59,99.68,0.04,0.44,0.03,0.09,0.01,0.15,7.77,5.45,8.48,75.06,70.8,66.55,43.03,11663.0,5.0,48.5,51.5,94.19,90.88,65.09,51.0,0.44,4.0,10.0,1.0,42.01,32.98,12.27,29.2
050US17131,17131,19286,7345,8363.0,16.49,67.85,12.83,99.43,0.12,0.6,0.07,0.1,0.0,0.28,9.88,6.53,7.61,73.52,69.41,64.53,43.36,19176.0,23.0,49.15,50.85,96.68,94.17,78.96,115.0,0.6,14.0,19.0,0.0,46.59,32.55,12.24,30.59
050US17133,17133,20117,7339,8683.0,17.93,65.88,13.3,99.53,0.09,0.64,0.09,0.19,0.0,0.09,5.6,7.35,4.44,75.26,71.0,65.96,43.16,20023.0,19.0,48.73,51.27,95.06,92.02,71.69,129.0,0.64,19.0,38.0,0.0,42.59,40.23,9.08,29.0
050US17135,17135,31686,12854,12528.0,16.23,61.58,17.16,99.43,0.17,0.54,0.11,0.15,0.0,0.14,10.25,8.35,6.93,76.08,72.55,68.0,39.54,31505.0,55.0,47.79,52.21,91.55,87.23,65.51,171.0,0.54,36.0,46.0,1.0,41.12,42.01,8.75,27.45
050US17137,17137,37502,14513,16768.0,19.51,65.92,14.46,96.31,2.95,0.58,0.11,0.23,0.01,0.38,10.5,7.61,6.13,76.84,73.08,66.54,44.71,36120.0,1106.0,47.44,52.56,90.25,84.91,59.58,217.0,0.58,43.0,88.0,2.0,41.92,32.49,11.45,26.92
050US17139,17139,14546,5474,5959.0,15.56,63.67,16.27,99.68,0.08,0.47,0.08,0.09,0.0,0.08,8.76,8.46,5.96,75.71,72.47,67.98,40.97,14499.0,11.0,47.78,52.22,91.5,87.26,64.49,69.0,0.47,12.0,13.0,0.0,37.89,40.89,12.05,27.53
050US17141,17141,46338,17189,20700.0,17.63,68.77,11.77,98.12,0.13,2.27,0.15,0.22,0.0,1.38,6.91,6.52,5.11,73.8,69.58,64.58,44.67,45469.0,61.0,49.13,50.87,96.57,93.9,72.81,1053.0,2.27,69.0,100.0,1.0,43.19,33.23,13.14,30.42
050US17143,17143,200466,79127,92258.0,18.91,69.17,11.74,87.79,10.74,1.23,0.14,0.65,0.01,0.68,9.61,6.63,7.33,75.18,71.66,65.81,46.02,175987.0,21528.0,48.08,51.92,92.6,88.23,63.4,2472.0,1.23,275.0,1296.0,26.0,37.67,30.73,15.54,28.34
050US17145,17145,21714,8990,8826.0,15.81,63.62,16.01,97.64,1.93,0.36,0.1,0.14,0.01,0.18,8.79,11.29,9.49,75.13,71.59,67.22,40.65,21202.0,418.0,48.11,51.89,92.72,88.13,64.55,78.0,0.36,21.0,31.0,2.0,37.22,45.03,9.69,28.41
050US17147,17147,16581,6301,7292.0,16.39,67.34,12.4,99.63,0.08,0.39,0.08,0.09,0.03,0.1,6.41,5.64,5.75,74.62,70.48,65.94,43.98,16519.0,13.0,49.19,50.81,96.81,93.89,67.43,64.0,0.39,13.0,15.0,5.0,43.7,29.97,12.46,29.52
050US17149,17149,18896,8066,7164.0,14.74,59.55,18.64,99.66,0.05,0.4,0.12,0.1,0.01,0.07,15.38,8.52,9.26,76.74,73.36,69.22,37.91,18831.0,9.0,48.3,51.7,93.41,89.84,75.19,76.0,0.4,23.0,18.0,2.0,43.55,38.75,9.96,26.64
050US17151,17151,4404,1816,1863.0,19.87,62.69,17.62,95.19,4.16,0.7,0.18,0.16,0.02,0.3,20.53,20.05,14.7,77.75,72.64,65.12,42.3,4192.0,183.0,52.57,47.43,110.82,103.89,82.16,31.0,0.7,8.0,7.0,1.0,35.27,51.21,8.26,27.36
050US17153,17153,8840,3660,3236.0,16.62,60.29,18.82,66.47,33.1,0.46,0.21,0.08,0.05,0.09,29.86,11.14,9.56,74.12,70.1,65.23,36.61,5876.0,2926.0,47.68,52.32,91.14,86.1,74.61,41.0,0.46,19.0,7.0,4.0,30.24,53.06,9.93,29.9
050US17155,17155,6085,2400,2710.0,16.99,69.14,11.47,99.72,0.1,0.53,0.08,0.03,0.0,0.07,6.69,6.81,10.21,73.79,70.04,65.23,44.54,6068.0,6.0,49.68,50.32,98.73,96.32,80.36,32.0,0.53,5.0,2.0,0.0,42.21,34.19,14.35,29.96
050US17157,17157,35652,12762,16194.0,18.02,66.84,14.35,93.09,6.36,0.64,0.1,0.14,0.0,0.31,8.67,8.49,7.28,76.97,73.61,68.39,45.42,33189.0,2266.0,52.9,47.1,112.33,114.34,71.24,229.0,0.64,37.0,51.0,0.0,40.21,44.59,8.36,26.39
050US17159,17159,17587,7340,7564.0,17.95,64.25,15.51,99.14,0.07,0.46,0.13,0.27,0.0,0.4,9.97,7.08,8.43,76.89,73.16,67.56,43.01,17435.0,12.0,48.26,51.74,93.26,88.25,68.23,81.0,0.46,23.0,47.0,0.0,37.29,39.92,12.47,26.84
050US17161,17161,165968,63432,75519.0,18.87,68.32,11.65,91.25,5.91,4.34,0.15,0.53,0.01,2.15,8.38,6.39,3.75,75.41,71.76,65.86,45.5,151446.0,9811.0,48.52,51.48,94.27,90.2,66.15,7209.0,4.34,257.0,874.0,15.0,42.22,30.3,15.32,28.24
050US17163,17163,267531,97367,118331.0,19.06,69.52,10.93,71.36,27.53,1.27,0.14,0.45,0.04,0.48,17.7,10.3,6.56,72.69,68.58,62.85,44.23,190914.0,73651.0,47.83,52.17,91.67,86.09,64.0,3391.0,1.27,374.0,1201.0,101.0,33.82,40.92,13.82,31.42
050US17165,17165,28448,12200,11109.0,15.43,58.96,19.89,96.61,3.04,0.51,0.1,0.11,0.0,0.13,15.13,9.64,7.79,78.51,75.17,70.52,39.05,27485.0,865.0,46.72,53.28,87.69,82.48,63.65,146.0,0.51,28.0,32.0,0.0,33.08,49.28,10.8,24.83
050US17167,17167,176089,72802,80642.0,17.31,67.88,12.51,92.58,6.47,0.57,0.12,0.54,0.01,0.27,8.65,6.04,6.57,76.14,72.54,67.71,45.8,163020.0,11400.0,47.0,53.0,88.68,83.11,58.25,1008.0,0.57,213.0,959.0,13.0,38.76,27.61,14.95,27.46
050US17169,17169,8365,3583,3292.0,14.88,61.14,17.37,99.77,0.0,0.32,0.13,0.05,0.0,0.05,12.15,7.91,11.19,76.58,72.99,68.91,39.35,8346.0,0.0,48.82,51.18,95.4,91.35,68.95,27.0,0.32,11.0,4.0,0.0,43.45,39.3,9.38,27.01
050US17171,17171,6142,2472,2495.0,17.62,61.38,17.32,99.82,0.0,0.37,0.05,0.1,0.0,0.03,12.63,9.8,6.88,77.35,73.27,68.27,40.62,6131.0,0.0,48.65,51.35,94.74,90.92,70.24,23.0,0.37,3.0,6.0,0.0,43.78,39.71,9.14,26.73
050US17173,17173,23923,9611,9702.0,16.49,63.52,15.66,99.57,0.09,0.47,0.08,0.15,0.01,0.09,10.56,10.91,9.41,75.09,71.2,66.48,40.56,23821.0,22.0,49.53,50.47,98.15,91.59,73.39,113.0,0.47,19.0,36.0,3.0,42.7,39.29,10.53,28.8
050US17175,17175,7389,2871,3002.0,16.51,63.69,15.97,99.59,0.05,0.47,0.15,0.14,0.0,0.07,8.85,5.89,7.59,75.06,70.98,66.14,40.63,7359.0,4.0,48.37,51.63,93.68,90.94,66.67,35.0,0.47,11.0,10.0,0.0,46.94,31.27,12.47,29.02
050US17177,17177,49536,19236,21382.0,17.47,65.8,13.83,93.93,5.46,0.49,0.08,0.27,0.01,0.25,7.12,4.92,4.14,75.48,71.75,66.52,43.16,46527.0,2707.0,48.1,51.9,92.67,86.86,64.39,245.0,0.49,40.0,135.0,3.0,43.11,32.49,13.25,28.25
050US17179,17179,132078,48860,61177.0,17.75,70.93,9.48,99.19,0.16,0.61,0.14,0.3,0.01,0.21,5.96,7.39,5.07,73.5,69.67,64.6,46.32,131014.0,208.0,48.91,51.09,95.72,92.58,68.3,808.0,0.61,180.0,394.0,10.0,42.95,31.28,13.96,30.33
050US17181,17181,17765,7065,6813.0,13.49,56.94,19.29,99.29,0.38,0.51,0.11,0.09,0.0,0.14,14.65,9.52,5.92,79.84,76.72,72.99,38.35,17638.0,68.0,48.74,51.26,95.09,93.73,77.05,91.0,0.51,19.0,16.0,0.0,32.75,49.97,9.43,23.28
050US17183,17183,95222,38166,40566.0,16.86,65.98,13.1,91.47,7.12,1.42,0.14,0.36,0.0,0.91,11.51,9.28,7.32,74.92,71.27,66.26,42.6,87103.0,6778.0,48.18,51.82,92.98,89.19,65.24,1350.0,1.42,129.0,342.0,2.0,39.77,37.66,12.87,28.73
050US17185,17185,13713,5666,5797.0,17.62,64.81,14.4,99.18,0.16,0.49,0.26,0.31,0.01,0.07,11.01,5.19,8.93,75.7,72.3,66.75,42.27,13601.0,22.0,48.09,51.91,92.63,88.68,65.47,67.0,0.49,35.0,43.0,2.0,36.49,37.8,17.0,27.7
050US17187,17187,21943,8408,9404.0,18.4,65.86,14.74,97.22,1.65,1.07,0.14,0.26,0.03,0.7,11.98,7.66,6.2,75.25,71.57,65.51,42.86,21334.0,362.0,48.32,51.68,93.5,89.41,63.47,235.0,1.07,31.0,57.0,6.0,39.76,34.74,12.79,28.43
050US17189,17189,15472,6109,6017.0,15.54,60.77,17.96,99.26,0.25,0.43,0.15,0.12,0.0,0.22,9.48,7.91,8.23,76.43,72.74,68.36,38.89,15358.0,38.0,48.66,51.34,94.79,93.48,76.16,67.0,0.43,23.0,19.0,0.0,32.2,50.14,10.73,27.26
050US17191,17191,18059,7768,7018.0,15.79,60.13,17.87,99.41,0.03,0.34,0.14,0.27,0.01,0.14,13.67,9.93,10.16,77.1,73.68,68.86,38.86,17952.0,6.0,48.11,51.89,92.73,88.54,72.66,61.0,0.34,26.0,49.0,1.0,33.99,50.05,9.81,26.32
050US17193,17193,17864,7796,7029.0,15.49,58.44,19.08,99.35,0.16,0.57,0.22,0.13,0.0,0.15,10.73,8.36,9.61,79.26,75.81,71.17,39.35,17748.0,28.0,47.78,52.22,91.51,86.86,72.99,102.0,0.57,39.0,23.0,0.0,35.97,44.28,11.83,24.19
050US17195,17195,65970,24011,29037.0,18.16,68.54,11.5,95.91,0.5,6.86,0.11,0.25,0.0,3.23,6.79,6.11,3.38,73.48,69.49,63.99,44.02,63271.0,328.0,49.11,50.89,96.49,93.0,71.45,4524.0,6.86,75.0,164.0,3.0,41.0,37.7,12.56,30.51
050US17197,17197,324460,109417,159152.0,18.08,76.39,7.39,86.94,9.7,4.25,0.15,0.85,0.02,2.34,6.4,7.86,5.8,70.7,66.8,61.57,49.05,282078.0,31480.0,49.97,50.03,99.86,97.42,64.53,13778.0,4.25,484.0,2761.0,55.0,40.17,29.83,15.67,33.2
050US17199,17199,56538,24123,24361.0,16.06,64.17,15.14,97.92,1.49,0.52,0.12,0.28,0.01,0.18,11.81,10.99,9.53,77.23,73.82,69.32,43.09,55361.0,845.0,48.45,51.55,94.0,89.71,65.03,295.0,0.52,67.0,156.0,5.0,35.34,41.5,12.66,26.18
050US17201,17201,250884,93117,115948.0,18.04,70.11,10.2,89.7,8.39,2.15,0.2,0.46,0.03,1.22,8.33,6.76,3.98,74.23,70.37,65.12,46.22,225054.0,21042.0,48.55,51.45,94.37,90.8,65.8,5399.0,2.15,509.0,1158.0,64.0,39.71,32.47,14.28,29.63
050US17203,17203,33320,11694,14885.0,17.66,70.24,11.54,99.32,0.27,0.36,0.08,0.19,0.02,0.13,5.56,4.98,5.46,72.52,68.63,63.17,44.67,33092.0,90.0,49.41,50.59,97.67,93.3,65.8,119.0,0.36,27.0,62.0,5.0,42.31,29.56,14.58,31.37
050US18001,18001,29619,10170,12777.0,17.68,71.17,11.14,98.25,0.02,2.74,0.12,0.2,0.01,1.39,10.45,6.93,5.36,70.08,66.0,60.97,43.14,29100.0,7.0,49.54,50.46,98.19,93.32,70.33,812.0,2.74,37.0,60.0,3.0,47.36,33.6,10.49,34.0
050US18003,18003,294335,110651,138788.0,18.72,71.9,9.54,89.32,8.97,1.61,0.18,0.42,0.01,1.09,8.08,7.66,5.65,73.46,69.59,64.03,47.15,262908.0,26396.0,48.47,51.53,94.06,89.8,61.6,4743.0,1.61,528.0,1244.0,42.0,41.24,26.73,17.04,30.41
050US18005,18005,65088,23950,30748.0,17.12,72.5,8.86,97.52,1.5,0.66,0.11,0.49,0.02,0.37,8.73,7.43,4.78,72.78,68.77,64.13,47.24,63477.0,974.0,48.54,51.46,94.33,90.65,65.05,427.0,0.66,70.0,317.0,10.0,41.71,31.5,12.0,31.23
050US18007,18007,10218,3953,4104.0,16.66,64.24,14.59,99.57,0.11,0.56,0.06,0.02,0.0,0.24,8.61,3.63,7.59,74.05,69.76,65.06,40.16,10174.0,11.0,48.49,51.51,94.15,90.79,67.34,57.0,0.56,6.0,2.0,0.0,50.15,29.89,10.54,30.24
050US18009,18009,15570,6074,6674.0,16.5,67.04,12.56,99.7,0.03,0.48,0.13,0.04,0.0,0.1,9.65,9.64,8.18,73.92,70.08,65.14,42.86,15524.0,4.0,48.37,51.63,93.68,88.54,62.78,74.0,0.48,21.0,6.0,0.0,49.0,36.85,7.0,29.92
050US18011,18011,36446,13443,16706.0,16.79,69.71,11.35,99.4,0.12,0.62,0.16,0.16,0.02,0.14,7.13,4.58,5.92,74.02,69.85,65.25,45.84,36227.0,45.0,48.36,51.64,93.66,90.15,59.65,225.0,0.62,59.0,57.0,7.0,45.43,25.51,13.36,30.15
050US18013,18013,12377,5806,5612.0,16.35,68.7,10.67,99.27,0.15,0.71,0.16,0.08,0.01,0.33,10.88,9.07,23.67,74.56,70.84,66.41,45.34,12287.0,18.0,50.29,49.71,101.15,96.77,87.64,88.0,0.71,20.0,10.0,1.0,37.72,33.4,14.57,29.16
050US18015,18015,19722,7780,8450.0,16.62,66.58,12.76,99.53,0.09,0.53,0.12,0.08,0.0,0.19,7.53,5.52,10.14,74.47,70.46,65.62,42.85,19630.0,17.0,49.25,50.75,97.04,93.4,72.21,104.0,0.53,23.0,15.0,0.0,49.28,31.93,10.69,29.54
050US18017,18017,40936,15735,17603.0,16.79,66.64,12.2,98.81,0.78,0.45,0.12,0.18,0.0,0.11,7.53,7.24,6.48,74.41,70.71,65.94,43.0,40449.0,318.0,48.17,51.83,92.93,88.36,60.2,185.0,0.45,50.0,74.0,0.0,50.01,30.15,10.95,29.29
050US18019,18019,88838,32979,42045.0,18.01,72.24,8.9,94.41,4.86,0.49,0.15,0.32,0.02,0.25,8.83,8.08,5.94,73.2,69.22,64.2,47.33,83869.0,4317.0,48.38,51.62,93.74,88.97,66.3,435.0,0.49,130.0,284.0,17.0,40.87,36.36,13.56,30.78
050US18021,18021,24862,10133,10285.0,16.61,63.9,15.5,99.4,0.36,0.27,0.08,0.08,0.01,0.07,10.91,7.29,8.89,75.67,72.13,67.17,41.37,24713.0,90.0,47.81,52.19,91.6,86.41,64.77,68.0,0.27,19.0,20.0,3.0,47.22,34.84,9.68,27.87
050US18023,18023,31545,12145,13239.0,16.34,65.74,14.19,99.36,0.04,1.34,0.07,0.14,0.01,0.37,9.55,7.48,6.75,74.56,70.93,66.3,41.97,31344.0,13.0,47.9,52.1,91.93,86.61,60.86,422.0,1.34,23.0,45.0,2.0,46.09,34.72,9.85,29.07
050US18025,18025,9820,4017,4228.0,17.69,67.92,13.37,99.36,0.13,0.47,0.44,0.06,0.01,0.0,18.84,13.74,13.82,73.16,69.23,64.04,43.05,9757.0,13.0,49.93,50.07,99.72,96.19,79.37,46.0,0.47,43.0,6.0,1.0,36.47,50.88,7.06,30.77
050US18027,18027,27836,10511,11486.0,16.83,65.45,14.15,99.33,0.45,0.31,0.05,0.06,0.01,0.11,16.68,6.67,6.02,73.75,69.97,65.21,41.26,27649.0,124.0,48.2,51.8,93.04,87.89,69.13,85.0,0.31,14.0,17.0,2.0,41.95,41.84,9.11,30.03
050US18029,18029,34291,12334,15121.0,16.97,69.88,10.79,98.95,0.66,0.37,0.08,0.22,0.01,0.08,8.33,9.1,6.88,72.23,68.03,63.1,44.1,33930.0,227.0,49.18,50.82,96.78,92.17,70.38,128.0,0.37,27.0,76.0,3.0,42.23,39.28,8.92,31.97
050US18031,18031,23841,8597,10302.0,17.51,69.45,12.2,99.61,0.01,0.34,0.04,0.29,0.02,0.03,10.97,6.88,6.14,71.8,67.88,62.94,43.21,23749.0,2.0,48.82,51.18,95.37,91.29,69.92,80.0,0.34,9.0,69.0,5.0,45.43,38.39,8.13,32.12
050US18033,18033,33606,12154,14959.0,17.55,70.58,11.06,99.31,0.08,0.85,0.19,0.14,0.0,0.27,6.71,9.5,5.9,71.98,68.06,63.0,44.51,33374.0,28.0,49.14,50.86,96.62,91.97,67.25,286.0,0.85,64.0,48.0,0.0,48.82,31.75,10.97,31.94
050US18035,18035,128587,47524,63864.0,23.83,71.45,10.05,93.34,5.9,0.63,0.16,0.25,0.02,0.34,12.64,8.77,6.01,76.49,73.05,63.47,49.67,120018.0,7587.0,47.66,52.34,91.07,86.34,61.81,811.0,0.63,212.0,317.0,20.0,40.68,33.61,10.78,26.95
050US18037,18037,34238,11689,15805.0,19.86,70.92,11.39,99.68,0.02,0.4,0.05,0.11,0.0,0.13,6.74,4.3,4.17,73.13,68.56,62.91,46.16,34129.0,8.0,49.12,50.88,96.54,94.06,69.11,138.0,0.4,17.0,39.0,1.0,40.06,41.69,8.01,31.44
050US18039,18039,137330,51794,63704.0,17.5,71.73,9.62,94.64,4.2,1.25,0.19,0.35,0.01,0.62,7.9,8.3,7.04,72.86,69.11,64.18,46.39,129971.0,5761.0,48.35,51.65,93.6,89.62,64.17,1719.0,1.25,256.0,478.0,13.0,41.13,34.39,12.21,30.89
050US18041,18041,28272,10627,12111.0,16.24,68.92,10.99,97.94,1.62,0.47,0.1,0.21,0.0,0.13,11.42,13.8,6.28,72.0,68.36,63.95,42.84,27691.0,459.0,48.62,51.38,94.62,89.85,67.64,132.0,0.47,27.0,59.0,0.0,40.54,43.27,8.96,31.64
050US18043,18043,61169,22745,28022.0,17.61,69.47,10.95,96.02,3.57,0.57,0.06,0.17,0.01,0.17,9.05,7.72,5.65,74.43,70.44,65.36,45.81,58736.0,2182.0,48.0,52.0,92.31,88.18,62.84,350.0,0.57,39.0,102.0,7.0,40.59,37.41,11.43,29.56
050US18045,18045,19033,7564,8094.0,16.83,65.7,13.5,99.61,0.02,0.43,0.08,0.11,0.0,0.18,8.31,7.04,7.83,74.94,70.93,65.99,42.53,18958.0,4.0,48.51,51.49,94.19,90.17,65.42,82.0,0.43,16.0,21.0,0.0,47.22,36.78,8.05,29.07
050US18047,18047,19612,6561,8556.0,17.53,71.42,10.9,99.78,0.01,0.55,0.07,0.11,0.01,0.03,10.08,11.14,6.46,70.09,65.82,60.68,43.63,19569.0,2.0,49.66,50.34,98.64,94.62,72.9,108.0,0.55,13.0,22.0,1.0,39.29,46.41,6.5,34.18
050US18049,18049,19335,8260,7957.0,16.43,64.14,14.39,98.64,0.81,0.44,0.2,0.2,0.01,0.15,8.88,7.14,12.8,75.39,71.49,66.91,41.15,19072.0,156.0,48.68,51.32,94.85,90.2,70.32,85.0,0.44,39.0,38.0,1.0,49.53,31.46,10.49,28.51
050US18051,18051,33156,13027,14258.0,17.91,65.19,14.27,97.8,1.86,0.43,0.06,0.15,0.0,0.12,9.79,5.75,6.5,75.98,72.25,66.91,43.0,32427.0,618.0,48.73,51.27,95.06,89.91,66.65,142.0,0.43,19.0,50.0,1.0,42.12,37.94,10.98,27.75
050US18053,18053,80934,30111,36329.0,19.25,68.54,10.62,92.15,6.5,1.57,0.2,0.3,0.01,0.85,10.22,10.74,7.2,74.57,70.56,64.11,44.89,74581.0,5264.0,48.43,51.57,93.91,89.52,69.47,1271.0,1.57,158.0,240.0,5.0,42.19,37.34,10.74,29.44
050US18055,18055,30416,12531,12426.0,15.22,63.23,16.1,99.6,0.03,0.32,0.07,0.21,0.02,0.08,12.16,8.91,8.08,75.86,72.29,67.87,40.85,30293.0,10.0,47.69,52.31,91.15,86.81,67.71,97.0,0.32,21.0,63.0,6.0,43.02,41.27,8.44,27.71
050US18057,18057,82027,29018,39185.0,16.04,73.88,7.38,98.78,0.44,0.53,0.09,0.49,0.01,0.19,4.17,4.1,6.05,71.75,67.49,63.22,47.77,81025.0,361.0,49.14,50.86,96.64,93.5,68.49,432.0,0.53,74.0,402.0,8.0,37.42,19.36,17.49,32.51
050US18059,18059,43939,15136,20611.0,16.85,73.27,8.26,99.31,0.1,0.62,0.08,0.24,0.01,0.26,6.17,6.26,4.39,71.46,67.2,62.41,46.91,43636.0,43.0,49.22,50.78,96.93,92.44,69.2,271.0,0.62,36.0,105.0,3.0,48.56,26.51,13.6,32.8
050US18061,18061,27276,9895,12506.0,17.9,71.38,10.09,99.2,0.53,0.39,0.08,0.1,0.01,0.07,8.5,7.78,8.19,72.37,68.24,63.0,45.85,27059.0,145.0,49.44,50.56,97.78,95.16,75.9,107.0,0.39,21.0,28.0,4.0,45.84,37.54,9.85,31.76
050US18063,18063,69804,23606,33811.0,17.52,74.03,7.69,99.02,0.51,0.39,0.09,0.24,0.0,0.15,4.04,4.1,3.91,72.25,67.67,62.82,48.44,69117.0,353.0,50.35,49.65,101.41,96.98,67.95,272.0,0.39,64.0,165.0,3.0,47.73,23.57,14.31,32.33
050US18065,18065,53336,19950,23344.0,16.92,67.99,12.06,98.71,0.93,0.51,0.13,0.09,0.0,0.14,10.06,14.64,5.78,73.72,69.75,65.03,43.77,52649.0,496.0,48.31,51.69,93.46,89.18,67.01,273.0,0.51,67.0,48.0,0.0,44.41,39.17,9.07,30.25
050US18067,18067,86896,32872,40153.0,17.72,71.33,8.89,94.03,4.92,1.08,0.21,0.29,0.02,0.52,8.1,13.01,5.54,72.85,68.81,63.85,46.21,81711.0,4279.0,48.19,51.81,93.0,88.55,61.39,939.0,1.08,184.0,255.0,16.0,45.57,31.53,11.9,31.19
050US18069,18069,35596,13246,15445.0,18.25,67.53,13.29,99.08,0.11,0.54,0.28,0.26,0.01,0.27,7.0,8.53,6.67,74.22,70.31,64.64,43.39,35269.0,40.0,48.04,51.96,92.47,87.29,60.03,192.0,0.54,99.0,91.0,2.0,49.32,28.77,11.65,29.69
050US18071,18071,36523,13801,15961.0,17.1,68.44,12.46,99.16,0.35,0.43,0.14,0.24,0.0,0.11,9.58,8.64,6.13,73.44,69.82,64.97,43.7,36217.0,129.0,48.3,51.7,93.41,89.39,67.29,157.0,0.43,50.0,88.0,0.0,44.05,40.2,8.38,30.18
050US18073,18073,26138,8698,12172.0,20.51,72.96,9.78,99.16,0.21,1.05,0.06,0.12,0.0,0.45,7.84,6.81,4.71,71.5,67.61,60.49,46.57,25919.0,55.0,49.53,50.47,98.15,95.65,72.75,275.0,1.05,15.0,31.0,0.0,45.24,35.69,9.76,32.39
050US18075,18075,23239,9044,9804.0,16.97,66.62,13.22,99.34,0.21,0.58,0.1,0.12,0.0,0.23,10.92,8.49,7.57,73.58,69.48,64.69,42.19,23085.0,48.0,48.42,51.58,93.88,89.53,68.75,134.0,0.58,24.0,28.0,1.0,45.28,39.98,7.85,30.52
050US18077,18077,30419,11045,14159.0,19.79,69.84,11.22,98.11,1.3,0.44,0.12,0.28,0.0,0.19,12.7,9.99,6.85,74.95,70.96,64.18,46.55,29844.0,396.0,48.7,51.3,94.93,91.87,73.3,134.0,0.44,37.0,84.0,1.0,40.73,37.66,9.41,29.04
050US18079,18079,22854,7788,10679.0,18.12,72.72,9.8,98.84,0.86,0.42,0.06,0.15,0.0,0.09,11.64,10.23,6.11,71.9,67.87,62.62,46.73,22588.0,197.0,49.86,50.14,99.42,96.38,79.49,97.0,0.42,13.0,35.0,0.0,43.22,41.84,8.11,32.13
050US18081,18081,77240,26920,37339.0,18.5,73.84,8.68,98.28,1.08,0.62,0.08,0.36,0.01,0.19,6.69,5.59,5.85,72.63,68.32,62.57,48.34,75912.0,833.0,48.73,51.27,95.06,90.66,55.46,478.0,0.62,63.0,278.0,6.0,44.32,29.15,13.28,31.68
050US18083,18083,41838,16319,18611.0,20.68,64.63,15.2,98.25,1.06,0.42,0.11,0.23,0.0,0.34,13.32,8.63,5.14,78.15,74.71,65.92,44.48,41107.0,445.0,48.48,51.52,94.1,89.89,64.1,176.0,0.42,44.0,98.0,0.0,39.65,37.54,12.96,25.29
050US18085,18085,59555,24901,27404.0,17.81,70.93,10.53,98.6,0.36,1.61,0.09,0.32,0.01,0.62,8.28,6.14,16.22,73.39,69.83,64.49,46.01,58719.0,212.0,48.86,51.14,95.54,92.79,75.24,961.0,1.61,55.0,193.0,5.0,44.3,31.56,12.0,30.17
050US18087,18087,25550,8342,10951.0,17.51,73.84,9.45,99.57,0.01,0.58,0.13,0.16,0.0,0.13,16.57,6.81,6.84,66.97,62.8,57.71,42.86,25440.0,3.0,49.1,50.9,96.48,93.68,79.21,149.0,0.58,33.0,40.0,0.0,37.0,47.36,8.73,37.2
050US18089,18089,522965,185918,236519.0,19.08,70.64,8.76,71.41,24.1,8.4,0.13,0.38,0.01,3.97,11.03,9.37,5.82,72.66,68.56,62.97,45.23,373428.0,126051.0,48.64,51.36,94.72,91.01,73.47,43932.0,8.4,665.0,2012.0,64.0,41.13,36.65,12.12,31.44
050US18091,18091,108632,40089,49024.0,17.58,69.06,10.65,91.04,7.97,1.1,0.18,0.33,0.01,0.47,8.31,7.49,6.7,74.12,70.23,65.35,45.13,98899.0,8662.0,49.67,50.33,98.69,96.15,68.31,1191.0,1.1,195.0,355.0,11.0,41.95,36.32,11.11,29.77
050US18093,18093,42472,16438,18157.0,16.03,66.55,12.83,99.42,0.27,0.4,0.09,0.14,0.01,0.08,8.85,9.08,5.55,74.32,70.72,66.1,42.75,42224.0,115.0,48.08,51.92,92.6,88.79,67.85,170.0,0.4,38.0,60.0,3.0,43.78,42.23,7.25,29.28
050US18095,18095,139336,53281,62761.0,17.81,68.95,10.87,92.52,6.93,0.57,0.11,0.2,0.01,0.23,9.4,12.52,6.19,74.18,70.24,65.06,45.04,128913.0,9652.0,48.64,51.36,94.7,90.47,65.42,789.0,0.57,155.0,279.0,15.0,44.24,35.48,9.91,29.76
050US18097,18097,765233,309455,360692.0,19.29,69.85,10.36,78.55,20.3,0.89,0.14,0.54,0.02,0.45,11.05,6.87,7.87,75.49,71.72,66.26,47.13,601092.0,155310.0,47.59,52.41,90.81,86.16,60.83,6818.0,0.89,1098.0,4127.0,133.0,36.81,32.53,14.31,28.28
