HEROP_ID,FIPS,DmyBlckBlt,TotPop,TotUnits,Age15_44,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DisbP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,BachelorsP,GradSclP,SomeCollegeP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65
050US20185,20185,0,4789,2458,1683,21.19,94.97,0.15,5.41,0.38,0.13,0.0,4.39,34,11.77,3.49,18.23,77.11,73.69,70.98,35.14,4548.0,7.0,48.78,51.22,95.23,91.38,65.85,259.0,5.41,18.0,6.0,0.0,29.07,17.12,14.04,4.39,23.85,26.31,3693.0,3529.0,3399.0,1015.0
050US20187,20187,0,2406,1007,1026,12.97,84.41,0.62,23.69,1.21,0.17,0.0,13.59,26,14.88,2.76,14.8,73.4,69.16,65.88,42.64,2031.0,15.0,51.0,49.0,104.07,103.17,85.71,570.0,23.69,29.0,4.0,0.0,30.99,22.0,12.13,4.77,21.32,30.84,1766.0,1664.0,1585.0,312.0
050US20189,20189,0,5463,2265,2285,13.31,83.01,0.93,21.73,0.93,0.24,0.02,14.88,25,10.33,3.76,12.23,72.85,68.81,64.52,41.83,4535.0,51.0,48.8,51.2,95.32,92.47,58.73,1187.0,21.73,51.0,13.0,1.0,32.0,19.53,13.11,4.41,21.97,31.19,3980.0,3759.0,3525.0,727.0
050US20191,20191,0,25946,10877,10146,15.47,94.62,0.71,3.58,1.05,0.22,0.05,3.4,34,9.54,4.96,9.09,75.14,71.47,67.66,39.1,24551.0,183.0,49.2,50.8,96.84,93.88,66.9,929.0,3.58,273.0,57.0,14.0,37.77,13.67,10.92,4.75,22.08,28.53,19495.0,18543.0,17554.0,4014.0
050US20193,20193,0,8180,3562,3500,14.63,97.14,0.43,1.85,0.33,0.27,0.02,1.83,27,9.74,5.79,9.43,76.91,73.72,65.51,42.79,7946.0,35.0,48.61,51.39,94.58,91.49,70.03,151.0,1.85,27.0,22.0,2.0,30.25,7.27,16.25,8.78,25.77,26.28,6291.0,6030.0,5359.0,1197.0
050US20195,20195,0,3319,1723,1180,23.98,97.77,0.18,0.78,0.39,0.48,0.06,1.18,35,12.26,1.77,18.05,80.48,76.14,73.46,35.55,3245.0,6.0,47.66,52.34,91.08,87.6,64.8,26.0,0.78,13.0,16.0,2.0,37.62,15.71,9.31,4.74,22.46,23.86,2671.0,2527.0,2438.0,796.0
050US20197,20197,0,6885,3033,2644,15.58,97.24,0.46,1.86,0.49,0.15,0.06,1.66,26,7.29,2.68,13.19,76.92,73.26,70.01,38.4,6695.0,32.0,50.62,49.38,102.5,101.28,90.25,128.0,1.86,34.0,10.0,4.0,45.51,10.06,11.98,5.34,17.2,26.74,5296.0,5044.0,4820.0,1073.0
050US20199,20199,0,1749,791,642,18.07,94.63,0.63,4.8,0.8,0.17,0.0,3.77,22,16.1,1.47,14.79,75.64,70.9,67.07,36.71,1655.0,11.0,49.74,50.26,98.98,99.36,72.68,84.0,4.8,14.0,3.0,0.0,36.72,15.98,13.33,3.88,18.53,29.1,1323.0,1240.0,1173.0,316.0
050US20201,20201,0,6483,3142,2132,25.07,98.9,0.11,0.65,0.34,0.05,0.0,0.6,37,10.07,2.17,14.93,79.53,76.32,73.58,32.89,6412.0,7.0,50.21,49.79,100.84,97.84,77.98,42.0,0.65,22.0,3.0,0.0,38.15,18.77,10.76,4.4,17.21,23.68,5156.0,4948.0,4770.0,1625.0
050US20203,20203,0,2531,1119,971,16.0,86.25,0.08,18.41,0.71,0.08,0.0,12.88,32,14.8,3.03,13.58,75.15,71.32,68.51,38.36,2183.0,2.0,51.09,48.91,104.44,102.58,84.09,466.0,18.41,18.0,2.0,0.0,32.86,22.28,11.69,3.82,18.15,28.68,1902.0,1805.0,1734.0,405.0
050US20205,20205,0,10332,4937,3704,19.95,96.78,0.37,1.67,0.88,0.26,0.04,1.71,41,11.31,4.22,14.87,77.59,74.59,71.02,35.85,9999.0,38.0,48.5,51.5,94.17,89.64,69.07,173.0,1.67,91.0,27.0,4.0,37.17,18.91,7.57,3.37,19.77,25.41,8017.0,7707.0,7338.0,2061.0
050US20207,20207,0,3788,2076,1298,24.79,96.96,0.82,1.37,0.87,0.05,0.0,1.29,42,13.21,3.58,20.91,81.26,78.33,74.42,34.27,3673.0,31.0,49.18,50.82,96.78,96.75,79.89,52.0,1.37,33.0,2.0,0.0,40.19,16.61,8.55,2.85,21.45,21.67,3078.0,2967.0,2819.0,939.0
050US20209,20209,0,157882,65892,70283,11.73,58.18,28.33,16.0,0.74,1.63,0.04,11.12,43,16.54,8.25,9.4,74.58,71.53,66.98,44.52,91856.0,44724.0,48.82,51.18,95.37,91.34,65.96,25257.0,16.0,1175.0,2568.0,56.0,34.26,26.0,7.68,4.36,19.05,28.47,117751.0,112926.0,105745.0,18520.0
050US21001,21001,0,17244,7792,7368,14.57,96.0,2.55,0.77,0.22,0.26,0.02,0.96,52,23.98,10.77,13.41,79.29,76.5,71.11,42.73,16555.0,440.0,48.45,51.55,93.99,91.65,69.91,132.0,0.77,38.0,45.0,3.0,31.14,39.95,5.42,5.52,11.85,23.5,13672.0,13191.0,12262.0,2513.0
050US21003,21003,0,17800,8057,7454,13.69,97.62,1.07,0.83,0.16,0.12,0.01,1.03,51,17.34,4.92,14.24,77.15,74.15,70.04,41.88,17376.0,191.0,48.97,51.03,95.95,93.28,72.96,147.0,0.83,29.0,21.0,2.0,39.19,35.5,5.05,4.05,10.52,25.85,13733.0,13199.0,12467.0,2437.0
050US21005,21005,0,19111,7752,8351,10.84,96.53,2.35,0.8,0.12,0.12,0.01,0.88,38,7.47,3.99,5.57,75.95,73.43,70.37,43.7,18448.0,449.0,48.87,51.13,95.59,92.99,69.7,153.0,0.8,23.0,23.0,1.0,43.01,19.57,8.23,3.77,17.98,26.57,14514.0,14034.0,13449.0,2072.0
050US21007,21007,0,8286,3837,3259,16.22,95.32,2.87,0.63,0.08,0.18,0.02,1.54,42,13.56,4.16,11.52,79.85,76.94,73.5,39.33,7898.0,238.0,49.37,50.63,97.52,94.0,66.54,52.0,0.63,7.0,15.0,2.0,40.44,23.66,5.84,4.8,17.95,23.06,6616.0,6375.0,6090.0,1344.0
050US21009,21009,0,38033,17095,15665,15.01,94.3,4.09,0.93,0.15,0.41,0.03,1.06,48,15.6,5.41,10.23,78.59,75.78,72.12,41.19,35864.0,1556.0,48.11,51.89,92.72,89.31,65.85,355.0,0.93,56.0,155.0,11.0,40.38,30.54,6.4,4.68,12.19,24.22,29891.0,28823.0,27429.0,5707.0
050US21011,21011,0,11085,4994,4593,14.63,96.87,1.85,0.8,0.21,0.02,0.0,1.06,61,21.91,6.66,10.99,78.61,75.84,71.94,41.43,10738.0,205.0,49.4,50.6,97.63,94.83,75.92,89.0,0.8,23.0,2.0,0.0,34.48,40.97,5.82,4.23,9.5,24.16,8714.0,8407.0,7975.0,1622.0
050US21013,21013,0,30060,13341,12662,13.74,96.02,2.4,0.65,0.25,0.35,0.03,0.98,77,31.07,11.11,10.02,78.52,75.62,71.63,42.12,28864.0,720.0,47.8,52.2,91.59,88.05,62.5,194.0,0.65,75.0,105.0,8.0,33.15,43.35,4.56,4.42,10.72,24.38,23604.0,22731.0,21531.0,4129.0
050US21015,21015,0,85991,33351,39954,8.07,95.15,1.52,1.98,0.23,1.29,0.03,1.81,28,5.62,3.11,6.28,74.3,71.34,67.51,46.46,81822.0,1306.0,49.42,50.58,97.72,94.7,69.5,1702.0,1.98,200.0,1108.0,29.0,32.81,14.9,15.81,7.02,21.27,28.66,63891.0,61347.0,58051.0,6941.0
050US21017,21017,0,19360,8349,7914,13.59,90.38,6.94,2.6,0.15,0.14,0.01,2.4,41,13.99,3.79,8.0,77.75,74.98,71.38,40.88,17497.0,1343.0,48.62,51.38,94.61,90.99,65.47,503.0,2.6,29.0,27.0,2.0,38.75,24.58,8.18,5.29,15.88,25.02,15053.0,14517.0,13819.0,2631.0
050US21019,21019,0,49752,21976,20464,15.59,95.97,2.55,1.12,0.16,0.3,0.0,1.03,51,15.45,8.48,8.95,81.02,78.21,74.48,41.13,47747.0,1267.0,48.97,51.03,95.96,93.06,65.88,558.0,1.12,80.0,148.0,2.0,35.32,22.02,8.07,6.03,20.39,21.79,40311.0,38912.0,37053.0,7758.0
050US21021,21021,0,27697,11418,12059,14.06,87.77,9.68,1.44,0.19,0.56,0.03,1.8,37,11.92,4.28,7.39,79.9,77.34,72.13,43.54,24311.0,2680.0,49.58,50.42,98.32,96.04,62.79,398.0,1.44,52.0,156.0,7.0,34.35,23.35,10.83,8.44,16.88,22.66,22130.0,21421.0,19979.0,3894.0
050US21023,21023,0,8279,3715,3504,13.49,98.48,0.62,0.47,0.25,0.06,0.04,0.59,45,10.83,4.9,13.11,77.42,74.45,70.58,42.32,8153.0,51.0,49.49,50.51,97.97,95.87,77.3,39.0,0.47,21.0,5.0,3.0,40.64,30.38,5.48,4.05,13.53,25.55,6410.0,6164.0,5843.0,1117.0
050US21025,21025,0,16100,6812,7110,11.53,98.69,0.39,0.66,0.09,0.29,0.02,0.53,78,33.22,10.13,9.42,78.12,74.5,69.97,44.16,15889.0,63.0,49.34,50.66,97.4,92.71,73.55,106.0,0.66,15.0,47.0,4.0,31.17,42.47,5.45,4.54,12.39,25.5,12578.0,11994.0,11265.0,1857.0
050US21027,21027,0,18648,9890,7362,14.22,95.84,2.86,0.72,0.23,0.08,0.02,1.0,44,15.82,6.01,25.95,78.21,75.08,71.34,39.48,17872.0,534.0,49.65,50.35,98.59,96.28,81.27,134.0,0.72,42.0,14.0,3.0,44.18,31.08,3.19,4.25,11.7,24.92,14584.0,14001.0,13303.0,2652.0
050US21029,21029,0,61236,23160,28045,7.83,98.07,0.38,0.63,0.34,0.27,0.01,0.94,34,7.9,3.15,4.27,75.82,72.83,68.87,45.8,60052.0,233.0,49.73,50.27,98.93,97.21,79.14,383.0,0.63,206.0,167.0,8.0,41.12,23.96,6.11,3.1,18.23,27.17,46427.0,44596.0,42172.0,4792.0
050US21031,21031,0,13010,5815,5648,12.84,97.88,0.52,1.04,0.22,0.17,0.0,1.21,45,16.05,4.85,13.0,77.88,74.73,70.42,43.41,12734.0,68.0,49.75,50.25,98.99,96.21,71.74,135.0,1.04,28.0,22.0,0.0,40.36,39.31,3.7,2.71,8.58,25.27,10132.0,9722.0,9162.0,1671.0
050US21033,21033,0,13060,6126,4886,17.98,93.89,4.81,0.61,0.15,0.16,0.01,1.0,47,15.88,5.5,11.35,80.37,77.59,74.2,37.41,12262.0,628.0,48.07,51.93,92.57,89.86,66.64,80.0,0.61,19.0,21.0,1.0,41.19,26.91,4.95,5.07,14.37,22.41,10496.0,10133.0,9690.0,2348.0
050US21035,21035,0,34177,16069,16323,14.99,93.48,3.56,1.38,0.2,1.33,0.03,1.42,39,16.63,9.56,13.73,83.53,81.26,72.14,47.76,31950.0,1218.0,48.24,51.76,93.21,90.97,68.66,473.0,1.38,67.0,456.0,10.0,30.26,22.09,12.96,11.09,16.83,18.74,28549.0,27771.0,24656.0,5124.0
050US21037,21037,0,88616,36898,39663,12.6,96.64,1.57,0.86,0.17,0.54,0.01,1.08,35,9.33,3.87,5.84,77.24,74.36,69.87,44.76,85636.0,1394.0,48.24,51.76,93.19,89.12,64.97,765.0,0.86,152.0,475.0,13.0,34.77,19.16,13.36,7.19,18.27,25.64,68449.0,65899.0,61918.0,11165.0
050US21039,21039,0,5351,2490,2074,18.28,97.78,0.95,0.82,0.41,0.07,0.0,0.78,43,13.11,6.25,11.33,79.54,76.62,72.57,38.76,5232.0,51.0,48.78,51.22,95.22,92.94,70.09,44.0,0.82,22.0,4.0,0.0,39.46,26.64,6.5,4.07,16.56,23.38,4256.0,4100.0,3883.0,978.0
050US21041,21041,0,10155,4439,4433,12.47,95.16,1.94,3.25,0.23,0.17,0.05,2.51,46,14.89,6.74,11.24,77.92,74.69,70.65,43.65,9663.0,197.0,50.29,49.71,101.17,99.03,74.14,330.0,3.25,23.0,17.0,5.0,37.56,31.88,5.89,2.38,14.48,25.31,7913.0,7585.0,7174.0,1266.0
050US21043,21043,0,26889,11534,11679,12.55,99.02,0.13,0.59,0.25,0.11,0.0,0.49,51,22.3,8.15,10.33,78.34,75.52,70.49,43.43,26625.0,35.0,48.95,51.05,95.9,93.32,74.01,158.0,0.59,67.0,29.0,1.0,37.28,35.63,4.75,4.16,12.02,24.48,21065.0,20306.0,18955.0,3374.0
050US21045,21045,0,15447,7242,6159,15.13,98.3,0.33,1.28,0.28,0.06,0.05,1.02,60,25.55,5.88,13.56,78.35,75.49,71.52,39.87,15184.0,51.0,48.88,51.12,95.61,92.62,72.98,198.0,1.28,44.0,10.0,8.0,36.77,42.55,4.27,3.11,9.94,24.51,12102.0,11661.0,11047.0,2337.0
050US21047,21047,0,72265,27182,35756,9.76,69.92,23.73,4.83,0.52,0.91,0.32,4.92,36,14.99,6.85,8.55,74.08,71.69,65.46,49.48,50529.0,17148.0,51.61,48.39,106.64,107.59,66.54,3494.0,4.83,376.0,660.0,228.0,33.37,22.77,7.71,4.75,22.29,28.31,53536.0,51806.0,47304.0,7053.0
050US21049,21049,0,33144,13749,14172,12.45,93.6,4.77,1.19,0.17,0.2,0.01,1.26,44,10.64,4.65,5.34,78.07,75.19,71.73,42.76,31023.0,1582.0,48.35,51.65,93.61,89.83,68.78,393.0,1.19,58.0,65.0,3.0,36.25,24.95,9.37,6.25,17.22,24.81,25876.0,24921.0,23773.0,4125.0
050US21051,21051,0,24556,9439,11509,10.3,93.92,4.8,1.36,0.21,0.12,0.02,0.96,73,39.71,10.73,9.35,78.13,74.62,70.55,46.87,23063.0,1178.0,52.77,47.23,111.73,112.62,74.78,333.0,1.36,51.0,29.0,4.0,28.98,50.56,3.56,4.45,9.06,25.38,19185.0,18324.0,17325.0,2529.0
050US21053,21053,0,9634,4888,3880,15.03,99.09,0.1,1.22,0.25,0.04,0.11,0.52,69,25.76,6.12,16.41,79.9,77.33,73.69,40.27,9546.0,10.0,48.16,51.84,92.91,91.47,68.57,118.0,1.22,24.0,4.0,11.0,31.62,46.5,5.05,2.91,9.75,22.67,7698.0,7450.0,7099.0,1448.0
050US21055,21055,0,9384,4410,3596,16.29,98.24,0.65,0.51,0.15,0.09,0.0,0.87,49,19.08,6.71,13.17,79.75,76.79,72.86,38.32,9219.0,61.0,48.4,51.6,93.8,92.47,71.99,48.0,0.51,14.0,8.0,0.0,40.19,33.05,4.23,3.1,12.97,23.21,7484.0,7206.0,6837.0,1529.0
050US21057,21057,0,7147,3567,2747,17.88,95.28,3.41,0.6,0.14,0.04,0.06,1.12,62,23.81,6.53,16.57,79.56,76.37,73.09,38.44,6810.0,244.0,48.12,51.88,92.75,89.05,68.16,43.0,0.6,10.0,3.0,4.0,36.36,44.03,3.2,3.92,9.39,23.63,5686.0,5458.0,5224.0,1278.0
050US21059,21059,0,91545,38432,38548,13.81,93.69,4.35,0.92,0.13,0.43,0.02,1.4,39,12.33,5.76,6.24,77.35,74.2,69.9,42.11,85772.0,3982.0,48.09,51.91,92.63,88.29,62.34,845.0,0.92,120.0,393.0,17.0,37.65,19.28,10.92,6.1,18.1,25.8,70811.0,67925.0,63987.0,12643.0
050US21061,21061,0,11644,6104,4803,14.39,98.39,0.58,0.56,0.44,0.07,0.0,0.52,58,18.37,6.91,23.85,79.55,76.43,72.29,41.25,11457.0,67.0,49.36,50.64,97.46,94.3,78.76,65.0,0.56,51.0,8.0,0.0,40.09,38.32,2.47,2.45,10.99,23.57,9263.0,8899.0,8418.0,1675.0
050US21063,21063,0,6748,3107,2775,13.35,99.04,0.03,0.59,0.07,0.0,0.01,0.86,70,25.91,10.54,15.09,77.8,74.63,70.14,41.12,6683.0,2.0,48.77,51.23,95.2,93.54,69.36,40.0,0.59,5.0,0.0,1.0,31.03,47.44,4.07,3.73,8.1,25.37,5250.0,5036.0,4733.0,901.0
050US21065,21065,0,15307,6824,6518,13.47,99.07,0.11,0.53,0.24,0.03,0.0,0.55,65,26.43,7.36,10.49,78.74,75.85,71.86,42.58,15165.0,17.0,48.41,51.59,93.83,91.24,71.26,81.0,0.53,36.0,5.0,0.0,37.26,41.5,4.67,2.27,9.14,24.15,12052.0,11610.0,10999.0,2062.0
050US21067,21067,0,260512,116167,133143,10.05,81.04,13.48,3.29,0.19,2.46,0.03,2.83,31,12.87,5.36,6.78,80.94,78.68,72.62,51.11,211120.0,35116.0,49.1,50.9,96.45,94.31,64.4,8561.0,3.29,507.0,6407.0,83.0,22.39,14.2,21.16,14.49,22.09,21.32,210861.0,204979.0,189172.0,26174.0
050US21069,21069,0,13792,6120,5759,13.38,97.33,1.41,0.75,0.14,0.17,0.0,0.95,55,18.65,6.66,12.3,77.52,74.62,70.69,41.76,13424.0,195.0,48.97,51.03,95.96,93.2,67.42,103.0,0.75,19.0,23.0,0.0,37.94,33.53,4.88,3.92,13.7,25.38,10691.0,10292.0,9750.0,1845.0
050US21071,21071,0,42441,18551,18801,12.18,97.73,1.29,0.61,0.12,0.24,0.08,0.63,75,30.26,10.04,9.0,79.54,76.36,72.27,44.3,41478.0,546.0,49.16,50.84,96.69,95.01,69.2,260.0,0.61,49.0,102.0,34.0,29.93,38.68,4.92,4.76,15.05,23.64,33757.0,32407.0,30670.0,5169.0
050US21073,21073,0,47687,21409,21011,12.34,87.98,9.36,1.11,0.13,0.72,0.02,1.81,42,10.68,6.17,7.02,80.09,77.4,73.1,44.06,41953.0,4463.0,48.37,51.63,93.68,89.7,65.4,531.0,1.11,63.0,344.0,10.0,31.39,21.22,15.2,8.65,16.29,22.6,38191.0,36911.0,34859.0,5885.0
050US21075,21075,0,7752,3697,3039,17.54,75.12,23.19,0.72,0.12,0.31,0.0,1.26,50,23.11,8.61,12.44,78.15,75.13,70.91,39.2,5823.0,1798.0,46.71,53.29,87.65,82.0,60.57,56.0,0.72,9.0,24.0,0.0,38.96,30.48,6.44,5.07,14.3,24.87,6058.0,5824.0,5497.0,1360.0
050US21077,21077,0,7870,3362,3386,10.29,96.72,1.59,1.04,0.18,0.22,0.0,1.3,44,13.38,3.46,13.68,74.33,71.45,67.98,43.02,7612.0,125.0,49.73,50.27,98.94,95.99,71.61,82.0,1.04,14.0,17.0,0.0,44.4,32.04,4.11,2.78,11.2,28.55,5850.0,5623.0,5350.0,810.0
050US21079,21079,0,14792,6414,6374,13.04,95.75,3.06,1.32,0.13,0.04,0.0,1.02,48,14.65,5.05,10.49,78.31,75.65,71.99,43.09,14163.0,453.0,49.18,50.82,96.75,93.0,74.73,195.0,1.32,19.0,6.0,0.0,35.7,30.63,6.85,3.65,16.33,24.35,11583.0,11190.0,10649.0,1929.0
050US21081,21081,0,22384,9306,10161,9.55,98.31,0.25,1.04,0.23,0.29,0.05,0.91,43,11.06,5.43,12.15,74.42,71.3,67.21,45.39,22006.0,57.0,49.28,50.72,97.15,94.84,71.1,232.0,1.04,51.0,66.0,12.0,44.23,27.58,5.7,3.71,13.36,28.7,16659.0,15959.0,15045.0,2137.0
050US21083,21083,0,37028,16340,14758,16.09,92.73,4.44,2.4,0.2,0.2,0.01,2.43,47,16.37,5.51,9.17,78.29,75.51,71.71,39.86,34335.0,1645.0,48.72,51.28,95.02,91.48,66.42,888.0,2.4,75.0,73.0,5.0,38.88,26.61,7.48,5.08,16.08,24.49,28989.0,27960.0,26552.0,5958.0
050US21085,21085,0,24053,12802,9919,14.02,98.26,0.5,0.77,0.17,0.14,0.01,0.94,55,18.09,5.66,25.04,78.36,75.57,71.61,41.24,23634.0,120.0,49.52,50.48,98.08,95.83,81.39,186.0,0.77,40.0,34.0,2.0,37.15,37.2,3.69,4.0,11.82,24.43,18847.0,18177.0,17224.0,3372.0
050US21087,21087,0,11518,5420,4512,16.95,96.19,2.61,0.95,0.1,0.13,0.0,0.96,52,18.45,5.12,13.17,80.15,77.31,73.55,39.17,11079.0,301.0,49.22,50.78,96.92,91.94,70.93,109.0,0.95,12.0,15.0,0.0,36.23,38.57,4.89,4.21,11.02,22.69,9232.0,8904.0,8471.0,1952.0
050US21089,21089,0,36891,15977,14783,14.61,98.07,0.57,0.55,0.19,0.38,0.0,0.79,55,14.12,7.3,9.02,79.18,76.42,72.85,40.07,36179.0,212.0,48.14,51.86,92.81,89.34,71.9,204.0,0.55,69.0,139.0,1.0,37.77,24.88,6.51,5.0,17.88,23.58,29211.0,28192.0,26876.0,5389.0
050US21091,21091,0,8392,3600,3492,10.97,97.97,0.85,0.76,0.29,0.17,0.0,0.73,30,13.57,5.14,10.69,76.04,73.3,69.78,41.61,8222.0,71.0,49.36,50.64,97.46,95.77,71.51,64.0,0.76,24.0,14.0,0.0,45.72,22.81,5.42,2.73,17.03,26.7,6381.0,6151.0,5856.0,921.0
050US21093,21093,0,94174,37673,44381,9.66,81.99,11.87,3.35,0.42,1.8,0.22,3.92,34,10.04,5.74,8.43,75.71,72.43,67.41,47.13,77217.0,11178.0,50.5,49.5,102.02,100.48,70.75,3159.0,3.35,392.0,1693.0,209.0,34.31,17.69,8.9,6.47,23.63,27.57,71302.0,68211.0,63483.0,9094.0
050US21095,21095,0,33202,15017,13461,13.94,95.56,2.62,0.65,0.48,0.29,0.02,1.05,81,32.49,13.22,11.49,78.08,75.01,70.93,40.54,31728.0,869.0,47.85,52.15,91.76,87.85,63.22,216.0,0.65,159.0,96.0,5.0,34.27,41.29,4.32,4.53,11.57,24.99,25925.0,24905.0,23551.0,4629.0
050US21097,21097,0,17983,7660,7641,13.41,95.65,2.52,1.15,0.28,0.13,0.02,1.42,41,11.98,3.64,8.46,77.88,74.99,71.2,42.49,17200.0,454.0,48.72,51.28,95.0,92.49,68.2,207.0,1.15,50.0,24.0,3.0,42.62,25.85,6.34,4.28,14.2,25.01,14006.0,13486.0,12804.0,2412.0
050US21099,21099,0,17445,8045,7217,13.95,92.58,6.2,0.86,0.22,0.11,0.03,0.9,54,22.42,6.57,15.86,77.4,74.27,70.2,41.37,16150.0,1081.0,49.22,50.78,96.94,93.24,71.7,150.0,0.86,38.0,19.0,6.0,35.08,41.82,3.61,3.39,10.78,25.73,13502.0,12957.0,12247.0,2433.0
050US21101,21101,0,44829,19466,19216,13.15,91.16,7.1,0.97,0.16,0.33,0.01,1.26,41,12.26,5.45,7.04,78.4,75.4,71.53,42.87,41710.7375786694,3258.46412908179,48.32,51.68,93.51,90.51,66.44,442.238689638324,0.97,71.6782610718814,155.131233931667,3.38517467223508,37.73,21.63,8.21,5.69,18.68,24.63,35886.0260350624,34513.1162387594,32742.2277079141,6037.86969672293
050US21103,21103,0,15060,6381,6298,12.31,93.97,3.3,2.25,0.24,0.35,0.02,2.14,45,13.68,3.74,8.42,77.48,74.63,71.0,41.82,14152.0,497.0,49.81,50.19,99.26,95.92,77.42,339.0,2.25,36.0,52.0,3.0,44.51,26.61,5.56,4.24,12.76,25.37,11668.0,11240.0,10692.0,1854.0
050US21105,21105,0,5262,2436,1975,18.47,88.35,9.9,1.03,0.29,0.06,0.0,1.41,41,17.41,6.48,10.18,80.56,77.92,74.5,37.53,4649.0,521.0,47.72,52.28,91.28,88.85,68.75,54.0,1.03,15.0,3.0,0.0,39.07,35.59,4.07,4.69,11.73,22.08,4239.0,4100.0,3920.0,972.0
050US21107,21107,0,46519,20668,18893,14.74,92.02,6.21,0.91,0.19,0.34,0.02,1.24,47,16.53,7.05,8.94,78.58,75.84,72.18,40.61,42808.0,2887.0,47.65,52.35,91.02,87.72,62.2,423.0,0.91,89.0,157.0,9.0,38.32,28.67,5.85,4.74,15.08,24.16,36555.0,35279.0,33578.0,6858.0
050US21109,21109,0,13495,6065,5905,11.83,99.17,0.05,0.53,0.19,0.01,0.01,0.57,66,30.15,8.84,12.5,76.83,73.95,69.64,43.76,13383.0,7.0,49.31,50.69,97.27,95.25,82.51,72.0,0.53,26.0,2.0,1.0,33.39,47.09,3.05,3.72,8.45,26.05,10368.0,9979.0,9398.0,1597.0
050US21111,21111,0,693604,305835,300259,13.55,77.38,18.88,1.78,0.22,1.39,0.04,2.13,36,12.36,5.04,6.15,78.38,75.74,71.89,43.29,536721.0,130928.0,47.81,52.19,91.6,87.59,63.23,12370.0,1.78,1523.0,9640.0,255.0,29.06,18.15,15.25,9.59,20.5,24.26,543673.0,525333.0,498638.0,93982.0
050US21113,21113,0,39041,14646,18321,9.52,94.44,3.13,1.31,0.2,0.58,0.03,1.65,35,10.47,4.27,5.32,76.35,73.62,68.35,46.93,36871.0,1222.0,49.14,50.86,96.62,92.84,83.28,512.0,1.31,80.0,225.0,11.0,32.35,20.92,12.75,8.78,19.22,26.38,29806.0,28741.0,26683.0,3717.0
050US21115,21115,0,23445,10236,9909,12.6,98.64,0.25,0.61,0.13,0.29,0.02,0.69,72,26.56,8.41,11.07,79.12,75.99,71.87,42.26,23126.0,59.0,48.21,51.79,93.09,90.7,71.54,143.0,0.61,30.0,68.0,5.0,35.11,36.24,5.08,4.17,14.69,24.01,18550.0,17817.0,16850.0,2954.0
050US21117,21117,0,151464,63571,68751,11.07,93.99,3.84,1.1,0.15,0.59,0.03,1.44,34,9.02,3.5,6.49,76.48,73.66,69.79,45.39,142504.85487948,5812.40681141103,49.04,50.96,96.24,91.92,62.98,1670.3208111402,1.1,224.26243567753,894.820111492281,42.0224451566309,32.58,17.87,14.97,7.92,19.24,26.34,115964.180655863,111678.777952063,105818.904554482,16788.2769364449
050US21119,21119,0,17649,7579,7908,11.35,98.27,0.73,0.63,0.11,0.15,0.01,0.74,76,31.06,15.62,11.37,78.93,75.53,70.21,44.81,17344.0,129.0,49.31,50.69,97.26,94.09,72.76,112.0,0.63,19.0,27.0,2.0,30.85,41.3,5.11,5.14,12.18,24.47,13931.0,13330.0,12392.0,2004.0
050US21121,21121,0,31795,13999,13402,12.76,97.84,0.82,0.57,0.25,0.17,0.02,0.92,75,34.83,8.95,11.31,76.69,73.82,69.31,42.15,31108.0,262.0,48.15,51.85,92.87,88.72,63.22,180.0,0.57,80.0,53.0,6.0,32.55,45.91,4.67,4.12,9.17,26.18,24383.0,23471.0,22037.0,4056.0
050US21123,21123,0,13373,5860,5445,15.01,94.65,3.54,1.05,0.19,0.16,0.03,1.47,49,15.43,4.76,9.98,78.21,74.96,71.26,40.72,12657.0,473.0,48.82,51.18,95.4,92.86,72.57,140.0,1.05,26.0,21.0,4.0,40.25,28.97,5.31,5.6,14.13,25.04,10459.0,10025.0,9529.0,2007.0
050US21125,21125,0,52715,22317,23171,11.46,97.66,0.63,0.55,0.37,0.35,0.01,1.0,56,21.25,5.38,8.8,77.45,74.58,70.66,43.96,51484.0,331.0,48.88,51.12,95.6,92.84,73.62,291.0,0.55,193.0,182.0,5.0,34.85,36.14,6.33,4.32,13.46,25.42,40830.0,39314.0,37247.0,6042.0
050US21127,21127,0,15569,7040,6608,12.44,98.93,0.1,0.41,0.28,0.07,0.01,0.62,68,30.69,11.54,15.43,77.92,74.72,70.84,42.44,15403.0,15.0,49.32,50.68,97.33,93.01,75.61,64.0,0.41,44.0,11.0,1.0,33.01,41.83,3.71,2.92,13.16,25.28,12131.0,11633.0,11029.0,1937.0
050US21129,21129,0,7916,3321,3453,14.34,95.1,3.79,0.37,0.28,0.1,0.01,0.73,65,30.42,9.43,10.12,80.13,77.3,73.52,43.62,7528.0,300.0,52.25,47.75,109.42,111.8,76.52,29.0,0.37,22.0,8.0,1.0,30.85,49.06,3.16,3.1,9.29,22.7,6343.0,6119.0,5820.0,1135.0
