"HEROP_ID","ZCTA5","OtpMinDis","OtpTmDr","OtpCntDr"
"860US90742","90742",9.5,15.04,11
"860US93560","93560",19.4,31.67,0
"860US96108","96108",172.33,NA,0
"860US19944","19944",12.87,12.75,1
"860US92553","92553",9.94,14.82,3
"860US06377","06377",18.22,31.67,0
"860US32577","32577",14.39,19.87,1
"860US31601","31601",9.92,11.49,1
"860US31821","31821",28.88,52.47,0
"860US83285","83285",130.97,NA,0
"860US32132","32132",20.78,34.79,0
"860US33142","33142",4.06,7.36,7
"860US66118","66118",1.29,4.78,5
"860US83120","83120",119.78,NA,0
"860US79601","79601",10.85,0,2
"860US76433","76433",38.95,58.47,0
"860US77445","77445",29.06,40.41,0
"860US77859","77859",27.92,38.02,0
"860US75975","75975",16.96,30.56,0
"860US76446","76446",66.88,73.98,0
"860US76951","76951",51.37,54.98,0
"860US78358","78358",32.51,39.18,0
"860US78873","78873",81.46,NA,0
"860US75926","75926",15.53,27.65,1
"860US75760","75760",30.37,54.6,0
"860US78147","78147",38.29,43.46,0
"860US76661","76661",27.59,35.5,0
"860US78339","78339",23.32,32.38,0
"860US75555","75555",39.52,69.76,0
"860US77474","77474",42.48,53.07,0
"860US76711","76711",2.39,6.5,1
"860US24630","24630",24.38,23.72,1
"860US75936","75936",33.34,49.32,0
"860US84031","84031",67.36,117.64,0
"860US84649","84649",93.06,110.4,0
"860US84540","84540",66.05,133.46,0
"860US84075","84075",7.17,9.82,3
"860US05084","05084",12.93,18.22,1
"860US24502","24502",4.34,7.57,1
"860US22203","22203",5.27,10.85,6
"860US23882","23882",21.29,33.02,0
"860US22035","22035",8.95,20.74,3
"860US23665","23665",8.48,14.75,3
"860US98404","98404",2.39,5.89,7
"860US99140","99140",97.98,149.15,0
"860US98361","98361",74.69,103.48,0
"860US25286","25286",23.57,48.59,0
"860US26351","26351",44.54,83.72,0
"860US24927","24927",66.1,126.07,0
"860US98039","98039",6.17,13.43,10
"860US26301","26301",2.2,0,1
"860US25524","25524",32.21,67.83,0
"860US25208","25208",37.07,84.91,0
"860US05907","05907",27.74,50.46,0
"860US53218","53218",6.59,12.47,5
"860US54627","54627",27.78,39.16,0
"860US54546","54546",107.67,NA,0
"860US26684","26684",36.96,73.86,0
"860US82073","82073",81.84,NA,0
"860US82730","82730",315.73,NA,0
"860US82335","82335",169.83,NA,0
"860US72749","72749",30.53,50.66,0
"860US83111","83111",106.04,NA,0
"860US74346","74346",39.11,47.88,0
"860US83414","83414",186.91,NA,0
"860US49946","49946",195.79,NA,0
"860US68658","68658",56.12,73.1,0
"860US40351","40351",55,75.12,0
"860US42320","42320",40.15,37.89,0
"860US40472","40472",28.63,33.65,0
"860US40374","40374",42.3,57.28,0
"860US41567","41567",8.78,21.06,1
"860US40051","40051",22.71,36.65,0
"860US40078","40078",32.29,48.4,0
"860US41535","41535",6.94,16.36,2
"860US70655","70655",49.18,53.91,0
"860US71438","71438",29.43,38.87,0
"860US70535","70535",39,62.38,0
"860US71377","71377",53.14,71.07,0
"860US70001","70001",5.82,11.85,2
"860US04644","04644",52.95,82.37,0
"860US04497","04497",78.15,128.69,0
"860US04457","04457",59.67,61.03,0
"860US04953","04953",29.45,40.44,0
"860US20779","20779",19.28,31.23,0
"860US01561","01561",9.1,19.77,4
"860US02457","02457",7.98,15.12,16
"860US33412","33412",10.65,26.47,4
"860US32409","32409",13.7,22.03,1
"860US32399","32399",3.86,13.32,1
"860US33158","33158",3.69,7.7,1
"860US34679","34679",4.79,18.52,2
"860US32448","32448",48.18,71.98,0
"860US32732","32732",20.34,36.16,0
"860US31020","31020",10.99,32.06,0
"860US31553","31553",25.22,48.01,0
"860US31324","31324",16.5,34.3,0
"860US31064","31064",19.27,26.09,1
"860US31006","31006",39.22,51.55,0
"860US30250","30250",8.49,20.59,4
"860US96790","96790",20.21,40.66,0
"860US96853","96853",4.23,7.94,2
"860US83847","83847",112.79,NA,0
"860US83313","83313",141.8,NA,0
"860US83445","83445",182.11,NA,0
"860US83638","83638",146.66,NA,0
"860US83227","83227",137.41,NA,0
"860US24501","24501",2.75,0,1
"860US24592","24592",39.44,49.8,0
"860US84773","84773",127.63,NA,0
"860US84054","84054",3.93,6.61,9
"860US84066","84066",84.81,137.99,0
"860US84027","84027",50.42,97.91,0
"860US05254","05254",42.71,57.33,0
"860US24167","24167",17.51,34.03,0
"860US22727","22727",23.18,31.26,0
"860US23842","23842",9.69,15.11,2
"860US24073","24073",24.49,34.32,0
"860US05439","05439",3.67,10.64,1
"860US23708","23708",1.59,7.89,9
"860US18915","18915",9.65,17.01,10
"860US77990","77990",27.26,46.25,0
"860US98601","98601",31.96,36.83,0
"860US98952","98952",29.72,64.25,0
"860US61955","61955",15.92,33.82,0
"860US61731","61731",33.66,62.09,0
"860US62077","62077",40.48,71.66,0
"860US61625","61625",1.19,4.13,3
"860US61236","61236",15.57,25.09,2
"860US62362","62362",47.46,71.4,0
"860US62334","62334",42.45,63.02,0
"860US47536","47536",33.19,59.26,0
"860US46135","46135",37.68,36.82,0
"860US47201","47201",40.65,43.6,0
"860US46958","46958",38.23,56.77,0
"860US46070","46070",19.35,35.15,0
"860US50223","50223",52.43,69.84,0
"860US50577","50577",110.43,NA,0
"860US51101","51101",103,NA,0
"860US50032","50032",5.21,11.36,4
"860US52337","52337",35.84,57.8,0
"860US52531","52531",33.23,43.12,0
"860US52591","52591",63.4,68.81,0
"860US50057","50057",12.58,20.03,1
"860US66213","66213",4.12,12.74,6
"860US67850","67850",146.14,NA,0
"860US41004","41004",23.2,53.99,0
"860US16665","16665",6.66,4.16,2
"860US15323","15323",12.01,17.17,3
"860US17929","17929",16.9,24.03,1
"860US19474","19474",6.14,15.58,3
"860US15082","15082",13.96,25.88,3
"860US16239","16239",52.46,70.27,0
"860US15075","15075",11.97,23.68,5
"860US15621","15621",7.44,13.58,2
"860US19076","19076",4.76,12.14,22
"860US29654","29654",22.06,40.02,0
"860US02802","02802",6.1,9.77,16
"860US29691","29691",10.7,24.53,1
"860US29038","29038",49.43,68.84,0
"860US29540","29540",14.2,30.76,0
"860US29488","29488",45.6,43.76,0
"860US29812","29812",36.36,57.46,0
"860US29080","29080",20.67,40.15,0
"860US29128","29128",16.56,24.43,1
"860US57197","57197",2.78,6.94,1
"860US57018","57018",28.35,47.04,0
"860US57567","57567",272.91,NA,0
"860US38483","38483",23.64,32.19,0
"860US79530","79530",27.05,28.97,1
"860US23947","23947",58.36,87.26,0
"860US84021","84021",51.5,96.96,0
"860US38655","38655",67.54,83.56,0
"860US39175","39175",39.32,60.68,0
"860US65020","65020",70.43,95.09,0
"860US65625","65625",51.02,73.4,0
"860US64735","64735",45.95,65.31,0
"860US64443","64443",10.59,16.72,1
"860US63109","63109",6.84,15.67,5
"860US59086","59086",50.81,88.26,0
"860US59223","59223",270.45,NA,0
"860US59711","59711",99.63,113.54,0
"860US59001","59001",70.01,81.34,0
"860US59868","59868",51.57,78.64,0
"860US59826","59826",64.14,125.09,0
"860US59058","59058",143.31,NA,0
"860US59832","59832",56.73,60.29,0
"860US68950","68950",142.68,NA,0
"860US68751","68751",82.82,83.83,0
"860US68303","68303",71.36,98.54,0
"860US89820","89820",209.22,NA,0
"860US89438","89438",215.02,NA,0
"860US03043","03043",23.22,38.83,0
"860US99709","99709",34.42,NA,0
"860US99754","99754",689.67,NA,0
"860US99626","99626",726.3,NA,0
"860US86505","86505",119.38,NA,0
"860US85629","85629",16.36,20.44,6
"860US86018","86018",24.18,32.47,0
"860US86046","86046",41.13,53.88,0
"860US72031","72031",73.27,88.02,0
"860US71638","71638",94.73,NA,0
"860US72441","72441",28.75,57.51,0
"860US72325","72325",22.92,29.71,1
"860US95949","95949",29.62,45.28,0
"860US96069","96069",26.1,50.74,0
"860US92840","92840",4,9.18,13
"860US92332","92332",52.44,114.57,0
"860US90062","90062",3.05,7.03,33
"860US93306","93306",16.04,11.07,3
"860US92281","92281",21.77,27.99,1
"860US94121","94121",0.84,0,12
"860US95526","95526",45,87.1,0
"860US90249","90249",1.99,4.94,28
"860US95053","95053",3.28,5.42,3
"860US93626","93626",23.42,40.92,0
"860US96021","96021",32.77,39.48,0
"860US80424","80424",68.18,97.42,0
"860US80540","80540",19.61,28.42,1
"860US80449","80449",70.04,125.7,0
"860US80294","80294",0.34,4.82,12
"860US06422","06422",9.79,17.24,4
"860US06350","06350",10.96,24.65,2
"860US32571","32571",11.15,28.15,2
"860US74942","74942",53.14,78.91,0
"860US97761","97761",75.03,87.75,0
"860US97869","97869",124.6,NA,0
"860US97005","97005",5.12,9.47,8
"860US97636","97636",148.74,NA,0
"860US16323","16323",32.08,41.31,0
"860US16933","16933",18.23,33.7,0
"860US15701","15701",16.47,20.36,1
"860US19457","19457",7.6,11.99,3
"860US15778","15778",41.06,79.33,0
"860US18353","18353",19.94,33.24,0
"860US15434","15434",3.98,13.54,3
"860US15219","15219",1.55,4.99,9
"860US82725","82725",215.93,NA,0
"860US36830","36830",36.12,47.18,0
"860US36720","36720",75.27,132.75,0
"860US98047","98047",7.79,9.78,5
"860US98565","98565",43.58,41.17,0
"860US98385","98385",22.19,30.78,0
"860US25541","25541",22.95,32.79,0
"860US26164","26164",28.74,51.8,0
"860US26137","26137",39.24,80.69,0
"860US54946","54946",49.79,56.2,0
"860US53901","53901",43.97,43.11,0
"860US25672","25672",14.82,36.78,0
"860US54765","54765",41.35,48.64,0
"860US53195","53195",24.35,32.72,0
"860US77518","77518",12.01,16.91,1
"860US54874","54874",25.42,36.61,0
"860US54214","54214",40.89,41.78,0
"860US84313","84313",143.2,NA,0
"860US54654","54654",53.93,70,0
"860US82601","82601",253,NA,0
"860US82201","82201",134.05,NA,0
"860US25008","25008",20.64,57.82,0
"860US82838","82838",106.23,NA,0
"860US98320","98320",27.48,90.49,0
"860US99786","99786",694.9,NA,0
"860US97828","97828",109.25,160.53,0
"860US85322","85322",24.34,36.75,0
"860US31815","31815",36.83,50.6,0
"860US21052","21052",6.13,18.27,15
"860US04746","04746",214.86,NA,0
"860US59831","59831",49.24,61.05,0
"860US81149","81149",64.47,72.79,0
"860US21718","21718",12.56,25.96,2
"860US59460","59460",236.78,NA,0
"860US60482","60482",1.25,4.76,39
"860US50566","50566",85.06,103.18,0
"860US46045","46045",40.3,56.53,0
"860US61323","61323",40.1,51.86,0
"860US04435","04435",28.11,44.12,0
"860US57012","57012",35.78,52.58,0
"860US38588","38588",67.47,110.88,0
"860US37064","37064",25.08,31.27,0
"860US38450","38450",30.49,53.25,0
"860US37874","37874",33.76,48.7,0
"860US37357","37357",60.88,82.52,0
"860US79032","79032",58.62,70.12,0
"860US78621","78621",22.65,33.8,0
"860US77430","77430",26.07,65.58,0
"860US77583","77583",16.26,23.97,1
"860US75560","75560",30.12,41.98,0
"860US76450","76450",60.86,80.94,0
"860US77535","77535",27.59,34.01,0
"860US77713","77713",8.83,24.59,1
"860US78861","78861",36.32,42.05,0
"860US75089","75089",8.18,15,7
"860US79916","79916",3.91,8.37,2
"860US78060","78060",67.66,65.8,0
"860US03770","03770",9.78,29.94,1
"860US07102","07102",2.63,3.78,70
"860US07505","07505",0.21,0,61
"860US07649","07649",2.14,6.63,62
"860US87511","87511",13.4,13.94,2
"860US87011","87011",74.52,154.76,0
"860US88032","88032",8.96,15.41,1
"860US10026","10026",0.61,1.74,85
"860US14173","14173",33.9,43.58,0
"860US14539","14539",25.65,33.61,0
"860US11373","11373",0.71,0,79
"860US10162","10162",1.34,3.82,91
"860US11947","11947",7.42,7.38,2
"860US13325","13325",34.76,50.26,0
"860US10503","10503",7.29,11.93,40
"860US11096","11096",8.54,13.96,45
"860US11355","11355",0.53,0,77
"860US28043","28043",26.75,27.8,1
"860US28098","28098",2.47,8.56,4
"860US27809","27809",8.1,16.7,1
"860US27205","27205",27.44,36.99,0
"860US28282","28282",3.37,7.33,8
"860US44680","44680",18.3,29.7,1
"860US58402","58402",128.79,NA,0
"860US58069","58069",93.08,121.34,0
"860US58563","58563",45.71,39.97,0
"860US58451","58451",87.49,124.52,0
"860US45316","45316",11.79,19.21,2
"860US43844","43844",34.68,54.37,0
"860US45336","45336",26.54,35.9,0
"860US74966","74966",48.66,86.22,0
"860US74048","74048",23.56,32.74,0
"860US74134","74134",4.02,6.26,4
"860US73111","73111",3.35,7.41,7
"860US73097","73097",3.71,11.06,7
"860US96747","96747",129.08,NA,0
"860US83226","83226",167.48,NA,0
"860US32079","32079",26.54,52.3,0
"860US20565","20565",2.01,NA,0
"860US58707","58707",2.36,4.87,1
"860US13677","13677",72.17,79.66,0
"860US07495","07495",2.05,9.15,5
"860US10168","10168",1.07,2.37,92
"860US15733","15733",39.34,59.63,0
"860US97637","97637",175.26,NA,0
"860US82327","82327",186.41,NA,0
"860US85750","85750",6.5,12.64,8
"860US95531","95531",77.96,125.36,0
"860US96050","96050",38.88,101.51,0
"860US96086","96086",49.17,134.32,0
"860US81521","81521",22.41,27.46,1
"860US80428","80428",135.74,NA,0
"860US78411","78411",0.94,0,3
"860US75501","75501",7.65,11.01,1
"860US27831","27831",5.85,17.76,1
"860US05905","05905",33.9,76.94,0
"860US24202","24202",29.66,44.51,0
"860US98586","98586",43.78,55.8,0
"860US44095","44095",8.27,13.48,6
"860US74745","74745",64.67,98.3,0
"860US24861","24861",39.58,61.76,0
"860US48509","48509",9.82,16.35,3
"860US55962","55962",41.31,70.47,0
"860US55439","55439",9.01,13.55,9
"860US55070","55070",31.28,44.18,0
"860US55316","55316",7.87,14.31,5
"860US06376","06376",2.72,10.4,3
"860US95451","95451",41.95,102.44,0
"860US80013","80013",5.31,12.92,8
"860US32456","32456",38.54,59.41,0
"860US06409","06409",13.28,20.29,5
"860US95404","95404",5.01,10.45,2
"860US83539","83539",93.75,192.74,0
"860US52726","52726",14.17,22.29,2
"860US32615","32615",19.31,24.52,1
"860US67831","67831",175.53,NA,0
"860US67140","67140",34.38,50.16,0
"860US70643","70643",43.16,80.46,0
"860US60633","60633",4.68,10.05,24
"860US46915","46915",30.35,42.24,0
"860US20712","20712",3.35,10.56,6
"860US42071","42071",25.76,35.38,0
"860US01907","01907",4.18,8.88,13
"860US70441","70441",35.58,48.23,0
"860US01504","01504",4.41,6.67,17
"860US49762","49762",116.21,NA,0
"860US49434","49434",32.32,40.92,0
"860US49953","49953",184.21,NA,0
"860US49745","49745",101.99,NA,0
"860US04852","04852",34.19,57.8,0
"860US55604","55604",158.22,NA,0
"860US39470","39470",54.1,85.26,0
"860US01360","01360",12.51,19.2,4
"860US68327","68327",95.52,NA,0
"860US03854","03854",6.6,12.2,1
"860US03576","03576",56.49,92.12,0
"860US88260","88260",83.01,142.16,0
"860US11235","11235",1.2,0,38
"860US28152","28152",7.83,0,1
"860US68071","68071",98.4,NA,0
"860US39482","39482",87.22,NA,0
"860US73945","73945",143.35,NA,0
"860US74960","74960",35.85,78.03,0
"860US07066","07066",5.54,10.88,17
"860US08561","08561",7.03,13.05,3
"860US16940","16940",22.87,37.99,0
"860US29455","29455",11.97,23.42,2
"860US29575","29575",8.09,25.8,1
"860US29690","29690",18.94,32.61,0
"860US28553","28553",16.64,32.61,0
"860US35150","35150",37.81,62.6,0
"860US36785","36785",44.71,57.45,0
"860US35968","35968",32.34,57.16,0
"860US36866","36866",37.16,50.28,0
"860US99676","99676",132.69,NA,0
"860US99611","99611",101.44,NA,0
"860US99607","99607",689.61,NA,0
"860US99590","99590",750.59,NA,0
"860US99778","99778",1285.58,NA,0
"860US99925","99925",1047.77,NA,0
"860US86401","86401",23.5,0,1
"860US72530","72530",72.82,105.8,0
"860US71913","71913",43.65,49.34,0
"860US72852","72852",61.89,113.14,0
"860US72112","72112",42.73,52.38,0
"860US71677","71677",99.58,NA,0
"860US72701","72701",18.6,19.89,1
"860US71772","71772",71.7,86.86,0
"860US71770","71770",50.03,57.16,0
"860US96094","96094",80.81,93.41,0
"860US92557","92557",6.89,14.86,3
"860US93225","93225",35.66,57.21,0
"860US90211","90211",2.9,8.07,29
"860US95140","95140",16.02,47.59,0
"860US93550","93550",14.01,0,4
"860US95987","95987",48.14,65.08,0
"860US95573","95573",34.58,71.07,0
"860US96041","96041",58.49,103.14,0
"860US93238","93238",45.65,72.52,0
"860US90089","90089",2.43,5.14,33
"860US95623","95623",22.53,37.14,0
"860US95981","95981",57.18,89.03,0
"860US96006","96006",117.68,NA,0
"860US93562","93562",102.58,NA,0
"860US81647","81647",81.8,81.87,0
"860US80473","80473",74.08,194.07,0
"860US80537","80537",16.83,22.76,2
"860US80030","80030",2.08,5.27,12
"860US81022","81022",23.18,39.58,0
"860US80544","80544",9.81,13.1,2
"860US81424","81424",65.93,174.4,0
"860US80820","80820",51.18,108.12,0
"860US06266","06266",4.58,9.02,2
"860US06389","06389",6.58,6.18,5
"860US06608","06608",1.19,4.52,17
"860US20551","20551",0.39,NA,0
"860US32054","32054",20.27,40.1,0
"860US32177","32177",29.06,46.57,0
"860US34268","34268",36.51,54.76,0
"860US32612","32612",2.7,10.69,1
"860US33026","33026",3.65,7.99,11
"860US32430","32430",35.23,51.06,0
"860US33855","33855",40.25,74.79,0
"860US31044","31044",16.95,39.51,0
"860US31419","31419",7.96,10.7,3
"860US31549","31549",31.26,50.38,0
"860US30733","30733",9.4,21.94,2
"860US47352","47352",36.18,32.05,0
"860US47110","47110",27.98,52.03,0
"860US47160","47160",17.89,50.86,0
"860US47467","47467",37.29,66.76,0
"860US50515","50515",139.97,NA,0
"860US50041","50041",89.25,NA,0
"860US50652","50652",78.3,103.35,0
"860US50160","50160",19.96,25.31,1
"860US52166","52166",84.14,129.76,0
"860US50165","50165",44.65,59.78,0
"860US67117","67117",32.81,33.03,0
"860US66522","66522",79.05,90.93,0
"860US66203","66203",7.21,11.96,5
"860US55403","55403",1.78,3.95,11
"860US55422","55422",6.44,9.39,10
"860US18246","18246",15.14,30.47,0
"860US39630","39630",81.3,NA,0
"860US39046","39046",24,30.77,0
"860US39083","39083",46.56,48.38,0
"860US38879","38879",50.66,64.84,0
"860US39455","39455",60.36,86.87,0
"860US87521","87521",27.08,51.92,0
"860US87041","87041",25.89,40.13,0
"860US10459","10459",0.92,2.59,80
"860US11425","11425",4.12,10.89,38
"860US10170","10170",1.18,3.14,92
"860US10032","10032",1.07,2.12,84
"860US13368","13368",42.45,58.32,0
"860US10152","10152",1.44,2.96,92
"860US11575","11575",4.74,9.15,19
"860US11005","11005",0.64,4.66,53
"860US14727","14727",34.34,43.87,0
"860US11429","11429",3.34,7.53,70
"860US11223","11223",1.13,5.39,45
"860US10020","10020",1.05,2.79,92
"860US11103","11103",2.52,7.17,82
"860US11412","11412",2.3,7.08,73
"860US28658","28658",6.59,19.42,2
"860US27587","27587",8.47,18.25,3
"860US27534","27534",4.37,12.05,1
"860US28785","28785",13.57,17.88,2
"860US28327","28327",13.16,21.36,1
"860US28280","28280",3.57,7.44,8
"860US28328","28328",34.43,49.3,0
"860US27539","27539",6.99,23.56,3
"860US27605","27605",3.66,11.6,5
"860US58703","58703",6.52,0,1
"860US58204","58204",117.95,NA,0
"860US58545","58545",78.18,89.32,0
"860US58656","58656",116.26,NA,0
"860US43004","43004",8.63,13.19,8
"860US43136","43136",9.5,17.98,6
"860US43468","43468",15.63,23.74,2
"860US45229","45229",1.68,0,15
"860US43842","43842",16.64,24.92,1
"860US45616","45616",21.74,44.44,0
"860US45884","45884",13.43,24.68,1
"860US45041","45041",3.6,12.86,17
"860US45354","45354",15.52,21.66,5
"860US74017","74017",32.28,36.91,0
"860US74463","74463",34.64,52.61,0
"860US73841","73841",167.28,NA,0
"860US97108","97108",56,115.34,0
"860US97850","97850",59.91,60.08,0
"860US97503","97503",24.09,20.42,2
"860US18434","18434",5.4,10.07,1
"860US17815","17815",24.83,39.39,0
"860US16720","16720",55.46,73.17,0
"860US16682","16682",17.89,18.1,2
"860US17888","17888",30.71,53.13,0
"860US16049","16049",27.28,55.06,0
"860US15483","15483",4.42,12,2
"860US16201","16201",18.31,31.79,0
"860US15034","15034",2.84,9.73,9
"860US15035","15035",4.18,9.88,10
"860US17343","17343",25.11,36.42,0
"860US65453","65453",86.9,108.51,0
"860US64165","64165",18.5,28.58,3
"860US65259","65259",48.15,53.5,0
"860US59525","59525",281.94,NA,0
"860US59710","59710",93.82,169.22,0
"860US59018","59018",43.48,69.72,0
"860US59923","59923",69.54,141.84,0
"860US59337","59337",204.47,NA,0
"860US59261","59261",298.92,NA,0
"860US68444","68444",73.29,90.45,0
"860US68118","68118",8.01,12.94,2
"860US89318","89318",223.1,NA,0
"860US03824","03824",8.27,19.03,2
"860US03586","03586",26.45,36.67,0
"860US08312","08312",6.46,20.04,4
"860US07880","07880",23.35,36.74,0
"860US88038","88038",90.76,136.36,0
"860US88116","88116",62.23,119.78,0
"860US83626","83626",21.03,33.05,0
"860US62682","62682",32.72,44.81,0
"860US60155","60155",1.39,4.33,37
"860US62541","62541",24.62,42.03,0
"860US60203","60203",2.24,4.2,19
"860US62085","62085",26.39,47.94,0
"860US61322","61322",32.66,39.8,0
"860US60165","60165",0.39,0,30
"860US60305","60305",1.66,6.95,34
"860US06877","06877",7.33,18.98,3
"860US90822","90822",5.45,10.9,21
"860US33785","33785",8.78,19.42,3
"860US32336","32336",30.58,58.8,0
"860US31320","31320",26.32,40.57,0
"860US19945","19945",8.31,24.74,2
"860US32666","32666",25.61,46.51,0
"860US50478","50478",110.79,NA,0
"860US83312","83312",128.51,NA,0
"860US41005","41005",10.77,24.22,3
"860US42164","42164",25.64,37.88,0
"860US60053","60053",2.91,4.92,29
"860US70653","70653",44.82,78.31,0
